record_id,protocol_id,query_id,task,condition,score_mode,prediction,prediction_ordinal,original_reference,reviewed_reference,original_correct,reviewed_correct,original_margin,reviewed_margin,fixed_foil,fixed_foil_margin,hate_direction,label_margins,top_gap,tied_top_count,prompt_tokens,prompt_sha256,baseline_replay
EA-5086-hate-v1:T1_L0,EA-5086-hate-v1,5086,hate,T1_L0,total_with_eos,hate,0,hate,hate,True,True,0.5583057403564453,0.5583057403564453,null,null,0.5583057403564453,"{""hate"":0.5583057403564453}",0.5583057403564453,1,1212,a14383aea916cccdb95c30283ace368e3b2c2ddc1a5ac3fa7637a7394929585b,False
EA-5086-hate-v1:T1_L0,EA-5086-hate-v1,5086,hate,T1_L0,mean_with_eos,non-hate,1,hate,hate,False,False,-0.0918111801147461,-0.0918111801147461,null,null,-0.0918111801147461,"{""hate"":-0.0918111801147461}",0.0918111801147461,1,1212,a14383aea916cccdb95c30283ace368e3b2c2ddc1a5ac3fa7637a7394929585b,False
EA-5086-hate-v1:T1_L1,EA-5086-hate-v1,5086,hate,T1_L1,answer_sum,non-hate,1,hate,hate,False,False,-0.277862548828125,-0.277862548828125,null,null,-0.277862548828125,"{""hate"":-0.277862548828125}",0.277862548828125,1,1246,22df70806fc21ad48f84303ed9fca17cc4957228616632e27480fcbfe318a45b,True
EA-5086-hate-v1:T1_L1,EA-5086-hate-v1,5086,hate,T1_L1,answer_mean,non-hate,1,hate,hate,False,False,-0.39949137369791665,-0.39949137369791665,null,null,-0.39949137369791665,"{""hate"":-0.39949137369791665}",0.39949137369791665,1,1246,22df70806fc21ad48f84303ed9fca17cc4957228616632e27480fcbfe318a45b,True
EA-5086-hate-v1:T1_L1,EA-5086-hate-v1,5086,hate,T1_L1,total_with_eos,non-hate,1,hate,hate,False,False,-0.277862548828125,-0.277862548828125,null,null,-0.277862548828125,"{""hate"":-0.277862548828125}",0.277862548828125,1,1246,22df70806fc21ad48f84303ed9fca17cc4957228616632e27480fcbfe318a45b,True
EA-5086-hate-v1:T1_L1,EA-5086-hate-v1,5086,hate,T1_L1,mean_with_eos,non-hate,1,hate,hate,False,False,-0.2612597147623698,-0.2612597147623698,null,null,-0.2612597147623698,"{""hate"":-0.2612597147623698}",0.2612597147623698,1,1246,22df70806fc21ad48f84303ed9fca17cc4957228616632e27480fcbfe318a45b,True
EA-541-hate-v1:demo_removed_dictionary_fixed,EA-541-hate-v1,541,hate,demo_removed_dictionary_fixed,answer_sum,hate,0,non-hate,non-hate,False,False,-0.4031982421875,-0.4031982421875,null,null,0.4031982421875,"{""hate"":0.4031982421875}",0.4031982421875,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,False
EA-541-hate-v1:demo_removed_dictionary_fixed,EA-541-hate-v1,541,hate,demo_removed_dictionary_fixed,answer_mean,hate,0,non-hate,non-hate,False,False,-0.008793131510416663,-0.008793131510416663,null,null,0.008793131510416663,"{""hate"":0.008793131510416663}",0.008793131510416663,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,False
EA-541-hate-v1:demo_removed_dictionary_fixed,EA-541-hate-v1,541,hate,demo_removed_dictionary_fixed,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.4031982421875,-0.4031982421875,null,null,0.4031982421875,"{""hate"":0.4031982421875}",0.4031982421875,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,False
EA-541-hate-v1:demo_removed_dictionary_fixed,EA-541-hate-v1,541,hate,demo_removed_dictionary_fixed,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.022295633951822907,-0.022295633951822907,null,null,0.022295633951822907,"{""hate"":0.022295633951822907}",0.022295633951822907,1,855,b75fcb7f4e2acca7dd8447a8de3357c0851cdd2ff002c8e8ef70bb33d6a81d7d,False
EA-1128-hate-v1:demo_removed_dictionary_fixed,EA-1128-hate-v1,1128,hate,demo_removed_dictionary_fixed,answer_sum,non-hate,1,non-hate,non-hate,True,True,15.267982482910156,15.267982482910156,null,null,-15.267982482910156,"{""hate"":-15.267982482910156}",15.267982482910156,1,452,34c834d6b08d9c84387d48137941bd809d11ba44df713660fcca5b7ad4a053da,False
EA-1128-hate-v1:demo_removed_dictionary_fixed,EA-1128-hate-v1,1128,hate,demo_removed_dictionary_fixed,answer_mean,non-hate,1,non-hate,non-hate,True,True,5.0893300374348955,5.0893300374348955,null,null,-5.0893300374348955,"{""hate"":-5.0893300374348955}",5.0893300374348955,1,452,34c834d6b08d9c84387d48137941bd809d11ba44df713660fcca5b7ad4a053da,False
EA-1128-hate-v1:demo_removed_dictionary_fixed,EA-1128-hate-v1,1128,hate,demo_removed_dictionary_fixed,total_with_eos,non-hate,1,non-hate,non-hate,True,True,15.267982482910156,15.267982482910156,null,null,-15.267982482910156,"{""hate"":-15.267982482910156}",15.267982482910156,1,452,34c834d6b08d9c84387d48137941bd809d11ba44df713660fcca5b7ad4a053da,False
EA-1128-hate-v1:demo_removed_dictionary_fixed,EA-1128-hate-v1,1128,hate,demo_removed_dictionary_fixed,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,3.816997210184733,3.816997210184733,null,null,-3.816997210184733,"{""hate"":-3.816997210184733}",3.816997210184733,1,452,34c834d6b08d9c84387d48137941bd809d11ba44df713660fcca5b7ad4a053da,False
EA-3169-hate-v1:demo_removed_dictionary_fixed,EA-3169-hate-v1,3169,hate,demo_removed_dictionary_fixed,answer_sum,hate,0,non-hate,non-hate,False,False,-0.6408653259277344,-0.6408653259277344,null,null,0.6408653259277344,"{""hate"":0.6408653259277344}",0.6408653259277344,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,False
EA-3169-hate-v1:demo_removed_dictionary_fixed,EA-3169-hate-v1,3169,hate,demo_removed_dictionary_fixed,answer_mean,hate,0,non-hate,non-hate,False,False,-0.06376012166341147,-0.06376012166341147,null,null,0.06376012166341147,"{""hate"":0.06376012166341147}",0.06376012166341147,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,False
EA-3169-hate-v1:demo_removed_dictionary_fixed,EA-3169-hate-v1,3169,hate,demo_removed_dictionary_fixed,total_with_eos,hate,0,non-hate,non-hate,False,False,-0.6408653259277344,-0.6408653259277344,null,null,0.6408653259277344,"{""hate"":0.6408653259277344}",0.6408653259277344,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,False
EA-3169-hate-v1:demo_removed_dictionary_fixed,EA-3169-hate-v1,3169,hate,demo_removed_dictionary_fixed,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.06655279795328775,-0.06655279795328775,null,null,0.06655279795328775,"{""hate"":0.06655279795328775}",0.06655279795328775,1,712,e6f27a3f713a6f01165e957ae253ea830bb1e2bbddd9019b7b925cac4465c7ef,False
EA-4026-hate-v1:demo_removed_dictionary_fixed,EA-4026-hate-v1,4026,hate,demo_removed_dictionary_fixed,answer_sum,non-hate,1,hate,non-hate,False,True,-2.4095306396484375,2.4095306396484375,null,null,-2.4095306396484375,"{""hate"":-2.4095306396484375}",2.4095306396484375,1,1112,af29d9c8cb06c44d384f6fca6618d9d905d5e75e4f7e58b7eeb6bd6cd78c00f8,False
EA-4026-hate-v1:demo_removed_dictionary_fixed,EA-4026-hate-v1,4026,hate,demo_removed_dictionary_fixed,answer_mean,non-hate,1,hate,non-hate,False,True,-1.0510345458984376,1.0510345458984376,null,null,-1.0510345458984376,"{""hate"":-1.0510345458984376}",1.0510345458984376,1,1112,af29d9c8cb06c44d384f6fca6618d9d905d5e75e4f7e58b7eeb6bd6cd78c00f8,False
EA-4026-hate-v1:demo_removed_dictionary_fixed,EA-4026-hate-v1,4026,hate,demo_removed_dictionary_fixed,total_with_eos,non-hate,1,hate,non-hate,False,True,-2.4095306396484375,2.4095306396484375,null,null,-2.4095306396484375,"{""hate"":-2.4095306396484375}",2.4095306396484375,1,1112,af29d9c8cb06c44d384f6fca6618d9d905d5e75e4f7e58b7eeb6bd6cd78c00f8,False
EA-4026-hate-v1:demo_removed_dictionary_fixed,EA-4026-hate-v1,4026,hate,demo_removed_dictionary_fixed,mean_with_eos,non-hate,1,hate,non-hate,False,True,-0.757293701171875,0.757293701171875,null,null,-0.757293701171875,"{""hate"":-0.757293701171875}",0.757293701171875,1,1112,af29d9c8cb06c44d384f6fca6618d9d905d5e75e4f7e58b7eeb6bd6cd78c00f8,False
EA-541-hate-v1:original,EA-541-hate-v1,541,hate,original,answer_sum,non-hate,1,non-hate,non-hate,True,True,0.579376220703125,0.579376220703125,null,null,-0.579376220703125,"{""hate"":-0.579376220703125}",0.579376220703125,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True
EA-541-hate-v1:original,EA-541-hate-v1,541,hate,original,answer_mean,non-hate,1,non-hate,non-hate,True,True,0.3515803019205729,0.3515803019205729,null,null,-0.3515803019205729,"{""hate"":-0.3515803019205729}",0.3515803019205729,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True
EA-541-hate-v1:original,EA-541-hate-v1,541,hate,original,total_with_eos,non-hate,1,non-hate,non-hate,True,True,0.579376220703125,0.579376220703125,null,null,-0.579376220703125,"{""hate"":-0.579376220703125}",0.579376220703125,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True
EA-541-hate-v1:original,EA-541-hate-v1,541,hate,original,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,0.24387836456298828,0.24387836456298828,null,null,-0.24387836456298828,"{""hate"":-0.24387836456298828}",0.24387836456298828,1,918,224f8ea4181e16f0e8745fd8c77000c582289c3d7483f0bd92e056f972ad9997,True
EA-1128-hate-v1:original,EA-1128-hate-v1,1128,hate,original,answer_sum,non-hate,1,non-hate,non-hate,True,True,14.820850372314453,14.820850372314453,null,null,-14.820850372314453,"{""hate"":-14.820850372314453}",14.820850372314453,1,478,89ab0f4aa1dbe3493701d426a6fc1b091b1be35b567c3d0eb5faae26438738fd,True
EA-1128-hate-v1:original,EA-1128-hate-v1,1128,hate,original,answer_mean,non-hate,1,non-hate,non-hate,True,True,4.940283966064453,4.940283966064453,null,null,-4.940283966064453,"{""hate"":-4.940283966064453}",4.940283966064453,1,478,89ab0f4aa1dbe3493701d426a6fc1b091b1be35b567c3d0eb5faae26438738fd,True
EA-1128-hate-v1:original,EA-1128-hate-v1,1128,hate,original,total_with_eos,non-hate,1,non-hate,non-hate,True,True,14.820854187011719,14.820854187011719,null,null,-14.820854187011719,"{""hate"":-14.820854187011719}",14.820854187011719,1,478,89ab0f4aa1dbe3493701d426a6fc1b091b1be35b567c3d0eb5faae26438738fd,True
EA-1128-hate-v1:original,EA-1128-hate-v1,1128,hate,original,mean_with_eos,non-hate,1,non-hate,non-hate,True,True,3.7052138646443686,3.7052138646443686,null,null,-3.7052138646443686,"{""hate"":-3.7052138646443686}",3.7052138646443686,1,478,89ab0f4aa1dbe3493701d426a6fc1b091b1be35b567c3d0eb5faae26438738fd,True
EA-3169-hate-v1:original,EA-3169-hate-v1,3169,hate,original,answer_sum,hate,0,non-hate,non-hate,False,False,-3.7691802978515625,-3.7691802978515625,null,null,3.7691802978515625,"{""hate"":3.7691802978515625}",3.7691802978515625,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True
EA-3169-hate-v1:original,EA-3169-hate-v1,3169,hate,original,answer_mean,hate,0,non-hate,non-hate,False,False,-0.7410074869791666,-0.7410074869791666,null,null,0.7410074869791666,"{""hate"":0.7410074869791666}",0.7410074869791666,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True
EA-3169-hate-v1:original,EA-3169-hate-v1,3169,hate,original,total_with_eos,hate,0,non-hate,non-hate,False,False,-3.7691802978515625,-3.7691802978515625,null,null,3.7691802978515625,"{""hate"":3.7691802978515625}",3.7691802978515625,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True
EA-3169-hate-v1:original,EA-3169-hate-v1,3169,hate,original,mean_with_eos,hate,0,non-hate,non-hate,False,False,-0.6201788584391276,-0.6201788584391276,null,null,0.6201788584391276,"{""hate"":0.6201788584391276}",0.6201788584391276,1,742,0737aa7b9bba71aa4b1bdb28e016169e2e1374a5249f728303da743fe1a9e7d5,True
EA-4026-hate-v1:original,EA-4026-hate-v1,4026,hate,original,answer_sum,non-hate,1,hate,non-hate,False,True,-1.4697036743164062,1.4697036743164062,null,null,-1.4697036743164062,"{""hate"":-1.4697036743164062}",1.4697036743164062,1,1157,7f9d145f53d632b537f7e0daab5b495feceba7a6bcecfb8716d68f75781f2e65,True
EA-4026-hate-v1:original,EA-4026-hate-v1,4026,hate,original,answer_mean,non-hate,1,hate,non-hate,False,True,-0.8477152506510417,0.8477152506510417,null,null,-0.8477152506510417,"{""hate"":-0.8477152506510417}",0.8477152506510417,1,1157,7f9d145f53d632b537f7e0daab5b495feceba7a6bcecfb8716d68f75781f2e65,True
EA-4026-hate-v1:original,EA-4026-hate-v1,4026,hate,original,total_with_eos,non-hate,1,hate,non-hate,False,True,-1.4697036743164062,1.4697036743164062,null,null,-1.4697036743164062,"{""hate"":-1.4697036743164062}",1.4697036743164062,1,1157,7f9d145f53d632b537f7e0daab5b495feceba7a6bcecfb8716d68f75781f2e65,True
EA-4026-hate-v1:original,EA-4026-hate-v1,4026,hate,original,mean_with_eos,non-hate,1,hate,non-hate,False,True,-0.591059684753418,0.591059684753418,null,null,-0.591059684753418,"{""hate"":-0.591059684753418}",0.591059684753418,1,1157,7f9d145f53d632b537f7e0daab5b495feceba7a6bcecfb8716d68f75781f2e65,True
EA-6037-hate-v1:original,EA-6037-hate-v1,6037,hate,original,answer_sum,non-hate,1,hate,hate,False,False,-7.159782409667969,-7.159782409667969,null,null,-7.159782409667969,"{""hate"":-7.159782409667969}",7.159782409667969,1,547,a4a0129283737db7dc192b1232524cc0da5cfe5648c7c1c115f608e95b9b9dff,True
EA-6037-hate-v1:original,EA-6037-hate-v1,6037,hate,original,answer_mean,non-hate,1,hate,hate,False,False,-2.386707051595052,-2.386707051595052,null,null,-2.386707051595052,"{""hate"":-2.386707051595052}",2.386707051595052,1,547,a4a0129283737db7dc192b1232524cc0da5cfe5648c7c1c115f608e95b9b9dff,True
EA-6037-hate-v1:original,EA-6037-hate-v1,6037,hate,original,total_with_eos,non-hate,1,hate,hate,False,False,-7.159782409667969,-7.159782409667969,null,null,-7.159782409667969,"{""hate"":-7.159782409667969}",7.159782409667969,1,547,a4a0129283737db7dc192b1232524cc0da5cfe5648c7c1c115f608e95b9b9dff,True
EA-6037-hate-v1:original,EA-6037-hate-v1,6037,hate,original,mean_with_eos,non-hate,1,hate,hate,False,False,-1.7900161743164062,-1.7900161743164062,null,null,-1.7900161743164062,"{""hate"":-1.7900161743164062}",1.7900161743164062,1,547,a4a0129283737db7dc192b1232524cc0da5cfe5648c7c1c115f608e95b9b9dff,True
EA-6037-hate-v1:source_edge_masked,EA-6037-hate-v1,6037,hate,source_edge_masked,answer_sum,non-hate,1,hate,hate,False,False,-3.6184158325195312,-3.6184158325195312,null,null,-3.6184158325195312,"{""hate"":-3.6184158325195312}",3.6184158325195312,1,502,c57091c147c72fd75606c18edff7199fd494baf115367f0d8d3350854669b773,False
EA-6037-hate-v1:source_edge_masked,EA-6037-hate-v1,6037,hate,source_edge_masked,answer_mean,non-hate,1,hate,hate,False,False,-1.209753926595052,-1.209753926595052,null,null,-1.209753926595052,"{""hate"":-1.209753926595052}",1.209753926595052,1,502,c57091c147c72fd75606c18edff7199fd494baf115367f0d8d3350854669b773,False
EA-6037-hate-v1:source_edge_masked,EA-6037-hate-v1,6037,hate,source_edge_masked,total_with_eos,non-hate,1,hate,hate,False,False,-3.6184158325195312,-3.6184158325195312,null,null,-3.6184158325195312,"{""hate"":-3.6184158325195312}",3.6184158325195312,1,502,c57091c147c72fd75606c18edff7199fd494baf115367f0d8d3350854669b773,False
EA-6037-hate-v1:source_edge_masked,EA-6037-hate-v1,6037,hate,source_edge_masked,mean_with_eos,non-hate,1,hate,hate,False,False,-0.9068635304768881,-0.9068635304768881,null,null,-0.9068635304768881,"{""hate"":-0.9068635304768881}",0.9068635304768881,1,502,c57091c147c72fd75606c18edff7199fd494baf115367f0d8d3350854669b773,False
EA-541-group-v1:answer_reviewed,EA-541-group-v1,541,group,answer_reviewed,answer_sum,"[""LGBTQ"",""Sexism""]",12,[],"[""LGBTQ"",""Sexism""]",False,True,-16.101282119750977,4.014163970947266,"[""LGBTQ""]",4.014163970947266,null,"{""LGBTQ"":16.116351184846913,""Racism"":-28.763502292831074,""Region"":-38.44104524132623,""Sexism"":4.014151759233496,""others"":-15.963411354335195}",4.014163970947266,1,1005,665eda056e1de8ee88665f36af9dba7a95644062cb4f7a9875d597fc5a62a33e,False
EA-541-group-v1:answer_reviewed,EA-541-group-v1,541,group,answer_reviewed,answer_mean,"[""LGBTQ"",""Sexism""]",12,[],"[""LGBTQ"",""Sexism""]",False,True,-19.440824508666992,1.0890792846679687,"[""LGBTQ""]",1.0890792846679687,null,"{""LGBTQ"":3.702934297039404,""Racism"":-1.7811934284085555,""Region"":-2.6487220231821773,""Sexism"":0.9246596266156082,""others"":-1.6944174775944603}",1.0890792846679687,1,1005,665eda056e1de8ee88665f36af9dba7a95644062cb4f7a9875d597fc5a62a33e,False
EA-541-group-v1:answer_reviewed,EA-541-group-v1,541,group,answer_reviewed,total_with_eos,"[""LGBTQ"",""Sexism""]",12,[],"[""LGBTQ"",""Sexism""]",False,True,-16.101282119750977,4.014163970947266,"[""LGBTQ""]",4.014163970947266,null,"{""LGBTQ"":16.116351184846913,""Racism"":-28.763502292831074,""Region"":-38.44104524132623,""Sexism"":4.014151759233496,""others"":-15.963411354335195}",4.014163970947266,1,1005,665eda056e1de8ee88665f36af9dba7a95644062cb4f7a9875d597fc5a62a33e,False
EA-541-group-v1:answer_reviewed,EA-541-group-v1,541,group,answer_reviewed,mean_with_eos,"[""LGBTQ"",""Sexism""]",12,[],"[""LGBTQ"",""Sexism""]",False,True,-9.53488212161594,0.881061765882704,"[""LGBTQ""]",0.881061765882704,null,"{""LGBTQ"":3.2405837704356824,""Racism"":-1.5936353853164023,""Region"":-2.4318700710224315,""Sexism"":0.7389490277001003,""others"":-1.5097630749174085}",0.881061765882704,1,1005,665eda056e1de8ee88665f36af9dba7a95644062cb4f7a9875d597fc5a62a33e,False
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,5086,group,answer_reviewed,answer_sum,"[""LGBTQ""]",4,"[""LGBTQ"",""others""]","[""LGBTQ""]",False,True,-13.615680694580078,13.615680694580078,"[""LGBTQ"",""others""]",13.615680694580078,null,"{""LGBTQ"":19.129828716796165,""Racism"":-41.43835373470215,""Region"":-47.04631332910122,""Sexism"":-22.660637990276292,""others"":-13.615680699613405}",13.615680694580078,1,1345,f43a597ba4f0d65f54169ddf6926b049dccbbfe2299029be337289be6aee5a61,False
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,5086,group,answer_reviewed,answer_mean,"[""LGBTQ""]",4,"[""LGBTQ"",""others""]","[""LGBTQ""]",False,True,-1.945091792515346,1.945091792515346,"[""LGBTQ"",""others""]",1.945091792515346,null,"{""LGBTQ"":3.470882830729519,""Racism"":-1.9168017800942836,""Region"":-2.279288556454607,""Sexism"":-1.6962789163622602,""others"":-1.424609308537334}",1.945091792515346,1,1345,f43a597ba4f0d65f54169ddf6926b049dccbbfe2299029be337289be6aee5a61,False
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,5086,group,answer_reviewed,total_with_eos,"[""LGBTQ""]",4,"[""LGBTQ"",""others""]","[""LGBTQ""]",False,True,-13.615680694580078,13.615680694580078,"[""LGBTQ"",""others""]",13.615680694580078,null,"{""LGBTQ"":19.129828716796165,""Racism"":-41.43835373470215,""Region"":-47.04631332910122,""Sexism"":-22.660637990276292,""others"":-13.615680699613405}",13.615680694580078,1,1345,f43a597ba4f0d65f54169ddf6926b049dccbbfe2299029be337289be6aee5a61,False
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,5086,group,answer_reviewed,mean_with_eos,"[""LGBTQ""]",4,"[""LGBTQ"",""others""]","[""LGBTQ""]",False,True,-1.7019561131795247,1.7019561131795247,"[""LGBTQ"",""others""]",1.7019561131795247,null,"{""LGBTQ"":3.091033643639001,""Racism"":-1.6507586091615603,""Region"":-2.0383247568890415,""Sexism"":-1.4364387060892088,""others"":-1.1927537330851172}",1.7019561131795247,1,1345,f43a597ba4f0d65f54169ddf6926b049dccbbfe2299029be337289be6aee5a61,False
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,1128,group,demo_removed_dictionary_fixed,answer_sum,[],0,[],[],True,True,21.384777069091797,21.384777069091797,"[""Sexism""]",22.118213653564453,null,"{""LGBTQ"":-25.98175855407792,""Racism"":-23.24468119340518,""Region"":-25.756168338183326,""Sexism"":-22.118213162353197,""others"":-21.3847768818998}",21.384777069091797,1,522,e34257fb8c11d6cae54763b7dd65fc050e9acebab8a62d0bc776297e49ad4f62,False
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,1128,group,demo_removed_dictionary_fixed,answer_mean,[],0,[],[],True,True,2.3314907550811768,2.3314907550811768,"[""Sexism""]",5.529553413391113,null,"{""LGBTQ"":-1.2033147812382556,""Racism"":-1.1708255526326072,""Region"":-1.394117528291661,""Sexism"":-1.152892826959476,""others"":-1.4704641044149669}",2.3314907550811768,1,522,e34257fb8c11d6cae54763b7dd65fc050e9acebab8a62d0bc776297e49ad4f62,False
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,1128,group,demo_removed_dictionary_fixed,total_with_eos,[],0,[],[],True,True,21.384777069091797,21.384777069091797,"[""Sexism""]",22.118213653564453,null,"{""LGBTQ"":-25.98175855407792,""Racism"":-23.24468119340518,""Region"":-25.756168338183326,""Sexism"":-22.118213162353197,""others"":-21.3847768818998}",21.384777069091797,1,522,e34257fb8c11d6cae54763b7dd65fc050e9acebab8a62d0bc776297e49ad4f62,False
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,1128,group,demo_removed_dictionary_fixed,mean_with_eos,[],0,[],[],True,True,2.1943442400764015,2.1943442400764015,"[""Sexism""]",4.42364273071289,null,"{""LGBTQ"":-1.0012664773688722,""Racism"":-0.9363082553880913,""Region"":-1.1988135672736093,""Sexism"":-0.9353921122467302,""others"":-1.2732013680791132}",2.1943442400764015,1,522,e34257fb8c11d6cae54763b7dd65fc050e9acebab8a62d0bc776297e49ad4f62,False
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,3169,group,demo_removed_dictionary_fixed,answer_sum,"[""Racism""]",1,[],[],False,False,-17.810741424560547,-17.810741424560547,"[""Racism""]",-17.810741424560547,null,"{""LGBTQ"":-22.74908472309975,""Racism"":17.80317077614225,""Region"":-26.261143540075896,""Sexism"":-27.05878312855649,""others"":-26.815181746069044}",17.810741424560547,1,785,bfde7648a37e64626d52178ac883e92b7a3a3c1a480838d5dc3f5795e4c33c5b,False
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,3169,group,demo_removed_dictionary_fixed,answer_mean,"[""Racism""]",1,[],[],False,False,-17.811397552490234,-17.811397552490234,"[""Racism""]",-17.811397552490234,null,"{""LGBTQ"":-1.4705137080501782,""Racism"":3.5553789371681463,""Region"":-1.8933545447074358,""Sexism"":-1.514394888061922,""others"":-1.9176408624158257}",2.8104639053344727,1,785,bfde7648a37e64626d52178ac883e92b7a3a3c1a480838d5dc3f5795e4c33c5b,False
