record_id,protocol_id,task,condition,candidate_id,labels,ordinal,answer_mean,answer_sum,eos_logprob,mean_with_eos,total_with_eos,answer_tokens
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-22,"[""Region"",""LGBTQ"",""others""]",22,-6.703101687961155,-60.32791519165039,0.0,-6.032791519165039,-60.32791519165039,9
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-5.3226099747877855,-69.19392967224121,0.0,-4.94242354801723,-69.19392967224121,13
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-24,"[""Sexism"",""others""]",24,-7.657006581624349,-45.942039489746094,0.0,-6.563148498535156,-45.942039489746094,6
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-25,"[""Racism"",""Sexism"",""others""]",25,-5.461752700805664,-54.61752700805664,0.0,-4.965229728005149,-54.61752700805664,10
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-26,"[""Region"",""Sexism"",""others""]",26,-7.894233226776123,-63.153865814208984,0.0,-7.017096201578776,-63.153865814208984,8
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-5.6881124178568525,-68.25734901428223,0.0,-5.25056530879094,-68.25734901428223,12
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-2.9594436645507813,-29.594436645507812,0.0,-2.6904033314098013,-29.594436645507812,10
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-3.9649936131068637,-55.509910583496094,0.0,-3.7006607055664062,-55.509910583496094,14
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-5.12610658009847,-61.51327896118164,0.0,-4.731790689321665,-61.51327896118164,12
EA-541-group-v1:answer_reviewed,EA-541-group-v1,group,answer_reviewed,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-4.182762145996094,-66.9241943359375,0.0,-3.9367173138786766,-66.9241943359375,16
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-00,[],0,-19.12992286682129,-19.12992286682129,0.0,-9.564961433410645,-19.12992286682129,1
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-01,"[""Racism""]",1,-8.515806579589844,-42.57903289794922,0.0,-7.096505482991536,-42.57903289794922,5
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-02,"[""Region""]",2,-17.837725321451824,-53.51317596435547,0.0,-13.378293991088867,-53.51317596435547,3
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-03,"[""Racism"",""Region""]",3,-7.290267399379185,-51.0318717956543,0.0,-6.378983974456787,-51.0318717956543,7
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-04,"[""LGBTQ""]",4,-1.9073486328125e-05,-9.5367431640625e-05,0.0,-1.5894571940104168e-05,-9.5367431640625e-05,5
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-05,"[""Racism"",""LGBTQ""]",5,-4.70166015625,-42.31494140625,0.0,-4.231494140625,-42.31494140625,9
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-06,"[""Region"",""LGBTQ""]",6,-7.176968165806362,-50.23877716064453,0.0,-6.279847145080566,-50.23877716064453,7
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-4.339005210182884,-47.72905731201172,0.0,-3.977421442667643,-47.72905731201172,11
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-08,"[""Sexism""]",8,-13.628148078918457,-54.51259231567383,0.0,-10.902518463134765,-54.51259231567383,4
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-09,"[""Racism"",""Sexism""]",9,-5.348591327667236,-42.78873062133789,0.0,-4.754303402370876,-42.78873062133789,8
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-10,"[""Region"",""Sexism""]",10,-8.96285883585612,-53.77715301513672,0.0,-7.682450430733817,-53.77715301513672,6
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-11,"[""Racism"",""Region"",""Sexism""]",11,-4.943094635009766,-49.430946350097656,0.0,-4.493722395463423,-49.430946350097656,10
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-12,"[""LGBTQ"",""Sexism""]",12,-2.8325915336608887,-22.66073226928711,0.0,-2.517859141031901,-22.66073226928711,8
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-4.184894879659017,-50.2187385559082,0.0,-3.8629798889160156,-50.2187385559082,12
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-5.552584457397461,-55.52584457397461,0.0,-5.04780405217951,-55.52584457397461,10
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-3.561232158115932,-49.85725021362305,0.0,-3.323816680908203,-49.85725021362305,14
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-16,"[""others""]",16,-12.83828862508138,-38.51486587524414,0.0,-9.628716468811035,-38.51486587524414,3
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-17,"[""Racism"",""others""]",17,-6.927812848772321,-48.49468994140625,0.0,-6.061836242675781,-48.49468994140625,7
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-18,"[""Region"",""others""]",18,-11.820747375488281,-59.103736877441406,0.0,-9.8506228129069,-59.103736877441406,5
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-19,"[""Racism"",""Region"",""others""]",19,-5.815819210476345,-52.34237289428711,0.0,-5.234237289428711,-52.34237289428711,9
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-20,"[""LGBTQ"",""others""]",20,-1.945110866001674,-13.615776062011719,0.0,-1.7019720077514648,-13.615776062011719,7
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-4.725271745161577,-51.977989196777344,0.0,-4.331499099731445,-51.977989196777344,11
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-22,"[""Region"",""LGBTQ"",""others""]",22,-6.432694753011067,-57.89425277709961,0.0,-5.789425277709961,-57.89425277709961,9
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-4.12227278489333,-53.58954620361328,0.0,-3.82782472882952,-53.58954620361328,13
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-24,"[""Sexism"",""others""]",24,-10.085123062133789,-60.510738372802734,0.0,-8.644391196114677,-60.510738372802734,6
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-25,"[""Racism"",""Sexism"",""others""]",25,-4.923280334472656,-49.23280334472656,0.0,-4.475709394975142,-49.23280334472656,10
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-26,"[""Region"",""Sexism"",""others""]",26,-7.205983638763428,-57.64786911010742,0.0,-6.405318790011936,-57.64786911010742,8
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-4.028810183207194,-48.34572219848633,0.0,-3.7189017075758715,-48.34572219848633,12
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-3.847233200073242,-38.47233200073242,0.0,-3.497484727339311,-38.47233200073242,10
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-4.148138046264648,-58.07393264770508,0.0,-3.871595509847005,-58.07393264770508,14
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-5.310732841491699,-63.72879409790039,0.0,-4.902214930607722,-63.72879409790039,12
EA-5086-group-v1:answer_reviewed,EA-5086-group-v1,group,answer_reviewed,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-3.4036872386932373,-54.4589958190918,0.0,-3.2034703422995174,-54.4589958190918,16
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-00,[],0,0.0,0.0,0.0,0.0,0.0,1
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-01,"[""Racism""]",1,-4.648936462402344,-23.24468231201172,0.0,-3.8741137186686196,-23.24468231201172,5
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-02,"[""Region""]",2,-8.585394541422525,-25.756183624267578,0.0,-6.4390459060668945,-25.756183624267578,3
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-03,"[""Racism"",""Region""]",3,-5.847018650599888,-40.92913055419922,0.0,-5.116141319274902,-40.92913055419922,7
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-04,"[""LGBTQ""]",4,-5.1963554382324215,-25.98177719116211,0.0,-4.3302961985270185,-25.98177719116211,5
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-05,"[""Racism"",""LGBTQ""]",5,-4.673217349582249,-42.058956146240234,0.0,-4.205895614624024,-42.058956146240234,9
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-06,"[""Region"",""LGBTQ""]",6,-6.518090384347098,-45.62663269042969,0.0,-5.703329086303711,-45.62663269042969,7
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-07,"[""Racism"",""Region"",""LGBTQ""]",7,-4.381437475031072,-48.1958122253418,0.0,-4.016317685445149,-48.1958122253418,11
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-08,"[""Sexism""]",8,-5.529553413391113,-22.118213653564453,0.0,-4.42364273071289,-22.118213653564453,4
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-09,"[""Racism"",""Sexism""]",9,-4.785877704620361,-38.28702163696289,0.0,-4.254113515218099,-38.28702163696289,8
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-10,"[""Region"",""Sexism""]",10,-6.85592778523763,-41.13556671142578,0.0,-5.876509530203683,-41.13556671142578,6
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-11,"[""Racism"",""Region"",""Sexism""]",11,-4.416063690185547,-44.16063690185547,0.0,-4.014603354714134,-44.16063690185547,10
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-12,"[""LGBTQ"",""Sexism""]",12,-6.171853065490723,-49.37482452392578,0.0,-5.486091613769531,-49.37482452392578,8
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-13,"[""Racism"",""LGBTQ"",""Sexism""]",13,-3.8039191563924155,-45.647029876708984,0.0,-3.5113099905160756,-45.647029876708984,12
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-14,"[""Region"",""LGBTQ"",""Sexism""]",14,-4.4826911926269535,-44.82691192626953,0.0,-4.075173811479048,-44.82691192626953,10
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-15,"[""Racism"",""Region"",""LGBTQ"",""Sexism""]",15,-3.0117269243512834,-42.16417694091797,0.0,-2.8109451293945313,-42.16417694091797,14
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-16,"[""others""]",16,-7.128259023030599,-21.384777069091797,0.0,-5.346194267272949,-21.384777069091797,3
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-17,"[""Racism"",""others""]",17,-6.053606850760324,-42.375247955322266,0.0,-5.296905994415283,-42.375247955322266,7
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-18,"[""Region"",""others""]",18,-9.21753158569336,-46.0876579284668,0.0,-7.681276321411133,-46.0876579284668,5
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-19,"[""Racism"",""Region"",""others""]",19,-5.1666280958387585,-46.49965286254883,0.0,-4.649965286254883,-46.49965286254883,9
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-20,"[""LGBTQ"",""others""]",20,-7.013033185686384,-49.09123229980469,0.0,-6.136404037475586,-49.09123229980469,7
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-21,"[""Racism"",""LGBTQ"",""others""]",21,-4.694345994429155,-51.6378059387207,0.0,-4.303150494893392,-51.6378059387207,11
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-22,"[""Region"",""LGBTQ"",""others""]",22,-6.244616190592448,-56.20154571533203,0.0,-5.620154571533203,-56.20154571533203,9
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-23,"[""Racism"",""Region"",""LGBTQ"",""others""]",23,-4.255648979773889,-55.32343673706055,0.0,-3.951674052647182,-55.32343673706055,13
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-24,"[""Sexism"",""others""]",24,-7.169294993082683,-43.015769958496094,0.0,-6.145109994070871,-43.015769958496094,6
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-25,"[""Racism"",""Sexism"",""others""]",25,-4.405346298217774,-44.053462982177734,0.0,-4.004860271107066,-44.053462982177734,10
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-26,"[""Region"",""Sexism"",""others""]",26,-5.420473098754883,-43.36378479003906,0.0,-4.81819831000434,-43.36378479003906,8
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-27,"[""Racism"",""Region"",""Sexism"",""others""]",27,-3.6875429153442383,-44.25051498413086,0.0,-3.403885768010066,-44.25051498413086,12
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-28,"[""LGBTQ"",""Sexism"",""others""]",28,-5.426668548583985,-54.266685485839844,0.0,-4.933335044167259,-54.266685485839844,10
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-29,"[""Racism"",""LGBTQ"",""Sexism"",""others""]",29,-3.1396416255405972,-43.95498275756836,0.0,-2.9303321838378906,-43.95498275756836,14
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-30,"[""Region"",""LGBTQ"",""Sexism"",""others""]",30,-3.162942886352539,-37.95531463623047,0.0,-2.9196395874023438,-37.95531463623047,12
EA-1128-group-v1:demo_removed_dictionary_fixed,EA-1128-group-v1,group,demo_removed_dictionary_fixed,group-31,"[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""]",31,-2.3314907550811768,-37.30385208129883,0.0,-2.1943442400764015,-37.30385208129883,16
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-00,[],0,-17.811561584472656,-17.811561584472656,0.0,-8.905780792236328,-17.811561584472656,1
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-01,"[""Racism""]",1,-0.000164031982421875,-0.000820159912109375,0.0,-0.00013669331868489584,-0.000820159912109375,5
EA-3169-group-v1:demo_removed_dictionary_fixed,EA-3169-group-v1,group,demo_removed_dictionary_fixed,group-02,"[""Region""]",2,-8.7539914449056,-26.261974334716797,0.0,-6.565493583679199,-26.261974334716797,3
