protocol_id,query_id,task,operation,contrast,weights,score_mode,effects,interpretation_scope,strict_U_branch
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T1_L0_minus_baseline,"{""T1_L0"":1,""T1_L1"":-1}",answer_sum,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L0,"{""T0_L0"":-1,""T1_L0"":1}",answer_sum,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L1,"{""T0_L1"":-1,""T1_L1"":1}",answer_sum,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T0,"{""T0_L0"":-1,""T0_L1"":1}",answer_sum,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T1,"{""T1_L0"":-1,""T1_L1"":1}",answer_sum,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,source_interaction,"{""T0_L0"":1,""T0_L1"":-1,""T1_L0"":-1,""T1_L1"":1}",answer_sum,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L0_minus_baseline,"{""T0_L0"":1,""T1_L1"":-1}",answer_mean,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22179450988769528},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22179450988769528},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22179450988769528},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22179450988769528}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L1_minus_baseline,"{""T0_L1"":1,""T1_L1"":-1}",answer_mean,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.008632659912109375},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.008632659912109375},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.008632659912109375},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.008632659912109375}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T1_L0_minus_baseline,"{""T1_L0"":1,""T1_L1"":-1}",answer_mean,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21537310282389321},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21537310282389321},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21537310282389321},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.21537310282389321}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L0,"{""T0_L0"":-1,""T1_L0"":1}",answer_mean,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.006421407063802065},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.006421407063802065},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.006421407063802065},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.006421407063802065}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L1,"{""T0_L1"":-1,""T1_L1"":1}",answer_mean,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.008632659912109375},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.008632659912109375},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.008632659912109375},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.008632659912109375}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T0,"{""T0_L0"":-1,""T0_L1"":1}",answer_mean,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2131618499755859},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2131618499755859},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2131618499755859},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2131618499755859}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T1,"{""T1_L0"":-1,""T1_L1"":1}",answer_mean,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21537310282389321},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21537310282389321},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21537310282389321},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.21537310282389321}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,source_interaction,"{""T0_L0"":1,""T0_L1"":-1,""T1_L0"":-1,""T1_L1"":1}",answer_mean,"{""hate_direction"":{""direction"":""numerically_unresolved"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.00221125284830731},""label_margin/hate"":{""direction"":""numerically_unresolved"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.00221125284830731},""original_margin"":{""direction"":""numerically_unresolved"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.00221125284830731},""reviewed_margin"":{""direction"":""numerically_unresolved"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.00221125284830731}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L0_minus_baseline,"{""T0_L0"":1,""T1_L1"":-1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3002338409423828},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3002338409423828},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3002338409423828},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.3002338409423828}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L1_minus_baseline,"{""T0_L1"":1,""T1_L1"":-1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.2902793884277344},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.2902793884277344},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.2902793884277344},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.2902793884277344}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T1_L0_minus_baseline,"{""T1_L0"":1,""T1_L1"":-1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.8361682891845703}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L0,"{""T0_L0"":-1,""T1_L0"":1}",total_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.5359344482421875}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,demo_given_L1,"{""T0_L1"":-1,""T1_L1"":1}",total_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.2902793884277344}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T0,"{""T0_L0"":-1,""T0_L1"":1}",total_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.009954452514648438}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,lexicon_given_T1,"{""T1_L0"":-1,""T1_L1"":1}",total_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8361682891845703}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,source_interaction,"{""T0_L0"":1,""T0_L1"":-1,""T1_L0"":-1,""T1_L1"":1}",total_with_eos,"{""hate_direction"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""label_margin/hate"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""original_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219},""reviewed_margin"":{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.8262138366699219}}",natural_input_total_effect,False
EA-5086-hate-v1,5086,hate,related_demo_source_factor,T0_L0_minus_baseline,"{""T0_L0"":1,""T1_L1"":-1}",mean_with_eos,"{""hate_direction"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15113131205240887},""label_margin/hate"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15113131205240887},""original_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15113131205240887},""reviewed_margin"":{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15113131205240887}}",natural_input_total_effect,False
