object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:5868,ai_note,其实我觉得东北还好啦，你碰上的大概是个例，因为对大多数东北人来说中国除了东北人都算是南方人......尤其是东北人对家乡文化一般都不太自信,non-hate,"[""Region""]",,为东北居民辩护，并描述家乡文化自信；“不太自信”在这里没有人格羞辱或歧视命题，拟 0／Region。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5900,ai_note,东南亚小国，人家肤色都跟我们一样！说的不好听点，好多小国以前还被中国统治过～这能一样吗？混淆概念呢,non-hate,"[""Racism"", ""Region""]",,用户明确判 0：当前文字没有明确贬损。当前 hate 依默认映射为 non-hate；Racism、Region 沿用 AI 的讨论类别草稿，没有把本次单独的分数回复记作 group 裁决。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5919,ai_note,道德绑架够溜 你没有反对我们不喜欢同性恋的权利 正如你没有反对地球是圆的权利 这些必须就这样 不然你就是双标,hate,"[""LGBTQ"", ""others""]",,用户明确判 1：轻度人格贬评和强硬争辩。当前 hate 依默认映射为 hate；不将“没有反对的权利”单独上调为严重排斥。LGBTQ、others 沿用 AI 类别草稿。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5924,ai_note,同性恋总是爱跟异性恋比较，认为自己做的错事别人也会做所以把自己做的错事合理化，只会不断错下去乱下去。连染艾染病后也觉得跟异性恋差不多。同性恋不会正视自己跟异性恋生活上的不同之处，只会看异性恋的缺点不会看异性恋的优点,hate,"[""LGBTQ"", ""others""]",,反复把同性恋概括为不知悔改、混乱并染病，拟 2；异性恋也作为比较单位，保留 LGBTQ、others。参照 #5416 的疾病污名而非只看是否显式骂词。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:5998,human_with_ai,是被阿娜夺舍了吗我寻思着就阿娜这个水平应该也学不会盗号啊,hate,"[""others""]",,用户明确判 1／others，只确认对具体人的能力讥讽。当前 hate 依默认映射为 hate；当前句子不采用未证实的女性贬称或怪物非人化读法。该裁定不确认或否定“阿娜”在其他语境中的词义。,group,1 / others：只确认对具体人的能力讥讽,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6006,ai_note,看了那么多回答，没看到因为说害怕艾滋，搞不懂，男人娶黑女白女好像他们就没啥意见了，女人搞黑哥白男，他们反应好大，看不懂,non-hate,"[""Racism"", ""Sexism""]",,质疑对男女跨种族关系的双重标准，未另外认可种族污名或个人辱骂，拟 0／Racism、Sexism。“黑哥”等称呼在此没有独立可识别的攻击语气。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6035,ai_note,哈哈雀食，上大人果然都是你这样😄,non-hate,"[""others""]",,“上大人”有上海大学成员的直接使用证据；当前按学校身份取 others，不按学校名称补 Region。“你这样”的具体性质缺失，当前文字没有明确贬损命题，沿用 #4744 取 0。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6074,ai_note,啊这不给他们开除女权,non-hate,"[""Sexism""]",,用户明确判 0：当前没有具体攻击命题。当前 hate 依默认映射为 non-hate；不从省略的开除理由补出双标指控。Sexism 沿用 AI 讨论类别草稿。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6083,ai_note,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,hate,"[""LGBTQ"", ""others""]",,对性少数权益参与者作政治代理、淫乱和疾病污名，拟 2／LGBTQ、others。others 对应实际被评价的政治代理角色；“淫虫上脑”是欲望污名，没有单凭虫字或代词升级为非人化。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6114,ai_note,你急什么啊？好国男自然配好国女，你竞争不过好国男，又不想找eg，最后找了个越南🐵，还在这同情好国男呢？好国男表示，你谁啊？可别代表我，我手里没香蕉。哈哈哈。,hate,"[""Region"", ""Sexism"", ""others""]",,用猴与香蕉把越南伴侣动物化，并羞辱受话者、比较男女婚恋身份，拟 3／Region、Sexism、others。参照用户 #528 对国民动物辱称的类别处理，不单由越南国籍或动物词额外推出 Racism。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:615,ai_note,帖子被删了,non-hate,[],,中性描述删帖，不含攻击或身份评价，取 0／[]。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6183,ai_note,以前有个爱狗人士的ID，支持黑人,non-hate,"[""Racism""]",,可见文本仅叙述某 ID 支持黑人；黑人是支持态度的明确对象，取 Racism，拟 0。“爱狗人士”只是所述 ID，不能据并列提及自行补出黑人是狗的攻击命题。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6224,ai_note,以偏概全了，什么叫底层人的思维，地位低就必须鼠目寸光吗。就是剥削者，小老板 一样有地域偏见的。嘲讽别人的刻板印象自己却也在偏见，我还见过读过大学的老人一样在捡垃圾呢。什么样的思维看人的想思不是看地位。,non-hate,"[""others""]",,反驳地位、学历、职业和年龄的思维刻板印象，拟 0／others。虽谈地域偏见，却未给出实际地域人群对象，不机械加 Region；反问中的鼠目寸光不算作者认可的攻击。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6263,ai_note,八国洋人在天津消灭了九成天津人，天津貌似没有被毁灭啊,non-hate,"[""Region""]",,用户明确判 0：只是描述或区分概念，没有认可攻击。当前 hate 依默认映射为 non-hate；不据伤亡词语推断嘲弄或暴力认可。Region 沿用 AI 讨论类别草稿，未对句中的历史断言作事实认证。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6282,ai_note,哈哈是啊我还记得在香港重庆大厦那些各种好闻的香料和难闻的体味混杂让人恍惚到了伊斯坦布尔的经历，，，不得不承认上帝造人太公平，让印巴人种有深潭一样美丽的眼睛和脸部轮廓但就是不能让人近身，，，，，,hate,"[""Racism""]",,把印巴人种概括成因体味而无法接近，拟 2／Racism。外貌赞美不消除后面的身体污名；香港、伊斯坦布尔仅为旅行背景，未另加 Region。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6291,ai_note,什么玩意儿。反正我身边的漂亮女同学都跟我玩儿得挺好的，也都很有素质，我也没见过什么乱七八糟的女拳行为啊。少上网，各位。,non-hate,"[""Sexism""]",,为女性同学辩护，否认自己见到被指控的女拳行为；当前没有另行攻击女性或个人，拟 0／Sexism。不从被否定的词组反推作者认可辱骂。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6307,ai_note,我不歧视河南，我觉得黑河南是有人带节奏,non-hate,"[""Region""]",,明确反对地域歧视并质疑带节奏行为，没有独立辱骂，取 0／Region。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6413,ai_note,咱不说舔狗和理中客的问题，就说这组织力，就不一样，这次的立法可见一斑。举个例子，去年二月，女拳集体冲霹雳霹雳（B站）那次，组织力度之强，声势浩大，都没见过，而且从各方面下手懂得冲合作方，懂得影响股市、带动舆论。而起因仅仅是B站为了平息风波，各打五十大板，既下架了那部动画，又封了那个舔饭圈和女拳的LexBurner，就被骂“辱女”了。它们的口号：LexBurner可以因为辱女被封，但是不能因为舔它们被封。与之相比，微博上连“鲨光男人”都说得出来，别说冲了，骂都没几个人骂过。所以，短时间内，男性会被女性压着，直到在忍耐中爆发,hate,"[""Sexism"", ""others""]",,描述事件时使用女性、社会角色与个人的贬称，并作女性压制男性的泛化，拟 2／Sexism、others。鲨光男人是被批评的引文；忍耐中爆发未明确认可身体暴力，不据两处词面升 4。事件真伪不作为本次赋分依据。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6442,ai_note,说明现在法制社会啊←_←大家都挺爱护女性的,non-hate,"[""Sexism""]",,可见文字只说社会爱护女性，语气符号不足以补出女性特权或其他攻击命题；参照用户对不完整上下文的处理取 0／Sexism。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:6458,ai_note,无风不起浪，我就被河南人骗了几回了，没得洗,hate,"[""Region""]",,以个人遭遇为河南居民的整体负面声誉背书，并否定辩护空间，拟 2／Region。有明确地方群体和骗的负面属性，不沿用 #4744 的空目标处理。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
