query_id,task,contrast,before,after,reference_eligible,original_transition,reviewed_transition,original_margin_delta,reviewed_margin_delta,score_mode_sensitive,transition_changed
5086,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,4.935615539550781,4.935615539550781,False,False
5086,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-1.4948234558105469,-1.4948234558105469,False,False
3169,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-1.7279090881347656,-1.7279090881347656,False,False
3169,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-0.33640289306640625,-0.33640289306640625,False,False
3169,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-8.628425598144531,-8.628425598144531,False,False
3169,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-14.049083709716797,-14.049083709716797,False,False
3169,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,-10.427352905273438,-10.427352905273438,False,False
3169,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-5.006694793701172,-5.006694793701172,False,False
1160,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,1.3230705261230469,-1.3230705261230469,False,True
1160,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,0.3674736022949219,-0.3674736022949219,False,True
1160,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,wrong_to_right,-2.4769020080566406,2.4769020080566406,False,True
1160,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,-1.9788055419921875,1.9788055419921875,False,True
1160,hate,D_vs_0,C0,CD,True,wrong_to_right,right_to_wrong,9.305103302001953,-9.305103302001953,False,True
1160,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,right_to_right,8.8070068359375,-8.8070068359375,False,True
3898,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.664398193359375,1.664398193359375,False,False
3898,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.3701438903808594,0.3701438903808594,False,False
3898,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-2.437103271484375,-2.437103271484375,False,False
3898,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.6431961059570312,1.6431961059570312,False,False
3898,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,4.301511764526367,4.301511764526367,False,False
3898,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.22121238708496094,0.22121238708496094,False,False
61,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-2.0192508697509766,-2.0192508697509766,False,False
61,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-1.9851913452148438,-1.9851913452148438,False,False
61,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-5.391105651855469,-5.391105651855469,False,False
61,hate,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,right_to_wrong,-9.537513732910156,-9.537513732910156,False,False
61,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,4.166566848754883,4.166566848754883,False,False
61,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,8.31297492980957,8.31297492980957,False,False
5423,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-1.3294830322265625,-1.3294830322265625,True,False
5423,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,2.444751739501953,2.444751739501953,False,False
5423,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-4.219745635986328,-4.219745635986328,False,False
5423,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,6.996467590332031,6.996467590332031,False,False
5423,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,15.116832733154297,15.116832733154297,False,False
5423,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,3.9006195068359375,3.9006195068359375,False,False
7646,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,wrong_to_right,-2.2486114501953125,2.2486114501953125,False,True
7646,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,0.16912841796875,-0.16912841796875,False,True
7646,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-0.0633697509765625,0.0633697509765625,False,True
7646,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,1.7205581665039062,-1.7205581665039062,False,True
7646,hate,D_vs_0,C0,CD,True,right_to_wrong,wrong_to_right,-12.997013092041016,12.997013092041016,False,True
7646,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,wrong_to_right,-14.780941009521484,14.780941009521484,False,True
1292,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-2.4127349853515625,-2.4127349853515625,True,False
1292,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,0.7176017761230469,0.7176017761230469,False,False
1292,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,2.8314361572265625,2.8314361572265625,True,False
1292,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,0.12408065795898438,0.12408065795898438,False,False
1292,hate,D_vs_0,C0,CD,True,right_to_wrong,right_to_wrong,-6.321407318115234,-6.321407318115234,False,False
1292,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-3.6140518188476562,-3.6140518188476562,True,False
7960,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-2.0741806030273438,2.0741806030273438,False,True
7960,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,wrong_to_wrong,-2.4660987854003906,2.4660987854003906,False,True
7960,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,right_to_wrong,2.943418502807617,-2.943418502807617,False,True
7960,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,-1.5121231079101562,1.5121231079101562,False,True
7960,hate,D_vs_0,C0,CD,True,right_to_wrong,wrong_to_right,-6.092485427856445,6.092485427856445,False,True
7960,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-1.6369438171386719,1.6369438171386719,False,True
7244,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-3.1326637268066406,-3.1326637268066406,False,False
7244,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,3.4120101928710938,3.4120101928710938,False,False
7244,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-7.349483489990234,-7.349483489990234,False,False
7244,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.6171722412109375,1.6171722412109375,False,False
7244,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,6.165515899658203,6.165515899658203,False,False
7244,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-2.8011398315429688,-2.8011398315429688,False,False
554,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.346435546875,-0.346435546875,False,False
554,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-1.8272171020507812,-1.8272171020507812,False,False
554,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.3177452087402344,0.3177452087402344,False,False
554,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,1.8670425415039062,1.8670425415039062,False,False
554,hate,D_vs_0,C0,CD,True,right_to_wrong,right_to_wrong,-7.600486755371094,-7.600486755371094,False,False
554,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-9.149784088134766,-9.149784088134766,False,False
1746,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.6923084259033203,0.6923084259033203,False,False
1746,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.9887466430664062,-0.9887466430664062,False,False
1746,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-3.8690738677978516,-3.8690738677978516,False,False
1746,hate,S_vs_0,C0,CLnewNoCat,True,right_to_wrong,right_to_wrong,-4.293825149536133,-4.293825149536133,False,False
1746,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,2.751565933227539,2.751565933227539,False,False
1746,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,3.1763172149658203,3.1763172149658203,False,False
2297,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,wrong_to_right,1.0784225463867188,1.0784225463867188,False,False
2297,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.3519477844238281,-0.3519477844238281,False,False
2297,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,1.0453624725341797,1.0453624725341797,False,False
2297,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-2.4083175659179688,-2.4083175659179688,False,False
2297,hate,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,4.086679458618164,4.086679458618164,False,False
2297,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,7.5403594970703125,7.5403594970703125,False,False
1900,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,right_to_wrong,0.2432861328125,-0.2432861328125,True,True
1900,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,1.27740478515625,-1.27740478515625,False,True
1900,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,right_to_wrong,1.1590652465820312,-1.1590652465820312,True,True
1900,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,4.089336395263672,-4.089336395263672,False,True
1900,hate,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,5.288978576660156,-5.288978576660156,False,True
1900,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,right_to_wrong,2.3587074279785156,-2.3587074279785156,True,True
4756,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,wrong_to_right,3.0408172607421875,3.0408172607421875,True,False
4756,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.3705368041992188,1.3705368041992188,False,False
4756,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,0.4910736083984375,0.4910736083984375,True,False
4756,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.9722366333007812,-0.9722366333007812,False,False
4756,hate,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,4.564598083496094,4.564598083496094,False,False
4756,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,6.0279083251953125,6.0279083251953125,True,False
7285,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.9005813598632812,-0.9005813598632812,False,True
7285,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,0.4115715026855469,-0.4115715026855469,False,True
7285,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,right_to_wrong,2.8261260986328125,-2.8261260986328125,False,True
7285,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,-2.222972869873047,2.222972869873047,False,True
7285,hate,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,12.36874771118164,-12.36874771118164,False,True
7285,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,right_to_wrong,17.4178466796875,-17.4178466796875,False,True
6037,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-3.3262100219726562,-3.3262100219726562,False,False
6037,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,1.0666427612304688,1.0666427612304688,False,False
6037,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,4.596897125244141,4.596897125244141,False,False
6037,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,4.908412933349609,4.908412933349609,False,False
6037,hate,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,2.9824066162109375,2.9824066162109375,False,False
6037,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,2.6708908081054688,2.6708908081054688,False,False
2802,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,wrong_to_right,2.758577346801758,2.758577346801758,True,False
2802,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.3030204772949219,0.3030204772949219,False,False
2802,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,-1.3299503326416016,-1.3299503326416016,True,False
2802,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.3950309753417969,0.3950309753417969,False,False
2802,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,3.5425033569335938,3.5425033569335938,False,False
2802,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,1.8175220489501953,1.8175220489501953,True,False
376,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-0.14641189575195312,-0.14641189575195312,False,False
376,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,2.6128387451171875,2.6128387451171875,False,False
376,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,-3.4711456298828125,-3.4711456298828125,False,False
376,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-2.6239452362060547,-2.6239452362060547,False,False
376,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,1.819448471069336,1.819448471069336,False,False
376,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,0.9722480773925781,0.9722480773925781,False,False
4080,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.93115234375,-0.93115234375,False,True
4080,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,0.8090782165527344,-0.8090782165527344,False,True
4080,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.17025375366210938,-0.17025375366210938,False,True
4080,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,1.6362228393554688,-1.6362228393554688,False,True
4080,hate,D_vs_0,C0,CD,True,wrong_to_right,right_to_wrong,9.751834869384766,-9.751834869384766,False,True
4080,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,right_to_wrong,8.285865783691406,-8.285865783691406,False,True
1128,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-0.013332366943359375,-0.013332366943359375,False,False
1128,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-0.6553382873535156,-0.6553382873535156,False,False
1128,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,3.2769317626953125,3.2769317626953125,False,False
1128,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,2.555278778076172,2.555278778076172,False,False
1128,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,-4.059871673583984,-4.059871673583984,False,False
1128,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,-3.3382186889648438,-3.3382186889648438,False,False
4189,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,1.0097084045410156,-1.0097084045410156,False,True
4189,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_right,right_to_wrong,0.7526168823242188,-0.7526168823242188,False,True
4189,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,0.8133926391601562,-0.8133926391601562,False,True
4189,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_right,right_to_wrong,2.1538429260253906,-2.1538429260253906,False,True
4189,hate,D_vs_0,C0,CD,True,wrong_to_right,right_to_wrong,4.95941162109375,-4.95941162109375,False,True
4189,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,3.6189613342285156,-3.6189613342285156,False,True
3919,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-1.4850044250488281,-1.4850044250488281,False,False
3919,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-0.2545890808105469,-0.2545890808105469,False,False
3919,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,-0.1583404541015625,-0.1583404541015625,False,False
3919,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-1.2665557861328125,-1.2665557861328125,False,False
3919,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,-4.790679931640625,-4.790679931640625,False,False
3919,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,-3.682464599609375,-3.682464599609375,False,False
3950,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.6858978271484375,0.6858978271484375,False,False
3950,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.25676727294921875,0.25676727294921875,False,False
3950,hate,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-4.074405670166016,-4.074405670166016,False,False
3950,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.3733177185058594,-0.3733177185058594,False,False
3950,hate,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,3.7804298400878906,3.7804298400878906,False,False
3950,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.07934188842773438,0.07934188842773438,False,False
4026,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,1.8722267150878906,-1.8722267150878906,False,True
4026,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,right_to_right,-0.48279571533203125,0.48279571533203125,False,True
4026,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-0.6103706359863281,0.6103706359863281,False,True
4026,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,right_to_right,-2.1386642456054688,2.1386642456054688,False,True
4026,hate,D_vs_0,C0,CD,True,wrong_to_wrong,right_to_right,5.714931488037109,-5.714931488037109,False,True
4026,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,right_to_right,7.24322509765625,-7.24322509765625,False,True
4137,hate,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,right_to_right,-1.5139923095703125,-1.5139923095703125,False,False
4137,hate,remove_without_D,CLnew,CLnewNoCat,True,right_to_right,right_to_right,-0.6367874145507812,-0.6367874145507812,False,False
4137,hate,S_given_D,CD,CLDnewNoCat,True,right_to_right,right_to_right,-0.6931076049804688,-0.6931076049804688,False,False
4137,hate,S_vs_0,C0,CLnewNoCat,True,right_to_right,right_to_right,-0.17103958129882812,-0.17103958129882812,False,False
4137,hate,D_vs_0,C0,CD,True,right_to_right,right_to_right,-4.8213043212890625,-4.8213043212890625,False,False
4137,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,right_to_right,-5.343372344970703,-5.343372344970703,False,False
4450,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.3254852294921875,0.3254852294921875,False,False
4450,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,0.09339141845703125,0.09339141845703125,False,False
4450,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.760406494140625,-0.760406494140625,False,False
4450,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.08386993408203125,-0.08386993408203125,False,False
4450,hate,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,2.727184295654297,2.727184295654297,False,False
4450,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_wrong,2.050647735595703,2.050647735595703,False,False
2011,hate,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_right,wrong_to_right,1.2462291717529297,1.2462291717529297,False,False
2011,hate,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-0.11010360717773438,-0.11010360717773438,False,False
2011,hate,S_given_D,CD,CLDnewNoCat,True,wrong_to_right,wrong_to_right,3.5467472076416016,3.5467472076416016,False,False
2011,hate,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,-2.8505401611328125,-2.8505401611328125,False,False
2011,hate,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_wrong,-2.8955764770507812,-2.8955764770507812,False,False
2011,hate,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_right,wrong_to_right,3.501710891723633,3.501710891723633,False,False
3683,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_right,wrong_to_wrong,1.1415519714355469,-1.1415519714355469,False,True
3683,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_right,right_to_wrong,3.174083709716797,-3.174083709716797,False,True
3683,group,S_given_D,CD,CLDnewNoCat,True,right_to_right,wrong_to_wrong,-2.9610061645507812,2.9610061645507812,False,True
3683,group,S_vs_0,C0,CLnewNoCat,True,right_to_right,wrong_to_wrong,-6.040943145751953,6.040943145751953,False,True
3683,group,D_vs_0,C0,CD,True,right_to_right,wrong_to_wrong,6.342327117919922,-6.342327117919922,False,True
3683,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,right_to_right,wrong_to_wrong,9.422264099121094,-9.422264099121094,False,True
541,group,remove_with_D,CLDnew,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-1.460012435913086,2.3147315979003906,False,True
541,group,remove_without_D,CLnew,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,9.270086288452148,11.385601043701172,True,False
541,group,S_given_D,CD,CLDnewNoCat,True,wrong_to_wrong,right_to_right,-1.0167865753173828,0.4128532409667969,False,True
541,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,10.429954528808594,5.180255889892578,True,False
541,group,D_vs_0,C0,CD,True,wrong_to_wrong,wrong_to_right,-3.2845077514648438,12.243392944335938,False,True
541,group,D_given_S,CLnewNoCat,CLDnewNoCat,True,wrong_to_wrong,wrong_to_right,-14.73124885559082,7.475990295410156,True,True
4615,group,remove_with_D,CLDnew,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-21.466899871826172,-21.466899871826172,False,False
4615,group,remove_without_D,CLnew,CLnewNoCat,True,right_to_wrong,right_to_wrong,-3.287517547607422,-3.287517547607422,True,False
4615,group,S_given_D,CD,CLDnewNoCat,True,right_to_wrong,right_to_wrong,-8.965309143066406,-8.965309143066406,False,False
4615,group,S_vs_0,C0,CLnewNoCat,True,wrong_to_wrong,wrong_to_wrong,15.515377044677734,15.515377044677734,True,False
4615,group,D_vs_0,C0,CD,True,wrong_to_right,wrong_to_right,19.378143310546875,19.378143310546875,False,False
