query_id,task,reference,score_scale,values,SD_minus_S_minus_D_plus_0
3898,hate,reviewed,reference_best_nongold_margin,"{""C0"":-1.9487228393554688,""CD"":2.3527889251708984,""CLDnewNoCat"":-0.08431434631347656,""CLnewNoCat"":-0.3055267333984375}",-4.080299377441406
61,hate,original,reference_best_nongold_margin,"{""C0"":0.6843795776367188,""CD"":4.850946426391602,""CLDnewNoCat"":-0.5401592254638672,""CLnewNoCat"":-8.853134155273438}",4.1464080810546875
61,hate,reviewed,reference_best_nongold_margin,"{""C0"":0.6843795776367188,""CD"":4.850946426391602,""CLDnewNoCat"":-0.5401592254638672,""CLnewNoCat"":-8.853134155273438}",4.1464080810546875
5423,hate,original,reference_best_nongold_margin,"{""C0"":-12.093570709228516,""CD"":3.0232620239257812,""CLDnewNoCat"":-1.1964836120605469,""CLnewNoCat"":-5.097103118896484}",-11.21621322631836
5423,hate,reviewed,reference_best_nongold_margin,"{""C0"":-12.093570709228516,""CD"":3.0232620239257812,""CLDnewNoCat"":-1.1964836120605469,""CLnewNoCat"":-5.097103118896484}",-11.21621322631836
7646,hate,original,reference_best_nongold_margin,"{""C0"":11.27109146118164,""CD"":-1.725921630859375,""CLDnewNoCat"":-1.7892913818359375,""CLnewNoCat"":12.991649627685547}",-1.7839279174804688
7646,hate,reviewed,reference_best_nongold_margin,"{""C0"":-11.27109146118164,""CD"":1.725921630859375,""CLDnewNoCat"":1.7892913818359375,""CLnewNoCat"":-12.991649627685547}",1.7839279174804688
1292,hate,original,reference_best_nongold_margin,"{""C0"":3.1864662170410156,""CD"":-3.1349411010742188,""CLDnewNoCat"":-0.30350494384765625,""CLnewNoCat"":3.310546875}",2.707355499267578
1292,hate,reviewed,reference_best_nongold_margin,"{""C0"":3.1864662170410156,""CD"":-3.1349411010742188,""CLDnewNoCat"":-0.30350494384765625,""CLnewNoCat"":3.310546875}",2.707355499267578
7960,hate,original,reference_best_nongold_margin,"{""C0"":4.181343078613281,""CD"":-1.911142349243164,""CLDnewNoCat"":1.0322761535644531,""CLnewNoCat"":2.669219970703125}",4.455541610717773
7960,hate,reviewed,reference_best_nongold_margin,"{""C0"":-4.181343078613281,""CD"":1.911142349243164,""CLDnewNoCat"":-1.0322761535644531,""CLnewNoCat"":-2.669219970703125}",-4.455541610717773
7244,hate,original,reference_best_nongold_margin,"{""C0"":-3.7614059448242188,""CD"":2.4041099548339844,""CLDnewNoCat"":-4.94537353515625,""CLnewNoCat"":-2.1442337036132812}",-8.966655731201172
7244,hate,reviewed,reference_best_nongold_margin,"{""C0"":-3.7614059448242188,""CD"":2.4041099548339844,""CLDnewNoCat"":-4.94537353515625,""CLnewNoCat"":-2.1442337036132812}",-8.966655731201172
554,hate,original,reference_best_nongold_margin,"{""C0"":6.444591522216797,""CD"":-1.1558952331542969,""CLDnewNoCat"":-0.8381500244140625,""CLnewNoCat"":8.311634063720703}",-1.5492973327636719
554,hate,reviewed,reference_best_nongold_margin,"{""C0"":6.444591522216797,""CD"":-1.1558952331542969,""CLDnewNoCat"":-0.8381500244140625,""CLnewNoCat"":8.311634063720703}",-1.5492973327636719
1746,hate,original,reference_best_nongold_margin,"{""C0"":0.6219615936279297,""CD"":3.3735275268554688,""CLDnewNoCat"":-0.4955463409423828,""CLnewNoCat"":-3.671863555908203}",0.42475128173828125
1746,hate,reviewed,reference_best_nongold_margin,"{""C0"":0.6219615936279297,""CD"":3.3735275268554688,""CLDnewNoCat"":-0.4955463409423828,""CLnewNoCat"":-3.671863555908203}",0.42475128173828125
2297,hate,original,reference_best_nongold_margin,"{""C0"":-4.697978973388672,""CD"":-0.6112995147705078,""CLDnewNoCat"":0.4340629577636719,""CLnewNoCat"":-7.106296539306641}",3.4536800384521484
2297,hate,reviewed,reference_best_nongold_margin,"{""C0"":-4.697978973388672,""CD"":-0.6112995147705078,""CLDnewNoCat"":0.4340629577636719,""CLnewNoCat"":-7.106296539306641}",3.4536800384521484
1900,hate,original,reference_best_nongold_margin,"{""C0"":-6.265266418457031,""CD"":-0.976287841796875,""CLDnewNoCat"":0.18277740478515625,""CLnewNoCat"":-2.1759300231933594}",-2.9302711486816406
1900,hate,reviewed,reference_best_nongold_margin,"{""C0"":6.265266418457031,""CD"":0.976287841796875,""CLDnewNoCat"":-0.18277740478515625,""CLnewNoCat"":2.1759300231933594}",2.9302711486816406
4756,hate,original,reference_best_nongold_margin,"{""C0"":-4.7941741943359375,""CD"":-0.22957611083984375,""CLDnewNoCat"":0.26149749755859375,""CLnewNoCat"":-5.766410827636719}",1.4633102416992188
4756,hate,reviewed,reference_best_nongold_margin,"{""C0"":-4.7941741943359375,""CD"":-0.22957611083984375,""CLDnewNoCat"":0.26149749755859375,""CLnewNoCat"":-5.766410827636719}",1.4633102416992188
7285,hate,original,reference_best_nongold_margin,"{""C0"":-12.816211700439453,""CD"":-0.4474639892578125,""CLDnewNoCat"":2.378662109375,""CLnewNoCat"":-15.0391845703125}",5.049098968505859
7285,hate,reviewed,reference_best_nongold_margin,"{""C0"":12.816211700439453,""CD"":0.4474639892578125,""CLDnewNoCat"":-2.378662109375,""CLnewNoCat"":15.0391845703125}",-5.049098968505859
6037,hate,original,reference_best_nongold_margin,"{""C0"":-14.739086151123047,""CD"":-11.75667953491211,""CLDnewNoCat"":-7.159782409667969,""CLnewNoCat"":-9.830673217773438}",-0.31151580810546875
6037,hate,reviewed,reference_best_nongold_margin,"{""C0"":-14.739086151123047,""CD"":-11.75667953491211,""CLDnewNoCat"":-7.159782409667969,""CLnewNoCat"":-9.830673217773438}",-0.31151580810546875
2802,hate,original,reference_best_nongold_margin,"{""C0"":-1.2924118041992188,""CD"":2.250091552734375,""CLDnewNoCat"":0.9201412200927734,""CLnewNoCat"":-0.8973808288574219}",-1.7249813079833984
2802,hate,reviewed,reference_best_nongold_margin,"{""C0"":-1.2924118041992188,""CD"":2.250091552734375,""CLDnewNoCat"":0.9201412200927734,""CLnewNoCat"":-0.8973808288574219}",-1.7249813079833984
376,hate,original,reference_best_nongold_margin,"{""C0"":6.068571090698242,""CD"":7.888019561767578,""CLDnewNoCat"":4.416873931884766,""CLnewNoCat"":3.4446258544921875}",-0.8472003936767578
376,hate,reviewed,reference_best_nongold_margin,"{""C0"":6.068571090698242,""CD"":7.888019561767578,""CLDnewNoCat"":4.416873931884766,""CLnewNoCat"":3.4446258544921875}",-0.8472003936767578
4080,hate,original,reference_best_nongold_margin,"{""C0"":-7.718315124511719,""CD"":2.033519744873047,""CLDnewNoCat"":2.2037734985351562,""CLnewNoCat"":-6.08209228515625}",-1.4659690856933594
4080,hate,reviewed,reference_best_nongold_margin,"{""C0"":7.718315124511719,""CD"":-2.033519744873047,""CLDnewNoCat"":-2.2037734985351562,""CLnewNoCat"":6.08209228515625}",1.4659690856933594
1128,hate,original,reference_best_nongold_margin,"{""C0"":15.603790283203125,""CD"":11.54391860961914,""CLDnewNoCat"":14.820850372314453,""CLnewNoCat"":18.159069061279297}",0.7216529846191406
1128,hate,reviewed,reference_best_nongold_margin,"{""C0"":15.603790283203125,""CD"":11.54391860961914,""CLDnewNoCat"":14.820850372314453,""CLnewNoCat"":18.159069061279297}",0.7216529846191406
4189,hate,original,reference_best_nongold_margin,"{""C0"":-1.5212974548339844,""CD"":3.4381141662597656,""CLDnewNoCat"":4.251506805419922,""CLnewNoCat"":0.6325454711914062}",-1.3404502868652344
4189,hate,reviewed,reference_best_nongold_margin,"{""C0"":1.5212974548339844,""CD"":-3.4381141662597656,""CLDnewNoCat"":-4.251506805419922,""CLnewNoCat"":-0.6325454711914062}",1.3404502868652344
3919,hate,original,reference_best_nongold_margin,"{""C0"":7.633708953857422,""CD"":2.843029022216797,""CLDnewNoCat"":2.6846885681152344,""CLnewNoCat"":6.367153167724609}",1.10821533203125
3919,hate,reviewed,reference_best_nongold_margin,"{""C0"":7.633708953857422,""CD"":2.843029022216797,""CLDnewNoCat"":2.6846885681152344,""CLnewNoCat"":6.367153167724609}",1.10821533203125
3950,hate,original,reference_best_nongold_margin,"{""C0"":-2.1375694274902344,""CD"":1.6428604125976562,""CLDnewNoCat"":-2.4315452575683594,""CLnewNoCat"":-2.5108871459960938}",-3.7010879516601562
3950,hate,reviewed,reference_best_nongold_margin,"{""C0"":-2.1375694274902344,""CD"":1.6428604125976562,""CLDnewNoCat"":-2.4315452575683594,""CLnewNoCat"":-2.5108871459960938}",-3.7010879516601562
4026,hate,original,reference_best_nongold_margin,"{""C0"":-6.5742645263671875,""CD"":-0.8593330383300781,""CLDnewNoCat"":-1.4697036743164062,""CLnewNoCat"":-8.712928771972656}",1.5282936096191406
4026,hate,reviewed,reference_best_nongold_margin,"{""C0"":6.5742645263671875,""CD"":0.8593330383300781,""CLDnewNoCat"":1.4697036743164062,""CLnewNoCat"":8.712928771972656}",-1.5282936096191406
4137,hate,original,reference_best_nongold_margin,"{""C0"":6.4754486083984375,""CD"":1.654144287109375,""CLDnewNoCat"":0.9610366821289062,""CLnewNoCat"":6.304409027099609}",-0.5220680236816406
4137,hate,reviewed,reference_best_nongold_margin,"{""C0"":6.4754486083984375,""CD"":1.654144287109375,""CLDnewNoCat"":0.9610366821289062,""CLnewNoCat"":6.304409027099609}",-0.5220680236816406
4450,hate,original,reference_best_nongold_margin,"{""C0"":-3.6084213256835938,""CD"":-0.8812370300292969,""CLDnewNoCat"":-1.6416435241699219,""CLnewNoCat"":-3.692291259765625}",-0.6765365600585938
4450,hate,reviewed,reference_best_nongold_margin,"{""C0"":-3.6084213256835938,""CD"":-0.8812370300292969,""CLDnewNoCat"":-1.6416435241699219,""CLnewNoCat"":-3.692291259765625}",-0.6765365600585938
2011,hate,original,reference_best_nongold_margin,"{""C0"":-0.22092056274414062,""CD"":-3.116497039794922,""CLDnewNoCat"":0.4302501678466797,""CLnewNoCat"":-3.071460723876953}",6.397287368774414
2011,hate,reviewed,reference_best_nongold_margin,"{""C0"":-0.22092056274414062,""CD"":-3.116497039794922,""CLDnewNoCat"":0.4302501678466797,""CLnewNoCat"":-3.071460723876953}",6.397287368774414
3683,group,original,reference_best_nongold_margin,"{""C0"":6.816566467285156,""CD"":13.158893585205078,""CLDnewNoCat"":10.197887420654297,""CLnewNoCat"":0.7756233215332031}",3.079936981201172
3683,group,reviewed,reference_best_nongold_margin,"{""C0"":-6.816566467285156,""CD"":-13.158893585205078,""CLDnewNoCat"":-10.197887420654297,""CLnewNoCat"":-0.7756233215332031}",-3.079936981201172
541,group,original,reference_best_nongold_margin,"{""C0"":-11.102127075195312,""CD"":-14.386634826660156,""CLDnewNoCat"":-15.403421401977539,""CLnewNoCat"":-0.6721725463867188}",-11.446741104125977
541,group,reviewed,reference_best_nongold_margin,"{""C0"":-9.057682037353516,""CD"":3.185710906982422,""CLDnewNoCat"":3.5985641479492188,""CLnewNoCat"":-3.8774261474609375}",-4.767402648925781
4615,group,original,reference_best_nongold_margin,"{""C0"":-16.25863265991211,""CD"":3.1195106506347656,""CLDnewNoCat"":-5.845798492431641,""CLnewNoCat"":-0.743255615234375}",-24.48068618774414
4615,group,reviewed,reference_best_nongold_margin,"{""C0"":-16.25863265991211,""CD"":3.1195106506347656,""CLDnewNoCat"":-5.845798492431641,""CLnewNoCat"":-0.743255615234375}",-24.48068618774414
7903,group,original,reference_best_nongold_margin,"{""C0"":11.278579711914062,""CD"":-11.747138977050781,""CLDnewNoCat"":-15.763097763061523,""CLnewNoCat"":16.232568740844727}",-8.969947814941406
7903,group,reviewed,reference_best_nongold_margin,"{""C0"":11.278579711914062,""CD"":-11.747138977050781,""CLDnewNoCat"":-15.763097763061523,""CLnewNoCat"":16.232568740844727}",-8.969947814941406
5086,group,original,reference_best_nongold_margin,"{""C0"":-25.100627899169922,""CD"":6.848213195800781,""CLDnewNoCat"":7.807151794433594,""CLnewNoCat"":-20.499202728271484}",-3.642486572265625
5086,group,reviewed,reference_best_nongold_margin,"{""C0"":10.784156799316406,""CD"":-10.090709686279297,""CLDnewNoCat"":-7.807151794433594,""CLnewNoCat"":5.288166046142578}",7.779548645019531
3169,group,original,reference_best_nongold_margin,"{""C0"":23.72215461730957,""CD"":5.255302429199219,""CLDnewNoCat"":-17.466989517211914,""CLnewNoCat"":-12.363639831542969}",13.363502502441406
3169,group,reviewed,reference_best_nongold_margin,"{""C0"":23.72215461730957,""CD"":5.255302429199219,""CLDnewNoCat"":-17.466989517211914,""CLnewNoCat"":-12.363639831542969}",13.363502502441406
1160,group,original,reference_best_nongold_margin,"{""C0"":-6.319797515869141,""CD"":-10.043201446533203,""CLDnewNoCat"":-19.4080810546875,""CLnewNoCat"":-4.404872894287109}",-11.279804229736328
1160,group,reviewed,reference_best_nongold_margin,"{""C0"":2.835887908935547,""CD"":-16.005395889282227,""CLDnewNoCat"":-9.27505111694336,""CLnewNoCat"":4.404872894287109}",5.161359786987305
3898,group,original,reference_best_nongold_margin,"{""C0"":9.943166732788086,""CD"":9.677837371826172,""CLDnewNoCat"":7.938877105712891,""CLnewNoCat"":5.144374847412109}",3.0598316192626953
3898,group,reviewed,reference_best_nongold_margin,"{""C0"":-13.01291275024414,""CD"":-11.865440368652344,""CLDnewNoCat"":-23.616519927978516,""CLnewNoCat"":-5.144374847412109}",-19.619617462158203
61,group,original,reference_best_nongold_margin,"{""C0"":16.653078079223633,""CD"":23.23133087158203,""CLDnewNoCat"":17.807281494140625,""CLnewNoCat"":3.313068389892578}",7.915960311889648
61,group,reviewed,reference_best_nongold_margin,"{""C0"":-33.638031005859375,""CD"":-31.77004623413086,""CLDnewNoCat"":-30.523475646972656,""CLnewNoCat"":-22.057418823242188}",-10.334041595458984
5423,group,original,reference_best_nongold_margin,"{""C0"":-27.798925399780273,""CD"":1.4626235961914062,""CLDnewNoCat"":18.50466537475586,""CLnewNoCat"":5.904792785644531}",-16.66167640686035
5423,group,reviewed,reference_best_nongold_margin,"{""C0"":-48.72780799865723,""CD"":-30.22655487060547,""CLDnewNoCat"":-29.96150016784668,""CLnewNoCat"":-31.270000457763672}",-17.192752838134766
7646,group,original,reference_best_nongold_margin,"{""C0"":20.326702117919922,""CD"":12.962997436523438,""CLDnewNoCat"":4.291511535644531,""CLnewNoCat"":18.464622497558594}",-6.809406280517578
7646,group,reviewed,reference_best_nongold_margin,"{""C0"":-20.326702117919922,""CD"":-13.29196548461914,""CLDnewNoCat"":-5.474609375,""CLnewNoCat"":-18.464622497558594}",5.9552764892578125
1292,group,original,reference_best_nongold_margin,"{""C0"":-14.749235153198242,""CD"":-19.34498405456543,""CLDnewNoCat"":-22.508569717407227,""CLnewNoCat"":-13.304378509521484}",-4.608442306518555
1292,group,reviewed,reference_best_nongold_margin,"{""C0"":14.749235153198242,""CD"":15.980209350585938,""CLDnewNoCat"":21.094467163085938,""CLnewNoCat"":13.304378509521484}",6.559114456176758
7960,group,original,reference_best_nongold_margin,"{""C0"":15.041690826416016,""CD"":-8.186588287353516,""CLDnewNoCat"":-11.895187377929688,""CLnewNoCat"":-7.9842987060546875}",19.31739044189453
7960,group,reviewed,reference_best_nongold_margin,"{""C0"":-16.584659576416016,""CD"":-21.460844039916992,""CLDnewNoCat"":-17.797771453857422,""CLnewNoCat"":-26.027746200561523}",13.106159210205078
7244,group,original,reference_best_nongold_margin,"{""C0"":2.839153289794922,""CD"":-0.42200469970703125,""CLDnewNoCat"":13.591114044189453,""CLnewNoCat"":-5.650386810302734}",22.50265884399414
7244,group,reviewed,reference_best_nongold_margin,"{""C0"":2.839153289794922,""CD"":-0.42200469970703125,""CLDnewNoCat"":13.591114044189453,""CLnewNoCat"":-5.650386810302734}",22.50265884399414
554,group,original,reference_best_nongold_margin,"{""C0"":-3.0538177490234375,""CD"":-16.655364990234375,""CLDnewNoCat"":-14.20064926147461,""CLnewNoCat"":-1.0925712585449219}",0.49346923828125
554,group,reviewed,reference_best_nongold_margin,"{""C0"":-11.384719848632812,""CD"":-22.412723541259766,""CLDnewNoCat"":-30.12889862060547,""CLnewNoCat"":-19.018295288085938}",-0.08259963989257812
1746,group,original,reference_best_nongold_margin,"{""C0"":-5.8580474853515625,""CD"":-0.046966552734375,""CLDnewNoCat"":-0.3927459716796875,""CLnewNoCat"":-1.4783401489257812}",-4.725486755371094
1746,group,reviewed,reference_best_nongold_margin,"{""C0"":-20.128002166748047,""CD"":-16.556079864501953,""CLDnewNoCat"":-19.251792907714844,""CLnewNoCat"":-17.006168365478516}",-5.817546844482422
2297,group,original,reference_best_nongold_margin,"{""C0"":-6.877124786376953,""CD"":-8.40548324584961,""CLDnewNoCat"":1.3415565490722656,""CLnewNoCat"":-15.446491241455078}",18.31640625
2297,group,reviewed,reference_best_nongold_margin,"{""C0"":-0.9841232299804688,""CD"":-21.271968841552734,""CLDnewNoCat"":-14.730705261230469,""CLnewNoCat"":-1.5027542114257812}",7.059894561767578
1900,group,original,reference_best_nongold_margin,"{""C0"":7.5943145751953125,""CD"":17.065555572509766,""CLDnewNoCat"":22.169830322265625,""CLnewNoCat"":8.51681900024414}",4.181770324707031
1900,group,reviewed,reference_best_nongold_margin,"{""C0"":7.5943145751953125,""CD"":17.065555572509766,""CLDnewNoCat"":22.169830322265625,""CLnewNoCat"":8.51681900024414}",4.181770324707031
4756,group,original,reference_best_nongold_margin,"{""C0"":14.933837890625,""CD"":19.66889190673828,""CLDnewNoCat"":21.011674880981445,""CLnewNoCat"":9.020694732666016}",7.255926132202148
4756,group,reviewed,reference_best_nongold_margin,"{""C0"":14.933837890625,""CD"":19.66889190673828,""CLDnewNoCat"":21.011674880981445,""CLnewNoCat"":9.020694732666016}",7.255926132202148
7285,group,original,reference_best_nongold_margin,"{""C0"":-38.72395324707031,""CD"":-26.930217742919922,""CLDnewNoCat"":-27.17254638671875,""CLnewNoCat"":-51.12969207763672}",12.163410186767578
7285,group,reviewed,reference_best_nongold_margin,"{""C0"":5.560981750488281,""CD"":5.358814239501953,""CLDnewNoCat"":15.070066452026367,""CLnewNoCat"":-20.022533416748047}",35.29476737976074
6037,group,original,reference_best_nongold_margin,"{""C0"":-31.29572296142578,""CD"":-12.682819366455078,""CLDnewNoCat"":2.3382186889648438,""CLnewNoCat"":-1.5585250854492188}",-14.71615982055664
6037,group,reviewed,reference_best_nongold_margin,"{""C0"":-31.29572296142578,""CD"":-12.682819366455078,""CLDnewNoCat"":2.3382186889648438,""CLnewNoCat"":-1.5585250854492188}",-14.71615982055664
2802,group,original,reference_best_nongold_margin,"{""C0"":-27.75302505493164,""CD"":-12.339069366455078,""CLDnewNoCat"":10.494693756103516,""CLnewNoCat"":-15.738521575927734}",10.819259643554688
2802,group,reviewed,reference_best_nongold_margin,"{""C0"":-27.75302505493164,""CD"":-12.339069366455078,""CLDnewNoCat"":10.494693756103516,""CLnewNoCat"":-15.738521575927734}",10.819259643554688
376,group,original,reference_best_nongold_margin,"{""C0"":-15.798633575439453,""CD"":-0.7788925170898438,""CLDnewNoCat"":7.101413726806641,""CLnewNoCat"":-12.315353393554688}",4.397026062011719
376,group,reviewed,reference_best_nongold_margin,"{""C0"":-1.4918594360351562,""CD"":-17.712520599365234,""CLDnewNoCat"":-11.65771484375,""CLnewNoCat"":-4.541694641113281}",9.10464096069336
4080,group,original,reference_best_nongold_margin,"{""C0"":-5.235139846801758,""CD"":-1.3551788330078125,""CLDnewNoCat"":1.6655426025390625,""CLnewNoCat"":-1.0926094055175781}",-1.1218090057373047
4080,group,reviewed,reference_best_nongold_margin,"{""C0"":-5.644498825073242,""CD"":-20.03345489501953,""CLDnewNoCat"":-26.12340545654297,""CLnewNoCat"":-13.444725036621094}",1.710275650024414
1128,group,original,reference_best_nongold_margin,"{""C0"":28.060550689697266,""CD"":19.24746322631836,""CLDnewNoCat"":20.22385025024414,""CLnewNoCat"":29.909456253051758}",-0.8725185394287109
1128,group,reviewed,reference_best_nongold_margin,"{""C0"":28.060550689697266,""CD"":19.24746322631836,""CLDnewNoCat"":20.22385025024414,""CLnewNoCat"":29.909456253051758}",-0.8725185394287109
4189,group,original,reference_best_nongold_margin,"{""C0"":11.391134262084961,""CD"":1.5903129577636719,""CLDnewNoCat"":13.556751251220703,""CLnewNoCat"":10.488981246948242}",12.86859130859375
4189,group,reviewed,reference_best_nongold_margin,"{""C0"":11.391134262084961,""CD"":1.5903129577636719,""CLDnewNoCat"":13.556751251220703,""CLnewNoCat"":10.488981246948242}",12.86859130859375
3919,group,original,reference_best_nongold_margin,"{""C0"":15.767807006835938,""CD"":18.229440689086914,""CLDnewNoCat"":-20.835468292236328,""CLnewNoCat"":-9.346450805664062}",-13.950651168823242
3919,group,reviewed,reference_best_nongold_margin,"{""C0"":15.767807006835938,""CD"":18.229440689086914,""CLDnewNoCat"":-20.835468292236328,""CLnewNoCat"":-9.346450805664062}",-13.950651168823242
3950,group,original,reference_best_nongold_margin,"{""C0"":11.333671569824219,""CD"":17.5600528717041,""CLDnewNoCat"":17.127838134765625,""CLnewNoCat"":6.042537689208984}",4.858919143676758
3950,group,reviewed,reference_best_nongold_margin,"{""C0"":11.333671569824219,""CD"":17.5600528717041,""CLDnewNoCat"":17.127838134765625,""CLnewNoCat"":6.042537689208984}",4.858919143676758
4026,group,original,reference_best_nongold_margin,"{""C0"":10.26962661743164,""CD"":9.616138458251953,""CLDnewNoCat"":12.255767822265625,""CLnewNoCat"":6.3099365234375}",6.5993194580078125
4026,group,reviewed,reference_best_nongold_margin,"{""C0"":10.26962661743164,""CD"":9.616138458251953,""CLDnewNoCat"":12.255767822265625,""CLnewNoCat"":6.3099365234375}",6.5993194580078125
4137,group,original,reference_best_nongold_margin,"{""C0"":-13.543060302734375,""CD"":-22.202383041381836,""CLDnewNoCat"":-21.102928161621094,""CLnewNoCat"":-3.746898651123047}",-8.696706771850586
4137,group,reviewed,reference_best_nongold_margin,"{""C0"":-20.97409439086914,""CD"":-24.817289352416992,""CLDnewNoCat"":-26.95073890686035,""CLnewNoCat"":-18.888648986816406}",-4.218894958496094
4450,group,original,reference_best_nongold_margin,"{""C0"":5.117282867431641,""CD"":7.8732757568359375,""CLDnewNoCat"":9.68593978881836,""CLnewNoCat"":10.80731201171875}",-3.8773651123046875
4450,group,reviewed,reference_best_nongold_margin,"{""C0"":5.117282867431641,""CD"":7.8732757568359375,""CLDnewNoCat"":9.68593978881836,""CLnewNoCat"":10.80731201171875}",-3.8773651123046875
2011,group,original,reference_best_nongold_margin,"{""C0"":-11.026153564453125,""CD"":-19.34539794921875,""CLDnewNoCat"":-22.569625854492188,""CLnewNoCat"":-7.281063079833984}",-6.969318389892578
2011,group,reviewed,reference_best_nongold_margin,"{""C0"":2.9519309997558594,""CD"":7.278961181640625,""CLDnewNoCat"":12.615913391113281,""CLnewNoCat"":1.6200485229492188}",6.668834686279297
