query	target	base	layer0	pre	mid	post	attention_increment	mlp_increment	attention_branch	mlp_branch	attention_scale	mlp_scale	attention_rounding	mlp_rounding
J05	MP	M00	12	0.1283929944038391	0.12289738655090332	-0.1026165783405304	-0.005495607852935791	-0.22551396489143372	-0.007434877955237562	-0.19408572000495417	0.0019410814966471122	-0.03142675529968754	-1.8113943453412122e-06	-1.4895867920089977e-06
J05	MP	M00	13	-0.1026165783405304	-0.30518120527267456	-0.8008077144622803	-0.20256462693214417	-0.4956265091896057	-0.20425319537992648	-0.5026008791486136	0.001688456827271284	0.006972233788082421	1.1162051102853177e-07	2.1361709254879777e-06
J05	MP	M00	14	-0.8008077144622803	-0.7271710634231567	-0.27152037620544434	0.07363665103912354	0.4556506872177124	0.03873018381423132	0.4533994020995997	0.03490701395460988	0.0022513702088597758	-5.467297176653396e-07	-8.509074709769915e-08
J05	MP	M00	15	-0.27152037620544434	-0.44241034984588623	-0.23460161685943604	-0.1708899736404419	0.2078087329864502	-0.17014814863686495	0.1897094064778786	-0.000741528663094167	0.018096745773443928	-2.963404827926205e-07	2.5807351276725676e-06
J05	MP	M00	16	-0.23460161685943604	0.10145807266235352	0.2101011872291565	0.33605968952178955	0.10864311456680298	0.32287077163266703	0.1130056487458222	0.013193148961941252	-0.004365282329748816	-4.2310728187323204e-06	2.748150729598082e-06
J05	MP	M00	17	0.2101011872291565	0.3099362254142761	-0.017233021557331085	0.09983503818511963	-0.3271692469716072	0.12089550491475864	-0.3339562429878825	-0.021060632868071055	0.006789584708637206	1.6613843203949763e-07	-2.5886923619017344e-06
J05	MP	M00	18	-0.017233021557331085	-0.0496944785118103	0.18185150623321533	-0.03246145695447922	0.23154598474502563	-0.03665049036645218	0.25414322770926034	0.00418899904287709	-0.022599590575183293	3.436909587484216e-08	2.3476109485831564e-06
J05	MP	M00	19	0.18185150623321533	0.25893664360046387	0.2039330005645752	0.07708513736724854	-0.05500364303588867	0.08794982862384337	-0.04051237577634481	-0.010865926639112844	-0.014490854846147816	1.23538251800559e-06	-4.124133960448084e-07
J05	MP	M00	20	0.2039330005645752	0.42931830883026123	-0.302257776260376	0.22538530826568604	-0.7315760850906372	0.2642397660042084	-0.7231481790992897	-0.03885257477395121	-0.008427592687708596	-1.882964571153778e-06	-3.1330363892134727e-07
J05	MP	M00	21	-0.302257776260376	0.3414168357849121	0.36293840408325195	0.6436746120452881	0.021521568298339844	0.5850058987205569	0.06915200901559615	0.05866816477820147	-0.04762930104647539	5.485465297550007e-07	-1.1396707809141482e-06
J05	MP	M00	22	0.36293840408325195	0.1109548807144165	-0.31697678565979004	-0.25198352336883545	-0.42793166637420654	-0.2758600537990653	-0.4554985636273643	0.023875691361268603	0.027566602791853828	8.390689612558511e-07	2.944613039235211e-07
J05	MP	M00	23	-0.31697678565979004	0.44722509384155273	-0.5834238529205322	0.7642018795013428	-1.030648946762085	0.6923075881870474	-1.048997495128968	0.07189289439404956	0.018349215161886923	1.3969202459218621e-06	-6.667950038785619e-07
J05	MP	M00	24	-0.5834238529205322	1.2121039032936096	0.3060900866985321	1.7955277562141418	-0.9060138165950775	2.111023523363288	-0.9390315314134781	-0.3154952706590435	0.0330170552821516	-4.964901025861224e-07	6.595362489481005e-07
J05	MP	M00	25	0.3060900866985321	-0.5481287837028503	-2.5125766694545746	-0.8542188704013824	-1.9644478857517242	-0.9396120027011006	-1.7946272265567584	0.0853952722392341	-0.16982173358203645	-2.1399395159771295e-06	1.0743870706431125e-06
J05	MP	M00	26	-2.5125766694545746	-2.538019895553589	-1.955986350774765	-0.025443226099014282	0.5820335447788239	-0.21948076816007323	0.17074663964970482	0.19403553156475972	0.4112892247066504	2.0104962992206765e-06	-2.3195775313844536e-06
J05	MP	M00	27	-1.955986350774765	-1.6266999244689941	-0.9258575439453125	0.3292864263057709	0.7008423805236816	0.30272492842536436	0.3448529698092546	0.026559303194026468	0.35598816404865197	2.1946863800470506e-06	1.2466657750564991e-06
J05	MP	M00	28	-0.9258575439453125	0.1175832748413086	-2.0042152404785156	1.043440818786621	-2.121798515319824	1.0006361807110753	-2.192063729241868	0.042805973368774564	0.07026140842669037	-1.3352932288213104e-06	3.80549535305974e-06
J05	MP	M00	29	-2.0042152404785156	-1.0787582397460938	0.6829619407653809	0.9254570007324219	1.7617201805114746	0.6597796795240258	1.9174597438638057	0.2656800243620927	-0.1557357131366579	-2.7031536966592995e-06	-3.850215673173452e-06
J05	MP	M00	30	0.6829619407653809	2.365774154663086	3.107067584991455	1.682812213897705	0.7412934303283691	1.8459807508631334	0.9464536950896105	-0.1631766990967911	-0.205150561868102	8.162131362787761e-06	-9.70289313961814e-06
J05	MP	M00	31	3.107067584991455	3.0665597915649414	0.5072436332702637	-0.04050779342651367	-2.5593161582946777	0.069703218413527	-2.2550699548243376	-0.11021727561125794	-0.30424183092865076	6.263771217374092e-06	-4.3725416889461854e-06
J05	MP	M00	32	0.5072436332702637	4.359458923339844	1.7218589782714844	3.85221529006958	-2.6375999450683594	3.9392027980833815	-2.197453238676661	-0.08698498325432213	-0.44014841225029455	-2.5247594790389627e-06	1.7058585961571282e-06
J05	MP	M00	33	1.7218589782714844	2.0063023567199707	1.4675731658935547	0.28444337844848633	-0.538729190826416	0.2917447993489264	-0.27292076904901463	-0.007299332514160151	-0.26581327529481147	-2.08838627990815e-06	4.853517409753039e-06
J05	MP	M00	34	1.4675731658935547	0.9877176284790039	0.6620993614196777	-0.4798555374145508	-0.32561826705932617	-0.3076868832453894	-0.08439019128996139	-0.17217032806417354	-0.24122502760518483	1.6738950123773577e-06	-3.0481641801749504e-06
J05	MP	M00	35	0.6620993614196777	0.4276442527770996	2.760141372680664	-0.23445510864257812	2.3324971199035645	-0.07054279882613784	1.083901259220341	-0.16391277065054743	1.2486032658772128	4.608341070966304e-07	-7.405193988674341e-06
J05	MS	M00	0	0.0	-0.103159099817276	-0.10619616508483887	-0.103159099817276	-0.003037065267562866	-0.09239624684604442	-0.08659125379876459	-0.010761851827442825	0.0835521185457564	-1.0011437887591512e-06	2.0699854452743693e-06
J05	MS	M00	1	-0.10619616508483887	-0.25153279304504395	-0.32599401473999023	-0.14533662796020508	-0.07446122169494629	-0.17565359837629457	-0.11321351582885003	0.030315406569191405	0.0387542525587684	1.563846898089416e-06	-1.9584248646623698e-06
J05	MS	M00	2	-0.32599401473999023	-0.362591028213501	-0.31856608390808105	-0.03659701347351074	0.04402494430541992	-0.05264818076809763	0.003589723529241251	0.016048981321204633	0.040437335255110424	2.185973382255041e-06	-2.1144789317528723e-06
J05	MS	M00	3	-0.31856608390808105	-0.3770604133605957	-0.21067571640014648	-0.05849432945251465	0.16638469696044922	-0.07917796624637508	0.13630653776654134	0.020684851308658027	0.030076291185105866	-1.2145147975997639e-06	1.8680088020167629e-06
J05	MS	M00	4	-0.21067571640014648	-0.38855791091918945	-0.16780424118041992	-0.17788219451904297	0.22075366973876953	-0.17586728515911398	0.15292691487244459	-0.0020147000365212664	0.06782707100442009	-2.0932340771828706e-07	-3.1613809514663416e-07
J05	MS	M00	5	-0.16780424118041992	-0.08121538162231445	-0.5166254043579102	0.08658885955810547	-0.4354100227355957	0.08054113342396063	-0.4593775494743133	0.006047561920122485	0.02396848300184143	1.6421402235233806e-07	-9.562631238246855e-07
J05	MS	M00	6	-0.5166254043579102	-0.5365328788757324	-0.786616325378418	-0.019907474517822266	-0.25008344650268555	-0.0366458140133652	-0.33322776492410777	0.016736916366333208	0.08314437127246169	1.4231292097231785e-06	-5.285103946151004e-08
J05	MS	M00	7	-0.786616325378418	-0.5532307624816895	-0.7347269058227539	0.23338556289672852	-0.18149614334106445	0.19133072177301047	-0.1791092030215149	0.042055388373554846	-0.0023863866412032753	-5.472498368006007e-07	-5.536783462823977e-07
J05	MS	M00	8	-0.7347269058227539	-0.8300104141235352	-0.29358625411987305	-0.09528350830078125	0.5364241600036621	-0.08532576061244788	0.4488129801262688	-0.009956758034770877	0.08760807436033938	-9.896535624847442e-07	3.1055170539306953e-06
J05	MS	M00	9	-0.29358625411987305	-0.1866147518157959	-0.35490918159484863	0.10697150230407715	-0.16829442977905273	0.10431427613746291	-0.21302680645722827	0.0026584539838854226	0.044733109013861516	-1.2278172711877033e-06	-7.323356859822994e-07
J05	MS	M00	10	-0.35490918159484863	-0.5365242958068848	-0.1797802448272705	-0.18161511421203613	0.35674405097961426	-0.19380810248846014	0.3515568724169986	0.012193022278690648	0.005187037650045231	-3.4002266638584466e-08	1.4091257040382832e-07
J05	MS	M00	11	-0.1797802448272705	-0.3466775417327881	0.03206932544708252	-0.16689729690551758	0.3787468671798706	-0.13336993082275542	0.3481252628715503	-0.03352719990715738	0.030619617211958605	-1.6617560478267984e-07	1.9870963616774873e-06
J05	MS	M00	12	0.03206932544708252	0.05595797300338745	-0.10484188795089722	0.02388864755630493	-0.16079986095428467	0.026175629423055846	-0.13339902686164473	-0.002286574557511569	-0.027399183160375127	-4.073092393455137e-07	-1.6509322648106638e-06
J05	MS	M00	13	-0.10484188795089722	-0.3491852283477783	-0.9774594306945801	-0.2443433403968811	-0.6282742023468018	-0.24473343238870937	-0.6365423422220617	0.00039068617788261956	0.008267001970273443	-5.941860543520749e-07	1.1379049865403636e-06
J05	MS	M00	14	-0.9774594306945801	-0.8638144731521606	-0.43424224853515625	0.11364495754241943	0.4295722246170044	0.08600131323559457	0.4231718828403548	0.02764261615118324	0.006401589896127612	1.0281556416247284e-06	-1.2481194780027127e-06
J05	MS	M00	15	-0.43424224853515625	-0.6639571189880371	-0.2286941409111023	-0.22971487045288086	0.4352629780769348	-0.2292743496782575	0.4120573894293219	-0.0004407747326497093	0.02320550637561647	2.5395802635098464e-07	8.227199643946748e-08
J05	MS	M00	16	-0.2286941409111023	0.03838986158370972	0.11800795793533325	0.267084002494812	0.07961809635162354	0.25447580512097606	0.08217157133154007	0.012607793910001311	-0.0025545553868973328	4.034638346386149e-07	1.080406980796052e-06
J05	MS	M00	17	0.11800795793533325	0.16256636381149292	-0.08520257472991943	0.04455840587615967	-0.24776893854141235	0.05291376455097341	-0.25212590956513703	-0.008354371955858517	0.004359214591434499	-9.867189552231759e-07	-2.2435677098225915e-06
J05	MS	M00	18	-0.08520257472991943	-0.1904442310333252	0.26346850395202637	-0.10524165630340576	0.45391273498535156	-0.1160190389988931	0.4758347092243498	0.010775648105195823	-0.021921814686180208	1.7345902915133493e-06	-1.5955281801316445e-07
J05	MS	M00	19	0.26346850395202637	0.3009166717529297	0.22101664543151855	0.03744816780090332	-0.07990002632141113	0.06939072582187089	-0.08474211634187118	-0.031945255141504036	0.0048432199484389205	2.697120536465647e-06	-1.129927978876788e-06
J05	MS	M00	20	0.22101664543151855	0.11416184902191162	-0.5695996284484863	-0.10685479640960693	-0.683761477470398	-0.055221472646109264	-0.6816171018843176	-0.051631174551704406	-0.0021450058414312356	-2.149211793311956e-06	6.302553507975261e-07
J05	MS	M00	21	-0.5695996284484863	-0.28972768783569336	-0.28414392471313477	0.27987194061279297	0.005583763122558594	0.16413232644243037	0.0006530172410117441	0.11573960397200456	0.004929640161395965	1.0198358046942246e-08	1.1057201508846148e-06
J05	MS	M00	22	-0.28414392471313477	-0.4421846866607666	-0.5658109188079834	-0.15804076194763184	-0.1236262321472168	-0.24223058751028115	-0.1581040823901998	0.0841907008849917	0.03447863367914045	-8.753223423862977e-07	-7.834361574476922e-07
J05	MS	M00	23	-0.5658109188079834	-0.24051666259765625	-1.142881989479065	0.32529425621032715	-0.9023653268814087	0.257518188454648	-0.9894400305767244	0.06777515454450422	0.08707452575269092	9.132111749021732e-07	1.779426247461302e-07
J05	MS	M00	24	-1.142881989479065	-0.8169882893562317	-1.5186249613761902	0.32589370012283325	-0.7016366720199585	0.249988176171688	-0.8440006969367626	0.07590492452806652	0.1423642731135204	5.994230787287336e-07	-2.481967165124388e-07
J05	MS	M00	25	-1.5186249613761902	-1.6373962759971619	-1.688354343175888	-0.11877131462097168	-0.050958067178726196	-0.20122345333588543	-0.061293480820167945	0.08245197734014276	0.010335448774749678	1.613747709905411e-07	-3.513330792959124e-08
J05	MS	M00	26	-1.688354343175888	-2.0761518329381943	-1.0237571001052856	-0.3877974897623062	1.0523947328329086	-0.49089301008178143	0.80814072502565	0.10309249100539342	0.24425437256656823	3.0293140818038466e-06	-3.6475930964563474e-07
J05	MS	M00	27	-1.0237571001052856	-0.5442447662353516	-0.34729623794555664	0.4795123338699341	0.19694852828979492	0.5832469699231274	-0.002469939911297986	-0.10373313276089349	0.19941894152052053	-1.5032922998370335e-06	-4.7331942742978583e-07
J05	MS	M00	28	-0.34729623794555664	-0.03717803955078125	-1.2285118103027344	0.3101181983947754	-1.1913337707519531	0.319426873988899	-1.3028523110290182	-0.009307946919450028	0.11151928368607411	-7.286746736001604e-07	-7.434090090185919e-07
J05	MS	M00	29	-1.2285118103027344	-1.5564889907836914	-0.29014015197753906	-0.32797718048095703	1.2663488388061523	-0.43237632283746485	1.243220301534308	0.10440262648884069	0.023123728409832456	-3.484132332864931e-06	4.808862011929094e-06
J05	MS	M00	30	-0.29014015197753906	0.7161998748779297	0.9273433685302734	1.0063400268554688	0.21114349365234375	1.050972322849665	0.3859982081558768	-0.04463557092287318	-0.17484561341931926	3.2749286769107044e-06	-9.101084214258037e-06
J05	MS	M00	31	0.9273433685302734	0.7676982879638672	-0.5844154357910156	-0.15964508056640625	-1.3521137237548828	-0.0753750581883259	-1.2119834180575637	-0.08427460886443094	-0.1401259657670928	4.58648635059955e-06	-4.3399302263047446e-06
J05	MS	M00	32	-0.5844154357910156	0.17868709564208984	-1.426609992980957	0.7631025314331055	-1.6052970886230469	0.7120453473533856	-1.573867965398894	0.051054372011321014	-0.031427269388319745	2.812068398805323e-06	-1.8538358330655313e-06
J05	MS	M00	33	-1.426609992980957	-1.2570266723632812	-1.2756671905517578	0.16958332061767578	-0.018640518188476562	0.08132594705746898	-0.14865507372471298	0.08825549274160815	0.13001062655626772	1.8808185986429748e-06	3.928979968481627e-06
J05	MS	M00	34	-1.2756671905517578	-1.3004074096679688	-1.1683344841003418	-0.024740219116210938	0.13207292556762695	-0.19549640885372443	-0.048726262641368034	0.17075538841602667	0.18080317043970462	8.013214869428964e-07	-3.9822307100756404e-06
J05	MS	M00	35	-1.1683344841003418	-1.2583303451538086	-0.7764854431152344	-0.0899958610534668	0.4818449020385742	-0.11504629883362788	0.49828495878877666	0.02505058647605063	-0.01643828220737653	-1.4869588960131352e-07	-1.7745428255722118e-06
J05	MPS	M00	0	0.0	-0.07246872782707214	0.018702447414398193	-0.07246872782707214	0.09117117524147034	-0.0578258924548547	-0.003504270779683294	-0.014641934163909909	0.09467259288126573	-9.012083075354838e-07	2.8531398879039216e-06
J05	MPS	M00	1	0.018702447414398193	-0.013052582740783691	-0.14467847347259521	-0.031755030155181885	-0.13162589073181152	-0.04802323600805658	-0.1323766458324412	0.016268889424608995	0.0007522537690181057	-6.835717343001146e-07	-1.4986683884426338e-06
J05	MPS	M00	2	-0.14467847347259521	-0.15299081802368164	-0.2658352851867676	-0.008312344551086426	-0.11284446716308594	-0.014532760034809078	-0.12752730343953	0.006217615396274436	0.014685487620522325	2.8000874482160543e-06	-2.6513440782582887e-06
J05	MPS	M00	3	-0.2658352851867676	-0.27437782287597656	-0.10029411315917969	-0.008542537689208984	0.17408370971679688	-0.02690513397631278	0.14715954631239536	0.018363803536008454	0.026923241699948336	-1.2072489046603685e-06	9.217044531772967e-07
J05	MPS	M00	4	-0.10029411315917969	-0.38074779510498047	0.06544876098632812	-0.2804536819458008	0.4461965560913086	-0.2632964418192978	0.37427912708298594	-0.017158029104704514	0.0719158130559906	7.889782015213509e-07	1.6159523320569136e-06
J05	MPS	M00	5	0.06544876098632812	0.3482518196105957	-0.3502826690673828	0.2828030586242676	-0.6985344886779785	0.28478880030222015	-0.6434677065951151	-0.001983883233842784	-0.05506633134287117	-1.8584441097840854e-06	-4.507399922470956e-07
J05	MPS	M00	6	-0.3502826690673828	-0.39900827407836914	-0.7066473960876465	-0.04872560501098633	-0.30763912200927734	-0.06403252562940365	-0.371502277233342	0.015305626844026688	0.06386314756418118	1.293774390630914e-06	7.659883477506568e-09
J05	MPS	M00	7	-0.7066473960876465	-0.3771843910217285	-0.5427765846252441	0.32946300506591797	-0.16559219360351562	0.29143372393840317	-0.16345294583386805	0.03802972777472486	-0.00213926350889075	-4.4664721005754915e-07	1.5739243171247047e-08
J05	MPS	M00	8	-0.5427765846252441	-0.6169342994689941	-0.1092371940612793	-0.07415771484375	0.5076971054077148	-0.06637948521083933	0.4442824956227369	-0.007777987778026278	0.06341391867332091	-2.41854884384799e-07	6.911116570140763e-07
J05	MPS	M00	9	-0.1092371940612793	-0.06801891326904297	-0.19027948379516602	0.04121828079223633	-0.12226057052612305	0.030047339734333267	-0.15968380486777134	0.011171411488285696	0.037424198685954924	-4.7043038263472337e-07	-9.643443066309487e-07
J05	MPS	M00	10	-0.19027948379516602	-0.2384483814239502	0.08174681663513184	-0.04816889762878418	0.32019519805908203	-0.049658860966370844	0.3358805763615653	0.0014906014495743225	-0.01568652095928548	-6.381119876585836e-07	1.1426568021916106e-06
J05	MPS	M00	11	0.08174681663513184	-0.21625185012817383	0.21640229225158691	-0.29799866676330566	0.43265414237976074	-0.2662984900211143	0.3879235439986055	-0.03169923431322713	0.04472835538968173	-9.424289642316272e-07	2.2429914735000445e-06
J05	MPS	M00	12	0.21640229225158691	0.16786456108093262	-0.03967198729515076	-0.0485377311706543	-0.20753654837608337	-0.047463394993216834	-0.1673424472864946	-0.0010728032878957665	-0.040193740513496945	-1.5328895416962147e-06	-3.605760918157751e-07
J05	MPS	M00	13	-0.03967198729515076	-0.3882770538330078	-0.5526440143585205	-0.34860506653785706	-0.1643669605255127	-0.3488402538139096	-0.17382407913499165	0.000234922360294737	0.009457728999262496	2.649157578027417e-07	-6.103897835416073e-07
J05	MPS	M00	14	-0.5526440143585205	-0.6594705581665039	-0.12672698497772217	-0.1068265438079834	0.5327435731887817	-0.11989950365018709	0.5380166989422677	0.013070229800253963	-0.005271601543687714	2.7300419497278128e-06	-1.5242097982162695e-06
J05	MPS	M00	15	-0.12672698497772217	-0.32455551624298096	-0.023115873336791992	-0.1978285312652588	0.30143964290618896	-0.1961506539712784	0.28752218086769143	-0.0016764573331038489	0.01391661780360459	-1.419960876540994e-06	8.442348929400129e-07
J05	MPS	M00	16	-0.023115873336791992	0.21682226657867432	0.15439146757125854	0.2399381399154663	-0.06243079900741577	0.24237963206485774	-0.05042986393451776	-0.002440891788356254	-0.012002747204412927	-6.003610351790895e-07	1.8121315149152934e-06
J05	MPS	M00	17	0.15439146757125854	0.2765046954154968	-0.12975509464740753	0.12211322784423828	-0.40625979006290436	0.12821360529524162	-0.39447555421404423	-0.0060993404722836375	-0.0117844157558787	-1.0369787196984337e-06	1.7990701857428792e-07
J05	MPS	M00	18	-0.12975509464740753	0.11307710409164429	-0.039794087409973145	0.24283219873905182	-0.15287119150161743	0.22943178845197076	-0.10939709287203714	0.013401955603339524	-0.043476088739476226	-1.5453162584694313e-06	1.9901098959329566e-06
J05	MPS	M00	19	-0.039794087409973145	0.04107999801635742	0.006185770034790039	0.08087408542633057	-0.03489422798156738	0.058086625142906856	-0.01548452467829653	0.02278739748412567	-0.019411219669265706	6.279929803953976e-08	1.5163659948524977e-06
J05	MPS	M00	20	0.006185770034790039	0.1602565050125122	-0.7047650814056396	0.15407073497772217	-0.8650215864181519	0.18142549888503304	-0.8533336781912151	-0.02735177011100076	-0.011689070487893694	-2.9937963100801213e-06	1.1622609568662234e-06
J05	MPS	M00	21	-0.7047650814056396	-0.048659324645996094	-0.21982407569885254	0.6561057567596436	-0.17116475105285645	0.5182596455874244	-0.17096638750951	0.13784670647261066	-0.000199101604301255	-5.953003915371013e-07	7.38060954796893e-07
J05	MPS	M00	22	-0.21982407569885254	-0.3920285701751709	-0.6931595802307129	-0.17220449447631836	-0.301131010055542	-0.23496139378809366	-0.3163801065413916	0.06275797151062629	0.015248548536033094	-1.0721988509820868e-06	5.479498165067431e-07
J05	MPS	M00	23	-0.6931595802307129	0.1278528869152069	-1.0246657133102417	0.8210124671459198	-1.1525186002254486	0.644716358995089	-1.2011876572271376	0.17629563867388687	0.04867040390277777	4.6947694409826823e-07	-1.3469010887723343e-06
J05	MPS	M00	24	-1.0246657133102417	0.6104033589363098	0.659491628408432	1.6350690722465515	0.04908826947212219	1.9141861517779424	0.047974157332352885	-0.27911781406922076	0.0011163138312884069	7.345378298939664e-07	-2.2016915190992137e-06
J05	MPS	M00	25	0.659491628408432	-0.19211357831954956	-2.258812040090561	-0.8516052067279816	-2.0666984617710114	-0.899844765858159	-1.8302208765674215	0.04823791235390801	-0.23647758319465684	1.6467762694039045e-06	-2.008933019936876e-09
J05	MPS	M00	26	-2.258812040090561	-1.6255680918693542	-1.3941377103328705	0.6332439482212067	0.23143038153648376	0.4512180022359633	-0.018033351191609537	0.18202501086370348	0.2494628601591644	9.351215398689661e-07	8.725689288890948e-07
J05	MPS	M00	27	-1.3941377103328705	-1.0292038917541504	-0.3256380558013916	0.3649338185787201	0.7035658359527588	0.3518979405942326	0.3609808625975107	0.013038866317802461	0.342585338439259	-2.988333314996039e-06	-3.6508401080048714e-07
J05	MPS	M00	28	-0.3256380558013916	0.7479522228240967	-1.300039529800415	1.0735902786254883	-2.0479917526245117	1.0448414222528366	-2.0860990449717853	0.02874540509277479	0.03811036485843444	3.4512798768870923e-06	-3.072511160828739e-06
J05	MPS	M00	29	-1.300039529800415	-0.07561254501342773	1.8144302368164062	1.2244269847869873	1.890042781829834	0.9789828781336567	2.0863050132891168	0.24544425783753399	-0.1962654294036359	-1.5118420337856264e-07	3.1979443531060525e-06
J05	MPS	M00	30	1.8144302368164062	3.03804874420166	3.4730615615844727	1.223618507385254	0.4350128173828125	1.4088123984235095	0.7440353244607246	-0.18519716906082062	-0.3090186730799416	3.278022565056382e-06	-3.8339979706591976e-06
J05	MPS	M00	31	3.4730615615844727	3.4787778854370117	1.107194423675537	0.0057163238525390625	-2.3715834617614746	0.1368553702013489	-2.052685585666798	-0.13114044230316702	-0.3188967187616878	1.3959543572195088e-06	-1.157332988332982e-06
J05	MPS	M00	32	1.107194423675537	5.16340446472168	2.8417716026306152	4.056210041046143	-2.3216328620910645	4.187591888830011	-1.8321763097370125	-0.13137990470565386	-0.4894545354481177	-1.9430782141061087e-06	-2.0169059342656226e-06
J05	MPS	M00	33	2.8417716026306152	2.8651461601257324	2.071793556213379	0.023374557495117188	-0.7933526039123535	0.1409698229747418	-0.32828205517403486	-0.1175969951447482	-0.465071214764166	1.7296651235731986e-06	6.66025847362306e-07
J05	MPS	M00	34	2.071793556213379	1.4276132583618164	1.2068133354187012	-0.6441802978515625	-0.22079992294311523	-0.3217982973474981	0.050175780125989	-0.3223841014095137	-0.27097571673244847	2.1009054496090585e-06	1.3663344233805219e-08
J05	MPS	M00	35	1.2068133354187012	1.0254502296447754	3.711698532104492	-0.18136310577392578	2.686248302459717	0.12379420465083876	1.2247271315423272	-0.30515686474495674	1.4615295987218175	-4.4567980794774087e-07	-8.427804427668661e-06
J05	MSP	M00	0	0.0	0.007932305335998535	0.06257379055023193	0.007932305335998535	0.0546414852142334	0.018886023227141724	5.824928081987757e-05	-0.010953369335984231	0.05458176256795921	-3.485551589577085e-07	1.4733654543075403e-06
J05	MSP	M00	1	0.06257379055023193	0.018951892852783203	-0.08515381813049316	-0.04362189769744873	-0.10410571098327637	-0.05256214339710086	-0.10010107910255778	0.008940771524530461	-0.004004001783751608	-5.258248783335251e-07	-6.300969669819148e-07
J05	MSP	M00	2	-0.08515381813049316	-0.10737037658691406	-0.1511240005493164	-0.0222165584564209	-0.043753623962402344	-0.025839717568747478	-0.05112728087205376	0.0036216970059314325	0.007375049121012042	1.4621063951468505e-06	-1.3922113606262831e-06
J05	MSP	M00	3	-0.1511240005493164	-0.1359248161315918	0.008338451385498047	0.01519918441772461	0.14426326751708984	0.005348756064426863	0.13390130586615556	0.009849368610502021	0.01036375802954205	1.0597427957254046e-06	-1.7963786077684896e-06
J05	MSP	M00	4	0.008338451385498047	-0.3667736053466797	0.0750274658203125	-0.37511205673217773	0.4418010711669922	-0.3492765938164192	0.36894397651487	-0.02583525402542461	0.07285444532887952	-2.088903339469983e-07	2.6493232426760827e-06
J05	MSP	M00	5	0.0750274658203125	0.3240203857421875	-0.3841280937194824	0.248992919921875	-0.7081484794616699	0.2506973568628765	-0.6576192637219382	-0.0017038535213597938	-0.05052779278157407	-5.834196416809601e-07	-1.4229581576097328e-06
