job_id	query_id	donor	recipient	condition	m	delta_m	reference_aligned_delta	prediction	transition	donor_state_l2
G04-D01-upstream	G04	synthetic-G04-D02	synthetic-G04-D01	upstream	1.839874267578125	5.045896053314209	-5.045896053314209	无	damage	22.627416997969522
G04-D01-preceding	G04	synthetic-G04-D02	synthetic-G04-D01	preceding	-2.7273476123809814	0.47867417335510254	-0.47867417335510254	有	unchanged	22.627416997969522
G04-D01-no-dictionary-focal	G04	synthetic-G04-D00	synthetic-G04-D01	no-dictionary-focal	0.4846270978450775	3.6906488835811615	-3.6906488835811615	无	damage	16.97056274847714
G04-D01-no-dictionary-preceding	G04	synthetic-G04-D00	synthetic-G04-D01	no-dictionary-preceding	-2.8553431034088135	0.3506786823272705	-0.3506786823272705	有	unchanged	16.97056274847714
B01-D01-upstream	B01	synthetic-B01-D02	synthetic-B01-D01	upstream	1.839874267578125	5.045896053314209	5.045896053314209	无	repair	22.627416997969522
B01-D01-preceding	B01	synthetic-B01-D02	synthetic-B01-D01	preceding	-2.7273476123809814	0.47867417335510254	0.47867417335510254	有	unchanged	22.627416997969522
B01-D01-no-dictionary-focal	B01	synthetic-B01-D00	synthetic-B01-D01	no-dictionary-focal	0.4846270978450775	3.6906488835811615	3.6906488835811615	无	repair	16.97056274847714
B01-D01-no-dictionary-preceding	B01	synthetic-B01-D00	synthetic-B01-D01	no-dictionary-preceding	-2.8553431034088135	0.3506786823272705	0.3506786823272705	有	unchanged	16.97056274847714
B02-D01-upstream	B02	synthetic-B02-D02	synthetic-B02-D01	upstream	1.839874267578125	5.045896053314209	-5.045896053314209	无	damage	22.627416997969522
B02-D01-preceding	B02	synthetic-B02-D02	synthetic-B02-D01	preceding	-2.7273476123809814	0.47867417335510254	-0.47867417335510254	有	unchanged	22.627416997969522
B02-D01-no-dictionary-focal	B02	synthetic-B02-D00	synthetic-B02-D01	no-dictionary-focal	0.4846270978450775	3.6906488835811615	-3.6906488835811615	无	damage	16.97056274847714
B02-D01-no-dictionary-preceding	B02	synthetic-B02-D00	synthetic-B02-D01	no-dictionary-preceding	-2.8553431034088135	0.3506786823272705	-0.3506786823272705	有	unchanged	16.97056274847714
B03-D01-upstream	B03	synthetic-B03-D02	synthetic-B03-D01	upstream	1.839874267578125	5.045896053314209	5.045896053314209	无	repair	22.627416997969522
B03-D01-preceding	B03	synthetic-B03-D02	synthetic-B03-D01	preceding	-2.7273476123809814	0.47867417335510254	0.47867417335510254	有	unchanged	22.627416997969522
B03-D01-no-dictionary-focal	B03	synthetic-B03-D00	synthetic-B03-D01	no-dictionary-focal	0.4846270978450775	3.6906488835811615	3.6906488835811615	无	repair	16.97056274847714
B03-D01-no-dictionary-preceding	B03	synthetic-B03-D00	synthetic-B03-D01	no-dictionary-preceding	-2.8553431034088135	0.3506786823272705	0.3506786823272705	有	unchanged	16.97056274847714
B04-D01-upstream	B04	synthetic-B04-D02	synthetic-B04-D01	upstream	1.839874267578125	5.045896053314209	-5.045896053314209	无	damage	22.627416997969522
B04-D01-preceding	B04	synthetic-B04-D02	synthetic-B04-D01	preceding	-2.7273476123809814	0.47867417335510254	-0.47867417335510254	有	unchanged	22.627416997969522
B04-D01-no-dictionary-focal	B04	synthetic-B04-D00	synthetic-B04-D01	no-dictionary-focal	0.4846270978450775	3.6906488835811615	-3.6906488835811615	无	damage	16.97056274847714
B04-D01-no-dictionary-preceding	B04	synthetic-B04-D00	synthetic-B04-D01	no-dictionary-preceding	-2.8553431034088135	0.3506786823272705	-0.3506786823272705	有	unchanged	16.97056274847714
