comparison_id	query_id	kind	priority	analysis_role	qwen3-8b_value	qwen3-8b_bound	qwen3-8b_resolution	qwen3-8b_reference_aligned_change	qwen3-8b_classification_transition	qwen3-14b_value	qwen3-14b_bound	qwen3-14b_resolution	qwen3-14b_reference_aligned_change	qwen3-14b_classification_transition	glm4-9b-chat_value	glm4-9b-chat_bound	glm4-9b-chat_resolution	glm4-9b-chat_reference_aligned_change	glm4-9b-chat_classification_transition	descriptive_direction_agreement
CTD2-B1-X_B_minus_A_L	CTD-B1-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	1.1970138549804688	2e-06	positive	-1.1970138549804688	stable_correct	0.07315635681152344	0.0005950927734375	positive	-0.07315635681152344	stable_correct	-0.07163047790527344	0.00014495849609375	negative	0.07163047790527344	stable_correct	resolved_direction_conflict
CTD2-B1-X_B_minus_A_absent	CTD-B1-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	-0.6887893676757812	2e-06	negative	0.6887893676757812	stable_correct	7.856624603271484	0.0005950927734375	positive	-7.856624603271484	stable_correct	0.4776172637939453	0.00014495849609375	positive	-0.4776172637939453	stable_correct	resolved_direction_conflict
CTD2-B1-X_minus_same_empty_A	CTD-B1-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	-3.0650997161865234	0.00045113427734375	negative	3.0650997161865234	stable_correct	-3.942047119140625	0.0005950927734375	negative	3.942047119140625	stable_correct	0.13079452514648438	0.00014495849609375	positive	-0.13079452514648438	stable_correct	resolved_direction_conflict
CTD2-B1-X_minus_same_empty_B	CTD-B1-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	-6.262186050415039	0.00045113427734375	negative	6.262186050415039	stable_correct	6.803050994873047	0.0005950927734375	positive	-6.803050994873047	stable_correct	1.9996070861816406	0.00014495849609375	positive	-1.9996070861816406	stable_correct	resolved_direction_conflict
CTD2-B2-D_L_A	CTD-B2-v2	D_L_A	primary	legacy_exposed_development	-1.4830913543701172	0.00045113427734375	negative	-1.4830913543701172	stable_correct	3.537395477294922	0.0005950927734375	positive	3.537395477294922	stable_correct	0.155731201171875	0.00014495849609375	positive	0.155731201171875	stable_correct	resolved_direction_conflict
CTD2-B2-D_L_B	CTD-B2-v2	D_L_B	primary	legacy_exposed_development	-0.26478004455566406	0.00045113427734375	negative	-0.26478004455566406	stable_correct	4.592765808105469	0.0005950927734375	positive	4.592765808105469	stable_correct	-0.4609355926513672	0.00014495849609375	negative	-0.4609355926513672	stable_correct	resolved_direction_conflict
CTD2-B2-D_empty_A	CTD-B2-v2	D_empty_A	primary	legacy_exposed_development	-1.080526351928711	0.0009002685546875	negative	-1.080526351928711	stable_correct	0.05025482177734375	0.0005950927734375	positive	0.05025482177734375	stable_correct	0.9014005661010742	0.00014495849609375	positive	0.9014005661010742	stable_correct	resolved_direction_conflict
CTD2-B2-D_empty_B	CTD-B2-v2	D_empty_B	primary	legacy_exposed_development	0.09308624267578125	0.0009002685546875	positive	0.09308624267578125	stable_correct	1.5820541381835938	0.0005950927734375	positive	1.5820541381835938	stable_correct	0.03524208068847656	0.00014495849609375	positive	0.03524208068847656	stable_correct	same_resolved_direction
CTD2-B2-E_A	CTD-B2-v2	E_A	primary	legacy_exposed_development	-2.624734878540039	0.00045113427734375	negative	-2.624734878540039	stable_correct	-3.1171340942382812	0.0005950927734375	negative	-3.1171340942382812	stable_correct	-2.179533004760742	0.00014495849609375	negative	-2.179533004760742	stable_correct	same_resolved_direction
CTD2-B2-E_B	CTD-B2-v2	E_B	primary	legacy_exposed_development	-2.580036163330078	0.00045113427734375	negative	-2.580036163330078	stable_correct	-3.5935630798339844	0.0005950927734375	negative	-3.5935630798339844	stable_correct	-1.9300413131713867	0.00014495849609375	negative	-1.9300413131713867	stable_correct	same_resolved_direction
CTD2-B2-I_A	CTD-B2-v2	I_A	primary	legacy_exposed_development	-0.40256500244140625	0.00135140283203125	negative	-0.40256500244140625		3.487140655517578	0.001190185546875	positive	3.487140655517578		-0.7456693649291992	0.0002899169921875	negative	-0.7456693649291992		resolved_direction_conflict
CTD2-B2-I_B	CTD-B2-v2	I_B	primary	legacy_exposed_development	-0.3578662872314453	0.00135140283203125	negative	-0.3578662872314453		3.010711669921875	0.001190185546875	positive	3.010711669921875		-0.49617767333984375	0.0002899169921875	negative	-0.49617767333984375		resolved_direction_conflict
CTD2-B2-K_A	CTD-B2-v2	K_A	primary	legacy_exposed_development	-1.3116016387939453	0.00135140283203125	negative	-1.3116016387939453		-3.926454544067383	0.001190185546875	negative	-3.926454544067383		-0.25815582275390625	0.0002899169921875	negative	-0.25815582275390625		same_resolved_direction
CTD2-B2-K_B	CTD-B2-v2	K_B	primary	legacy_exposed_development	-0.7774200439453125	0.00135140283203125	negative	-0.7774200439453125		-7.0811614990234375	0.001190185546875	negative	-7.0811614990234375		-0.9711952209472656	0.0002899169921875	negative	-0.9711952209472656		same_resolved_direction
CTD2-B2-X_B_minus_A_L	CTD-B2-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	1.2183113098144531	2e-06	positive	1.2183113098144531	stable_correct	1.0553703308105469	0.0005950927734375	positive	1.0553703308105469	stable_correct	-0.6166667938232422	0.00014495849609375	negative	-0.6166667938232422	stable_correct	resolved_direction_conflict
CTD2-B2-X_B_minus_A_absent	CTD-B2-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	1.1736125946044922	0.0009002685546875	positive	1.1736125946044922	stable_correct	1.53179931640625	0.0005950927734375	positive	1.53179931640625	stable_correct	-0.8661584854125977	0.00014495849609375	negative	-0.8661584854125977	stable_correct	resolved_direction_conflict
CTD2-B2-X_minus_same_empty_A	CTD-B2-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	-0.31580352783203125	0.0009002685546875	negative	-0.31580352783203125	stable_correct	2.7733516693115234	0.0005950927734375	positive	2.7733516693115234	stable_correct	0.3827362060546875	0.00014495849609375	positive	0.3827362060546875	stable_correct	resolved_direction_conflict
CTD2-B2-X_minus_same_empty_B	CTD-B2-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	2.7027854919433594	0.0009002685546875	positive	2.7027854919433594	stable_correct	6.661552429199219	0.0005950927734375	positive	6.661552429199219	stable_correct	1.4718427658081055	0.00014495849609375	positive	1.4718427658081055	stable_correct	same_resolved_direction
CTD2-B3-D_L_A	CTD-B3-v2	D_L_A	primary	legacy_exposed_development	-7.273509979248047	0.00045113427734375	negative	-7.273509979248047	stable_wrong	-5.3110198974609375	0.0005950927734375	negative	-5.3110198974609375	stable_wrong	0.41971588134765625	0.00014495849609375	positive	0.41971588134765625	stable_wrong	resolved_direction_conflict
CTD2-B3-D_L_B	CTD-B3-v2	D_L_B	primary	legacy_exposed_development	-1.5802841186523438	0.00045113427734375	negative	-1.5802841186523438	stable_wrong	-5.856483459472656	0.0005950927734375	negative	-5.856483459472656	stable_wrong	0.5190887451171875	0.00014495849609375	positive	0.5190887451171875	stable_wrong	resolved_direction_conflict
CTD2-B3-D_empty_A	CTD-B3-v2	D_empty_A	primary	legacy_exposed_development	-2.6360015869140625	0.00045113427734375	negative	-2.6360015869140625	stable_wrong	-2.2672462463378906	0.0005950927734375	negative	-2.2672462463378906	stable_wrong	0.6227130889892578	0.00014495849609375	positive	0.6227130889892578	stable_wrong	resolved_direction_conflict
CTD2-B3-D_empty_B	CTD-B3-v2	D_empty_B	primary	legacy_exposed_development	4.803661346435547	0.00045113427734375	positive	4.803661346435547	stable_wrong	-7.5968475341796875	0.0005950927734375	negative	-7.5968475341796875	stable_wrong	-0.11528587341308594	0.00014495849609375	negative	-0.11528587341308594	stable_wrong	resolved_direction_conflict
CTD2-B3-E_A	CTD-B3-v2	E_A	primary	legacy_exposed_development	-1.9799537658691406	2e-06	negative	-1.9799537658691406	stable_wrong	-5.979602813720703	0.0005950927734375	negative	-5.979602813720703	stable_wrong	0.1878185272216797	0.00014495849609375	positive	0.1878185272216797	stable_wrong	resolved_direction_conflict
CTD2-B3-E_B	CTD-B3-v2	E_B	primary	legacy_exposed_development	-3.726390838623047	2e-06	negative	-3.726390838623047	stable_wrong	-1.195465087890625	0.0005950927734375	negative	-1.195465087890625	stable_wrong	1.0251903533935547	0.00014495849609375	positive	1.0251903533935547	stable_wrong	resolved_direction_conflict
CTD2-B3-I_A	CTD-B3-v2	I_A	primary	legacy_exposed_development	-4.637508392333984	0.0009022685546875	negative	-4.637508392333984		-3.043773651123047	0.001190185546875	negative	-3.043773651123047		-0.20299720764160156	0.0002899169921875	negative	-0.20299720764160156		same_resolved_direction
CTD2-B3-I_B	CTD-B3-v2	I_B	primary	legacy_exposed_development	-6.383945465087891	0.0009022685546875	negative	-6.383945465087891		1.7403640747070312	0.001190185546875	positive	1.7403640747070312		0.6343746185302734	0.0002899169921875	positive	0.6343746185302734		resolved_direction_conflict
CTD2-B3-K_A	CTD-B3-v2	K_A	primary	legacy_exposed_development	-7.775093078613281	0.0009022685546875	negative	-7.775093078613281		11.662185668945312	0.001190185546875	positive	11.662185668945312		0.7793025970458984	0.0002899169921875	positive	0.7793025970458984		resolved_direction_conflict
CTD2-B3-K_B	CTD-B3-v2	K_B	primary	legacy_exposed_development	-4.114860534667969	0.0009022685546875	negative	-4.114860534667969		6.364818572998047	0.001190185546875	positive	6.364818572998047		0.38246917724609375	0.0002899169921875	positive	0.38246917724609375		resolved_direction_conflict
CTD2-B3-X_B_minus_A_L	CTD-B3-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	5.693225860595703	2e-06	positive	5.693225860595703	stable_wrong	-0.5454635620117188	0.0005950927734375	negative	-0.5454635620117188	stable_wrong	0.09937286376953125	0.00014495849609375	positive	0.09937286376953125	stable_wrong	resolved_direction_conflict
CTD2-B3-X_B_minus_A_absent	CTD-B3-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	7.439662933349609	2e-06	positive	7.439662933349609	stable_wrong	-5.329601287841797	0.0005950927734375	negative	-5.329601287841797	stable_wrong	-0.7379989624023438	0.00014495849609375	negative	-0.7379989624023438	stable_wrong	resolved_direction_conflict
CTD2-B3-X_minus_same_empty_A	CTD-B3-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	-2.9571380615234375	0.00045113427734375	negative	-2.9571380615234375	stable_wrong	-5.58135986328125	0.0005950927734375	negative	-5.58135986328125	stable_wrong	-1.7087974548339844	0.00014495849609375	negative	-1.7087974548339844	stable_wrong	same_resolved_direction
CTD2-B3-X_minus_same_empty_B	CTD-B3-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	-19.441875457763672	0.00045113427734375	negative	-19.441875457763672	damage	-29.78402328491211	0.0005950927734375	negative	-29.78402328491211	damage	-6.041778564453125	0.00014495849609375	negative	-6.041778564453125	damage	same_resolved_direction
CTD2-B4-D_L_A	CTD-B4-v2	D_L_A	primary	legacy_exposed_development	-4.435802459716797	0.00045113427734375	negative	4.435802459716797	stable_correct	-28.39623260498047	0.0005950927734375	negative	28.39623260498047	repair	-3.3482208251953125	0.00014495849609375	negative	3.3482208251953125	repair	same_resolved_direction
CTD2-B4-D_L_B	CTD-B4-v2	D_L_B	primary	legacy_exposed_development	-2.1764755249023438	0.00045113427734375	negative	2.1764755249023438	stable_correct	8.995853424072266	0.0005950927734375	positive	-8.995853424072266	stable_wrong	2.2814674377441406	0.00014495849609375	positive	-2.2814674377441406	stable_wrong	resolved_direction_conflict
CTD2-B4-D_empty_A	CTD-B4-v2	D_empty_A	primary	legacy_exposed_development	0.5663032531738281	0.0009002685546875	positive	-0.5663032531738281	stable_correct	-0.3976459503173828	0.0005950927734375	negative	0.3976459503173828	stable_correct	-1.0923404693603516	0.00014495849609375	negative	1.0923404693603516	stable_correct	resolved_direction_conflict
CTD2-B4-D_empty_B	CTD-B4-v2	D_empty_B	primary	legacy_exposed_development	1.2469215393066406	0.0009002685546875	positive	-1.2469215393066406	stable_correct	5.627216339111328	0.0005950927734375	positive	-5.627216339111328	stable_correct	2.4504451751708984	0.00014495849609375	positive	-2.4504451751708984	stable_correct	same_resolved_direction
CTD2-B4-E_A	CTD-B4-v2	E_A	primary	legacy_exposed_development	1.8932304382324219	0.00045113427734375	positive	-1.8932304382324219	stable_correct	9.562177658081055	0.0005950927734375	positive	-9.562177658081055	stable_correct	1.029581069946289	0.00014495849609375	positive	-1.029581069946289	stable_correct	same_resolved_direction
CTD2-B4-E_B	CTD-B4-v2	E_B	primary	legacy_exposed_development	3.4719390869140625	0.00045113427734375	positive	-3.4719390869140625	stable_correct	40.92940139770508	0.0005950927734375	positive	-40.92940139770508	damage	3.116483688354492	0.00014495849609375	positive	-3.116483688354492	damage	same_resolved_direction
CTD2-B4-I_A	CTD-B4-v2	I_A	primary	legacy_exposed_development	-5.002105712890625	0.00135140283203125	negative	5.002105712890625		-27.998586654663086	0.001190185546875	negative	27.998586654663086		-2.255880355834961	0.0002899169921875	negative	2.255880355834961		same_resolved_direction
CTD2-B4-I_B	CTD-B4-v2	I_B	primary	legacy_exposed_development	-3.4233970642089844	0.00135140283203125	negative	3.4233970642089844		3.3686370849609375	0.001190185546875	positive	-3.3686370849609375		-0.1689777374267578	0.0002899169921875	negative	0.1689777374267578		resolved_direction_conflict
CTD2-B4-K_A	CTD-B4-v2	K_A	primary	legacy_exposed_development	1.749521255493164	0.00135140283203125	positive	-1.749521255493164		-2.1470489501953125	0.001190185546875	negative	2.1470489501953125		0.015832901000976562	0.0002899169921875	positive	-0.015832901000976562		resolved_direction_conflict
CTD2-B4-K_B	CTD-B4-v2	K_B	primary	legacy_exposed_development	-0.06580734252929688	0.00135140283203125	negative	0.06580734252929688		-8.470136642456055	0.001190185546875	negative	8.470136642456055		-1.6294326782226562	0.0002899169921875	negative	1.6294326782226562		same_resolved_direction
CTD2-B4-X_B_minus_A_L	CTD-B4-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	2.259326934814453	2e-06	positive	-2.259326934814453	stable_correct	37.392086029052734	0.0005950927734375	positive	-37.392086029052734	damage	5.629688262939453	0.00014495849609375	positive	-5.629688262939453	damage	same_resolved_direction
CTD2-B4-X_B_minus_A_absent	CTD-B4-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	0.6806182861328125	0.0009002685546875	positive	-0.6806182861328125	stable_correct	6.024862289428711	0.0005950927734375	positive	-6.024862289428711	stable_correct	3.54278564453125	0.00014495849609375	positive	-3.54278564453125	stable_correct	same_resolved_direction
CTD2-B4-X_minus_same_empty_A	CTD-B4-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	-1.9148101806640625	0.0009002685546875	negative	1.9148101806640625	stable_correct	6.8829803466796875	0.0005950927734375	positive	-6.8829803466796875	stable_correct	-0.28228187561035156	0.00014495849609375	negative	0.28228187561035156	stable_correct	resolved_direction_conflict
CTD2-B4-X_minus_same_empty_B	CTD-B4-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	-0.2855987548828125	0.0009002685546875	negative	0.2855987548828125	stable_correct	-0.8561630249023438	0.0005950927734375	negative	0.8561630249023438	stable_correct	-0.3777961730957031	0.00014495849609375	negative	0.3777961730957031	repair	same_resolved_direction
CTD2-G1-D_L_A	CTD-G1-v2	D_L_A	primary	legacy_exposed_development	-2.1164779663085938	0.00045113427734375	negative	2.1164779663085938	stable_correct	-2.410734176635742	0.0005950927734375	negative	2.410734176635742	stable_correct	-0.10991096496582031	0.00014495849609375	negative	0.10991096496582031	stable_correct	same_resolved_direction
CTD2-G1-D_L_B	CTD-G1-v2	D_L_B	primary	legacy_exposed_development	0.6349067687988281	0.00045113427734375	positive	-0.6349067687988281	stable_correct	-0.7069835662841797	0.0005950927734375	negative	0.7069835662841797	stable_correct	-0.2985420227050781	0.00014495849609375	negative	0.2985420227050781	stable_correct	resolved_direction_conflict
CTD2-G1-D_empty_A	CTD-G1-v2	D_empty_A	primary	legacy_exposed_development	-1.4909439086914062	0.00045113427734375	negative	1.4909439086914062	stable_correct	-2.2834033966064453	0.0005950927734375	negative	2.2834033966064453	stable_correct	0.2213115692138672	0.00014495849609375	positive	-0.2213115692138672	stable_correct	resolved_direction_conflict
CTD2-G1-D_empty_B	CTD-G1-v2	D_empty_B	primary	legacy_exposed_development	-0.46791648864746094	0.00045113427734375	negative	0.46791648864746094	stable_correct	-1.0826435089111328	0.0005950927734375	negative	1.0826435089111328	stable_correct	0.40038490295410156	0.00014495849609375	positive	-0.40038490295410156	stable_correct	resolved_direction_conflict
CTD2-G1-E_A	CTD-G1-v2	E_A	primary	legacy_exposed_development	1.0071144104003906	2e-06	positive	-1.0071144104003906	stable_correct	-0.9437599182128906	0.0005950927734375	negative	0.9437599182128906	stable_correct	0.4915294647216797	0.00014495849609375	positive	-0.4915294647216797	stable_correct	resolved_direction_conflict
CTD2-G1-E_B	CTD-G1-v2	E_B	primary	legacy_exposed_development	2.735471725463867	2e-06	positive	-2.735471725463867	stable_correct	-0.4407691955566406	0.0005950927734375	negative	0.4407691955566406	stable_correct	0.1238250732421875	0.00014495849609375	positive	-0.1238250732421875	stable_correct	resolved_direction_conflict
CTD2-G1-I_A	CTD-G1-v2	I_A	primary	legacy_exposed_development	-0.6255340576171875	0.0009022685546875	negative	0.6255340576171875		-0.12733078002929688	0.001190185546875	negative	0.12733078002929688		-0.3312225341796875	0.0002899169921875	negative	0.3312225341796875		same_resolved_direction
CTD2-G1-I_B	CTD-G1-v2	I_B	primary	legacy_exposed_development	1.102823257446289	0.0009022685546875	positive	-1.102823257446289		0.3756599426269531	0.001190185546875	positive	-0.3756599426269531		-0.6989269256591797	0.0002899169921875	negative	0.6989269256591797		resolved_direction_conflict
CTD2-G1-K_A	CTD-G1-v2	K_A	primary	legacy_exposed_development	0.7688732147216797	0.0009022685546875	positive	-0.7688732147216797		2.9356346130371094	0.001190185546875	positive	-2.9356346130371094		-0.009807586669921875	0.0002899169921875	negative	0.009807586669921875		resolved_direction_conflict
CTD2-G1-K_B	CTD-G1-v2	K_B	primary	legacy_exposed_development	1.765340805053711	0.0009022685546875	positive	-1.765340805053711		1.8066844940185547	0.001190185546875	positive	-1.8066844940185547		-0.11828041076660156	0.0002899169921875	negative	0.11828041076660156		resolved_direction_conflict
CTD2-G1-X_B_minus_A_L	CTD-G1-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	2.751384735107422	2e-06	positive	-2.751384735107422	stable_correct	1.7037506103515625	0.0005950927734375	positive	-1.7037506103515625	stable_correct	-0.1886310577392578	0.00014495849609375	negative	0.1886310577392578	stable_correct	resolved_direction_conflict
CTD2-G1-X_B_minus_A_absent	CTD-G1-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	1.0230274200439453	2e-06	positive	-1.0230274200439453	stable_correct	1.2007598876953125	0.0005950927734375	positive	-1.2007598876953125	stable_correct	0.17907333374023438	0.00014495849609375	positive	-0.17907333374023438	stable_correct	same_resolved_direction
CTD2-G1-X_minus_same_empty_A	CTD-G1-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	-1.9352493286132812	0.00045113427734375	negative	1.9352493286132812	stable_correct	-3.2378921508789062	0.0005950927734375	negative	3.2378921508789062	stable_correct	-0.2691001892089844	0.00014495849609375	negative	0.2691001892089844	stable_correct	same_resolved_direction
CTD2-G1-X_minus_same_empty_B	CTD-G1-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	-2.884183883666992	0.00045113427734375	negative	2.884183883666992	stable_correct	0.186920166015625	0.0005950927734375	positive	-0.186920166015625	stable_correct	0.009531021118164062	0.00014495849609375	positive	-0.009531021118164062	stable_correct	resolved_direction_conflict
CTD2-G2-D_L_A	CTD-G2-v2	D_L_A	primary	legacy_exposed_development	3.0034446716308594	0.00045113427734375	positive	3.0034446716308594	stable_correct	-2.699878692626953	0.0005950927734375	negative	-2.699878692626953	stable_correct	-1.2519111633300781	0.00014495849609375	negative	-1.2519111633300781	stable_correct	resolved_direction_conflict
CTD2-G2-D_L_B	CTD-G2-v2	D_L_B	primary	legacy_exposed_development	1.9364089965820312	0.00045113427734375	positive	1.9364089965820312	stable_correct	0.30565643310546875	0.0005950927734375	positive	0.30565643310546875	stable_correct	1.7335071563720703	0.00014495849609375	positive	1.7335071563720703	stable_correct	same_resolved_direction
CTD2-G2-D_empty_A	CTD-G2-v2	D_empty_A	primary	legacy_exposed_development	-1.3630447387695312	0.0009002685546875	negative	-1.3630447387695312	stable_correct	-1.2325782775878906	0.0005950927734375	negative	-1.2325782775878906	stable_correct	1.2648382186889648	0.00014495849609375	positive	1.2648382186889648	stable_correct	resolved_direction_conflict
CTD2-G2-D_empty_B	CTD-G2-v2	D_empty_B	primary	legacy_exposed_development	0.3307456970214844	0.0009002685546875	positive	0.3307456970214844	stable_correct	0.8539581298828125	0.0005950927734375	positive	0.8539581298828125	stable_correct	0.5739479064941406	0.00014495849609375	positive	0.5739479064941406	stable_correct	same_resolved_direction
CTD2-G2-E_A	CTD-G2-v2	E_A	primary	legacy_exposed_development	-3.3747596740722656	0.00045113427734375	negative	-3.3747596740722656	stable_correct	-2.4773101806640625	0.0005950927734375	negative	-2.4773101806640625	stable_correct	-5.681565284729004	0.00014495849609375	negative	-5.681565284729004	stable_correct	same_resolved_direction
CTD2-G2-E_B	CTD-G2-v2	E_B	primary	legacy_exposed_development	-6.135585784912109	0.00045113427734375	negative	-6.135585784912109	stable_correct	-1.5583114624023438	0.0005950927734375	negative	-1.5583114624023438	stable_correct	-2.0052566528320312	0.00014495849609375	negative	-2.0052566528320312	stable_correct	same_resolved_direction
CTD2-G2-I_A	CTD-G2-v2	I_A	primary	legacy_exposed_development	4.366489410400391	0.00135140283203125	positive	4.366489410400391		-1.4673004150390625	0.001190185546875	negative	-1.4673004150390625		-2.516749382019043	0.0002899169921875	negative	-2.516749382019043		resolved_direction_conflict
CTD2-G2-I_B	CTD-G2-v2	I_B	primary	legacy_exposed_development	1.6056632995605469	0.00135140283203125	positive	1.6056632995605469		-0.5483016967773438	0.001190185546875	negative	-0.5483016967773438		1.1595592498779297	0.0002899169921875	positive	1.1595592498779297		resolved_direction_conflict
CTD2-G2-K_A	CTD-G2-v2	K_A	primary	legacy_exposed_development	-4.271839141845703	0.00135140283203125	negative	-4.271839141845703		-2.440673828125	0.001190185546875	negative	-2.440673828125		-3.375298500061035	0.0002899169921875	negative	-3.375298500061035		same_resolved_direction
CTD2-G2-K_B	CTD-G2-v2	K_B	primary	legacy_exposed_development	-3.6428298950195312	0.00135140283203125	negative	-3.6428298950195312		-4.452348709106445	0.001190185546875	negative	-4.452348709106445		-1.8232536315917969	0.0002899169921875	negative	-1.8232536315917969		same_resolved_direction
CTD2-G2-X_B_minus_A_L	CTD-G2-v2	X_B_minus_A_L	secondary_bundle	legacy_exposed_development	-1.0670356750488281	2e-06	negative	-1.0670356750488281	stable_correct	3.005535125732422	0.0005950927734375	positive	3.005535125732422	stable_correct	2.9854183197021484	0.00014495849609375	positive	2.9854183197021484	stable_correct	resolved_direction_conflict
CTD2-G2-X_B_minus_A_absent	CTD-G2-v2	X_B_minus_A_absent	secondary_bundle	legacy_exposed_development	1.6937904357910156	0.0009002685546875	positive	1.6937904357910156	stable_correct	2.086536407470703	0.0005950927734375	positive	2.086536407470703	stable_correct	-0.6908903121948242	0.00014495849609375	negative	-0.6908903121948242	stable_correct	resolved_direction_conflict
CTD2-G2-X_minus_same_empty_A	CTD-G2-v2	X_minus_same_empty_A	secondary_bundle	legacy_exposed_development	0.21426010131835938	0.0009002685546875	positive	0.21426010131835938	stable_correct	0.7552089691162109	0.0005950927734375	positive	0.7552089691162109	stable_correct	0.1286640167236328	0.00014495849609375	positive	0.1286640167236328	stable_correct	same_resolved_direction
CTD2-G2-X_minus_same_empty_B	CTD-G2-v2	X_minus_same_empty_B	secondary_bundle	legacy_exposed_development	0.20859146118164062	0.0009002685546875	positive	0.20859146118164062	stable_correct	2.8263778686523438	0.0005950927734375	positive	2.8263778686523438	stable_correct	0.8172473907470703	0.00014495849609375	positive	0.8172473907470703	stable_correct	same_resolved_direction
