condition_id	query_id	family_id	analysis_role	source_frame	adopted_reference	qwen3-8b_m	qwen3-8b_margin_error_bound	qwen3-8b_raw_prediction	qwen3-8b_raw_correct	qwen3-8b_conservative_correct	qwen3-8b_legal_mass	qwen3-8b_physical_score_id	qwen3-8b_origin	qwen3-14b_m	qwen3-14b_margin_error_bound	qwen3-14b_raw_prediction	qwen3-14b_raw_correct	qwen3-14b_conservative_correct	qwen3-14b_legal_mass	qwen3-14b_physical_score_id	qwen3-14b_origin	glm4-9b-chat_m	glm4-9b-chat_margin_error_bound	glm4-9b-chat_raw_prediction	glm4-9b-chat_raw_correct	glm4-9b-chat_conservative_correct	glm4-9b-chat_legal_mass	glm4-9b-chat_physical_score_id	glm4-9b-chat_origin
CTD2-B4-L-other_A	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-22.826263427734375	1e-06	有	True	True	0.999999999991168	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-035	historical_science_reused	-17.154743194580078	0.00029754638671875	有	True	True	0.9999999999974776	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-B4-L-other_A	new_sealed_production	-2.5851669311523438	7.2479248046875e-05	有	True	True	0.9995044392030614	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-B4-L-other_A	new_sealed_production
CTD2-B4-L-other_B	CTD-B4-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-20.566936492919922	1e-06	有	True	True	0.9999999999916795	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-036	historical_science_reused	20.237342834472656	0.00029754638671875	无	False	False	0.9999999924709684	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-B4-L-other_B	new_sealed_production	3.0445213317871094	7.2479248046875e-05	无	False	False	0.9993835308154894	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-B4-L-other_B	new_sealed_production
CTD2-G1-L-other_A	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-25.962554931640625	1e-06	有	True	True	0.9999999999956799	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-002	historical_science_reused	-37.40715789794922	0.00029754638671875	有	True	True	0.9999999999986429	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G1-L-other_A	new_sealed_production	-4.610836029052734	7.2479248046875e-05	有	True	True	0.9997667596460205	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G1-L-other_A	new_sealed_production
CTD2-G1-L-other_B	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-23.211170196533203	1e-06	有	True	True	0.9999999999921911	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-004	historical_science_reused	-35.703407287597656	0.00029754638671875	有	True	True	0.9999999999979536	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G1-L-other_B	new_sealed_production	-4.799467086791992	7.2479248046875e-05	有	True	True	0.9997564967264574	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G1-L-other_B	new_sealed_production
CTD2-G1-absent-other_A	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-26.969669342041016	1e-06	有	True	True	0.9999999999955023	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-001	historical_science_reused	-36.46339797973633	0.00029754638671875	有	True	True	0.9999999999991118	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G1-absent-other_A	new_sealed_production	-5.102365493774414	7.2479248046875e-05	有	True	True	0.9998151489225136	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G1-absent-other_A	new_sealed_production
CTD2-G1-absent-other_B	CTD-G1-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-25.94664192199707	1e-06	有	True	True	0.9999999999963762	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-003	historical_science_reused	-35.262638092041016	0.00029754638671875	有	True	True	0.9999999999988276	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G1-absent-other_B	new_sealed_production	-4.92329216003418	7.2479248046875e-05	有	True	True	0.9997893276915635	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G1-absent-other_B	new_sealed_production
CTD2-G2-L-other_A	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	25.676485061645508	1e-06	无	True	True	0.9999996040516594	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-005	historical_science_reused	30.112030029296875	0.00029754638671875	无	True	True	0.9999999973528375	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G2-L-other_A	new_sealed_production	4.681783676147461	7.2479248046875e-05	无	True	True	0.9995496115141249	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G2-L-other_A	new_sealed_production
CTD2-G2-L-other_B	CTD-G2-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	24.60944938659668	1e-06	无	True	True	0.9999992201047462	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-006	historical_science_reused	33.1175651550293	0.00029754638671875	无	True	True	0.9999999976050375	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G2-L-other_B	new_sealed_production	7.667201995849609	7.2479248046875e-05	无	True	True	0.9997828356580508	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G2-L-other_B	new_sealed_production
CTD2-G3-L-other_A	CTD-G3-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	-5.350162506103516	1e-06	有	False	False	0.9999999994619415	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-008	historical_science_reused	-4.918251037597656	0.00029754638671875	有	False	False	0.9999999999954667	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G3-L-other_A	new_sealed_production	-2.0550975799560547	7.2479248046875e-05	有	False	False	0.9992241810401054	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G3-L-other_A	new_sealed_production
CTD2-G3-L-other_B	CTD-G3-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	-6.529796600341797	1e-06	有	False	False	0.9999999997345483	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-010	historical_science_reused	2.5511741638183594	0.00029754638671875	无	True	True	0.9999999997406448	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G3-L-other_B	new_sealed_production	0.8173561096191406	7.2479248046875e-05	无	True	True	0.9990291398135098	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G3-L-other_B	new_sealed_production
CTD2-G3-absent-other_A	CTD-G3-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	-19.5662841796875	1e-06	有	False	False	0.9999999999929656	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-007	historical_science_reused	-14.593143463134766	0.00029754638671875	有	False	False	0.9999999999999716	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G3-absent-other_A	new_sealed_production	-2.441974639892578	7.2479248046875e-05	有	False	False	0.9993468840359688	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G3-absent-other_A	new_sealed_production
CTD2-G3-absent-other_B	CTD-G3-v2	CTD-family-01	legacy_exposed_development	legacy_core	无	-19.147403717041016	1e-06	有	False	False	0.9999999999825491	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-009	historical_science_reused	-5.08050537109375	0.00029754638671875	有	False	False	0.9999999999989555	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G3-absent-other_B	new_sealed_production	0.26760101318359375	7.2479248046875e-05	无	True	True	0.9990874614239814	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G3-absent-other_B	new_sealed_production
CTD2-G4-L-other_A	CTD-G4-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-23.93340492248535	1e-06	有	True	True	0.9999999999864926	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-011	historical_science_reused	-22.73255157470703	0.00029754638671875	有	True	True	0.9999999999992681	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G4-L-other_A	new_sealed_production	-3.9335784912109375	7.2479248046875e-05	有	True	True	0.9996748536543685	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G4-L-other_A	new_sealed_production
CTD2-G4-L-other_B	CTD-G4-v2	CTD-family-01	legacy_exposed_development	legacy_core	有	-21.301349639892578	1e-06	有	True	True	0.9999999999858602	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-012	historical_science_reused	-3.2260513305664062	0.00029754638671875	有	True	True	0.9999999999882192	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-G4-L-other_B	new_sealed_production	-2.9646968841552734	7.2479248046875e-05	有	True	True	0.999477193156478	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-G4-L-other_B	new_sealed_production
CTD2-J1-L-other_A	CTD-J1-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-26.96749496459961	1e-06	有	True	True	0.9999999999972005	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-014	historical_science_reused	-35.527198791503906	0.00029754638671875	有	True	True	0.9999999999933209	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J1-L-other_A	new_sealed_production	-4.357793807983398	7.2479248046875e-05	有	True	True	0.9996755978281813	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J1-L-other_A	new_sealed_production
CTD2-J1-L-other_B	CTD-J1-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-24.083541870117188	1e-06	有	True	True	0.9999999999949196	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-016	historical_science_reused	-36.279052734375	0.00029754638671875	有	True	True	0.9999999999924043	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J1-L-other_B	new_sealed_production	-4.5478057861328125	7.2479248046875e-05	有	True	True	0.9996476947511735	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J1-L-other_B	new_sealed_production
CTD2-J1-absent-other_A	CTD-J1-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-25.769380569458008	1e-06	有	True	True	0.9999999999939178	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-013	historical_science_reused	-31.00530242919922	0.00029754638671875	有	True	True	0.9999999999990976	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J1-absent-other_A	new_sealed_production	-4.227411270141602	7.2479248046875e-05	有	True	True	0.9996827305080698	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J1-absent-other_A	new_sealed_production
CTD2-J1-absent-other_B	CTD-J1-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-23.729028701782227	1e-06	有	True	True	0.9999999999909832	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-015	historical_science_reused	-29.50847053527832	0.00029754638671875	有	True	True	0.9999999999991402	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J1-absent-other_B	new_sealed_production	-3.442239761352539	7.2479248046875e-05	有	True	True	0.9995447385955094	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J1-absent-other_B	new_sealed_production
CTD2-J2-L-other_A	CTD-J2-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	-1.6426162719726562	1e-06	有	False	False	0.9999999296380746	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-017	historical_science_reused	31.114795684814453	0.00029754638671875	无	True	True	0.9999999991600248	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J2-L-other_A	new_sealed_production	4.440940856933594	7.2479248046875e-05	无	True	True	0.999581558063495	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J2-L-other_A	new_sealed_production
CTD2-J2-L-other_B	CTD-J2-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	10.232662200927734	1e-06	无	True	True	0.9999994436199826	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-018	historical_science_reused	33.94629096984863	0.00029754638671875	无	True	True	0.999999999379952	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J2-L-other_B	new_sealed_production	6.075750350952148	7.2479248046875e-05	无	True	True	0.9997021177041725	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J2-L-other_B	new_sealed_production
CTD2-J3-L-other_A	CTD-J3-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	-14.36776351928711	1e-06	有	False	False	0.999999999993527	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-020	historical_science_reused	-6.3265533447265625	0.00029754638671875	有	False	False	0.9999999999940528	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J3-L-other_A	new_sealed_production	-1.7941131591796875	7.2479248046875e-05	有	False	False	0.9991610359733307	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J3-L-other_A	new_sealed_production
CTD2-J3-L-other_B	CTD-J3-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	-10.010231018066406	1e-06	有	False	False	0.9999999999667963	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-022	historical_science_reused	-3.8153648376464844	0.00029754638671875	有	False	False	0.9999999999452811	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J3-L-other_B	new_sealed_production	-1.0740585327148438	7.2479248046875e-05	有	False	False	0.9991587535114752	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J3-L-other_B	new_sealed_production
CTD2-J3-absent-other_A	CTD-J3-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	-22.744976043701172	1e-06	有	False	False	0.9999999999932854	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-019	historical_science_reused	-19.501773834228516	0.00029754638671875	有	False	False	0.9999999999999147	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J3-absent-other_A	new_sealed_production	-2.1161441802978516	7.2479248046875e-05	有	False	False	0.9990572665916563	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J3-absent-other_A	new_sealed_production
CTD2-J3-absent-other_B	CTD-J3-v2	CTD-family-02	legacy_exposed_development	legacy_core	无	-20.885574340820312	1e-06	有	False	False	0.9999999999906706	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-021	historical_science_reused	-13.3831787109375	0.00029754638671875	有	False	False	0.9999999999999432	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J3-absent-other_B	new_sealed_production	-0.5366973876953125	7.2479248046875e-05	有	False	False	0.9989501479205213	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J3-absent-other_B	new_sealed_production
CTD2-J4-L-other_A	CTD-J4-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-20.536380767822266	1e-06	有	True	True	0.9999999999794369	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-023	historical_science_reused	-30.32390785217285	0.00029754638671875	有	True	True	0.9999999999970228	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J4-L-other_A	new_sealed_production	-2.501321792602539	7.2479248046875e-05	有	True	True	0.9995478689540873	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J4-L-other_A	new_sealed_production
CTD2-J4-L-other_B	CTD-J4-v2	CTD-family-02	legacy_exposed_development	legacy_core	有	-18.345478057861328	1e-06	有	True	True	0.9999999999710667	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-024	historical_science_reused	-28.109886169433594	0.00029754638671875	有	True	True	0.9999999999961133	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTD2-J4-L-other_B	new_sealed_production	-0.847930908203125	7.2479248046875e-05	有	True	True	0.9992853222637327	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTD2-J4-L-other_B	new_sealed_production
CTDJ-B1-L-none	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-22.77739715576172	0.00045013427734375	有	True	True	0.9999999999808082	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-074	historical_science_reused	-30.876596450805664	0.00029754638671875	有	True	True	0.999999999995346	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-L-none	new_sealed_production	-4.218076705932617	7.2479248046875e-05	有	True	True	0.9997036534657409	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-L-none	new_sealed_production
CTDJ-B1-L-same_A	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-23.583417892456055	0.00045013427734375	有	True	True	0.999999999991239	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-077	historical_science_reused	-31.72612762451172	0.00029754638671875	有	True	True	0.9999999999990123	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-L-same_A	new_sealed_production	-4.203824996948242	7.2479248046875e-05	有	True	True	0.9997094143672052	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-L-same_A	new_sealed_production
CTDJ-B1-L-same_B	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-21.93172836303711	0.00045013427734375	有	True	True	0.9999999999785771	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-080	historical_science_reused	-31.404817581176758	0.00029754638671875	有	True	True	0.9999999999986855	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-L-same_B	new_sealed_production	-5.007265090942383	7.2479248046875e-05	有	True	True	0.9997515990307534	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-L-same_B	new_sealed_production
CTDJ-B1-N-none	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-20.70883560180664	0.00045013427734375	有	True	True	0.999999999979508	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-075	historical_science_reused	-16.89466094970703	0.00029754638671875	有	True	True	0.9999999999993605	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-N-none	new_sealed_production	-2.633646011352539	7.2479248046875e-05	有	True	True	0.9993259352664945	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-N-none	new_sealed_production
CTDJ-B1-N-same_A	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-19.621723175048828	0.00045013427734375	有	True	True	0.9999999999689919	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-078	historical_science_reused	-21.448257446289062	0.00029754638671875	有	True	True	0.9999999999998295	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-N-same_A	new_sealed_production	-2.2347412109375	7.2479248046875e-05	有	True	True	0.9993281220174797	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-N-same_A	new_sealed_production
CTDJ-B1-N-same_B	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_N_diagnostic	有	-17.1826171875	0.00045013427734375	有	True	True	0.9999999999162839	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-081	historical_science_reused	-24.743724822998047	0.00029754638671875	有	True	True	0.9999999999997442	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-N-same_B	new_sealed_production	-4.700887680053711	7.2479248046875e-05	有	True	True	0.9997099228281193	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-N-same_B	new_sealed_production
CTDJ-B1-absent-none	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-26.125871658325195	0.00045013427734375	有	True	True	0.999999999991104	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-073	historical_science_reused	-18.670761108398438	0.00029754638671875	有	True	True	0.9999999995077786	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-absent-none	new_sealed_production	-3.099363327026367	7.2479248046875e-05	有	True	True	0.9986633801595449	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-absent-none	new_sealed_production
CTDJ-B1-absent-same_A	CTD-B1-v2	CTD-family-03	legacy_exposed_development	legacy_core	有	-21.348281860351562	0.00045013427734375	有	True	True	0.9999999999879279	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-076	historical_science_reused	-22.397518157958984	0.00029754638671875	有	True	True	0.999999999999865	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CTDJ-B1-absent-same_A	new_sealed_production	-3.308320999145508	7.2479248046875e-05	有	True	True	0.9996385777805615	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CTDJ-B1-absent-same_A	new_sealed_production
