condition_id	query_id	family_id	analysis_role	source_frame	adopted_reference	qwen3-8b_m	qwen3-8b_margin_error_bound	qwen3-8b_raw_prediction	qwen3-8b_raw_correct	qwen3-8b_conservative_correct	qwen3-8b_legal_mass	qwen3-8b_physical_score_id	qwen3-8b_origin	qwen3-14b_m	qwen3-14b_margin_error_bound	qwen3-14b_raw_prediction	qwen3-14b_raw_correct	qwen3-14b_conservative_correct	qwen3-14b_legal_mass	qwen3-14b_physical_score_id	qwen3-14b_origin	glm4-9b-chat_m	glm4-9b-chat_margin_error_bound	glm4-9b-chat_raw_prediction	glm4-9b-chat_raw_correct	glm4-9b-chat_conservative_correct	glm4-9b-chat_legal_mass	glm4-9b-chat_physical_score_id	glm4-9b-chat_origin
CMAD-HP-Q1-L1-D01S	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	24.93514633178711	0.00045013427734375	无	True	True	0.9999998815905825	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L1-D01S	new_sealed_production	33.14262390136719	0.00029754638671875	无	True	True	0.9999999985315426	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L1-D01S	new_sealed_production	7.858553886413574	7.2479248046875e-05	无	True	True	0.9997773494506172	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L1-D01S	new_sealed_production
CMAD-HP-Q1-L1-D10	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	23.914737701416016	0.00045013427734375	无	True	True	0.9999998986100544	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L1-D10	new_sealed_production	35.10656929016113	0.00029754638671875	无	True	True	0.9999999981544434	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L1-D10	new_sealed_production	9.019042015075684	7.2479248046875e-05	无	True	True	0.9998011177465537	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L1-D10	new_sealed_production
CMAD-HP-Q1-L1-D10S	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	22.7244873046875	0.00045013427734375	无	True	True	0.9999999212508928	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L1-D10S	new_sealed_production	33.567434310913086	0.00029754638671875	无	True	True	0.9999999975630658	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L1-D10S	new_sealed_production	7.53245735168457	7.2479248046875e-05	无	True	True	0.9997621303428904	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L1-D10S	new_sealed_production
CMAD-HP-Q1-L1-D11	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	22.976444244384766	0.00045013427734375	无	True	True	0.9999999440450595	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L1-D11	new_sealed_production	34.74904251098633	0.00029754638671875	无	True	True	0.9999999985589128	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L1-D11	new_sealed_production	9.421060562133789	7.2479248046875e-05	无	True	True	0.9998096317942232	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L1-D11	new_sealed_production
CMAD-HP-Q1-L2-D0	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	26.069808959960938	0.00045013427734375	无	True	True	0.9999882553234838	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D0	new_sealed_production	34.73560333251953	0.00029754638671875	无	True	True	0.9999999976629184	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D0	new_sealed_production	7.434882164001465	7.2479248046875e-05	无	True	True	0.9997498621516088	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D0	new_sealed_production
CMAD-HP-Q1-L2-D00	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	22.91128158569336	0.00045013427734375	无	True	True	0.9999997162305737	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D00	new_sealed_production	35.60948371887207	0.00029754638671875	无	True	True	0.9999999988599271	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D00	new_sealed_production	9.510894775390625	7.2479248046875e-05	无	True	True	0.9998296961856484	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D00	new_sealed_production
CMAD-HP-Q1-L2-D01	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	24.964672088623047	0.00045013427734375	无	True	True	0.9999998293143836	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D01	new_sealed_production	35.827049255371094	0.00029754638671875	无	True	True	0.9999999992977564	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D01	new_sealed_production	10.231328964233398	7.2479248046875e-05	无	True	True	0.9998424884025503	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D01	new_sealed_production
CMAD-HP-Q1-L2-D01S	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	20.592884063720703	0.00045013427734375	无	True	True	0.9999998928217892	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D01S	new_sealed_production	32.536651611328125	0.00029754638671875	无	True	True	0.9999999980007885	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D01S	new_sealed_production	7.43696403503418	7.2479248046875e-05	无	True	True	0.9997492094554333	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D01S	new_sealed_production
CMAD-HP-Q1-L2-D10	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	21.76795196533203	0.00045013427734375	无	True	True	0.9999998837025356	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D10	new_sealed_production	36.07143020629883	0.00029754638671875	无	True	True	0.9999999988894572	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D10	new_sealed_production	8.652327537536621	7.2479248046875e-05	无	True	True	0.9997887489450424	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D10	new_sealed_production
CMAD-HP-Q1-L2-D10S	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	18.699420928955078	0.00045013427734375	无	True	True	0.9999999024009986	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D10S	new_sealed_production	33.24549865722656	0.00029754638671875	无	True	True	0.9999999981185894	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D10S	new_sealed_production	7.629793167114258	7.2479248046875e-05	无	True	True	0.9997485019247255	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D10S	new_sealed_production
CMAD-HP-Q1-L2-D11	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	22.773868560791016	0.00045013427734375	无	True	True	0.9999998826725116	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-L2-D11	new_sealed_production	36.67313575744629	0.00029754638671875	无	True	True	0.9999999989610089	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-L2-D11	new_sealed_production	9.230239868164062	7.2479248046875e-05	无	True	True	0.9998096817485327	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-L2-D11	new_sealed_production
CMAD-HP-Q1-N-D0	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	28.02759552001953	0.00045013427734375	无	True	True	0.9999964327545674	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-N-D0	new_sealed_production	35.63425636291504	0.00029754638671875	无	True	True	0.9999999948222538	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-N-D0	new_sealed_production	8.499287605285645	7.2479248046875e-05	无	True	True	0.9998036128833478	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-N-D0	new_sealed_production
CMAD-HP-Q1-N-D01	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	28.151643753051758	0.00045013427734375	无	True	True	0.9999997295182733	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-N-D01	new_sealed_production	34.77849769592285	0.00029754638671875	无	True	True	0.9999999987673718	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-N-D01	new_sealed_production	9.650480270385742	7.2479248046875e-05	无	True	True	0.9998450581364553	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-N-D01	new_sealed_production
CMAD-HP-Q1-N-D10	CMAD-HP-Q1	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	25.401628494262695	0.00045013427734375	无	True	True	0.999999760095314	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q1-N-D10	new_sealed_production	34.664981842041016	0.00029754638671875	无	True	True	0.9999999980412397	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q1-N-D10	new_sealed_production	8.767242431640625	7.2479248046875e-05	无	True	True	0.9997950645255533	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q1-N-D10	new_sealed_production
CMAD-HP-Q2-L0-D0	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	29.225234985351562	0.00045013427734375	无	True	True	0.9999986778138777	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D0	new_sealed_production	32.98466491699219	0.00029754638671875	无	True	True	0.9999999979567562	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D0	new_sealed_production	9.179393768310547	7.2479248046875e-05	无	True	True	0.9998250591743579	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D0	new_sealed_production
CMAD-HP-Q2-L0-D00	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	29.23851203918457	0.00045013427734375	无	True	True	0.9999990179863464	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D00	new_sealed_production	33.516357421875	0.00029754638671875	无	True	True	0.9999999991897752	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D00	new_sealed_production	11.744612693786621	7.2479248046875e-05	无	True	True	0.9998674030529112	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D00	new_sealed_production
CMAD-HP-Q2-L0-D01	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	27.352603912353516	0.00045013427734375	无	True	True	0.999999592698868	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D01	new_sealed_production	28.138898849487305	0.00029754638671875	无	True	True	0.9999999992140758	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D01	new_sealed_production	11.124082565307617	7.2479248046875e-05	无	True	True	0.9998432038808861	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D01	new_sealed_production
CMAD-HP-Q2-L0-D01S	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	21.533935546875	0.00045013427734375	无	True	True	0.9999997893653196	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D01S	new_sealed_production	25.893104553222656	0.00029754638671875	无	True	True	0.9999999990081676	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D01S	new_sealed_production	7.652702331542969	7.2479248046875e-05	无	True	True	0.9997425612516587	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D01S	new_sealed_production
CMAD-HP-Q2-L0-D10	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	27.25560760498047	0.00045013427734375	无	True	True	0.999999217212932	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D10	new_sealed_production	31.19487190246582	0.00029754638671875	无	True	True	0.9999999991873381	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D10	new_sealed_production	11.52597427368164	7.2479248046875e-05	无	True	True	0.9998249197735479	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D10	new_sealed_production
CMAD-HP-Q2-L0-D10S	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	24.723188400268555	0.00045013427734375	无	True	True	0.9999993278467428	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D10S	new_sealed_production	29.087919235229492	0.00029754638671875	无	True	True	0.9999999990642934	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D10S	new_sealed_production	8.982510566711426	7.2479248046875e-05	无	True	True	0.9998064539417529	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D10S	new_sealed_production
CMAD-HP-Q2-L0-D11	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	26.252988815307617	0.00045013427734375	无	True	True	0.9999989472240642	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L0-D11	new_sealed_production	31.555370330810547	0.00029754638671875	无	True	True	0.9999999990557171	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L0-D11	new_sealed_production	9.767800331115723	7.2479248046875e-05	无	True	True	0.9997571832118721	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L0-D11	new_sealed_production
CMAD-HP-Q2-L1-D0	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	27.562034606933594	0.00045013427734375	无	True	True	0.9999923777926463	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D0	new_sealed_production	32.317955017089844	0.00029754638671875	无	True	True	0.9999999950045861	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D0	new_sealed_production	8.53601360321045	7.2479248046875e-05	无	True	True	0.9998100513612762	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D0	new_sealed_production
CMAD-HP-Q2-L1-D00	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	28.51491355895996	0.00045013427734375	无	True	True	0.9999992642129036	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D00	new_sealed_production	31.20820426940918	0.00029754638671875	无	True	True	0.9999999979081551	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D00	new_sealed_production	9.75897216796875	7.2479248046875e-05	无	True	True	0.9998454181112697	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D00	new_sealed_production
CMAD-HP-Q2-L1-D01	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	28.39583396911621	0.00045013427734375	无	True	True	0.9999990191902746	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D01	new_sealed_production	31.043012619018555	0.00029754638671875	无	True	True	0.9999999990268194	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D01	new_sealed_production	9.289298057556152	7.2479248046875e-05	无	True	True	0.9998370211484524	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D01	new_sealed_production
CMAD-HP-Q2-L1-D01S	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	25.505949020385742	0.00045013427734375	无	True	True	0.9999994684849858	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D01S	new_sealed_production	28.680458068847656	0.00029754638671875	无	True	True	0.9999999976392786	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D01S	new_sealed_production	6.936725616455078	7.2479248046875e-05	无	True	True	0.9997492780476708	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D01S	new_sealed_production
CMAD-HP-Q2-L1-D10	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	26.815746307373047	0.00045013427734375	无	True	True	0.99999885673715	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D10	new_sealed_production	30.84758758544922	0.00029754638671875	无	True	True	0.9999999984949284	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D10	new_sealed_production	8.957422256469727	7.2479248046875e-05	无	True	True	0.9998092101691334	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D10	new_sealed_production
CMAD-HP-Q2-L1-D10S	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	25.089054107666016	0.00045013427734375	无	True	True	0.999999081205533	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D10S	new_sealed_production	29.818187713623047	0.00029754638671875	无	True	True	0.9999999975504039	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D10S	new_sealed_production	7.573589324951172	7.2479248046875e-05	无	True	True	0.9997778320836093	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D10S	new_sealed_production
CMAD-HP-Q2-L1-D11	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	26.830671310424805	0.00045013427734375	无	True	True	0.9999991272748161	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L1-D11	new_sealed_production	29.5147762298584	0.00029754638671875	无	True	True	0.9999999982174472	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L1-D11	new_sealed_production	9.069327354431152	7.2479248046875e-05	无	True	True	0.999801387781924	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L1-D11	new_sealed_production
CMAD-HP-Q2-L2-D0	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	20.714614868164062	0.00045013427734375	无	True	True	0.9999956988624832	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L2-D0	new_sealed_production	29.417692184448242	0.00029754638671875	无	True	True	0.9999999990130419	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L2-D0	new_sealed_production	5.376352310180664	7.2479248046875e-05	无	True	True	0.9996376987772889	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L2-D0	new_sealed_production
CMAD-HP-Q2-L2-D00	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	15.818809509277344	0.00045013427734375	无	True	True	0.9999997608630766	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L2-D00	new_sealed_production	32.19673156738281	0.00029754638671875	无	True	True	0.9999999990276933	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L2-D00	new_sealed_production	7.851139068603516	7.2479248046875e-05	无	True	True	0.9997986551287943	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L2-D00	new_sealed_production
CMAD-HP-Q2-L2-D01	CMAD-HP-Q2	CMAD-HP	naturalistic_primary_development	naturalistic_primary_development	无	11.17605972290039	0.00045013427734375	无	True	True	0.9999998698017278	4f37f816-072f-474b-b855-565021d7471f:production:CMAD-HP-Q2-L2-D01	new_sealed_production	30.974214553833008	0.00029754638671875	无	True	True	0.9999999993983337	20e20a27-a7cd-41a4-9530-edbe0033db7e:production:CMAD-HP-Q2-L2-D01	new_sealed_production	7.7305498123168945	7.2479248046875e-05	无	True	True	0.9997922867820466	29cfe956-25e6-4597-a476-e0f6c76e22c9:production:CMAD-HP-Q2-L2-D01	new_sealed_production
