m	z_yes	z_no	log_p_yes	log_p_no	log_legal_mass	legal_mass	pair_support_no	raw_prediction	margin_error_bound	resolution	request_id	query_id	dictionary_id	reference	reference_aligned_margin	raw_reference_correct
-19.068363189697266	53.18622589111328	34.117862701416016	-5.250562651326618e-09	-19.06836319494783	-1.7990942069445737e-11	0.9999999999820091	5.2325704648700075e-09	有	9.918212890625e-05	negative	ctm-J04-D01	J04	D01	有	19.068363189697266	True
-16.649524688720703	53.75514602661133	37.105621337890625	-5.8799976443424384e-08	-16.64952474752068	-2.3533175408374518e-11	0.9999999999764668	5.877643971261738e-08	有	9.918212890625e-05	negative	ctm-J04-D02	J04	D02	有	16.649524688720703	True
23.41927146911621	31.723421096801758	55.14269256591797	-23.419272191380777	-7.222645663773619e-07	-7.221970932391741e-07	0.9999992778031676	0.9999999999325269	无	9.918212890625e-05	positive	ctm-G01-D00	G01	D00	无	23.41927146911621	True
19.29629898071289	35.71842575073242	55.01472473144531	-19.296301805365154	-2.824652263200278e-06	-2.8204862161373967e-06	0.9999971795177615	0.9999999958339529	无	9.918212890625e-05	positive	ctm-G01-D01	G01	D01	无	19.29629898071289	True
16.426597595214844	40.23709487915039	56.663692474365234	-16.426598817806017	-1.2225911731889028e-06	-1.149136522826666e-06	0.9999988508641374	0.9999999265453523	无	9.918212890625e-05	positive	ctm-G01-D02	G01	D02	无	16.426597595214844	True
-24.791908264160156	56.974143981933594	32.18223571777344	-2.382449793003616e-11	-24.79190826418398	-6.721734280290548e-12	0.9999999999932783	1.710058804906067e-11	有	9.918212890625e-05	negative	ctm-G02-D00	G02	D00	有	24.791908264160156	True
-23.301708221435547	56.30318832397461	33.00148010253906	-8.405720564041985e-11	-23.301708221519604	-8.164136033883551e-12	0.9999999999918359	7.589212274897523e-11	有	9.918212890625e-05	negative	ctm-G02-D01	G02	D01	有	23.301708221435547	True
-22.717529296875	56.593379974365234	33.875850677490234	-1.4235723710953607e-10	-22.717529297017357	-6.245670647331281e-12	0.9999999999937543	1.361138705570453e-10	有	9.918212890625e-05	negative	ctm-G02-D02	G02	D02	有	22.717529296875	True
-25.433263778686523	57.025569915771484	31.59230613708496	-1.3294254586071474e-11	-25.433263778699818	-4.291678123991005e-12	0.9999999999957083	9.004796116547062e-12	有	9.918212890625e-05	negative	ctm-G03-D00	G03	D00	无	-25.433263778686523	False
-24.36880111694336	55.67591094970703	31.307109832763672	-3.433342499192804e-11	-24.368801116977693	-8.22808488010196e-12	0.9999999999917719	2.6107431326596417e-11	有	9.918212890625e-05	negative	ctm-G03-D01	G03	D01	无	-24.36880111694336	False
-24.55658531188965	55.63740539550781	31.080820083618164	-2.8975932764296886e-11	-24.556585311918624	-7.339906460401835e-12	0.9999999999926601	2.1637670580226815e-11	有	9.918212890625e-05	negative	ctm-G03-D02	G03	D02	无	-24.55658531188965	False
-25.70330047607422	58.25841522216797	32.55511474609375	-8.348877145181177e-12	-25.703300476082568	-1.4779288903810084e-12	0.9999999999985221	6.873824450041476e-12	有	9.918212890625e-05	negative	ctm-G04-D00	G04	D00	有	25.70330047607422	True
-24.7913818359375	56.9265022277832	32.1351203918457	-2.0378365661599673e-11	-24.79138183595788	-3.268496584496461e-12	0.9999999999967315	1.7109592651163984e-11	有	9.918212890625e-05	negative	ctm-G04-D01	G04	D01	有	24.7913818359375	True
-26.2181396484375	57.4777946472168	31.259654998779297	-6.551204023708124e-12	-26.21813964844405	-2.4442670110147446e-12	0.9999999999975557	4.107774786801612e-12	有	9.918212890625e-05	negative	ctm-G04-D02	G04	D02	有	26.2181396484375	True
-20.05282211303711	54.949214935302734	34.896392822265625	-1.966540708053799e-09	-20.05282211500365	-1.1432632618380012e-11	0.9999999999885674	1.955104651051353e-09	有	9.918212890625e-05	negative	ctm-B01-D00	B01	D00	无	-20.05282211303711	False
-20.19007110595703	54.502166748046875	34.312095642089844	-1.7247714367840672e-09	-20.190071107681803	-2.0399681943672476e-11	0.9999999999796003	1.7043686165605202e-09	有	9.918212890625e-05	negative	ctm-B01-D01	B01	D01	无	-20.19007110595703	False
-20.100692749023438	54.39094924926758	34.29025650024414	-1.892097145628213e-09	-20.100692750915535	-2.83790768662584e-11	0.9999999999716209	1.863717382726675e-09	有	9.918212890625e-05	negative	ctm-B01-D02	B01	D02	无	-20.100692749023438	False
-20.526592254638672	57.49094009399414	36.96434783935547	-1.2201653021293168e-09	-20.526592255858837	-2.8208546609675977e-12	0.9999999999971791	1.2173466108917951e-09	有	9.918212890625e-05	negative	ctm-B02-D00	B02	D00	有	20.526592254638672	True
-21.071758270263672	56.55660629272461	35.48484802246094	-7.119851375136932e-10	-21.071758270975657	-6.231459792616079e-12	0.9999999999937685	7.057512547014789e-10	有	9.918212890625e-05	negative	ctm-B02-D01	B02	D01	有	21.071758270263672	True
-19.942249298095703	56.08848571777344	36.146236419677734	-2.193964121488534e-09	-19.942249300289667	-1.0274447959091049e-11	0.9999999999897256	2.183690939534864e-09	有	9.918212890625e-05	negative	ctm-B02-D02	B02	D02	有	19.942249298095703	True
-12.84933090209961	56.14595031738281	43.2966194152832	-2.627891248607739e-06	-12.849333529990858	-8.874678769643651e-12	0.9999999999911253	2.627878923891057e-06	有	9.918212890625e-05	negative	ctm-B03-D00	B03	D00	无	-12.84933090209961	False
-11.045585632324219	55.55752182006836	44.51193618774414	-1.5957325693705116e-05	-11.045601589649912	-1.7038814803527202e-11	0.9999999999829612	1.5957181334832265e-05	有	9.918212890625e-05	negative	ctm-B03-D01	B03	D01	无	-11.045585632324219	False
-14.470748901367188	55.671783447265625	41.20103454589844	-5.193303493911117e-07	-14.470749420697537	-1.2214229627716122e-11	0.9999999999877858	5.19318002059859e-07	有	9.918212890625e-05	negative	ctm-B03-D02	B03	D02	无	-14.470748901367188	False
-22.519588470458984	56.14501190185547	33.625423431396484	-1.7888623915496282e-10	-22.51958847063787	-1.298161578233703e-11	0.9999999999870184	1.659078718277447e-10	有	9.918212890625e-05	negative	ctm-B04-D00	B04	D00	有	22.519588470458984	True
-22.095043182373047	56.887489318847656	34.79244613647461	-2.59447574535443e-10	-22.095043182632494	-5.7909232964448165e-12	0.9999999999942091	2.536557247647935e-10	有	9.918212890625e-05	negative	ctm-B04-D01	B04	D01	有	22.095043182373047	True
-21.664798736572266	56.0283088684082	34.36351013183594	-4.0169823023461504e-10	-21.664798736973964	-1.1667111721180845e-11	0.9999999999883329	3.900295006542965e-10	有	9.918212890625e-05	negative	ctm-B04-D02	B04	D02	有	21.664798736572266	True
