job_id	query_id	recipient	donor	upstream_job_id	A_job_id	B_job_id	native_m	upstream_m	A_m	B_m	AB_m	AB_minus_A	AB_minus_B	pair_difference_bound	interaction_m	interaction_bound	interaction_resolved	interaction_fraction	additional_removed_after_A	additional_removed_after_B	additional_fraction_after_A	additional_fraction_after_B	absolute_reduced_vs_A	absolute_reduced_vs_B	denominator_safe	meaning
G02-D01-restore-joint	G02	ctm-G02-D01	ctm-G02-D02	G02-D01-upstream	G02-D01-restore-L26-attention	G02-D01-restore-L28-mlp	-23.301708221435547	-23.21869659423828	-23.281444549560547	-23.188339233398438	-23.239662170410156	0.041782379150390625	-0.05132293701171875	0.0002899169921875	0.011425018310546875	0.000579833984375	True	0.13763154266807592	-0.041782379150390625	0.05132293701171875	-0.503331648361748	0.6182620283994301	False	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G02-D02-restore-joint	G02	ctm-G02-D02	ctm-G02-D01	G02-D02-upstream	G02-D02-restore-L26-attention	G02-D02-restore-L28-mlp	-22.717529296875	-22.750732421875	-22.69005584716797	-22.777942657470703	-22.732975006103516	-0.042919158935546875	0.0449676513671875	0.0002899169921875	-0.01570892333984375	0.000579833984375	True	0.47311580882352944	0.042919158935546875	-0.0449676513671875	-1.292624080882353	1.3543198529411764	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G03-D01-restore-joint	G03	ctm-G03-D01	ctm-G03-D02	G03-D01-upstream	G03-D01-restore-L26-attention	G03-D01-restore-L28-mlp	-24.36880111694336	-24.3740177154541	-24.387235641479492	-24.383750915527344	-24.394502639770508	-0.007266998291015625	-0.010751724243164062	0.0002899169921875	0.0024662017822265625	0.000579833984375	True	-0.47276051188299817	0.007266998291015625	0.010751724243164062	-1.393053016453382	-2.0610603290676415	False	False	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G03-D02-restore-joint	G03	ctm-G03-D02	ctm-G03-D01	G03-D02-upstream	G03-D02-restore-L26-attention	G03-D02-restore-L28-mlp	-24.55658531188965	-24.566143035888672	-24.555965423583984	-24.55431365966797	-24.546205520629883	0.009759902954101562	0.008108139038085938	0.0002899169921875	-0.0020694732666015625	0.000579833984375	True	0.2165236479744562	-0.009759902954101562	-0.008108139038085938	1.0211534623827578	0.8483336659349431	False	False	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G04-D01-restore-joint	G04	ctm-G04-D01	ctm-G04-D02	G04-D01-upstream	G04-D01-restore-L26-attention	G04-D01-restore-L28-mlp	-24.7913818359375	-24.795730590820312	-24.795642852783203	-24.795246124267578	-24.794635772705078	0.001007080078125	0.0006103515625	0.0002899169921875	0.000522613525390625	0.000579833984375	False	-0.12017543859649123	-0.001007080078125	-0.0006103515625	0.23157894736842105	0.14035087719298245	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
G04-D02-restore-joint	G04	ctm-G04-D02	ctm-G04-D01	G04-D02-upstream	G04-D02-restore-L26-attention	G04-D02-restore-L28-mlp	-26.2181396484375	-26.222455978393555	-26.22283935546875	-26.22229766845703	-26.223554611206055	-0.0007152557373046875	-0.0012569427490234375	0.0002899169921875	-0.000873565673828125	0.000579833984375	True	0.20238621299160406	0.0007152557373046875	0.0012569427490234375	-0.1657092355280601	-0.29120636323464427	False	False	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B01-D01-restore-joint	B01	ctm-B01-D01	ctm-B01-D02	B01-D01-upstream	B01-D01-restore-L26-attention	B01-D01-restore-L28-mlp	-20.19007110595703	-19.078372955322266	-19.131187438964844	-19.27220916748047	-19.304004669189453	-0.17281723022460938	-0.031795501708984375	0.0002899169921875	0.02101898193359375	0.000579833984375	True	0.018907094449686884	0.17281723022460938	0.031795501708984375	0.1554533756541134	0.028600840696577163	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B01-D02-restore-joint	B01	ctm-B01-D02	ctm-B01-D01	B01-D02-upstream	B01-D02-restore-L26-attention	B01-D02-restore-L28-mlp	-20.100692749023438	-20.608478546142578	-20.5838623046875	-20.57022476196289	-20.549503326416016	0.034358978271484375	0.020721435546875	0.0002899169921875	-0.003894805908203125	0.000579833984375	True	0.007670174964128222	-0.034358978271484375	-0.020721435546875	0.06766431528100185	0.04080743428515622	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B02-D01-restore-joint	B02	ctm-B02-D01	ctm-B02-D02	B02-D01-upstream	B02-D01-restore-L26-attention	B02-D01-restore-L28-mlp	-21.071758270263672	-19.792499542236328	-19.959392547607422	-19.975006103515625	-20.065616607666016	-0.10622406005859375	-0.09061050415039062	0.0002899169921875	0.07628250122070312	0.000579833984375	True	0.0596302370657522	0.10622406005859375	0.09061050415039062	0.08303563441180856	0.07083047562248397	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B02-D02-restore-joint	B02	ctm-B02-D02	ctm-B02-D01	B02-D02-upstream	B02-D02-restore-L26-attention	B02-D02-restore-L28-mlp	-19.942249298095703	-20.508766174316406	-20.278038024902344	-20.518260955810547	-20.35356903076172	-0.075531005859375	0.16469192504882812	0.0002899169921875	-0.06603622436523438	0.000579833984375	True	0.11656532600717802	0.075531005859375	-0.16469192504882812	-0.13332525301496878	0.290709653960366	False	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B03-D01-restore-joint	B03	ctm-B03-D01	ctm-B03-D02	B03-D01-upstream	B03-D01-restore-L26-attention	B03-D01-restore-L28-mlp	-11.045585632324219	-13.996807098388672	-12.304649353027344	-13.175750732421875	-12.01651382446289	0.2881355285644531	1.1592369079589844	0.0002899169921875	-0.5329208374023438	0.000579833984375	True	0.18057636254354387	-0.2881355285644531	-1.1592369079589844	0.09763263512334469	0.39279902280761847	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B03-D02-restore-joint	B03	ctm-B03-D02	ctm-B03-D01	B03-D02-upstream	B03-D02-restore-L26-attention	B03-D02-restore-L28-mlp	-14.470748901367188	-13.434043884277344	-14.137985229492188	-13.628917694091797	-14.096397399902344	0.04158782958984375	-0.4674797058105469	0.0002899169921875	0.23646163940429688	0.000579833984375	True	0.2280896064997093	-0.04158782958984375	0.4674797058105469	-0.0401153933899016	0.4509283722025566	False	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B04-D01-restore-joint	B04	ctm-B04-D01	ctm-B04-D02	B04-D01-upstream	B04-D01-restore-L26-attention	B04-D01-restore-L28-mlp	-22.095043182373047	-21.977718353271484	-21.984683990478516	-21.97522735595703	-21.99301528930664	-0.008331298828125	-0.017787933349609375	0.0002899169921875	-0.010822296142578125	0.000579833984375	True	-0.09224216413057615	0.008331298828125	0.017787933349609375	0.07101053452984783	0.151612693458187	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
B04-D02-restore-joint	B04	ctm-B04-D02	ctm-B04-D01	B04-D02-upstream	B04-D02-restore-L26-attention	B04-D02-restore-L28-mlp	-21.664798736572266	-21.608779907226562	-21.621273040771484	-21.625354766845703	-21.635848999023438	-0.014575958251953125	-0.010494232177734375	0.0002899169921875	0.0019989013671875	0.000579833984375	True	0.035682669390534556	0.014575958251953125	0.010494232177734375	0.26019748042219953	0.18733401430030644	True	True	True	Finite conditional interaction on m scale; no independent mediation shares or statistical CI.
