job_id	query_id	donor	recipient	condition	m	delta_m	reference_aligned_delta	prediction	transition	donor_state_l2
J03-D01-restore-joint	J03	ctm-J03-D02	ctm-J03-D01	restore-joint	0.5808601379394531	-0.025146484375	-0.025146484375	无	unchanged	64.68865151696565
J03-D01-preceding	J03	ctm-J03-D02	ctm-J03-D01	preceding	0.6210784912109375	0.015071868896484375	0.015071868896484375	无	unchanged	20.229047785745706
J03-D02-upstream	J03	ctm-J03-D01	ctm-J03-D02	upstream	-17.157718658447266	0.2848396301269531	0.2848396301269531	有	unchanged	64.68865151696565
J03-D02-restore-L26-attention	J03	ctm-J03-D01	ctm-J03-D02	restore-L26-attention	-17.35226821899414	0.09029006958007812	0.09029006958007812	有	unchanged	64.68865151696565
J03-D02-restore-L28-mlp	J03	ctm-J03-D01	ctm-J03-D02	restore-L28-mlp	-17.071887969970703	0.3706703186035156	0.3706703186035156	有	unchanged	64.68865151696565
J03-D02-restore-joint	J03	ctm-J03-D01	ctm-J03-D02	restore-joint	-17.194652557373047	0.24790573120117188	0.24790573120117188	有	unchanged	64.68865151696565
J03-D02-preceding	J03	ctm-J03-D01	ctm-J03-D02	preceding	-17.48288345336914	-0.040325164794921875	-0.040325164794921875	有	unchanged	20.229047785745706
J04-D01-upstream	J04	ctm-J04-D02	ctm-J04-D01	upstream	-18.860767364501953	0.2075958251953125	-0.2075958251953125	有	unchanged	35.479483032108874
J04-D01-restore-L26-attention	J04	ctm-J04-D02	ctm-J04-D01	restore-L26-attention	-18.969364166259766	0.0989990234375	-0.0989990234375	有	unchanged	35.479483032108874
J04-D01-restore-L28-mlp	J04	ctm-J04-D02	ctm-J04-D01	restore-L28-mlp	-18.88818359375	0.18017959594726562	-0.18017959594726562	有	unchanged	35.479483032108874
J04-D01-restore-joint	J04	ctm-J04-D02	ctm-J04-D01	restore-joint	-18.971027374267578	0.0973358154296875	-0.0973358154296875	有	unchanged	35.479483032108874
J04-D01-preceding	J04	ctm-J04-D02	ctm-J04-D01	preceding	-19.121524810791016	-0.05316162109375	0.05316162109375	有	unchanged	27.918059491430284
J04-D02-upstream	J04	ctm-J04-D01	ctm-J04-D02	upstream	-16.909927368164062	-0.2604026794433594	0.2604026794433594	有	unchanged	35.479483032108874
J04-D02-restore-L26-attention	J04	ctm-J04-D01	ctm-J04-D02	restore-L26-attention	-16.778141021728516	-0.1286163330078125	0.1286163330078125	有	unchanged	35.479483032108874
J04-D02-restore-L28-mlp	J04	ctm-J04-D01	ctm-J04-D02	restore-L28-mlp	-16.862567901611328	-0.213043212890625	0.213043212890625	有	unchanged	35.479483032108874
J04-D02-restore-joint	J04	ctm-J04-D01	ctm-J04-D02	restore-joint	-16.75959014892578	-0.11006546020507812	0.11006546020507812	有	unchanged	35.479483032108874
J04-D02-preceding	J04	ctm-J04-D01	ctm-J04-D02	preceding	-16.762874603271484	-0.11334991455078125	0.11334991455078125	有	unchanged	27.918059491430284
G01-D01-upstream	G01	ctm-G01-D02	ctm-G01-D01	upstream	17.433124542236328	-1.8631744384765625	-1.8631744384765625	无	unchanged	13.054951468888294
G01-D01-restore-L26-attention	G01	ctm-G01-D02	ctm-G01-D01	restore-L26-attention	17.595989227294922	-1.7003097534179688	-1.7003097534179688	无	unchanged	13.054951468888294
G01-D01-restore-L28-mlp	G01	ctm-G01-D02	ctm-G01-D01	restore-L28-mlp	17.823501586914062	-1.4727973937988281	-1.4727973937988281	无	unchanged	13.054951468888294
G01-D01-restore-joint	G01	ctm-G01-D02	ctm-G01-D01	restore-joint	17.957122802734375	-1.3391761779785156	-1.3391761779785156	无	unchanged	13.054951468888294
G01-D01-preceding	G01	ctm-G01-D02	ctm-G01-D01	preceding	19.188091278076172	-0.10820770263671875	-0.10820770263671875	无	unchanged	8.111289023406128
G01-D02-upstream	G01	ctm-G01-D01	ctm-G01-D02	upstream	18.037044525146484	1.6104469299316406	1.6104469299316406	无	unchanged	13.054951468888294
G01-D02-restore-L26-attention	G01	ctm-G01-D01	ctm-G01-D02	restore-L26-attention	17.881587982177734	1.4549903869628906	1.4549903869628906	无	unchanged	13.054951468888294
G01-D02-restore-L28-mlp	G01	ctm-G01-D01	ctm-G01-D02	restore-L28-mlp	17.721511840820312	1.2949142456054688	1.2949142456054688	无	unchanged	13.054951468888294
G01-D02-restore-joint	G01	ctm-G01-D01	ctm-G01-D02	restore-joint	17.576499938964844	1.14990234375	1.14990234375	无	unchanged	13.054951468888294
G01-D02-preceding	G01	ctm-G01-D01	ctm-G01-D02	preceding	16.506916046142578	0.08031845092773438	0.08031845092773438	无	unchanged	8.111289023406128
G02-D01-upstream	G02	ctm-G02-D02	ctm-G02-D01	upstream	-23.21869659423828	0.08301162719726562	-0.08301162719726562	有	unchanged	20.816468631744122
G02-D01-restore-L26-attention	G02	ctm-G02-D02	ctm-G02-D01	restore-L26-attention	-23.281444549560547	0.020263671875	-0.020263671875	有	unchanged	20.816468631744122
G02-D01-restore-L28-mlp	G02	ctm-G02-D02	ctm-G02-D01	restore-L28-mlp	-23.188339233398438	0.11336898803710938	-0.11336898803710938	有	unchanged	20.816468631744122
G02-D01-restore-joint	G02	ctm-G02-D02	ctm-G02-D01	restore-joint	-23.239662170410156	0.062046051025390625	-0.062046051025390625	有	unchanged	20.816468631744122
G02-D01-preceding	G02	ctm-G02-D02	ctm-G02-D01	preceding	-23.3201904296875	-0.018482208251953125	0.018482208251953125	有	unchanged	6.46050776339694
G02-D02-upstream	G02	ctm-G02-D01	ctm-G02-D02	upstream	-22.750732421875	-0.033203125	0.033203125	有	unchanged	20.816468631744122
G02-D02-restore-L26-attention	G02	ctm-G02-D01	ctm-G02-D02	restore-L26-attention	-22.69005584716797	0.02747344970703125	-0.02747344970703125	有	unchanged	20.816468631744122
G02-D02-restore-L28-mlp	G02	ctm-G02-D01	ctm-G02-D02	restore-L28-mlp	-22.777942657470703	-0.060413360595703125	0.060413360595703125	有	unchanged	20.816468631744122
G02-D02-restore-joint	G02	ctm-G02-D01	ctm-G02-D02	restore-joint	-22.732975006103516	-0.015445709228515625	0.015445709228515625	有	unchanged	20.816468631744122
G02-D02-preceding	G02	ctm-G02-D01	ctm-G02-D02	preceding	-22.691226959228516	0.026302337646484375	-0.026302337646484375	有	unchanged	6.46050776339694
G03-D01-upstream	G03	ctm-G03-D02	ctm-G03-D01	upstream	-24.3740177154541	-0.0052165985107421875	-0.0052165985107421875	有	unchanged	15.230344570082975
G03-D01-restore-L26-attention	G03	ctm-G03-D02	ctm-G03-D01	restore-L26-attention	-24.387235641479492	-0.018434524536132812	-0.018434524536132812	有	unchanged	15.230344570082975
G03-D01-restore-L28-mlp	G03	ctm-G03-D02	ctm-G03-D01	restore-L28-mlp	-24.383750915527344	-0.014949798583984375	-0.014949798583984375	有	unchanged	15.230344570082975
G03-D01-restore-joint	G03	ctm-G03-D02	ctm-G03-D01	restore-joint	-24.394502639770508	-0.025701522827148438	-0.025701522827148438	有	unchanged	15.230344570082975
G03-D01-preceding	G03	ctm-G03-D02	ctm-G03-D01	preceding	-24.367948532104492	0.0008525848388671875	0.0008525848388671875	有	unchanged	4.6351633749161865
G03-D02-upstream	G03	ctm-G03-D01	ctm-G03-D02	upstream	-24.566143035888672	-0.009557723999023438	-0.009557723999023438	有	unchanged	15.230344570082975
G03-D02-restore-L26-attention	G03	ctm-G03-D01	ctm-G03-D02	restore-L26-attention	-24.555965423583984	0.0006198883056640625	0.0006198883056640625	有	unchanged	15.230344570082975
G03-D02-restore-L28-mlp	G03	ctm-G03-D01	ctm-G03-D02	restore-L28-mlp	-24.55431365966797	0.0022716522216796875	0.0022716522216796875	有	unchanged	15.230344570082975
G03-D02-restore-joint	G03	ctm-G03-D01	ctm-G03-D02	restore-joint	-24.546205520629883	0.010379791259765625	0.010379791259765625	有	unchanged	15.230344570082975
G03-D02-preceding	G03	ctm-G03-D01	ctm-G03-D02	preceding	-24.559566497802734	-0.0029811859130859375	-0.0029811859130859375	有	unchanged	4.6351633749161865
G04-D01-upstream	G04	ctm-G04-D02	ctm-G04-D01	upstream	-24.795730590820312	-0.0043487548828125	0.0043487548828125	有	unchanged	18.573563016396047
G04-D01-restore-L26-attention	G04	ctm-G04-D02	ctm-G04-D01	restore-L26-attention	-24.795642852783203	-0.004261016845703125	0.004261016845703125	有	unchanged	18.573563016396047
G04-D01-restore-L28-mlp	G04	ctm-G04-D02	ctm-G04-D01	restore-L28-mlp	-24.795246124267578	-0.003864288330078125	0.003864288330078125	有	unchanged	18.573563016396047
G04-D01-restore-joint	G04	ctm-G04-D02	ctm-G04-D01	restore-joint	-24.794635772705078	-0.003253936767578125	0.003253936767578125	有	unchanged	18.573563016396047
G04-D01-preceding	G04	ctm-G04-D02	ctm-G04-D01	preceding	-24.789104461669922	0.002277374267578125	-0.002277374267578125	有	unchanged	13.735948713596175
G04-D02-upstream	G04	ctm-G04-D01	ctm-G04-D02	upstream	-26.222455978393555	-0.0043163299560546875	0.0043163299560546875	有	unchanged	18.573563016396047
G04-D02-restore-L26-attention	G04	ctm-G04-D01	ctm-G04-D02	restore-L26-attention	-26.22283935546875	-0.00469970703125	0.00469970703125	有	unchanged	18.573563016396047
G04-D02-restore-L28-mlp	G04	ctm-G04-D01	ctm-G04-D02	restore-L28-mlp	-26.22229766845703	-0.00415802001953125	0.00415802001953125	有	unchanged	18.573563016396047
G04-D02-restore-joint	G04	ctm-G04-D01	ctm-G04-D02	restore-joint	-26.223554611206055	-0.0054149627685546875	0.0054149627685546875	有	unchanged	18.573563016396047
G04-D02-preceding	G04	ctm-G04-D01	ctm-G04-D02	preceding	-26.217390060424805	0.0007495880126953125	-0.0007495880126953125	有	unchanged	13.735948713596175
B01-D01-upstream	B01	ctm-B01-D02	ctm-B01-D01	upstream	-19.078372955322266	1.1116981506347656	1.1116981506347656	有	unchanged	28.40485548562615
B01-D01-restore-L26-attention	B01	ctm-B01-D02	ctm-B01-D01	restore-L26-attention	-19.131187438964844	1.0588836669921875	1.0588836669921875	有	unchanged	28.40485548562615
B01-D01-restore-L28-mlp	B01	ctm-B01-D02	ctm-B01-D01	restore-L28-mlp	-19.27220916748047	0.9178619384765625	0.9178619384765625	有	unchanged	28.40485548562615
B01-D01-restore-joint	B01	ctm-B01-D02	ctm-B01-D01	restore-joint	-19.304004669189453	0.8860664367675781	0.8860664367675781	有	unchanged	28.40485548562615
B01-D01-preceding	B01	ctm-B01-D02	ctm-B01-D01	preceding	-20.18035888671875	0.00971221923828125	0.00971221923828125	有	unchanged	7.257304113008668
B01-D02-upstream	B01	ctm-B01-D01	ctm-B01-D02	upstream	-20.608478546142578	-0.5077857971191406	-0.5077857971191406	有	unchanged	28.40485548562615
B01-D02-restore-L26-attention	B01	ctm-B01-D01	ctm-B01-D02	restore-L26-attention	-20.5838623046875	-0.4831695556640625	-0.4831695556640625	有	unchanged	28.40485548562615
B01-D02-restore-L28-mlp	B01	ctm-B01-D01	ctm-B01-D02	restore-L28-mlp	-20.57022476196289	-0.4695320129394531	-0.4695320129394531	有	unchanged	28.40485548562615
B01-D02-restore-joint	B01	ctm-B01-D01	ctm-B01-D02	restore-joint	-20.549503326416016	-0.4488105773925781	-0.4488105773925781	有	unchanged	28.40485548562615
B01-D02-preceding	B01	ctm-B01-D01	ctm-B01-D02	preceding	-20.09963607788086	0.001056671142578125	0.001056671142578125	有	unchanged	7.257304113008668
B02-D01-upstream	B02	ctm-B02-D02	ctm-B02-D01	upstream	-19.792499542236328	1.2792587280273438	-1.2792587280273438	有	unchanged	36.22780093270982
B02-D01-restore-L26-attention	B02	ctm-B02-D02	ctm-B02-D01	restore-L26-attention	-19.959392547607422	1.11236572265625	-1.11236572265625	有	unchanged	36.22780093270982
B02-D01-restore-L28-mlp	B02	ctm-B02-D02	ctm-B02-D01	restore-L28-mlp	-19.975006103515625	1.0967521667480469	-1.0967521667480469	有	unchanged	36.22780093270982
B02-D01-restore-joint	B02	ctm-B02-D02	ctm-B02-D01	restore-joint	-20.065616607666016	1.0061416625976562	-1.0061416625976562	有	unchanged	36.22780093270982
B02-D01-preceding	B02	ctm-B02-D02	ctm-B02-D01	preceding	-21.117141723632812	-0.045383453369140625	0.045383453369140625	有	unchanged	12.79361113490329
B02-D02-upstream	B02	ctm-B02-D01	ctm-B02-D02	upstream	-20.508766174316406	-0.5665168762207031	0.5665168762207031	有	unchanged	36.22780093270982
B02-D02-restore-L26-attention	B02	ctm-B02-D01	ctm-B02-D02	restore-L26-attention	-20.278038024902344	-0.3357887268066406	0.3357887268066406	有	unchanged	36.22780093270982
B02-D02-restore-L28-mlp	B02	ctm-B02-D01	ctm-B02-D02	restore-L28-mlp	-20.518260955810547	-0.5760116577148438	0.5760116577148438	有	unchanged	36.22780093270982
B02-D02-restore-joint	B02	ctm-B02-D01	ctm-B02-D02	restore-joint	-20.35356903076172	-0.4113197326660156	0.4113197326660156	有	unchanged	36.22780093270982
B02-D02-preceding	B02	ctm-B02-D01	ctm-B02-D02	preceding	-19.873973846435547	0.06827545166015625	-0.06827545166015625	有	unchanged	12.79361113490329
B03-D01-upstream	B03	ctm-B03-D02	ctm-B03-D01	upstream	-13.996807098388672	-2.951221466064453	-2.951221466064453	有	unchanged	35.77602309161749
B03-D01-restore-L26-attention	B03	ctm-B03-D02	ctm-B03-D01	restore-L26-attention	-12.304649353027344	-1.259063720703125	-1.259063720703125	有	unchanged	35.77602309161749
B03-D01-restore-L28-mlp	B03	ctm-B03-D02	ctm-B03-D01	restore-L28-mlp	-13.175750732421875	-2.1301651000976562	-2.1301651000976562	有	unchanged	35.77602309161749
B03-D01-restore-joint	B03	ctm-B03-D02	ctm-B03-D01	restore-joint	-12.01651382446289	-0.9709281921386719	-0.9709281921386719	有	unchanged	35.77602309161749
B03-D01-preceding	B03	ctm-B03-D02	ctm-B03-D01	preceding	-11.212272644042969	-0.16668701171875	-0.16668701171875	有	unchanged	11.8660069209414
B03-D02-upstream	B03	ctm-B03-D01	ctm-B03-D02	upstream	-13.434043884277344	1.0367050170898438	1.0367050170898438	有	unchanged	35.77602309161749
B03-D02-restore-L26-attention	B03	ctm-B03-D01	ctm-B03-D02	restore-L26-attention	-14.137985229492188	0.332763671875	0.332763671875	有	unchanged	35.77602309161749
B03-D02-restore-L28-mlp	B03	ctm-B03-D01	ctm-B03-D02	restore-L28-mlp	-13.628917694091797	0.8418312072753906	0.8418312072753906	有	unchanged	35.77602309161749
B03-D02-restore-joint	B03	ctm-B03-D01	ctm-B03-D02	restore-joint	-14.096397399902344	0.37435150146484375	0.37435150146484375	有	unchanged	35.77602309161749
B03-D02-preceding	B03	ctm-B03-D01	ctm-B03-D02	preceding	-14.484580993652344	-0.01383209228515625	-0.01383209228515625	有	unchanged	11.8660069209414
B04-D01-upstream	B04	ctm-B04-D02	ctm-B04-D01	upstream	-21.977718353271484	0.1173248291015625	-0.1173248291015625	有	unchanged	35.70855127311352
B04-D01-restore-L26-attention	B04	ctm-B04-D02	ctm-B04-D01	restore-L26-attention	-21.984683990478516	0.11035919189453125	-0.11035919189453125	有	unchanged	35.70855127311352
B04-D01-restore-L28-mlp	B04	ctm-B04-D02	ctm-B04-D01	restore-L28-mlp	-21.97522735595703	0.11981582641601562	-0.11981582641601562	有	unchanged	35.70855127311352
B04-D01-restore-joint	B04	ctm-B04-D02	ctm-B04-D01	restore-joint	-21.99301528930664	0.10202789306640625	-0.10202789306640625	有	unchanged	35.70855127311352
B04-D01-preceding	B04	ctm-B04-D02	ctm-B04-D01	preceding	-22.08285903930664	0.01218414306640625	-0.01218414306640625	有	unchanged	10.501863672018217
B04-D02-upstream	B04	ctm-B04-D01	ctm-B04-D02	upstream	-21.608779907226562	0.056018829345703125	-0.056018829345703125	有	unchanged	35.70855127311352
B04-D02-restore-L26-attention	B04	ctm-B04-D01	ctm-B04-D02	restore-L26-attention	-21.621273040771484	0.04352569580078125	-0.04352569580078125	有	unchanged	35.70855127311352
B04-D02-restore-L28-mlp	B04	ctm-B04-D01	ctm-B04-D02	restore-L28-mlp	-21.625354766845703	0.0394439697265625	-0.0394439697265625	有	unchanged	35.70855127311352
B04-D02-restore-joint	B04	ctm-B04-D01	ctm-B04-D02	restore-joint	-21.635848999023438	0.028949737548828125	-0.028949737548828125	有	unchanged	35.70855127311352
B04-D02-preceding	B04	ctm-B04-D01	ctm-B04-D02	preceding	-21.66476058959961	3.814697265625e-05	-3.814697265625e-05	有	unchanged	10.501863672018217
