object_id,text,attack_severity,assessment_status,attack_forms,targets,rationale,candidate_scores,suggested_score,candidate_forms,hate_reference,group_reference,label_review_kind,severity_review_kind,severity_policy_version,severity_policy_sha256,text_sha256,base_version,hate_reference_policy_version,hate_reference_policy_sha256,group_reference_policy_version,group_reference_policy_sha256,human_numeric_score_confirmed,online_material_confirmed,user_score_rationale
demo:5868,其实我觉得东北还好啦，你碰上的大概是个例，因为对大多数东北人来说中国除了东北人都算是南方人......尤其是东北人对家乡文化一般都不太自信,0,scored,[],"[""东北居民""]",为东北居民辩护，并描述家乡文化自信；“不太自信”在这里没有人格羞辱或歧视命题，拟 0／Region。,[],,[],non-hate,"[""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,034844fa192391e3248cbaa24e98dd796feaf232eeaa30c971bedb7393410320,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5900,东南亚小国，人家肤色都跟我们一样！说的不好听点，好多小国以前还被中国统治过～这能一样吗？混淆概念呢,null,needs_discussion,[],"[""东南亚国民及被比较群体""]",肤色和国家归属实际参与比较，group 拟 Racism、Region。争点是借“小国、被统治”显示优越感的轻度贬损（1），还是仅陈述所理解的差异（0）；缺少被比较的前文，倾向 1，不核实或背书其历史断言。,"[0, 1]",1,"[""derogation""]",,"[""Racism"", ""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,9cf1a3d873cdfe1cb7930d9fcb094177873b72aafcd0f6eb4540a74e79f4276f,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5919,道德绑架够溜 你没有反对我们不喜欢同性恋的权利 正如你没有反对地球是圆的权利 这些必须就这样 不然你就是双标,null,needs_discussion,"[""derogation"", ""personal_insult""]","[""受话者"", ""同性恋群体""]",对受话者有轻度贬评，LGBTQ 也明确参与好恶争论；group 拟 LGBTQ、others。分数倾向 1；是否已构成更强污名（2）或否定平等异议权利（3）待校准，不仅凭“权利”一词直接升 3。,"[1, 2, 3]",1,"[""group_stigmatization"", ""exclusion_or_rights_denial""]",hate,"[""LGBTQ"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,dd7ff1b7f8dc285e15719dde0acfde6a959346bf5d2fdc3eabd2cf9be18dd1ea,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5924,同性恋总是爱跟异性恋比较，认为自己做的错事别人也会做所以把自己做的错事合理化，只会不断错下去乱下去。连染艾染病后也觉得跟异性恋差不多。同性恋不会正视自己跟异性恋生活上的不同之处，只会看异性恋的缺点不会看异性恋的优点,2,scored,"[""group_stigmatization""]","[""同性恋群体""]",反复把同性恋概括为不知悔改、混乱并染病，拟 2；异性恋也作为比较单位，保留 LGBTQ、others。参照 #5416 的疾病污名而非只看是否显式骂词。,[],,[],hate,"[""LGBTQ"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,526c7df7c35b68e47022a8e68deaf8a71fa1bbda9d1a0863a12bda43861b1265,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:5998,是被阿娜夺舍了吗我寻思着就阿娜这个水平应该也学不会盗号啊,null,needs_discussion,"[""derogation"", ""personal_insult""]","[""被称作阿娜的对象及所比较账号""]",有对对象能力的嘲讽。阿娜可能是特定人的称呼，也可能按未确认词典义项借游戏角色辱女；外部检索只证实角色存在，未证实本句女性义适配。分数候选 1／2／3，倾向 1；group 在 others 与 Sexism、others 间待定。,"[1, 2, 3]",1,"[""group_stigmatization"", ""dehumanization""]",hate,null,ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,218ffb6ceed85b4863b502805f641b8826888ec4b0c1bb0aa26a25babd9bfb42,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6006,看了那么多回答，没看到因为说害怕艾滋，搞不懂，男人娶黑女白女好像他们就没啥意见了，女人搞黑哥白男，他们反应好大，看不懂,0,scored,[],"[""不同性别的跨种族婚恋者""]",质疑对男女跨种族关系的双重标准，未另外认可种族污名或个人辱骂，拟 0／Racism、Sexism。“黑哥”等称呼在此没有独立可识别的攻击语气。,[],,[],non-hate,"[""Racism"", ""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,bbc1aa3908b1358fb6f64cc74ab62f89fe35bda6dc6519c7c0d134462ff5e051,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6035,哈哈雀食，上大人果然都是你这样😄,0,scored,[],"[""上大成员及受话者""]",“上大人”有上海大学成员的直接使用证据；当前按学校身份取 others，不按学校名称补 Region。“你这样”的具体性质缺失，当前文字没有明确贬损命题，沿用 #4744 取 0。,[],,[],non-hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,9c75952f051eb61b02df3ca4498aa582f38f46092ba2108b03bd4a85a5039234,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6074,啊这不给他们开除女权,null,needs_discussion,[],"[""女权群体或被议论者""]",可能讽刺女权资格或群体双标（轻度 1），也可能只在讨论成员立场、使用网络梗（0）。没有说出被开除的原因，倾向 1，但不凭“开除”推成基本权利排斥；group 拟 Sexism。,"[0, 1]",1,"[""derogation""]",,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,92554fed0a143833bc89061b2e08946ede5061f140cc9699529881da4f1dc6bd,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6083,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,2,scored,"[""group_stigmatization""]","[""性少数权益参与者"", ""被指政治代理的人""]",对性少数权益参与者作政治代理、淫乱和疾病污名，拟 2／LGBTQ、others。others 对应实际被评价的政治代理角色；“淫虫上脑”是欲望污名，没有单凭虫字或代词升级为非人化。,[],,[],hate,"[""LGBTQ"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,b3807d7d27406b3ae244ace708199c52a782e9334c9f0c372ffa853fa7d8b4fc,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6114,你急什么啊？好国男自然配好国女，你竞争不过好国男，又不想找eg，最后找了个越南🐵，还在这同情好国男呢？好国男表示，你谁啊？可别代表我，我手里没香蕉。哈哈哈。,3,scored,"[""personal_insult"", ""dehumanization"", ""group_stigmatization""]","[""越南伴侣（最高分来自动物化）"", ""受话者""]",用猴与香蕉把越南伴侣动物化，并羞辱受话者、比较男女婚恋身份，拟 3／Region、Sexism、others。参照用户 #528 对国民动物辱称的类别处理，不单由越南国籍或动物词额外推出 Racism。,[],,[],hate,"[""Region"", ""Sexism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,b63e7e815a5e3d37843fac425b65b268684dea34f86a00f2dabec1c6d8a6ad24,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:615,帖子被删了,0,scored,[],"[""删帖事件""]",中性描述删帖，不含攻击或身份评价，取 0／[]。,[],,[],non-hate,[],ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,4ffa984defa40cd6324fe34856f18f73848c569e8b8eebf3e2fb3687cda0f1e1,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6183,以前有个爱狗人士的ID，支持黑人,0,scored,[],"[""被支持的黑人群体""]",可见文本仅叙述某 ID 支持黑人；黑人是支持态度的明确对象，取 Racism，拟 0。“爱狗人士”只是所述 ID，不能据并列提及自行补出黑人是狗的攻击命题。,[],,[],non-hate,"[""Racism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,db4b977787abc5b62b06eb6b686a975e2cf78a6f6fabebcce9c7659088b2656c,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6224,以偏概全了，什么叫底层人的思维，地位低就必须鼠目寸光吗。就是剥削者，小老板 一样有地域偏见的。嘲讽别人的刻板印象自己却也在偏见，我还见过读过大学的老人一样在捡垃圾呢。什么样的思维看人的想思不是看地位。,0,scored,[],"[""阶层、职业、学历、年龄相关人群""]",反驳地位、学历、职业和年龄的思维刻板印象，拟 0／others。虽谈地域偏见，却未给出实际地域人群对象，不机械加 Region；反问中的鼠目寸光不算作者认可的攻击。,[],,[],non-hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,5fc22d4d7c7e5c798d72aefd34bb939f43c833a75635acd1c5c117370ffa0004,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6263,八国洋人在天津消灭了九成天津人，天津貌似没有被毁灭啊,null,needs_discussion,[],"[""天津居民及八国国民""]",八国国民与天津居民构成地域对象。句子可能只是区分居民伤亡与城市存续（0），也可能在轻描淡写、讥讽居民伤亡（1）；倾向 0。可见文本没有明确赞许或号召杀戮，不按消灭一词直接定 4。,"[0, 1]",0,"[""derogation""]",,"[""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,ce49029928301941d87eff4b74c76db7b0527be3e7516a3cc3a73367c0d430e1,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6282,哈哈是啊我还记得在香港重庆大厦那些各种好闻的香料和难闻的体味混杂让人恍惚到了伊斯坦布尔的经历，，，不得不承认上帝造人太公平，让印巴人种有深潭一样美丽的眼睛和脸部轮廓但就是不能让人近身，，，，，,2,scored,"[""group_stigmatization""]","[""印巴人种""]",把印巴人种概括成因体味而无法接近，拟 2／Racism。外貌赞美不消除后面的身体污名；香港、伊斯坦布尔仅为旅行背景，未另加 Region。,[],,[],hate,"[""Racism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,e1fc02939acbfb785829acae306d439537d40957c00119f856e8465c4b72a37b,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6291,什么玩意儿。反正我身边的漂亮女同学都跟我玩儿得挺好的，也都很有素质，我也没见过什么乱七八糟的女拳行为啊。少上网，各位。,0,scored,[],"[""女性同学""]",为女性同学辩护，否认自己见到被指控的女拳行为；当前没有另行攻击女性或个人，拟 0／Sexism。不从被否定的词组反推作者认可辱骂。,[],,[],non-hate,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,d9bb2b44b0b2049081e8c576538f35ce14102dbe36f731bb78fa75df71be2685,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6307,我不歧视河南，我觉得黑河南是有人带节奏,0,scored,[],"[""河南居民""]",明确反对地域歧视并质疑带节奏行为，没有独立辱骂，取 0／Region。,[],,[],non-hate,"[""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,bd5a7379e554e97d1b17855d7e81e4d92aa30e8f2a4fd43334a6bcd0da54cb77,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6413,咱不说舔狗和理中客的问题，就说这组织力，就不一样，这次的立法可见一斑。举个例子，去年二月，女拳集体冲霹雳霹雳（B站）那次，组织力度之强，声势浩大，都没见过，而且从各方面下手懂得冲合作方，懂得影响股市、带动舆论。而起因仅仅是B站为了平息风波，各打五十大板，既下架了那部动画，又封了那个舔饭圈和女拳的LexBurner，就被骂“辱女”了。它们的口号：LexBurner可以因为辱女被封，但是不能因为舔它们被封。与之相比，微博上连“鲨光男人”都说得出来，别说冲了，骂都没几个人骂过。所以，短时间内，男性会被女性压着，直到在忍耐中爆发,2,scored,"[""personal_insult"", ""group_stigmatization""]","[""女性及男性群体"", ""LexBurner 与相关社会角色""]",描述事件时使用女性、社会角色与个人的贬称，并作女性压制男性的泛化，拟 2／Sexism、others。鲨光男人是被批评的引文；忍耐中爆发未明确认可身体暴力，不据两处词面升 4。事件真伪不作为本次赋分依据。,[],,[],hate,"[""Sexism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,8173e9a03bece6f26b3c272ec09d047a2e2881392d56f7af54fd33145bf39903,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:6442,说明现在法制社会啊←_←大家都挺爱护女性的,0,scored,[],"[""女性""]",可见文字只说社会爱护女性，语气符号不足以补出女性特权或其他攻击命题；参照用户对不完整上下文的处理取 0／Sexism。,[],,[],non-hate,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,f90baf01616c4fa66d37979573e65c3ae36ba50e076c5c4b2b2af56535a8cadb,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
