contrast_id,query_id,kind,terms,view,effect,numeric_bound,direction,statistical_interval
EPL-541:position-A,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",ab_reverse/mean_with_eos,-0.3444633483886719,0.002685546875,negative,False
EPL-541:position-A,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",ncc,-0.16549113389547765,0.00537109375,negative,False
EPL-541:position-A,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",background,0.07742070949769086,0.002685546875,positive,False
EPL-541:position-A,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",ab_symmetric_sum,-0.7116012573242188,0.002685546875,negative,False
EPL-541:position-A,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",ab_mapping_gap_sum,0.6435775756835938,0.00537109375,positive,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",original/answer_sum,-0.9635467529296875,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",original/answer_mean,-0.3471028645833333,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",original/total_with_eos,-0.9635467529296875,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",original/mean_with_eos,-0.2570870717366537,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_forward/answer_sum,-0.11801528930664062,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_forward/answer_mean,-0.05900764465332031,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_forward/total_with_eos,-0.11801528930664062,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_forward/mean_with_eos,-0.03933842976887991,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_reverse/answer_sum,-0.60455322265625,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_reverse/answer_mean,-0.302276611328125,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_reverse/total_with_eos,-0.60455322265625,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_reverse/mean_with_eos,-0.20151774088541674,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ncc,-0.198817369053907,0.00537109375,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",background,-0.14828549552942594,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_symmetric_sum,-0.3612842559814453,0.002685546875,negative,False
EPL-541:background-A,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-A""},{""coefficient"":-1,""condition"":""R-A""}]",ab_mapping_gap_sum,0.4865379333496094,0.00537109375,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",original/answer_sum,0.08896255493164062,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",original/answer_mean,0.003101857503255201,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",original/total_with_eos,0.08896255493164062,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",original/mean_with_eos,0.005645434061686216,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_forward/answer_sum,0.4341888427734375,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_forward/answer_mean,0.21709442138671875,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_forward/total_with_eos,0.4341888427734375,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_forward/mean_with_eos,0.1447296142578125,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_reverse/answer_sum,0.5016021728515625,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_reverse/answer_mean,0.25080108642578125,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_reverse/total_with_eos,0.5016021728515625,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_reverse/mean_with_eos,0.16720072428385416,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ncc,0.43359391302193595,0.00537109375,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",background,-0.43049205551868086,0.002685546875,negative,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_symmetric_sum,0.4678955078125,0.002685546875,positive,False
EPL-541:position-C1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-C1""}]",ab_mapping_gap_sum,-0.067413330078125,0.00537109375,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",original/answer_sum,-0.9303398132324219,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",original/answer_mean,-0.3792701721191406,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",original/total_with_eos,-0.9303398132324219,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",original/mean_with_eos,-0.2758080164591471,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_forward/answer_sum,-0.5865669250488281,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_forward/answer_mean,-0.29328346252441406,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_forward/total_with_eos,-0.5865669250488281,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_forward/mean_with_eos,-0.19552230834960938,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_reverse/answer_sum,-1.9271087646484375,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_reverse/answer_mean,-0.9635543823242188,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_reverse/total_with_eos,-1.9271087646484375,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_reverse/mean_with_eos,-0.6423695882161458,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ncc,-0.28663832633491504,0.00537109375,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",background,-0.09263184578422567,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_symmetric_sum,-1.2568378448486328,0.002685546875,negative,False
EPL-541:background-C1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C1""},{""coefficient"":-1,""condition"":""R-C1""}]",ab_mapping_gap_sum,1.3405418395996094,0.00537109375,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",original/answer_sum,0.20859909057617188,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",original/answer_mean,0.03195775349934893,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",original/total_with_eos,0.20859909057617188,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",original/mean_with_eos,0.02866522471110025,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_forward/answer_sum,0.8397789001464844,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_forward/answer_mean,0.4198894500732422,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_forward/total_with_eos,0.8397789001464844,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_forward/mean_with_eos,0.2799263000488281,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_reverse/answer_sum,0.9173736572265625,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_reverse/answer_mean,0.45868682861328125,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_reverse/total_with_eos,0.9173736572265625,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_reverse/mean_with_eos,0.30579121907552076,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ncc,0.2456682247382984,0.00537109375,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",background,-0.21371047123894948,0.002685546875,negative,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_symmetric_sum,0.8785762786865234,0.002685546875,positive,False
EPL-541:position-C2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-C2""}]",ab_mapping_gap_sum,-0.07759475708007812,0.00537109375,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",original/answer_sum,-1.0008087158203125,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",original/answer_mean,-0.3789871215820313,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",original/total_with_eos,-1.0008087158203125,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",original/mean_with_eos,-0.2785673141479492,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_forward/answer_sum,-0.5608367919921875,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_forward/answer_mean,-0.28041839599609375,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_forward/total_with_eos,-0.5608367919921875,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_forward/mean_with_eos,-0.18694559733072946,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_reverse/answer_sum,-1.5926284790039062,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_reverse/answer_mean,-0.7963142395019531,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_reverse/total_with_eos,-1.5926284790039062,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_reverse/mean_with_eos,-0.5308761596679688,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ncc,-0.332515278576226,0.00537109375,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",background,-0.046471843005805535,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_symmetric_sum,-1.0767326354980469,0.002685546875,negative,False
EPL-541:background-C2,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-C2""},{""coefficient"":-1,""condition"":""R-C2""}]",ab_mapping_gap_sum,1.0317916870117188,0.00537109375,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",original/answer_sum,-0.0914306640625,0.002685546875,negative,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",original/answer_mean,-0.029690551757812517,0.002685546875,negative,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",original/total_with_eos,-0.0914306640625,0.002685546875,negative,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",original/mean_with_eos,-0.02236620585123697,0.002685546875,negative,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_forward/answer_sum,0.4219207763671875,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_forward/answer_mean,0.21096038818359375,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_forward/total_with_eos,0.4219207763671875,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_forward/mean_with_eos,0.14064025878906206,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_reverse/answer_sum,0.1945953369140625,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_reverse/answer_mean,0.09729766845703125,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_reverse/total_with_eos,0.1945953369140625,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_reverse/mean_with_eos,0.0648651123046875,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ncc,-0.23193165889327805,0.00537109375,negative,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",background,0.20224110713546528,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_symmetric_sum,0.308258056640625,0.002685546875,positive,False
EPL-541:position-D1,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P0-D1""}]",ab_mapping_gap_sum,0.227325439453125,0.00537109375,positive,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",original/answer_sum,-0.9369430541992188,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",original/answer_mean,-0.33984375,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",original/total_with_eos,-0.9369430541992188,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",original/mean_with_eos,-0.25144163767496747,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_forward/answer_sum,-0.32147216796875,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_forward/answer_mean,-0.160736083984375,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_forward/total_with_eos,-0.32147216796875,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_forward/mean_with_eos,-0.10715738932291607,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_reverse/answer_sum,-0.8190460205078125,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_reverse/answer_mean,-0.40952301025390625,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_reverse/total_with_eos,-0.8190460205078125,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_reverse/mean_with_eos,-0.27301534016927087,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ncc,-0.17007024697663775,0.00537109375,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",background,-0.16977350302336225,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_symmetric_sum,-0.5702590942382812,0.002685546875,negative,False
EPL-541:background-D1,541,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",ab_mapping_gap_sum,0.4975738525390625,0.00537109375,positive,False
EPL-541:position-D2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",original/answer_sum,-0.045879364013671875,0.002685546875,negative,False
EPL-541:position-D2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",original/answer_mean,-0.016802724202473973,0.002685546875,negative,False
EPL-541:position-D2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",original/total_with_eos,-0.045879364013671875,0.002685546875,negative,False
EPL-541:position-D2,541,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",original/mean_with_eos,-0.012413342793782561,0.002685546875,negative,False
