content,label,label_id
是的，我是一位专业打击👊同杏恋的职业人士，我每天的工作就是观察👀谁是同杏恋，并且加以记录📝和跟踪，如果出现同杏恋有关的消息我会第一时间冲到现场，对其进行打击👊，打击你们同杏恋就是我生活的全部，我热爱我的工作，如果你们身边有同杏恋请告诉我😡我会狠狠的惩罚他们，谢谢🙏,LGBTQ,3
是的，生下来的孩子可千万别入中国国籍哦~~,种族,0
女权还说亲兄妹父女啪啪啪只要不怀孕，不产生后代就不算违反人类道德！！！也算一种娱乐。,性别,4
国男的包容大度一直都是这么无私，eg使劲浪，反正有老实巴交的国男兜底囧,性别,4
就算她不拿刀你就能打得过180斤起步的母坦克?,性别,4
国际除虫人人有责,种族,0
所以还是生男好，汉奸几率低👍有民族血性👍,性别,4
从母人到都市丽人？,性别,4
一堆普信美女还能有老公啊,性别,4
敢批评我们？建议中国女权开除世界女权组织的女籍🤣,性别,4
上海人是超级排外，不是黑，越老越排外。,地域,2
湖北不会有男铜的，因为都被我绞嘞,LGBTQ,3
你们可是中国妇联官方认证的分裂势力，别说什么回送我，我可没被认证过。,性别,4
人家把你弄舒服了你还告他，这750万就当作营养费,种族,0
果然是陕狗啊,地域,2
赶走黑gou，复兴中华！,种族,0
就想不明白为啥国内有些女的咋就喜欢这一口呢!难道真的就是喜欢刺激，想知道和艾滋病共存亡是啥滋味😅😅😅😅,性别,4
男的社会价值就是比女的高啊除了生孩子女的能做的哪件事男的不能做？且做的比女的好？叔本华讲的还不透吗,性别,4
刚刚刷了一个帖子叫为什么对东北成见这么大，帖主说他遇到王者开麦骂人的都是东北人，东北人爱炫耀，爱给人带高帽，这点小事，这点钱之类的话让他不舒服。很难想到会是因为这种问题。你说大妈爱占小便宜，大爷爱碰瓷我都能理解这种原因竟让我一时语塞⁉[不错],地域,2
你这。。。上边说郭楠在无能狂怒，下边说郭楠没有,性别,4
性取向都扭曲了的人怎么会觉得恶心呢😓,LGBTQ,3
只要是和歪果仁上过的，看都不会看一眼，脏的要死，还怕唉死病。。。,种族,0
看到李纯微博越来越多的理中客姐妹支援，大姐感到很欣慰。,性别,4
我记得小时候常放日本动画片，现在一些孩子更是被日本的动漫洗脑精日媚日，反正我是讨厌日本的还有黑，我们是几千年的文明古国，中国有很优秀的文化传统，一些人反而说喜欢日本的文化，我想说的是他们所谓的文化传统很多都来自中国，而一些人把自己国家的文化当成别国的，很可悲,地域,2
基佬大多数只会骂一两句就不回，这就是纯种懦夫的表现，赞成？赞成,LGBTQ,3
我是支持的理中客和鉴权♂太多早该砸砸了还有那种乱开黄腔然后后面个狗头的低能,性别,4
这他妈还用说，看看南非现在这个鬼样，就算以前不是发达国家，肯定也不如以前的经济和治安水平,地域,2
陕西没有存在感，一边凉快去,地域,2
其实你会发现，素质最差被黑的最厉害的，往往在南北交界处，苏北，安徽，河南等,地域,2
牛马男人做，上层女人做。然后满嘴都是男权社会。,性别,4
停下吧，快停一下吧，让智商回来。反同到底有什么意义？反同是因为什么？你们真的有想清楚吗？说什么啊，这是不孝，那是人家的家事，关你何事？说什么欺骗他人，欺骗他人的是个人，不是群体，搞清楚一点。到处网暴别人，我觉得主要原因就是因为你们现实生活过得不好，所以才要去网暴那些其他过得比你们更不好的人。,LGBTQ,3
都弯了180度所以直了,LGBTQ,3
太形象了，碰到好几个这样的了，一说浙江不太好的地方，立马涌过来说你一定是嫉妒，外地人一定多么多么羡慕他们的😅，甚至上升到人种优越论,地域,2
作为从来没想过找外国人的女生来说，我觉得吧还是提升洋垃圾来中国的门槛吧… 对于那些找优秀老外因为爱的女生我觉得可以理解吧 不能一杆子打死，那些上赶着的eg当然批判我觉得没问题,性别,4
这不给小酰钕尝尝被铁拳砸的滋味？,性别,4
很简单这个事，出台法律只有中国男人的孩子才有中国国籍，中国女人和外国人生的没有中国籍。直接解决问题,地域,2
艾滋病是黑皮搞出来的，他们以🉐️艾滋病为荣，应该支持他们在非洲大陆勇于传播艾滋病。积极🉐️艾滋病是他们这个物种无上荣耀，他们致力于感染每一个没有艾滋病的“族人”。这是他们唯一创世纪杰作——艾滋病，他们热爱-艾滋病，誓死与艾滋病同甘共苦，不离不弃。,种族,0
关键是黄精灵是真的摘不到蓝精灵一样多的果子啊,种族,0
虽然但是，到江浙沪做人力资源的河南包头，是真的十有九骗…我们那做农产招人的，遇见河南包头都得留心眼，信用奇低不按合同办事，契约精神几乎为零😅😅算是给河南招黑的老源泉了…请河南同胞们明察下，绝绝子。,地域,2
在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅,性别,4
最多外来人口 有多少是外国人🤔上海人对黑大人白大人的忍让成都 和对国人歧视侮辱程度真就是天差地别,地域,2
这个我还真不知道，但是有那种基因的人挺矛盾的，他既能繁衍又不想繁衍，最有趣的是，这种人的基因竟然还能世代流传直到现在，说明还有很多这样的人没被掰弯，细思极恐。,LGBTQ,3
急了，想要默了,种族,0
这不纯纯亩?,性别,4
抱歉，第一次听江北八市，能解释一下是什么地方吗？不然江西和安徽的人民没法嘲笑啊⁉,地域,2
同志？你们也配？,LGBTQ,3
女拳冲你可能只因为你是男的，同为穆斯林咱们什么时候能吉哈德了他们,性别,4
0号病人是同性恋把？同性可比异性更容易传播,LGBTQ,3
钕人是地雷是吧全身都是雷区要狠狠的打,性别,4
普信女和拳畜是最下头的低等动物。,性别,4
很多地域歧视都是来源于自媒体，有些自媒体专门带偏风向，只报道某省份的黑料，让网民形成了固有印象，认为这个地方经常这样，但其实要找黑料的话哪都有，并不是因为在谋省就更多,地域,2
首先要想一想，她们为什么要嫁外国人，很大的出发点我想，其实就是不想奋斗了，想要改变人生，甚至下一代的人生，不过被骗的太多了！这其实也是对美好生活的向往！与其嫁个一般的大陆人，可能真的不如嫁个一般的外国人！,性别,4
没办法同性恋的孩子最高学历就是高中,LGBTQ,3
深柜竟是反同头子本人,LGBTQ,3
我对自己家人外的女性的共情力彻底丢失了,性别,4
谁没事就会开黑？各省之间人员流动都很正常，为啥就河南人一流动就被黑，还不自己好好反省反省跑这来总结了,地域,2
嘿畜狌及其追随者没有资格存在于世，应该将其从地球上抹掉！,种族,0
地域黑和分裂国家的汉奸没有区别,地域,2
什么男奴隶,性别,4
明明是外地人歧视上海人😄,地域,2
我对中国女性确实有看法，在外面待久了，你就知道外国人是怎么看中国女性的了。,性别,4
女～权：男女平等。女人和男人有同样的地位。女～拳：女性要有特权。男人占女人便宜。赞同女权。让女～拳和男～拳在一起吧。,性别,4
寒国割裂的今天、我们最需要团结和理解。没人想成为西八那样（笑）,地域,2
实话讲玩网游的时候连麦 最怕碰到江浙的，我说话有点口音，他们就学我说话😅，跟他们说还不承认自己学了... 总之就是特别有优越感，也不知道哪里来的. 当然，不是全部人，有那么一小部分因为江浙一带的经济环境有了优越感，但是跟他们没太大关系啊😲,地域,2
国人为什么崇洋媚外？因为我们从小就被这样教育的，外国人比中国人好，比中国人强。而小学女生比男生学习更好，学的更深入。哪里见了外国人不去死贴啊？结果黑人也是外国人，国人都想去做朋友，结果男的被骗钱，女的被艾滋加骗钱。,种族,0
这几个地方的鸟人优越感贼强 其实鸟本事都没有，就一张鸟嘴乱叫,地域,2
现在的女的真可怕。自私恶质，对男人来说就是祸害等级,性别,4
什么母狗，洗衣机她家的？,性别,4
铜真是这个世界的癌症，治不好了。要加强青少年教育,LGBTQ,3
哈哈雀食，上大人果然都是你这样😄,地域,2
容易失足就表示西方思想浸入我国严重，更加证明了反同的重要,LGBTQ,3
你多看看小红书 微博 抖音那些炫耀黑人老公的先？看看她们生的黑混血身份证先？黑混血的民族:汉。,性别,4
默这种东西还是在自己的虫穴待着好，别来中国传播艾滋梅毒。希望中国也多点肖万这样的英雄，少一点努力大姐这种默的舔🐶xing奴。要舔你腻哥跌的黑棒就gun去非洲，最好被一群默轮女干感染ai资分尸吃掉,种族,0
支持，女本位社会根本没有人会关注我们男性的苦难，只有男人能共情男人，我们要公平！,性别,4
欧美反智研究一边去吧，跟当年非罪化如出一辙,地域,2
真相了，就像我喜欢黑江浙沪焊奸多,地域,2
还用百度。某些中文境外网站，搜索女大学生+黑人，给出的结果绝对让你惊骇,性别,4
为什么，女生总把问题归为男生呢1.当你不爱说话的时候，说你不理她。2.当你提出相反观点时，她又不乐意。3.当你提出问题时，她又嫌弃你不懂(=_=)。总结，跟女人打交道真难，人不能不理，话不能不轻，还不能提问,性别,4
白人也接受不了。😄,种族,0
现在不是已经有了吗？那个中非爱情故事的邱昱不就是。马丁路德金只是为黑人争取权利而已。并没有为美国争取利益。时间会证明一切。马丁路德金其实是个罪人,种族,0
地方电视台，听不懂换台呗，上海人在上海跟上海人讲上海话，关你个外地人什么事?入乡随俗不知道啊?,地域,2
自己找不到女朋友，怪黑人？,种族,0
破吧完！（前两张我发贴被删，后一张举报女拳的）,性别,4
小红书什么东西懂的都懂,性别,4
b站那都不叫年轻人，感觉越来越低龄化了，他们甚至没有出过自己所在的地方，却认为自己有很大能力,其他,1
"娇滴滴说的是江南女生,广东那边，肯定不会那么黑的,会进行一些什么向猴之类的",地域,2
这籹的打个手游还打出优越了,性别,4
中国人的脸都被她们丢尽了,性别,4
黑人是跪族,种族,0
普信女真下头,性别,4
我只知道小时候天真的以为外国人都是很善良巴拉巴拉的，现在呵呵,种族,0
江浙可是被搞得方言都讲不了了，嗯，这叫有话语权,地域,2
然而我举报了，竟然说不足于封吧的地步！继续让她们闹吧！到时候都摆烂了，铁拳就知道后悔,性别,4
别被带了节奏，国内网上很多越南人觊觎两广，想挑拨粤和内地的关系，反 送 中就有很多越南人的影子，油管推特越南人的言论我看了不少，大致是想曲线“收复”。当然还有一部分高贵中原人跟着黑，转身捅自己人，那就是蠢了,地域,2
知不知道美国有个专门给黑人找爹的节目？,种族,0
这个拳击手真是无处不在,性别,4
小仙女：为了孩子将就一下吧,性别,4
广东那地方是人待的地方？待时间长人还不熟了？,地域,2
尊重个屁，女拳这麽不尊重男性。要特权才是真的,性别,4
我们已经被黑好多年了，现在河南人一和别人争论，别人就会说不愧是名声在外的河南人，几年前抗日剧很普遍时，还经常有把河南踢给日本的言论，，,地域,2
我觉得最歧视北方人的是两湖这些中南省份,地域,2
成都人到处开地图炮的时候，有没有考虑过原因？,地域,2
首先虫类及其它们后代虫混更本就不是所谓人类而在严格定义上虫类及其它们后代虫混是属于野生动物昆虫纲最低等动物,种族,0
在哪也比国内好得多，前提你自己要行，自己不行在哪儿都不行,地域,2
黑人是外来物种，应该回到非洲去，因为本来就生长在非洲，从哪里来回哪里去！！！,种族,0
反对！女权比默更可恨！,性别,4
可是出于生活所迫，有时泼峰会不得以提供一些有色服务，换区生活费。,LGBTQ,3
这个垃圾，绝对是黑杂子,种族,0
黑二代真是黑，偷渡来中国，连个回答都要学你碟黑着来匿名不敢明面回答,种族,0
以前女人主内，必须得干净，现在的小仙女嘛。。,性别,4
是这群人没有良好的审美，我们反同人士都喜欢秃头油腻大叔，这才叫帅，有男人味。,LGBTQ,3
河南竞争激烈不是自己当年不遵守计生政策造成的吗😄现在多出来的人到处跑搞得其他地方土著生活成本都提高。还有，被黑确实是很多老乡的素质低,地域,2
那些女的就是汉奸，把劣种引进中国,性别,4
你应该学习一下生物学和遗传学，然后研究一下黑人的劣质基因，并进一步找到黑人低智商和野蛮的根本原因。,种族,0
七尺大儒猴？,种族,0
发这条评论的时候我还没被骚扰过，现在回复你是被恶心过了，我确实是歧视男同，不过你这么说了倒也无伤大雅，我们最近一起上网一起玩的有个伙计也是男同，只要别恶心到我倒是也无所谓,LGBTQ,3
我见过一个这样的，表面上除了工作不会和她说第二句话，内心中是深深的鄙视。,性别,4
换成男性起码判四年,性别,4
捅的好，应该虐杀幕刃,性别,4
果然虫混奴隶大蛆就是虫混奴隶大蛆连最基本说话都不会说,种族,0
你不说了嘛，男人是“娶”，女人是“搞”,性别,4
骗婚什么时候没被抵制了吗，这本来就是个错误的行为啊，但你说的是抵制男同这个群体,LGBTQ,3
黑狗在犯罪方面很有天赋,种族,0
长三角某些媒体带坏了风向，经常以高高在上的姿态评价外省人，这些媒体才是地域黑的源头,地域,2
不是病，就是传播艾滋，梅毒等并的高危人群。,其他,1
都是极端男权家暴打孩子我们温和男权不干这种事,性别,4
当然，上流社会看上黄女的也不是没有。那就是ghd参议院领袖，和他夫人赵小兰。不过人赵小兰夫妻是相濡以沫，贤妻良母。是女拳最看不上的传统贤惠女，当然绝大多数女拳不学无术，虽然成天自吹自擂国际视野，跨国恋情，绝大多数赵小兰老公叫什么都不知道。,性别,4
女人和别人睡既不违法，也不违反社会主义核心价值观，万一她就喜欢那黑人呢，这有什么好批判的。当然你要是接受不了那也是你的自由，但不要自诩正义批判别人。你的说法也可以扩展为难道我大汉族没人了吗，一定要和鞑子睡。难道我大xx省没人了吗一定要和外地人睡。难道我xx家没人了吗，一定要和外人睡。说到底群体都是人定的，苗族，蒙古，壮族曾经都是非我族类。,种族,0
手游死亡扳机2里的非洲，杀黑鬼丧尸那叫一个爽,种族,0
微博女厕所不是很正常吗,性别,4
男拳和女腿，骚林捂裆功😠,性别,4
如果黄和蓝真的只有颜色不同，那还真能说道说道。然而现实中的黄在体力劳动方面并不和蓝一样。这个问题把黄蓝之争中劳动力差异的因素抹去来谈论所谓的剥削和对立当真是可笑至极。我看不到现今社会对女性的压迫，法律量刑普遍偏轻，某地区女性部分犯罪记录封存，只要高喊xsr就能让别人身败名裂，还有专门的组织在争取更大的“平等”，魔幻,性别,4
有多少男性因为自己的思维方式，行为方式或者兴趣爱好的不同而被嘲笑辱骂甚至摊上暴力！我斗胆直言，男性是舆论的弱势群体，男性才是被各种事物绑架的奴隶！如果我们的权利在得不到保障，我们何必拼命维护男性的文化约束,性别,4
我猜想，大概率是南方系媒体作祟，小概率是国外势力,地域,2
不打拳没必要如果是个拳师往4里喷,性别,4
不好意思，我父母恩爱，身边也没有一个亲戚朋友和黑人有染。你这么生气难道你继父是黑人🤔,种族,0
兄弟你这么才知道它们有这种绝技在暂时没有**人类与它们交配情况下它们是可以见到一个洞都能交配比如汽车排气口和众多大自然野生动物也是它们交配目标这些都是因为基因与大脑和历史长期就注定的事,种族,0
那是他们搞错了，江浙人民黑啥东北，南方系要的就是挑起地域间的矛盾，他们被带了节奏。,地域,2
所以这个和狭隘没关系，就是看前任是个什么样的人，黑人的话九成九有问题，基本都有狐臭，得饥渴成啥样才找这个（没味儿学习好的比较少），得形成舆论共识，防止那些为了人口数据好看想引入黑人的XX专家的提案通过，过几年再讨论种族歧视对不对的问题,种族,0
这些女人真恶心，,性别,4
是普信杨笠，又是下头的一天,性别,4
安徽也爱黑别人,地域,2
畒🐶太多了，根本jb不过来，只能躲着,性别,4
其实你们选择谁真是你们的自由 我也不关心你们选择那个国家的 但比较恶心的是很多和外国人生孩子的 入籍中国加入汉族 看到差点吐出来 我只想我的民族不会被污染 我住的小区外国人也有好几对 唯一恶心的就是我隔壁的了 白皮 白俄罗斯还是艾沙尼亚的 生了两个小孩 入的中国国籍 加入的是汉族 当知道的时候胃一阵翻滚 有段时间天天想着送它们去见上帝 虽然懦弱了 胆怯了 。只要还在我隔壁 我就会一直盯着它们，直到它们去见上帝,种族,0
女权，侵害他人，大事化小，反咬一口。女权，讹诈他人，无中生有，小事化大。事情败露，在理中客眼中，归结为最终损害的还是所谓的“女性权益”，因此，还要加强“女权”，并且要高尚地体现在当前作恶者的身上，以示精神的积极性，关注的不是受害的当事人的权益，关注的不是严惩加害他人的女权。所谓的女权，隐匿在所谓的女性中，作恶毫无代价，甚至占据道德制高点——“你别不识好歹”，日后谈起，还一副吃亏了的要死样子。受害的当事人要高风亮节，假装痛恨自己不懂事理，要深刻检讨自己，不该冒犯了高等性别，相互道歉，造就一桩“美谈佳话”。反之，则不成立，具体的事情不细述了，举目皆是。这一切都是以性别为论据，目的就是论证和实现女尊男卑的所谓“男女平等”——利于女权及更有利于女权。总而言之，都是为了贯彻——“人是作为一个性别的存在而存在，高等性别就该这样，低等性别就该那样，这样的一个对等就是真理”的现代礼教。总之，思想钢印不破，女权恶行，野火烧不尽，春风吹又生。,性别,4
恰恰相反吧 黑安徽最多的就是江苏人,地域,2
还有一种不容易被发现的方法，买个探伤机用里面的辐射源做成定向能武器。在大街上看见黑人就对着他照就行一时半会没啥症状。等到送医院发现也找不到源头了。,种族,0
不一定……因为很多人会爱屋及乌，讨厌也同理。 比如说提起台湾你能想到周杰伦，偶像剧。提河南99%是井盖儿。。。,地域,2
反黑除恶。上面应说到做到,种族,0
微博拳师马上传送,性别,4
那些亩狗，纯纯畜生，这个词作为PUA男性的东西，解释权只能在小仙女手上。,性别,4
心疼一下你，要被地域黑喷三回，第一次是你的户籍，第二次是你的祖籍，第三次他们就会骂你的的民族和宗教了,地域,2
女quan真的是要挑起争端吗？大言不惭的攻击郭嘉的执fa制度，明明厌男，却又想结婚找男人要20万的彩礼，讨厌男人还让它的哥哥帮它寻找yan遇。不理解，实在是不理解。搞女quan是为了压榨男性的剩余价值吗？,性别,4
就不该让这些家伙离开非洲,种族,0
同性恋有害健康，吃狗肉有益健康，禁止同性恋，支持吃狗肉！,LGBTQ,3
暖男更受欢迎，男性需要改变择偶观?原来的舔狗龟男接盘侠不够用了，赶紧培养一批新的好让我们吸血?,性别,4
来解释一下为什么男同的人数那么少却能够在感染人数中占那么高的比例。,LGBTQ,3
你个煤炭也想发光？,其他,1
男性骑洋马：她熊大，她腿长，她屁股翘，她长得漂亮女性挨洋(黑)枪：他是布尔人😄,性别,4
除非是想德艾滋病。,其他,1
翻墙不就是看h吗⁉,其他,1
我无所谓，反正不想结婚🐶不过我讨厌黑，因为他们真的很没礼貌。,种族,0
可是上海被黑的最惨🤔,地域,2
种种迹象表明，凯乐奇计划就是真的，,种族,0
拿着一张p的图在这里意淫，通讯录是不是都有臆想症。,LGBTQ,3
仙女的盘谁敢接,性别,4
因为电脑不会生孩子警告，也不会要这要那还说你坏话,性别,4
看来同性恋只知道污蔑他人了,LGBTQ,3
同性恋也能用同志？简直就是笑话，让同志一词的脸往哪放,LGBTQ,3
圣母不会认识到自己坚持的观点有多么荒谬的。到时候圣母还是会指责我们不善待黑大爷，没有给黑大爷更多的权利以及超国民待遇才会导致它们闹分裂。,其他,1
嘿人删我贴真讨厌！,种族,0
和黑人生的黄黑混血，登登你的大眼睛看看有多丑，黄白混血还能大量平凡混血中还能出几个颜值巅峰，黄黑混血我没见过一个，一代比一代丑，除了基因顽强，能把黄种人白种人基因染黑，这不是基因退化是什么,种族,0
幕刃骂多了反而对这句话不感冒了说这么一句话本子就能治她，反观我们这里，批话更多更臭，其中还有龟男帮着一起说真不知道我们还有多长的路要走,性别,4
四川媒体黑其他地方也不少,地域,2
这女的张口就来，发学信网认证啊。,性别,4
看看，就黑人这幅德行还有人给洗呢,种族,0
对啊，我也是这样，看到我喜欢的画手是同，就接受不了，可是他的画风我真的好喜欢啊,LGBTQ,3
本山西人真的不敢歧视外地人，感觉全国就我们山西是最穷的，要是没有煤，就彻底没有上桌子的权力了😅😅😅,地域,2
女人愿意和她们优秀的非洲老公回非洲我都想捐路费，最怕通过女人黑下来，生窝二代，长大后来一句我是龙的传人，我的妈呀简直头皮都麻了。,性别,4
🤔当然要去非洲啊，可以当大酋长夫人，多好啊。,性别,4
这些媚外女极其自私自利到令人发指的地步！看不起国男，喜欢找外国人只要离开中国，没人拦着！但自己浪够了想收心了或被甩了想找国男当接盘侠就不要指望国人同情你、收留你。这是你们自己咎由自取！,性别,4
以我的经验，女性多的大学或者专业要小心，工作接触老外比较多的要小心，实在不行就找体制内的，毕竟国家已经帮你审核过了。,性别,4
反同要跟上潮流,LGBTQ,3
这里有个接了黑盘的郭楠，虽然上交了工资但婚后还是要带绿帽😄，这也太吓人了。,性别,4
如果黑人多了，一定闹分裂了,种族,0
👍️可能我也不是厌恶同性恋，而是厌恶那些跟风的同还有喜欢直的同，还有传播同性恋的同,LGBTQ,3
西南地区也普遍看不起贵州人，喜欢搬弄是非地域黑，你上面那个就是地域黑，反正就是说贵州它们就说其它地方才是，老🐶了,地域,2
但是国女愿意倒贴钱找外国男人🐶,性别,4
成都被黑 四川重庆可是吹的飞起 造谣川军350万,地域,2
古代有“五胡乱华”，现代有黑人乱华，谁造的孽，大家心里都清楚，支持楼主！,种族,0
拳塔一体才是最大难题,性别,4
其实我是支持她们找黑哥哥的，物以类聚自动分类。,性别,4
别这么感性，男人都这么没逻辑性吗？这个真辟谣了。,性别,4
我真的特别看不下去广东人长相文化被黑，自己是北方人……,地域,2
别吹嘘自己了，没有用的，你是那样鬼母的阿娜，不管在什么地方，就好像臭水沟里的苍蝇一样，那样的肮脏，那样的恶臭，你的气味，过于馊,性别,4
它和广大女醛全体紫砂估计大伙就能原谅它们了,性别,4
介绍给外国吸毒的人，物以类聚么。,地域,2
什么女厕所,性别,4
逆向民族主义者😆😆😆,种族,0
说明我国还是有一些封建思想余孽的,其他,1
真想砍死全部猩猩,种族,0
据说可以花钱调查开房记录吧，有些机构专门调查的，只要钱给足，我觉得在好的女孩子，在那些开房记录面前和荡妇没什么区别,性别,4
莆田系医院难道不是骗？哦，莆田系医院不是骗，是杀人，莆田鞋难道不是假？,地域,2
我只知道扔菜那事儿气的我肝儿疼，对上海再无好感,地域,2
喜欢黑人请去你男人国家，赖在中国就不要怪别人骂了，动手都是应该的,性别,4
以前觉得不能盲目看不起别人，可惜现实是黑外教、黑留学生垃圾真的多。,种族,0
谁想买黑人爆改二手越野车谁就买吧，反正我心胸狭隘种族歧视，我就是不买，略略略,性别,4
快乐教育的产物😓生怕我们不知道她们是圣母，还有他们那些极端动物环境保护组织的人 一群玛利亚,其他,1
13襄金边了是吧？,性别,4
其实我本来不是很反感同性恋，把它当做很普通的事对待，毕竟人人都有追求自由和向往爱情的权利嘛，但到后来我发现我必须随着时代必须说我支持同性恋，否则就会被骂。天天身边把同性恋当做潮流就有点反感了,LGBTQ,3
不是批判女孩子，而是大家都对女孩子嫁给黑人等于明摆着往火坑里跳而感到愤怒！女人真的不能无知到那种地步！,性别,4
凭什么女的能扭男的就不行,性别,4
现在欧美每一部电影都要有黑人，要不然就是种族歧视！现在天朝抗日剧里面开始出现黑人,种族,0
绝了，不明白为啥找黑人的女生意图是什么，那么丑图啥,性别,4
嘿蛆离不开䓯品,种族,0
说什么玩意儿？？？女性没有贡献，居里夫人难道不是？？？我国首位女航天员难道不是？？？奥运会上的女运动健儿不是吗？女排为我国争了多少光？？？为什么会有你们所谓的女👊，有一部份原因难道真不是像你这样只把女性当繁洐工具的人存在吗？？？所谓男权女权讲得是权，不是👊！,性别,4
猩猩是人的话，那猪早就是了,种族,0
只能说国女被宠坏了,性别,4
到时候一离婚，债都判给你，钱都判给她,性别,4
象征男性的从来都不是下面那个东西，而是暴力，只有暴力才能被称作男性，这是人类最基本的共识。,性别,4
北京上海400分上清北了解下,地域,2
这些标子比男人冷血得多，百分之八十都是,性别,4
劣等物种_郭钕,性别,4
这关普信男什么事呢？,性别,4
提啥？我已经不考虑母的,性别,4
对高调的同性恋真的无法理解，你做的明明是为世所不能容的事，为什么不能低调点，我用回你所举的例子，一个纹身的人去当兵或报考公务员，有关机构说明规定拒绝通过，然后这个人还认为这是自己的私人问题，旁人不该抱以歧视，你本来就是少数派，是异类，你低调点别人有可能还睁一只眼闭一只眼，现在还要跳出来说纹身无罪，甚至还鼓励其他人，这不是公开找骂？我个人认为，这群人的行为首先是对天地造化，阴阳平衡的亵渎，是为不敬；其二，父母赐予生命血肉，本应薪火相传，生生不息，如此看来，是为不孝；其三，中国社会面临人口断崖危机，这类群体不但不能出一份力甚至还以同性为榜样，是为不仁；其四，他们的行为有可能给自己的授业恩师或有地位有身份的朋友亲戚带来不必要的麻烦，此为陷人于不义。这样不敬不孝不仁不义的人，人人得而诛之，痛斥其罪，已经是对他们最大的宽恕。,LGBTQ,3
和黑人那也配叫爱情？😆,种族,0
听说艾滋病可以潜伏好几年，评论区的可以撤退了🤣🤣🤣不害怕吗,其他,1
不要自己什么样就把别人想成什么样你以为每个人都混到要靠出卖民族出卖国家而活吗赚卖国钱的你有什么资格说别人,其他,1
拳师攻占大学，目的是把男性排挤出高等教育，从而坐稳高位,性别,4
国内媚基巴斯坦人的女人是真的多,性别,4
我本硕均985，宁可要长得一般的本科生也绝不会看上自命不凡的带专lkd,性别,4
说真的找个黑人男朋友，不是你很难找非黑人男朋友了，而是你很难有同性朋友了，大家都会远离你，然后等着看你的笑话,性别,4
可有我大南京文明？,地域,2
中国人查查自己为什么被欧美歧视，是不是人有问题，味道对了吗😆,种族,0
她不要脸，我们家人还要脸的。她不要回本地生活，我们还要的。,性别,4
自己感染hiv还到处想着传染别人，美女她不香吗,其他,1
所以人对同姓恋支持者攻击也是最猛烈的,LGBTQ,3
现在都标签化了，最逗的是之前在一个视频下面一堆人说东北人就XXX，其实视频里的人口音是离很远的某地的😅,地域,2
其实没啥的，就是炮友吗，艾滋病毒多点而已,其他,1
你要看概率，黑人百分之三十以上的艾滋病，套套放不住，国内万分之几，你要活腻歪了，你上，得了后你就知道生活了,种族,0
性取向还分nm个高低贵贱，不懂就问请问这是印度吧吗恨不得给你yxl分配个婆罗门身份是吧,LGBTQ,3
我吐了，化妆救不了的女人可以滚，美颜救不了的女人可以爬，美颜化妆同时用都救不了的，建议舔狗马上娶了她,性别,4
黑玩意臭不可闻,种族,0
真就是，病毒啊，会扩散，会传染,种族,0
你这和在网上看了点男人家暴出轨新闻就宣称不婚不育保平安的女拳有啥区别😅,性别,4
东北这几年被黑是不争的事实，但是我觉得东北自身也得找找问题。东北人的确观念比较落后，官僚主义严重，也不怪外人黑我们。,地域,2
回非洲去吧。你自己说你是中国人，但是中国人不会认同你是同胞的。你只会在中国社会的排挤之中成长,种族,0
