request_id	role	positions	applicable
ccr-541-LD-A02	query_end	[1328]	True
ccr-541-LD-A02	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A02	query_focal	[1322, 1323]	True
ccr-541-D-A03	pre_answer	[1290]	True
ccr-541-D-A03	lexicon_end	[]	False
ccr-541-D-A03	demos_end	[1254]	True
ccr-541-D-A03	query_end	[1281]	True
ccr-541-D-A03	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A03	query_focal	[1275, 1276]	True
ccr-541-LD-A03	pre_answer	[1337]	True
ccr-541-LD-A03	lexicon_end	[585]	True
ccr-541-LD-A03	demos_end	[1301]	True
ccr-541-LD-A03	query_end	[1328]	True
ccr-541-LD-A03	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A03	query_focal	[1322, 1323]	True
ccr-541-D-A04	pre_answer	[1290]	True
ccr-541-D-A04	lexicon_end	[]	False
ccr-541-D-A04	demos_end	[1254]	True
ccr-541-D-A04	query_end	[1281]	True
ccr-541-D-A04	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A04	query_focal	[1275, 1276]	True
ccr-541-LD-A04	pre_answer	[1337]	True
ccr-541-LD-A04	lexicon_end	[585]	True
ccr-541-LD-A04	demos_end	[1301]	True
ccr-541-LD-A04	query_end	[1328]	True
ccr-541-LD-A04	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A04	query_focal	[1322, 1323]	True
ccr-541-D-A05	pre_answer	[1290]	True
ccr-541-D-A05	lexicon_end	[]	False
ccr-541-D-A05	demos_end	[1254]	True
ccr-541-D-A05	query_end	[1281]	True
ccr-541-D-A05	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A05	query_focal	[1275, 1276]	True
ccr-541-LD-A05	pre_answer	[1337]	True
ccr-541-LD-A05	lexicon_end	[585]	True
ccr-541-LD-A05	demos_end	[1301]	True
ccr-541-LD-A05	query_end	[1328]	True
ccr-541-LD-A05	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A05	query_focal	[1322, 1323]	True
ccr-541-D-A06	pre_answer	[1290]	True
ccr-541-D-A06	lexicon_end	[]	False
ccr-541-D-A06	demos_end	[1254]	True
ccr-541-D-A06	query_end	[1281]	True
ccr-541-D-A06	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A06	query_focal	[1275, 1276]	True
ccr-541-LD-A06	pre_answer	[1337]	True
ccr-541-LD-A06	lexicon_end	[585]	True
ccr-541-LD-A06	demos_end	[1301]	True
ccr-541-LD-A06	query_end	[1328]	True
ccr-541-LD-A06	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A06	query_focal	[1322, 1323]	True
ccr-541-D-A07	pre_answer	[1290]	True
ccr-541-D-A07	lexicon_end	[]	False
ccr-541-D-A07	demos_end	[1254]	True
ccr-541-D-A07	query_end	[1281]	True
ccr-541-D-A07	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A07	query_focal	[1275, 1276]	True
ccr-541-LD-A07	pre_answer	[1337]	True
ccr-541-LD-A07	lexicon_end	[585]	True
ccr-541-LD-A07	demos_end	[1301]	True
ccr-541-LD-A07	query_end	[1328]	True
ccr-541-LD-A07	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A07	query_focal	[1322, 1323]	True
ccr-541-D-A08	pre_answer	[1290]	True
ccr-541-D-A08	lexicon_end	[]	False
ccr-541-D-A08	demos_end	[1254]	True
ccr-541-D-A08	query_end	[1281]	True
ccr-541-D-A08	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A08	query_focal	[1275, 1276]	True
ccr-541-LD-A08	pre_answer	[1337]	True
ccr-541-LD-A08	lexicon_end	[585]	True
ccr-541-LD-A08	demos_end	[1301]	True
ccr-541-LD-A08	query_end	[1328]	True
ccr-541-LD-A08	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A08	query_focal	[1322, 1323]	True
ccr-541-D-A09	pre_answer	[1290]	True
ccr-541-D-A09	lexicon_end	[]	False
ccr-541-D-A09	demos_end	[1254]	True
ccr-541-D-A09	query_end	[1281]	True
ccr-541-D-A09	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A09	query_focal	[1275, 1276]	True
ccr-541-LD-A09	pre_answer	[1337]	True
ccr-541-LD-A09	lexicon_end	[585]	True
ccr-541-LD-A09	demos_end	[1301]	True
ccr-541-LD-A09	query_end	[1328]	True
ccr-541-LD-A09	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A09	query_focal	[1322, 1323]	True
ccr-541-D-A10	pre_answer	[1290]	True
ccr-541-D-A10	lexicon_end	[]	False
ccr-541-D-A10	demos_end	[1254]	True
ccr-541-D-A10	query_end	[1281]	True
ccr-541-D-A10	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-A10	query_focal	[1275, 1276]	True
ccr-541-LD-A10	pre_answer	[1337]	True
ccr-541-LD-A10	lexicon_end	[585]	True
ccr-541-LD-A10	demos_end	[1301]	True
ccr-541-LD-A10	query_end	[1328]	True
ccr-541-LD-A10	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-A10	query_focal	[1322, 1323]	True
ccr-3169-D-A11	pre_answer	[921]	True
ccr-3169-D-A11	lexicon_end	[]	False
ccr-3169-D-A11	demos_end	[896]	True
ccr-3169-D-A11	query_end	[912]	True
ccr-3169-D-A11	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A11	query_focal	[906, 907]	True
ccr-3169-LD-A11	pre_answer	[1161]	True
ccr-3169-LD-A11	lexicon_end	[778]	True
ccr-3169-LD-A11	demos_end	[1136]	True
ccr-3169-LD-A11	query_end	[1152]	True
ccr-3169-LD-A11	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A11	query_focal	[1146, 1147]	True
ccr-3169-D-A12	pre_answer	[921]	True
ccr-3169-D-A12	lexicon_end	[]	False
ccr-3169-D-A12	demos_end	[896]	True
ccr-3169-D-A12	query_end	[912]	True
ccr-3169-D-A12	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A12	query_focal	[906, 907]	True
ccr-3169-LD-A12	pre_answer	[1161]	True
ccr-3169-LD-A12	lexicon_end	[778]	True
ccr-3169-LD-A12	demos_end	[1136]	True
ccr-3169-LD-A12	query_end	[1152]	True
ccr-3169-LD-A12	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A12	query_focal	[1146, 1147]	True
ccr-3169-D-A13	pre_answer	[921]	True
ccr-3169-D-A13	lexicon_end	[]	False
ccr-3169-D-A13	demos_end	[896]	True
ccr-3169-D-A13	query_end	[912]	True
ccr-3169-D-A13	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A13	query_focal	[906, 907]	True
ccr-3169-LD-A13	pre_answer	[1161]	True
ccr-3169-LD-A13	lexicon_end	[778]	True
ccr-3169-LD-A13	demos_end	[1136]	True
ccr-3169-LD-A13	query_end	[1152]	True
ccr-3169-LD-A13	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A13	query_focal	[1146, 1147]	True
ccr-3169-D-A14	pre_answer	[921]	True
ccr-3169-D-A14	lexicon_end	[]	False
ccr-3169-D-A14	demos_end	[896]	True
ccr-3169-D-A14	query_end	[912]	True
ccr-3169-D-A14	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A14	query_focal	[906, 907]	True
ccr-3169-LD-A14	pre_answer	[1161]	True
ccr-3169-LD-A14	lexicon_end	[778]	True
ccr-3169-LD-A14	demos_end	[1136]	True
ccr-3169-LD-A14	query_end	[1152]	True
ccr-3169-LD-A14	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A14	query_focal	[1146, 1147]	True
ccr-3169-D-A15	pre_answer	[921]	True
ccr-3169-D-A15	lexicon_end	[]	False
ccr-3169-D-A15	demos_end	[896]	True
ccr-3169-D-A15	query_end	[912]	True
ccr-3169-D-A15	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A15	query_focal	[906, 907]	True
ccr-3169-LD-A15	pre_answer	[1161]	True
ccr-3169-LD-A15	lexicon_end	[778]	True
ccr-3169-LD-A15	demos_end	[1136]	True
ccr-3169-LD-A15	query_end	[1152]	True
ccr-3169-LD-A15	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A15	query_focal	[1146, 1147]	True
ccr-3169-D-A16	pre_answer	[921]	True
ccr-3169-D-A16	lexicon_end	[]	False
ccr-3169-D-A16	demos_end	[896]	True
ccr-3169-D-A16	query_end	[912]	True
ccr-3169-D-A16	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A16	query_focal	[906, 907]	True
ccr-3169-LD-A16	pre_answer	[1161]	True
ccr-3169-LD-A16	lexicon_end	[778]	True
ccr-3169-LD-A16	demos_end	[1136]	True
ccr-3169-LD-A16	query_end	[1152]	True
ccr-3169-LD-A16	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A16	query_focal	[1146, 1147]	True
ccr-3169-D-A17	pre_answer	[921]	True
ccr-3169-D-A17	lexicon_end	[]	False
ccr-3169-D-A17	demos_end	[896]	True
ccr-3169-D-A17	query_end	[912]	True
ccr-3169-D-A17	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A17	query_focal	[906, 907]	True
ccr-3169-LD-A17	pre_answer	[1161]	True
ccr-3169-LD-A17	lexicon_end	[778]	True
ccr-3169-LD-A17	demos_end	[1136]	True
ccr-3169-LD-A17	query_end	[1152]	True
ccr-3169-LD-A17	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A17	query_focal	[1146, 1147]	True
ccr-3169-D-A18	pre_answer	[921]	True
ccr-3169-D-A18	lexicon_end	[]	False
ccr-3169-D-A18	demos_end	[896]	True
ccr-3169-D-A18	query_end	[912]	True
ccr-3169-D-A18	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A18	query_focal	[906, 907]	True
ccr-3169-LD-A18	pre_answer	[1161]	True
ccr-3169-LD-A18	lexicon_end	[778]	True
ccr-3169-LD-A18	demos_end	[1136]	True
ccr-3169-LD-A18	query_end	[1152]	True
ccr-3169-LD-A18	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A18	query_focal	[1146, 1147]	True
ccr-3169-D-A19	pre_answer	[921]	True
ccr-3169-D-A19	lexicon_end	[]	False
ccr-3169-D-A19	demos_end	[896]	True
ccr-3169-D-A19	query_end	[912]	True
ccr-3169-D-A19	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A19	query_focal	[906, 907]	True
ccr-3169-LD-A19	pre_answer	[1161]	True
ccr-3169-LD-A19	lexicon_end	[778]	True
ccr-3169-LD-A19	demos_end	[1136]	True
ccr-3169-LD-A19	query_end	[1152]	True
ccr-3169-LD-A19	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A19	query_focal	[1146, 1147]	True
ccr-3169-D-A20	pre_answer	[921]	True
ccr-3169-D-A20	lexicon_end	[]	False
ccr-3169-D-A20	demos_end	[896]	True
ccr-3169-D-A20	query_end	[912]	True
ccr-3169-D-A20	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-A20	query_focal	[906, 907]	True
ccr-3169-LD-A20	pre_answer	[1161]	True
ccr-3169-LD-A20	lexicon_end	[778]	True
ccr-3169-LD-A20	demos_end	[1136]	True
ccr-3169-LD-A20	query_end	[1152]	True
ccr-3169-LD-A20	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-A20	query_focal	[1146, 1147]	True
ccr-541-L-L01	pre_answer	[630]	True
ccr-541-L-L01	lexicon_end	[585]	True
ccr-541-L-L01	demos_end	[]	False
ccr-541-L-L01	query_end	[621]	True
ccr-541-L-L01	query_all	[601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 621]	True
ccr-541-L-L01	query_focal	[615, 616]	True
ccr-541-LD-L01	pre_answer	[1337]	True
ccr-541-LD-L01	lexicon_end	[585]	True
ccr-541-LD-L01	demos_end	[1301]	True
ccr-541-LD-L01	query_end	[1328]	True
ccr-541-LD-L01	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-L01	query_focal	[1322, 1323]	True
ccr-541-L-L02	pre_answer	[630]	True
ccr-541-L-L02	lexicon_end	[585]	True
ccr-541-L-L02	demos_end	[]	False
ccr-541-L-L02	query_end	[621]	True
ccr-541-L-L02	query_all	[601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 621]	True
ccr-541-L-L02	query_focal	[615, 616]	True
ccr-541-LD-L02	pre_answer	[1337]	True
ccr-541-LD-L02	lexicon_end	[585]	True
ccr-541-LD-L02	demos_end	[1301]	True
ccr-541-LD-L02	query_end	[1328]	True
ccr-541-LD-L02	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-L02	query_focal	[1322, 1323]	True
ccr-541-L-L03	pre_answer	[630]	True
ccr-541-L-L03	lexicon_end	[585]	True
ccr-541-L-L03	demos_end	[]	False
ccr-541-L-L03	query_end	[621]	True
ccr-541-L-L03	query_all	[601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 621]	True
ccr-541-L-L03	query_focal	[615, 616]	True
ccr-541-LD-L03	pre_answer	[1337]	True
ccr-541-LD-L03	lexicon_end	[585]	True
ccr-541-LD-L03	demos_end	[1301]	True
ccr-541-LD-L03	query_end	[1328]	True
ccr-541-LD-L03	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-L03	query_focal	[1322, 1323]	True
ccr-541-L-L04	pre_answer	[630]	True
ccr-541-L-L04	lexicon_end	[585]	True
ccr-541-L-L04	demos_end	[]	False
ccr-541-L-L04	query_end	[621]	True
ccr-541-L-L04	query_all	[601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 621]	True
ccr-541-L-L04	query_focal	[615, 616]	True
ccr-541-LD-L04	pre_answer	[1337]	True
ccr-541-LD-L04	lexicon_end	[585]	True
ccr-541-LD-L04	demos_end	[1301]	True
ccr-541-LD-L04	query_end	[1328]	True
ccr-541-LD-L04	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-L04	query_focal	[1322, 1323]	True
ccr-3169-L-L05	pre_answer	[812]	True
ccr-3169-L-L05	lexicon_end	[778]	True
ccr-3169-L-L05	demos_end	[]	False
ccr-3169-L-L05	query_end	[803]	True
ccr-3169-L-L05	query_all	[794, 795, 796, 797, 798, 799, 800, 801, 802, 803]	True
ccr-3169-L-L05	query_focal	[797, 798]	True
ccr-3169-LD-L05	pre_answer	[1161]	True
ccr-3169-LD-L05	lexicon_end	[778]	True
ccr-3169-LD-L05	demos_end	[1136]	True
ccr-3169-LD-L05	query_end	[1152]	True
ccr-3169-LD-L05	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-L05	query_focal	[1146, 1147]	True
ccr-3169-L-L06	pre_answer	[812]	True
ccr-3169-L-L06	lexicon_end	[778]	True
ccr-3169-L-L06	demos_end	[]	False
ccr-3169-L-L06	query_end	[803]	True
ccr-3169-L-L06	query_all	[794, 795, 796, 797, 798, 799, 800, 801, 802, 803]	True
ccr-3169-L-L06	query_focal	[797, 798]	True
ccr-3169-LD-L06	pre_answer	[1161]	True
ccr-3169-LD-L06	lexicon_end	[778]	True
ccr-3169-LD-L06	demos_end	[1136]	True
ccr-3169-LD-L06	query_end	[1152]	True
ccr-3169-LD-L06	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-L06	query_focal	[1146, 1147]	True
ccr-3169-L-L07	pre_answer	[812]	True
ccr-3169-L-L07	lexicon_end	[778]	True
ccr-3169-L-L07	demos_end	[]	False
ccr-3169-L-L07	query_end	[803]	True
ccr-3169-L-L07	query_all	[794, 795, 796, 797, 798, 799, 800, 801, 802, 803]	True
ccr-3169-L-L07	query_focal	[797, 798]	True
ccr-3169-LD-L07	pre_answer	[1161]	True
ccr-3169-LD-L07	lexicon_end	[778]	True
ccr-3169-LD-L07	demos_end	[1136]	True
ccr-3169-LD-L07	query_end	[1152]	True
ccr-3169-LD-L07	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-L07	query_focal	[1146, 1147]	True
ccr-3169-L-L08	pre_answer	[812]	True
ccr-3169-L-L08	lexicon_end	[778]	True
ccr-3169-L-L08	demos_end	[]	False
ccr-3169-L-L08	query_end	[803]	True
ccr-3169-L-L08	query_all	[794, 795, 796, 797, 798, 799, 800, 801, 802, 803]	True
ccr-3169-L-L08	query_focal	[797, 798]	True
ccr-3169-LD-L08	pre_answer	[1161]	True
ccr-3169-LD-L08	lexicon_end	[778]	True
ccr-3169-LD-L08	demos_end	[1136]	True
ccr-3169-LD-L08	query_end	[1152]	True
ccr-3169-LD-L08	query_all	[1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152]	True
ccr-3169-LD-L08	query_focal	[1146, 1147]	True
ccr-541-D-B01-same	pre_answer	[1290]	True
ccr-541-D-B01-same	lexicon_end	[]	False
ccr-541-D-B01-same	demos_end	[1254]	True
ccr-541-D-B01-same	query_end	[1281]	True
ccr-541-D-B01-same	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-B01-same	query_focal	[1275, 1276]	True
ccr-541-D-B01-flip	pre_answer	[1290]	True
ccr-541-D-B01-flip	lexicon_end	[]	False
ccr-541-D-B01-flip	demos_end	[1254]	True
ccr-541-D-B01-flip	query_end	[1281]	True
ccr-541-D-B01-flip	query_all	[1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281]	True
ccr-541-D-B01-flip	query_focal	[1275, 1276]	True
ccr-541-LD-B01-same	pre_answer	[1337]	True
ccr-541-LD-B01-same	lexicon_end	[585]	True
ccr-541-LD-B01-same	demos_end	[1301]	True
ccr-541-LD-B01-same	query_end	[1328]	True
ccr-541-LD-B01-same	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-B01-same	query_focal	[1322, 1323]	True
ccr-541-LD-B01-flip	pre_answer	[1337]	True
ccr-541-LD-B01-flip	lexicon_end	[585]	True
ccr-541-LD-B01-flip	demos_end	[1301]	True
ccr-541-LD-B01-flip	query_end	[1328]	True
ccr-541-LD-B01-flip	query_all	[1308, 1309, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1324, 1325, 1326, 1327, 1328]	True
ccr-541-LD-B01-flip	query_focal	[1322, 1323]	True
ccr-3169-D-B02-same	pre_answer	[921]	True
ccr-3169-D-B02-same	lexicon_end	[]	False
ccr-3169-D-B02-same	demos_end	[896]	True
ccr-3169-D-B02-same	query_end	[912]	True
ccr-3169-D-B02-same	query_all	[903, 904, 905, 906, 907, 908, 909, 910, 911, 912]	True
ccr-3169-D-B02-same	query_focal	[906, 907]	True
ccr-3169-D-B02-flip	pre_answer	[921]	True
ccr-3169-D-B02-flip	lexicon_end	[]	False
ccr-3169-D-B02-flip	demos_end	[896]	True
ccr-3169-D-B02-flip	query_end	[912]	True
