comparison_id	kind	query_id	condition	terms
ccr-541-LD-B01-flip-minus-base	variant_minus_baseline	541	LD	"[{""request_id"": ""ccr-541-LD-B01-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
B01-LD-body_under_flipped_label	body_under_flipped_label	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-B01-flip"", ""coefficient"": 1}]"
B01-LD-flip_under_replacement_body	flip_under_replacement_body	541	LD	"[{""request_id"": ""ccr-541-LD-B01-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-B01-same"", ""coefficient"": -1}]"
B01-LD-body_label_interaction	body_label_interaction	541	LD	"[{""request_id"": ""ccr-541-LD-A01"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-B01-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-B01-same"", ""coefficient"": -1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": 1}]"
ccr-3169-D-B02-same-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B02-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-D-B02-flip-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
B02-D-body_under_flipped_label	body_under_flipped_label	3169	D	"[{""request_id"": ""ccr-3169-D-A11"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B02-flip"", ""coefficient"": 1}]"
B02-D-flip_under_replacement_body	flip_under_replacement_body	3169	D	"[{""request_id"": ""ccr-3169-D-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B02-same"", ""coefficient"": -1}]"
B02-D-body_label_interaction	body_label_interaction	3169	D	"[{""request_id"": ""ccr-3169-D-A11"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B02-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}]"
ccr-3169-LD-B02-same-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B02-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
ccr-3169-LD-B02-flip-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B02-LD-body_under_flipped_label	body_under_flipped_label	3169	LD	"[{""request_id"": ""ccr-3169-LD-A11"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B02-flip"", ""coefficient"": 1}]"
B02-LD-flip_under_replacement_body	flip_under_replacement_body	3169	LD	"[{""request_id"": ""ccr-3169-LD-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B02-same"", ""coefficient"": -1}]"
B02-LD-body_label_interaction	body_label_interaction	3169	LD	"[{""request_id"": ""ccr-3169-LD-A11"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B02-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B02-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
ccr-3169-D-B03-same-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B03-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-D-B03-flip-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
B03-D-body_under_flipped_label	body_under_flipped_label	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B03-flip"", ""coefficient"": 1}]"
B03-D-flip_under_replacement_body	flip_under_replacement_body	3169	D	"[{""request_id"": ""ccr-3169-D-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B03-same"", ""coefficient"": -1}]"
B03-D-body_label_interaction	body_label_interaction	3169	D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B03-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}]"
ccr-3169-LD-B03-same-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B03-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
ccr-3169-LD-B03-flip-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B03-LD-body_under_flipped_label	body_under_flipped_label	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B03-flip"", ""coefficient"": 1}]"
B03-LD-flip_under_replacement_body	flip_under_replacement_body	3169	LD	"[{""request_id"": ""ccr-3169-LD-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B03-same"", ""coefficient"": -1}]"
B03-LD-body_label_interaction	body_label_interaction	3169	LD	"[{""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B03-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B03-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
ccr-3169-D-B04-same-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B04-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-D-B04-flip-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
B04-D-body_under_flipped_label	body_under_flipped_label	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B04-flip"", ""coefficient"": 1}]"
B04-D-flip_under_replacement_body	flip_under_replacement_body	3169	D	"[{""request_id"": ""ccr-3169-D-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B04-same"", ""coefficient"": -1}]"
B04-D-body_label_interaction	body_label_interaction	3169	D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-B04-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}]"
ccr-3169-LD-B04-same-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B04-same"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
ccr-3169-LD-B04-flip-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
B04-LD-body_under_flipped_label	body_under_flipped_label	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B04-flip"", ""coefficient"": 1}]"
B04-LD-flip_under_replacement_body	flip_under_replacement_body	3169	LD	"[{""request_id"": ""ccr-3169-LD-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B04-same"", ""coefficient"": -1}]"
B04-LD-body_label_interaction	body_label_interaction	3169	LD	"[{""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-B04-flip"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-B04-same"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": 1}]"
ccr-541-D-O01-minus-base	variant_minus_baseline	541	D	"[{""request_id"": ""ccr-541-D-O01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": -1}]"
ccr-541-LD-O01-minus-base	variant_minus_baseline	541	LD	"[{""request_id"": ""ccr-541-LD-O01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
ccr-3169-D-O02-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-O02"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-LD-O02-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-O02"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
ccr-3169-D-O03-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-O03"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-LD-O03-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-O03"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
ccr-3169-D-O04-minus-base	variant_minus_baseline	3169	D	"[{""request_id"": ""ccr-3169-D-O04"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": -1}]"
ccr-3169-LD-O04-minus-base	variant_minus_baseline	3169	LD	"[{""request_id"": ""ccr-3169-LD-O04"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A01-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A01"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A01"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A02-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A02"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A02"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A03-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A03"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A03"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A04-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A04"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A04"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A05-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A05"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A05"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A06-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A06"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A06"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A07-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A07"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A07"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A08-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A08"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A08"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A09-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A09"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A09"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A10-base-context-interaction	context_interaction	541	LD-vs-D	"[{""request_id"": ""ccr-541-D-A10"", ""coefficient"": -1}, {""request_id"": ""ccr-541-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-A10"", ""coefficient"": 1}, {""request_id"": ""ccr-541-LD-base"", ""coefficient"": -1}]"
A11-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A11"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A11"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A12-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A12"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A12"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A13-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A13"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A13"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A14-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A14"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A14"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
A15-base-context-interaction	context_interaction	3169	LD-vs-D	"[{""request_id"": ""ccr-3169-D-A15"", ""coefficient"": -1}, {""request_id"": ""ccr-3169-D-base"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-A15"", ""coefficient"": 1}, {""request_id"": ""ccr-3169-LD-base"", ""coefficient"": -1}]"
