category,module,layer,role,metric,view,direction,groups,target_resolved,effect_resolved,aligned,eligible,target_min,target_max,target_abs_min,target_abs_max,effect_min,effect_max,effect_abs_min,effect_abs_max,residual_min,residual_max,residual_abs_min,residual_abs_max,closeness_gain_min,closeness_gain_max,effect_over_target_min,effect_over_target_max
primary,mlp,34,pre_answer,I,ab_forward/answer_sum,K,4,4,4,4,4,-2.2906436920166016,-0.7983474731445312,0.7983474731445312,2.2906436920166016,-0.6423473358154297,-0.26270294189453125,0.26270294189453125,0.6423473358154297,-1.6482963562011719,-0.53564453125,0.53564453125,1.6482963562011719,0.2804221966315197,0.32905839967125694,0.2804221966315197,0.32905839967125694
primary,mlp,34,pre_answer,I,ab_forward/answer_sum,R,4,4,4,4,4,-2.2906436920166016,-0.7983474731445312,0.7983474731445312,2.2906436920166016,-0.4016532897949219,-0.17751312255859375,0.17751312255859375,0.4016532897949219,-1.8889904022216797,-0.613616943359375,0.613616943359375,1.8889904022216797,0.17534516223311913,0.2313911373171128,0.17534516223311908,0.2313911373171128
primary,mlp,34,pre_answer,I,ab_reverse/answer_sum,K,4,4,4,4,4,-3.1657943725585938,-2.300273895263672,2.300273895263672,3.1657943725585938,-0.80255126953125,-0.4488353729248047,0.4488353729248047,0.80255126953125,-2.3632431030273438,-1.8487930297851562,1.8487930297851562,2.3632431030273438,0.18744886994106158,0.2600813428642661,0.18744886994106152,0.2600813428642661
primary,mlp,34,pre_answer,I,ab_reverse/answer_sum,R,4,4,4,4,4,-3.1657943725585938,-2.300273895263672,2.300273895263672,3.1657943725585938,-0.6182136535644531,-0.3336639404296875,0.3336639404296875,0.6182136535644531,-2.5475807189941406,-1.9666099548339844,1.9666099548339844,2.5475807189941406,0.14505400470644425,0.1952791561331929,0.14505400470644425,0.1952791561331929
primary,mlp,34,pre_answer,I,ncc_recalibrated,K,4,4,4,4,3,-0.23042076182974802,-0.09640045725834592,0.09640045725834592,0.23042076182974802,-0.23872702666175893,-0.20430053492618727,0.20430053492618727,0.23872702666175893,-0.023051709274065635,0.12919462436340454,0.023051709274065635,0.12919462436340454,-0.34018684182350634,0.8999581934760812,0.8999581934760812,2.3401868418235066
primary,mlp,34,pre_answer,I,ncc_recalibrated,R,4,4,4,4,4,-0.23042076182974802,-0.09640045725834592,0.09640045725834592,0.23042076182974802,-0.1517040495229889,-0.139121072938732,0.139121072938732,0.1517040495229889,-0.08412486369574057,0.054365501009464134,0.0013154155153141112,0.08412486369574057,0.4360451956802579,0.9912532251922245,0.6349076227866208,1.563954804319742
primary,mlp,34,pre_answer,I,original/answer_mean,K,4,4,4,4,3,-0.15556208292643237,-0.09642105102539023,0.09642105102539023,0.15556208292643237,-0.19873377482096277,-0.1549229939778649,0.1549229939778649,0.19873377482096277,0.009200032552083542,0.10231272379557255,0.009200032552083542,0.10231272379557255,-0.06110359415840527,0.9368662806323131,1.0631337193676869,2.0611035941584053
primary,mlp,34,pre_answer,I,original/answer_mean,R,4,4,4,4,4,-0.15556208292643237,-0.09642105102539023,0.09642105102539023,0.15556208292643237,-0.10582504272460946,-0.09526418050130195,0.09526418050130195,0.10582504272460946,-0.0497370402018229,0.0025293986002608015,0.0025293986002608015,0.0497370402018229,0.6802753005991551,0.9737671538179485,0.6802753005991551,1.0262328461820516
primary,mlp,34,pre_answer,I,original/answer_sum,K,4,4,4,4,4,-0.5993232727050781,-0.4219017028808594,0.4219017028808594,0.5993232727050781,-0.5961647033691406,-0.4647674560546875,0.4647674560546875,0.5961647033691406,-0.1202850341796875,0.17426300048828125,0.06919479370117188,0.17426300048828125,0.5869582907621227,0.8447402208336899,0.7944030045381044,1.4130417092378773
primary,mlp,34,pre_answer,I,original/answer_sum,R,4,4,4,4,4,-0.5993232727050781,-0.4219017028808594,0.4219017028808594,0.5993232727050781,-0.4478034973144531,-0.4267234802246094,0.4267234802246094,0.4478034973144531,-0.151519775390625,0.00482177734375,0.00482177734375,0.151519775390625,0.7471818928259998,0.988571325238022,0.7471818928259998,1.011428674761978
