schema_version,query_id,condition,task,lex_hit,gold,pred_labels,correct,ordinal,top_score_gap,tied_top_count,within_two_epsilon,gold_margin,gold_mass,gold_nll,hate_logodds,group_label_logodds,pred_group_size,group_error_count,score_mode_sensitive,score_mode_predictions,core_mask,six_condition_mask,prompt_tokens,dictionary_tokens,demo_tokens,context_sha256,prompt_sha256,missing_reason,task_specific_null_reason,context_status
general-model-nolabel-paired-cases/v1,24,CLnewNoCat,group,True,"[""Racism""]","[""Racism""]",True,1,12.933042526245117,1,False,12.933042526245117,0.9999975796979822,2.420304946731868e-06,null,"{""LGBTQ"":-20.309925612880523,""Racism"":12.933040885723436,""Region"":-25.054415481630954,""Sexism"":-19.797701646469342,""others"":-29.040706165304265}",1,0,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",1111,111111,359,170,0,bf4a0c6527f76750d2ee100130a27c54b8eb8263daad98b3a8438aa7c6c5dc35,b05c6838fcdb73fb00227d8957d837e780aa22a4d8a7f26dd2dcd4a5730dcbbe,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,24,CLDnewNoCat,hate,True,hate,"[""hate""]",True,0,2.427276611328125,1,False,2.427276611328125,0.9188837726686755,0.08459563614948391,2.427276611328125,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0111,011111,566,170,280,0dc74da07c20a4d63b518f039003443456227e5f177915cc8dbd21f2bc9e07c1,4148bfdd0d25d1c3adfcaf44d58a551ee4b7786150b5e5be0be3a3b1b00ff66a,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,24,CLDnewNoCat,group,True,"[""Racism""]","[""Racism""]",True,1,22.931499481201172,1,False,22.931499481201172,0.9999999998891178,1.1088219231680796e-10,null,"{""LGBTQ"":-29.639701059962803,""Racism"":22.930247777455953,""Region"":-32.789156010350354,""Sexism"":-27.837475092092575,""others"":-31.007554560901248}",1,0,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",1111,111111,644,170,285,201e007d183bd9a9094b89ad1d3f05982bd84b9db0974d6944d5dfc662aae1a0,8aa505571f887a6f3424840d8a0be377547137cfe5e8e6aff67b68fd9fadb863,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,C0,hate,True,hate,"[""non-hate""]",False,1,3.138408660888672,1,False,-3.138408660888672,0.041550446587863346,3.1808470095347507,-3.138408660888672,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001101,117,0,0,1ee978bb6f245829546e1b93183856ae1ab00a3a77f3e5a677f4caed45bc2f13,18f0637f38e1e298605b9b6fd8973d9fd3e1926c1c0bff0885d437380ea16597,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,C0,group,True,"[""others""]",[],False,0,13.83492660522461,1,False,-24.776107788085938,1.7372914353786795e-11,24.77610876887486,null,"{""LGBTQ"":-28.383027214303382,""Racism"":-28.747384594462204,""Region"":-35.6357302613043,""Sexism"":-13.834926559141026,""others"":-24.77609593276258}",0,1,False,"{""answer_mean"":[],""answer_sum"":[],""mean_with_eos"":[],""total_with_eos"":[]}",0000,010100,190,0,0,d002afb58ce785874497745283e12cc4e07a72396214451cd9ccfb8b4fef3df5,7b5b9aa99278cfdb36f15e08a363aa495838f486a4e4a7ea8fe2e2e46d18c1ad,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLnew,hate,True,hate,"[""non-hate""]",False,1,0.024509429931640625,1,False,-0.024509429931640625,0.49387294923017533,0.705476982665834,-0.024509429931640625,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001101,359,242,0,626886d5bc540471eff8c3d0d484be5b391dbb623c9bea08558a821534ade48b,cc356732bf27dea6fc5e6f9d096d7945612713fc3ce3b88ea8035575c815c628,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLnew,group,True,"[""others""]","[""others""]",True,16,9.339078903198242,1,False,9.339078903198242,0.999901619283578,9.838555612207145e-05,null,"{""LGBTQ"":-22.516347914399887,""Racism"":-27.914228709817017,""Region"":-27.675105946199754,""Sexism"":-11.467088009334095,""others"":9.339088552268931}",1,0,False,"{""answer_mean"":[""others""],""answer_sum"":[""others""],""mean_with_eos"":[""others""],""total_with_eos"":[""others""]}",0000,010100,432,242,0,60c7ff49e154359ba46333f03b0d13da4b1594ce362f259c95ca19857caa85d2,8c40b4f29615ef2be1f9c81614324586854214e910622fb5d7aaf2545ba3c7e4,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CD,hate,True,hate,"[""hate""]",True,0,5.054327011108398,1,False,5.054327011108398,0.9936588072330472,0.006361383530748088,5.054327011108398,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0011,001101,452,0,335,a3089caf930495f9da6d334e2b7601edb198ff15c9259a5aeefde2a128da224e,4bdd373cd23f00b4357b2cc2f32ea01ca8c559087d282ed2c9bfca3fd39a79d8,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CD,group,True,"[""others""]","[""Sexism""]",False,8,12.710712432861328,1,False,-23.07715606689453,9.499847843192068e-11,23.07716024096237,null,"{""LGBTQ"":-17.184015276554113,""Racism"":-12.395067038697727,""Region"":-28.828819965309027,""Sexism"":13.67542338711364,""others"":-22.7097273340193}",1,2,False,"{""answer_mean"":[""Sexism""],""answer_sum"":[""Sexism""],""mean_with_eos"":[""Sexism""],""total_with_eos"":[""Sexism""]}",0000,010100,529,0,339,1b1ea7a453c833192287b45d4561e4accc74dca50904006fe29747a97a4fac96,e6039d7a7ecd47873a92b3ccfe50456ac9c76394efffe2b990f3416b83d69994,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLDnew,hate,True,hate,"[""hate""]",True,0,1.062673568725586,1,False,1.062673568725586,0.743201136158759,0.29678856274476534,1.062673568725586,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0011,001101,694,242,335,66569079bdbbb28b71c17a93252ffa36d853a0aed0440b8aa5698398ea038f80,b4d965a8e839eb4fa8b765264979321e2ae3cc9a75dd5efa6fc655710622f9c6,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLDnew,group,True,"[""others""]","[""others""]",True,16,4.947418212890625,1,False,4.947418212890625,0.9901401147133769,0.00990881585441683,null,"{""LGBTQ"":-15.100514026834759,""Racism"":-5.865676022177213,""Region"":-21.542109886859983,""Sexism"":-4.610749924491517,""others"":5.874888543719548}",1,0,False,"{""answer_mean"":[""others""],""answer_sum"":[""others""],""mean_with_eos"":[""others""],""total_with_eos"":[""others""]}",0000,010100,771,242,339,a5315ea6a48f5cfab71a9ed20cc506d0c271365cd24dd4f7a28ab23aaa5964d0,bb4c5c964553b027efc2fcb3762eb9962ee58c3821d1872b0d1057d9321b90c0,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLnewNoCat,hate,True,hate,"[""non-hate""]",False,1,1.3367156982421875,1,False,-1.3367156982421875,0.20805067963044943,1.5699735768896954,-1.3367156982421875,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0011,001101,323,206,0,ebcc9831e4bc45eb0c10ff846e99de238c3dd809ae6818dcfa440ae58c498c5c,af7d2f645e2dac13f1c75f9208b111300b9db9219d1296c0a18e92c3f107b77f,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLnewNoCat,group,True,"[""others""]",[],False,0,7.239635467529297,1,False,-11.72071647644043,8.117797324087928e-06,11.721451706096243,null,"{""LGBTQ"":-14.083602931572885,""Racism"":-13.021103249948679,""Region"":-21.805622180850673,""Sexism"":-7.2260822224760535,""others"":-11.111421946150145}",0,1,True,"{""answer_mean"":[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""],""answer_sum"":[],""mean_with_eos"":[""Racism"",""Region"",""LGBTQ"",""Sexism"",""others""],""total_with_eos"":[]}",0000,010100,396,206,0,cb7f23def06c19154104075e65709f627dc66e7952b5c174f3b6ef283679d6e3,8df0142105d93905424874b30be360266ab82ac970483e07f85207e75fedcc48,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLDnewNoCat,hate,True,hate,"[""hate""]",True,0,1.5036468505859375,1,False,1.5036468505859375,0.8181177612139137,0.20074899037677912,1.5036468505859375,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0011,001101,658,206,335,32cbd4bcd323b836d8f830977f7bba4d003223b64870458559939a3f09f92d5f,c583064c25591b0905263036c6f370ba07e8bd0ed74fc75b3a1b9db98ebc0d57,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,58,CLDnewNoCat,group,True,"[""others""]","[""Racism"",""Sexism""]",False,9,8.48818588256836,1,False,-17.712730407714844,2.0293936754256538e-08,17.712943677569367,null,"{""LGBTQ"":-15.966191717207952,""Racism"":11.847336265671181,""Region"":-20.09625024152361,""Sexism"":8.470810950601727,""others"":-15.134701277173587}",2,3,False,"{""answer_mean"":[""Racism"",""Sexism""],""answer_sum"":[""Racism"",""Sexism""],""mean_with_eos"":[""Racism"",""Sexism""],""total_with_eos"":[""Racism"",""Sexism""]}",0000,010100,735,206,339,a8d4d52f76c91afb84161a544d242706c58b1a6cfd4cbb7be06c0a0a183b3439,689e68ef70eb681e684c384eec012a2b96bdb05e90bdf6f897b7b6de4d8baaa8,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,60,C0,hate,True,hate,"[""non-hate""]",False,1,3.857341766357422,1,False,-3.857341766357422,0.020687082158873653,3.878245823807206,-3.857341766357422,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,152,0,0,0a7f237bc4fa17343d349fb4795d3aa452bcfa2e82584d75e407a7f5f456b16b,1ee637fce864c3cb212969728fd3a39dc4bf1a2e1e5ca6656cc3740dfa31c26a,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,60,C0,group,True,"[""Region"",""Sexism""]","[""Racism""]",False,1,1.2215957641601562,1,False,-22.199241638183594,1.7466293335188113e-10,22.468163094443653,null,"{""LGBTQ"":-20.642996302081535,""Racism"":1.1758657118518276,""Region"":-4.544059126610582,""Sexism"":-1.2352932341462877,""others"":-12.559725399196196}",1,3,False,"{""answer_mean"":[""Racism""],""answer_sum"":[""Racism""],""mean_with_eos"":[""Racism""],""total_with_eos"":[""Racism""]}",0000,000000,225,0,0,82044700e3815d8a39e98a9d42bdceefde2169bd1257b050de3801578609e575,f4906c2453093ab06327fa9449d4d3fbf9d0c195e8f21de5e229d6d8bc9a720f,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,60,CLnew,hate,True,hate,"[""non-hate""]",False,1,3.568359375,1,False,-3.568359375,0.02742854270428388,3.5961711032498673,-3.568359375,null,null,null,False,"{""answer_mean"":[""non-hate""],""answer_sum"":[""non-hate""],""mean_with_eos"":[""non-hate""],""total_with_eos"":[""non-hate""]}",0010,001000,408,256,0,dc4172ff889379d8329bfe7186ec26d8f0ab14408022f2532aa3621045fe363a,9faf3ce1f89d8a8a37be7c41b80d3bbc638b2fb76c7a82b2e4dc5830b88735c2,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,60,CLnew,group,True,"[""Region"",""Sexism""]",[],False,0,1.420318603515625,1,False,-27.631488800048828,8.02422839899739e-13,27.851140694186835,null,"{""LGBTQ"":-22.333539635320083,""Racism"":-18.184025404177724,""Region"":-27.69654165503031,""Sexism"":-1.4039105694441272,""others"":-5.736391417662221}",0,2,True,"{""answer_mean"":[""Sexism"",""others""],""answer_sum"":[],""mean_with_eos"":[""Sexism"",""others""],""total_with_eos"":[]}",0000,000000,481,256,0,298117582b86bbfcaebcaa0891f959b0a671f121c2afc22261b1337fcbe8efec,198a01340b66f03b717378d7df317a26d5d16981a4979c48cbe1f8544dd04fc4,null,field_belongs_to_other_task,complete
general-model-nolabel-paired-cases/v1,60,CD,hate,True,hate,"[""hate""]",True,0,3.0752220153808594,1,False,3.0752220153808594,0.9558590277840898,0.0451448372809943,3.0752220153808594,null,null,null,False,"{""answer_mean"":[""hate""],""answer_sum"":[""hate""],""mean_with_eos"":[""hate""],""total_with_eos"":[""hate""]}",0010,001000,631,0,479,39646ccff5396fbdca90d15afbfbcd8749e9dcecf42ca7d0ca736016ad1ec923,df49a1dad464456682dc05a085e600c2c389c0f8336c64b84ac37d22d392cb86,null,field_belongs_to_other_task,complete
