schema_version,query_id,task,lex_hit,E_remove_with_D,E_remove_with_D_hate_logodds,E_remove_without_D,E_remove_without_D_hate_logodds,E_S_given_D,E_S_given_D_hate_logodds,I_S_D,I_S_D_hate_logodds
general-model-nolabel-paired-cases/v1,194,hate,False,0.32956695556640625,0.32956695556640625,-1.600332260131836,-1.600332260131836,-2.1179122924804688,-2.1179122924804688,2.9003334045410156,2.9003334045410156
general-model-nolabel-paired-cases/v1,194,group,False,-6.502643585205078,,0.3120613098144531,,-1.1761436462402344,,24.895530700683594,
general-model-nolabel-paired-cases/v1,204,hate,True,1.5346050262451172,1.5346050262451172,-1.6312332153320312,-1.6312332153320312,-0.4922008514404297,-0.4922008514404297,3.1222400665283203,3.1222400665283203
general-model-nolabel-paired-cases/v1,204,group,True,-10.392860412597656,,2.5920257568359375,,-15.6002197265625,,-23.12549591064453,
general-model-nolabel-paired-cases/v1,206,hate,False,-0.5821075439453125,-0.5821075439453125,1.305318832397461,1.305318832397461,-1.7834606170654297,-1.7834606170654297,-1.1881351470947266,-1.1881351470947266
general-model-nolabel-paired-cases/v1,206,group,False,5.879611968994141,,-2.1377506256103516,,6.865699768066406,,7.810871124267578,
general-model-nolabel-paired-cases/v1,232,hate,True,0.15113258361816406,0.15113258361816406,3.435039520263672,3.435039520263672,-0.8209495544433594,-0.8209495544433594,1.4855880737304688,1.4855880737304688
general-model-nolabel-paired-cases/v1,232,group,True,0.318206787109375,,-3.4833755493164062,,-2.002788543701172,,0.06565284729003906,
general-model-nolabel-paired-cases/v1,236,hate,False,1.17083740234375,1.17083740234375,-0.8924102783203125,-0.8924102783203125,-2.4330596923828125,-2.4330596923828125,1.681427001953125,1.681427001953125
general-model-nolabel-paired-cases/v1,236,group,False,-5.789356231689453,,6.832794189453125,,-1.2863578796386719,,-9.007911682128906,
general-model-nolabel-paired-cases/v1,240,hate,True,1.5542316436767578,1.5542316436767578,0.12615203857421875,0.12615203857421875,-2.734395980834961,-2.734395980834961,-3.624418258666992,-3.624418258666992
general-model-nolabel-paired-cases/v1,240,group,True,-7.546062469482422,,-17.763671875,,-2.8076324462890625,,9.408790588378906,
general-model-nolabel-paired-cases/v1,266,hate,True,1.6014137268066406,1.6014137268066406,-0.44915008544921875,-0.44915008544921875,-3.1388587951660156,-3.1388587951660156,-5.06878662109375,-5.06878662109375
general-model-nolabel-paired-cases/v1,266,group,True,-45.584354400634766,,-21.60003089904785,,-24.125762939453125,,-9.822891235351562,
general-model-nolabel-paired-cases/v1,356,hate,False,-0.4062156677246094,0.4062156677246094,-0.19365692138671875,0.19365692138671875,3.0916175842285156,-3.0916175842285156,-2.414012908935547,2.414012908935547
general-model-nolabel-paired-cases/v1,356,group,False,2.1702632904052734,,-1.974832534790039,,0.1470470428466797,,-0.8849163055419922,
general-model-nolabel-paired-cases/v1,376,hate,False,-0.14641189575195312,-0.14641189575195312,2.6128387451171875,2.6128387451171875,-3.4711456298828125,-3.4711456298828125,-0.8472003936767578,-0.8472003936767578
general-model-nolabel-paired-cases/v1,376,group,False,-7.821598052978516,,-11.468242645263672,,7.880306243896484,,4.397026062011719,
general-model-nolabel-paired-cases/v1,416,hate,False,0.8012676239013672,0.8012676239013672,-0.6067695617675781,-0.6067695617675781,0.7571315765380859,0.7571315765380859,7.822383880615234,7.822383880615234
general-model-nolabel-paired-cases/v1,416,group,False,-1.0551681518554688,,-11.665424346923828,,-3.112661361694336,,12.433389663696289,
general-model-nolabel-paired-cases/v1,420,hate,True,1.1756515502929688,1.1756515502929688,-0.9567489624023438,-0.9567489624023438,-2.1821365356445312,-2.1821365356445312,-7.2756805419921875,-7.2756805419921875
general-model-nolabel-paired-cases/v1,420,group,True,-2.786397933959961,,-5.893711090087891,,0.14519882202148438,,-3.101634979248047,
general-model-nolabel-paired-cases/v1,431,hate,False,0.4179878234863281,-0.4179878234863281,0.7920169830322266,-0.7920169830322266,-0.7655029296875,0.7655029296875,-5.807531356811523,5.807531356811523
general-model-nolabel-paired-cases/v1,431,group,False,2.432628631591797,,3.4268264770507812,,3.9605026245117188,,1.0649833679199219,
general-model-nolabel-paired-cases/v1,437,hate,False,-0.13137245178222656,0.13137245178222656,0.5418319702148438,-0.5418319702148438,0.25251197814941406,-0.25251197814941406,-6.25547981262207,6.25547981262207
general-model-nolabel-paired-cases/v1,437,group,False,0.5965728759765625,,4.650798797607422,,4.56825065612793,,6.85627555847168,
general-model-nolabel-paired-cases/v1,441,hate,True,1.8482666015625,1.8482666015625,0.33107948303222656,0.33107948303222656,5.582950592041016,5.582950592041016,-6.18541145324707,-6.18541145324707
general-model-nolabel-paired-cases/v1,441,group,True,-5.285533905029297,,-1.5753021240234375,,1.948150634765625,,3.3494510650634766,
general-model-nolabel-paired-cases/v1,445,hate,True,-0.9427871704101562,-0.9427871704101562,0.0072727203369140625,0.0072727203369140625,-2.2188949584960938,-2.2188949584960938,-5.408199310302734,-5.408199310302734
general-model-nolabel-paired-cases/v1,445,group,True,-0.37638282775878906,,-2.925823211669922,,11.334125518798828,,-2.2712936401367188,
general-model-nolabel-paired-cases/v1,447,hate,False,1.1094551086425781,-1.1094551086425781,-0.120697021484375,0.120697021484375,10.32791519165039,-10.32791519165039,6.078712463378906,-6.078712463378906
general-model-nolabel-paired-cases/v1,447,group,False,-1.1264305114746094,,10.790363311767578,,18.818607330322266,,-4.954475402832031,
general-model-nolabel-paired-cases/v1,451,hate,False,1.0611457824707031,1.0611457824707031,0.3758201599121094,0.3758201599121094,0.07802391052246094,0.07802391052246094,8.759763717651367,8.759763717651367
general-model-nolabel-paired-cases/v1,451,group,False,5.696887969970703,,2.430835723876953,,2.4712257385253906,,21.91738510131836,
general-model-nolabel-paired-cases/v1,462,hate,False,0.5580024719238281,-0.5580024719238281,2.633739471435547,-2.633739471435547,-1.2937889099121094,1.2937889099121094,-8.97868537902832,8.97868537902832
general-model-nolabel-paired-cases/v1,462,group,False,0.8107109069824219,,-8.799806594848633,,3.9411582946777344,,-6.923130035400391,
general-model-nolabel-paired-cases/v1,485,hate,True,0.5714759826660156,0.5714759826660156,-0.06396102905273438,-0.06396102905273438,-1.9733753204345703,-1.9733753204345703,-2.8799991607666016,-2.8799991607666016
general-model-nolabel-paired-cases/v1,485,group,True,-7.804889678955078,,-9.999311447143555,,-7.361289978027344,,-4.154550552368164,
general-model-nolabel-paired-cases/v1,491,hate,True,2.2701416015625,2.2701416015625,1.3308372497558594,1.3308372497558594,-2.9485340118408203,-2.9485340118408203,-5.187295913696289,-5.187295913696289
general-model-nolabel-paired-cases/v1,491,group,True,-22.932567596435547,,-9.159631729125977,,8.716087341308594,,-0.6270389556884766,
general-model-nolabel-paired-cases/v1,493,hate,False,0.79730224609375,0.79730224609375,-2.1747894287109375,-2.1747894287109375,-1.1466445922851562,-1.1466445922851562,5.6888275146484375,5.6888275146484375
general-model-nolabel-paired-cases/v1,493,group,False,-1.6121711730957031,,0.9359264373779297,,-10.189075469970703,,3.9645938873291016,
general-model-nolabel-paired-cases/v1,516,hate,True,0.062061309814453125,0.062061309814453125,-0.9811439514160156,-0.9811439514160156,-1.4584999084472656,-1.4584999084472656,-1.7419052124023438,-1.7419052124023438
general-model-nolabel-paired-cases/v1,516,group,True,20.46271514892578,,6.933012008666992,,-2.090717315673828,,0.8118991851806641,
general-model-nolabel-paired-cases/v1,520,hate,False,1.5554676055908203,1.5554676055908203,1.1945457458496094,1.1945457458496094,-1.2336483001708984,-1.2336483001708984,-0.147705078125,-0.147705078125
general-model-nolabel-paired-cases/v1,520,group,False,0.18838882446289062,,-0.5925197601318359,,-1.7698783874511719,,-0.3674640655517578,
general-model-nolabel-paired-cases/v1,521,hate,False,-0.190643310546875,0.190643310546875,-0.2299823760986328,0.2299823760986328,11.682605743408203,-11.682605743408203,6.483304977416992,-6.483304977416992
general-model-nolabel-paired-cases/v1,521,group,False,-0.6602859497070312,,0.8535442352294922,,22.8397159576416,,15.91262435913086,
general-model-nolabel-paired-cases/v1,531,hate,True,0.4040031433105469,0.4040031433105469,-2.4057464599609375,-2.4057464599609375,-1.4603652954101562,-1.4603652954101562,4.677127838134766,4.677127838134766
general-model-nolabel-paired-cases/v1,531,group,True,2.2280616760253906,,1.2425384521484375,,9.067228317260742,,11.851205825805664,
general-model-nolabel-paired-cases/v1,541,hate,True,1.1874809265136719,-1.1874809265136719,1.4938697814941406,-1.4938697814941406,-0.032405853271484375,0.032405853271484375,-1.141998291015625,1.141998291015625
general-model-nolabel-paired-cases/v1,541,group,True,-1.460012435913086,,9.270086288452148,,-1.0167865753173828,,-11.446741104125977,
general-model-nolabel-paired-cases/v1,543,hate,False,-0.9734611511230469,0.9734611511230469,-0.8212242126464844,0.8212242126464844,1.1359519958496094,-1.1359519958496094,-7.3297119140625,7.3297119140625
general-model-nolabel-paired-cases/v1,543,group,False,0.12236213684082031,,-3.748689651489258,,3.8642940521240234,,-10.096315383911133,
general-model-nolabel-paired-cases/v1,554,hate,False,-0.346435546875,0.346435546875,-1.8272171020507812,1.8272171020507812,0.3177452087402344,-0.3177452087402344,-1.5492973327636719,1.5492973327636719
general-model-nolabel-paired-cases/v1,554,group,False,1.1096420288085938,,-2.7907371520996094,,2.4547157287597656,,0.49346923828125,
general-model-nolabel-paired-cases/v1,557,hate,True,-0.38470458984375,-0.38470458984375,-0.2081298828125,-0.2081298828125,-2.3510608673095703,-2.3510608673095703,1.3108577728271484,1.3108577728271484
general-model-nolabel-paired-cases/v1,557,group,True,-5.829181671142578,,0.8834571838378906,,-6.074699401855469,,-4.091087341308594,
general-model-nolabel-paired-cases/v1,567,hate,True,-0.23690414428710938,-0.23690414428710938,0.6340122222900391,0.6340122222900391,-0.7639064788818359,-0.7639064788818359,-6.171365737915039,-6.171365737915039
general-model-nolabel-paired-cases/v1,567,group,True,-0.8272056579589844,,-0.9346427917480469,,-2.570096969604492,,-5.871210098266602,
general-model-nolabel-paired-cases/v1,568,hate,True,2.5721092224121094,2.5721092224121094,-0.7878875732421875,-0.7878875732421875,-4.420892715454102,-4.420892715454102,-8.025739669799805,-8.025739669799805
general-model-nolabel-paired-cases/v1,568,group,True,3.279542922973633,,1.6688575744628906,,-2.161367416381836,,-25.286245346069336,
general-model-nolabel-paired-cases/v1,592,hate,False,-0.73834228515625,0.73834228515625,1.5040206909179688,-1.5040206909179688,4.113803863525391,-4.113803863525391,-4.0754852294921875,4.0754852294921875
general-model-nolabel-paired-cases/v1,592,group,False,2.2865123748779297,,4.1770782470703125,,-0.16397476196289062,,-9.515182495117188,
general-model-nolabel-paired-cases/v1,612,hate,True,0.45522308349609375,0.45522308349609375,1.9437255859375,1.9437255859375,-3.9075889587402344,-3.9075889587402344,-5.178901672363281,-5.178901672363281
general-model-nolabel-paired-cases/v1,612,group,True,19.123638153076172,,-2.162384033203125,,32.93123245239258,,49.07901382446289,
general-model-nolabel-paired-cases/v1,623,hate,True,1.2305183410644531,1.2305183410644531,-0.8024711608886719,-0.8024711608886719,-1.7165718078613281,-1.7165718078613281,-0.16805267333984375,-0.16805267333984375
general-model-nolabel-paired-cases/v1,623,group,True,5.519645690917969,,-2.005970001220703,,1.224151611328125,,0.5862064361572266,
general-model-nolabel-paired-cases/v1,632,hate,False,0.2984161376953125,0.2984161376953125,-4.032867431640625,-4.032867431640625,-7.474235534667969,-7.474235534667969,-3.4764633178710938,-3.4764633178710938
general-model-nolabel-paired-cases/v1,632,group,False,-3.170734405517578,,-1.7149734497070312,,-6.919292449951172,,-6.144344329833984,
general-model-nolabel-paired-cases/v1,634,hate,True,2.5603561401367188,2.5603561401367188,0.19463729858398438,0.19463729858398438,-0.0434722900390625,-0.0434722900390625,-9.947242736816406,-9.947242736816406
general-model-nolabel-paired-cases/v1,634,group,True,-1.4188804626464844,,-4.1655120849609375,,10.52492904663086,,-22.53305435180664,
general-model-nolabel-paired-cases/v1,639,hate,False,-1.6337356567382812,-1.6337356567382812,-0.7946624755859375,-0.7946624755859375,-3.9072742462158203,-3.9072742462158203,1.0325565338134766,1.0325565338134766
general-model-nolabel-paired-cases/v1,639,group,False,4.087917327880859,,-1.6319808959960938,,9.927665710449219,,5.273654937744141,
general-model-nolabel-paired-cases/v1,640,hate,True,1.4806499481201172,1.4806499481201172,1.1364860534667969,1.1364860534667969,-3.7259654998779297,-3.7259654998779297,-6.630102157592773,-6.630102157592773
general-model-nolabel-paired-cases/v1,640,group,True,1.5963020324707031,,-4.487773895263672,,-4.2551116943359375,,-6.291454315185547,
general-model-nolabel-paired-cases/v1,647,hate,False,2.0974578857421875,2.0974578857421875,-1.109344482421875,-1.109344482421875,-4.111732482910156,-4.111732482910156,-2.6890487670898438,-2.6890487670898438
general-model-nolabel-paired-cases/v1,647,group,False,-8.61185073852539,,-3.6942176818847656,,3.401355743408203,,11.092788696289062,
general-model-nolabel-paired-cases/v1,661,hate,False,0.7645759582519531,-0.7645759582519531,1.2408523559570312,-1.2408523559570312,5.276618957519531,-5.276618957519531,1.9322128295898438,-1.9322128295898438
general-model-nolabel-paired-cases/v1,661,group,False,1.4271926879882812,,2.7543716430664062,,1.4354286193847656,,-2.6396751403808594,
general-model-nolabel-paired-cases/v1,682,hate,True,1.5874156951904297,1.5874156951904297,-0.14189529418945312,-0.14189529418945312,-3.3736133575439453,-3.3736133575439453,4.085275650024414,4.085275650024414
general-model-nolabel-paired-cases/v1,682,group,True,-4.125802993774414,,-1.8440608978271484,,3.419574737548828,,4.1139068603515625,
general-model-nolabel-paired-cases/v1,695,hate,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
general-model-nolabel-paired-cases/v1,695,group,False,0.0,,0.0,,0.0,,0.0,
general-model-nolabel-paired-cases/v1,714,hate,False,0.6580810546875,-0.6580810546875,0.5253181457519531,-0.5253181457519531,3.3124313354492188,-3.3124313354492188,-2.7595787048339844,2.7595787048339844
general-model-nolabel-paired-cases/v1,714,group,False,4.417461395263672,,7.098453521728516,,3.177276611328125,,-7.992774963378906,
general-model-nolabel-paired-cases/v1,737,hate,False,-1.1954765319824219,1.1954765319824219,1.86749267578125,-1.86749267578125,0.33624267578125,-0.33624267578125,-4.526668548583984,4.526668548583984
general-model-nolabel-paired-cases/v1,737,group,False,0.5120563507080078,,-1.571685791015625,,4.33336067199707,,-0.6484699249267578,
general-model-nolabel-paired-cases/v1,758,hate,False,0.24336624145507812,0.24336624145507812,-3.055267333984375,-3.055267333984375,-2.343669891357422,-2.343669891357422,4.948614120483398,4.948614120483398
general-model-nolabel-paired-cases/v1,758,group,False,-0.2632427215576172,,-9.192626953125,,-1.035928726196289,,14.84354019165039,
general-model-nolabel-paired-cases/v1,759,hate,False,1.8334770202636719,-1.8334770202636719,-0.7606964111328125,0.7606964111328125,2.1915817260742188,-2.1915817260742188,0.6323089599609375,-0.6323089599609375
general-model-nolabel-paired-cases/v1,759,group,False,2.961610794067383,,1.2933216094970703,,1.470193862915039,,-1.9628639221191406,
general-model-nolabel-paired-cases/v1,763,hate,False,0.194061279296875,-0.194061279296875,-0.9667491912841797,0.9667491912841797,1.0497360229492188,-1.0497360229492188,-2.371826171875,2.371826171875
general-model-nolabel-paired-cases/v1,763,group,False,2.0466041564941406,,0.5207061767578125,,2.745758056640625,,-1.7088050842285156,
general-model-nolabel-paired-cases/v1,769,hate,False,-0.9237556457519531,0.9237556457519531,0.5257244110107422,-0.5257244110107422,5.628597259521484,-5.628597259521484,3.4580821990966797,-3.4580821990966797
general-model-nolabel-paired-cases/v1,769,group,False,4.247779846191406,,4.030858993530273,,1.8707923889160156,,0.3531608581542969,
general-model-nolabel-paired-cases/v1,773,hate,True,0.7578239440917969,0.7578239440917969,-1.8149681091308594,-1.8149681091308594,-1.8575592041015625,-1.8575592041015625,-1.496612548828125,-1.496612548828125
general-model-nolabel-paired-cases/v1,773,group,True,6.582386016845703,,8.00186538696289,,11.45650863647461,,-5.420536041259766,
general-model-nolabel-paired-cases/v1,795,hate,True,0.2814140319824219,0.2814140319824219,-0.5246982574462891,-0.5246982574462891,-0.7036609649658203,-0.7036609649658203,-4.631002426147461,-4.631002426147461
general-model-nolabel-paired-cases/v1,795,group,True,-0.19559478759765625,,-14.15985107421875,,31.651893615722656,,12.483957290649414,
general-model-nolabel-paired-cases/v1,799,hate,False,-1.9576835632324219,1.9576835632324219,0.9983901977539062,-0.9983901977539062,2.5516929626464844,-2.5516929626464844,-2.126811981201172,2.126811981201172
general-model-nolabel-paired-cases/v1,799,group,False,8.488250732421875,,1.449869155883789,,11.746013641357422,,13.217475891113281,
general-model-nolabel-paired-cases/v1,803,hate,False,1.6034603118896484,1.6034603118896484,-0.8218612670898438,-0.8218612670898438,-3.65460205078125,-3.65460205078125,-1.05230712890625,-1.05230712890625
general-model-nolabel-paired-cases/v1,803,group,False,-9.098323822021484,,15.672893524169922,,-3.4186058044433594,,-7.193622589111328,
general-model-nolabel-paired-cases/v1,805,hate,False,-1.6375350952148438,1.6375350952148438,-1.1095962524414062,1.1095962524414062,1.392578125,-1.392578125,-0.8232955932617188,0.8232955932617188
general-model-nolabel-paired-cases/v1,805,group,False,3.1376800537109375,,-0.22399330139160156,,19.615236282348633,,20.35247230529785,
general-model-nolabel-paired-cases/v1,818,hate,False,-0.4773120880126953,-0.4773120880126953,0.6916732788085938,0.6916732788085938,-3.9724693298339844,-3.9724693298339844,-4.026432037353516,-4.026432037353516
general-model-nolabel-paired-cases/v1,818,group,False,0.5563087463378906,,-1.5632209777832031,,-1.9475746154785156,,-4.959983825683594,
general-model-nolabel-paired-cases/v1,839,hate,False,0.4521446228027344,-0.4521446228027344,0.8878440856933594,-0.8878440856933594,3.5640335083007812,-3.5640335083007812,-6.102836608886719,6.102836608886719
general-model-nolabel-paired-cases/v1,839,group,False,3.1352882385253906,,3.424428939819336,,-2.4772491455078125,,-2.068967819213867,
general-model-nolabel-paired-cases/v1,841,hate,False,2.034891128540039,2.034891128540039,1.2527999877929688,1.2527999877929688,-0.9244976043701172,-0.9244976043701172,6.309835433959961,6.309835433959961
general-model-nolabel-paired-cases/v1,841,group,False,-4.420827865600586,,-5.630027770996094,,7.776069641113281,,21.7572021484375,
general-model-nolabel-paired-cases/v1,844,hate,False,-0.4270763397216797,-0.4270763397216797,-0.1780853271484375,-0.1780853271484375,-2.674488067626953,-2.674488067626953,-2.1015243530273438,-2.1015243530273438
general-model-nolabel-paired-cases/v1,844,group,False,0.003711700439453125,,-5.643634796142578,,-6.926044464111328,,-11.785057067871094,
general-model-nolabel-paired-cases/v1,850,hate,False,1.6394309997558594,1.6394309997558594,2.5406723022460938,2.5406723022460938,-3.851055145263672,-3.851055145263672,-0.0556488037109375,-0.0556488037109375
general-model-nolabel-paired-cases/v1,850,group,False,-3.3654747009277344,,-1.4117870330810547,,-7.245292663574219,,-5.251333236694336,
general-model-nolabel-paired-cases/v1,855,hate,True,0.47032928466796875,0.47032928466796875,-0.1035308837890625,-0.1035308837890625,-0.29277801513671875,-0.29277801513671875,-5.229270935058594,-5.229270935058594
general-model-nolabel-paired-cases/v1,855,group,True,1.9733772277832031,,3.181081771850586,,-17.393478393554688,,-5.937995910644531,
general-model-nolabel-paired-cases/v1,870,hate,False,-0.48369598388671875,0.48369598388671875,-0.16989898681640625,0.16989898681640625,3.6123695373535156,-3.6123695373535156,-3.891427993774414,3.891427993774414
general-model-nolabel-paired-cases/v1,870,group,False,3.5665664672851562,,-1.3933982849121094,,6.403663635253906,,-8.31490707397461,
general-model-nolabel-paired-cases/v1,879,hate,False,-0.9972114562988281,-0.9972114562988281,0.5194664001464844,0.5194664001464844,-5.3596038818359375,-5.3596038818359375,0.4905509948730469,0.4905509948730469
general-model-nolabel-paired-cases/v1,879,group,False,-0.6404953002929688,,-2.1078224182128906,,-5.663837432861328,,13.768795013427734,
general-model-nolabel-paired-cases/v1,884,hate,False,-0.4792366027832031,-0.4792366027832031,-0.10292816162109375,-0.10292816162109375,0.07794189453125,0.07794189453125,5.940265655517578,5.940265655517578
general-model-nolabel-paired-cases/v1,884,group,False,-3.3419113159179688,,0.20442962646484375,,-7.734905242919922,,10.319206237792969,
general-model-nolabel-paired-cases/v1,887,hate,True,-0.0665740966796875,-0.0665740966796875,1.7708930969238281,1.7708930969238281,-2.0504226684570312,-2.0504226684570312,-1.8185234069824219,-1.8185234069824219
general-model-nolabel-paired-cases/v1,887,group,True,3.671966552734375,,17.0211181640625,,11.002849578857422,,12.232643127441406,
general-model-nolabel-paired-cases/v1,897,hate,False,0.36301422119140625,0.36301422119140625,1.7892379760742188,1.7892379760742188,-0.6506843566894531,-0.6506843566894531,2.0029296875,2.0029296875
general-model-nolabel-paired-cases/v1,897,group,False,-6.74127197265625,,-5.3000335693359375,,3.978282928466797,,2.2536392211914062,
general-model-nolabel-paired-cases/v1,902,hate,True,0.7519054412841797,0.7519054412841797,-1.0027828216552734,-1.0027828216552734,0.17894363403320312,0.17894363403320312,-9.883922576904297,-9.883922576904297
general-model-nolabel-paired-cases/v1,902,group,True,-0.8992843627929688,,-21.027477264404297,,-0.3526573181152344,,-18.27703094482422,
general-model-nolabel-paired-cases/v1,938,hate,False,-1.6087837219238281,1.6087837219238281,-3.4102745056152344,3.4102745056152344,1.4291019439697266,-1.4291019439697266,-0.1535205841064453,0.1535205841064453
general-model-nolabel-paired-cases/v1,938,group,False,0.7225914001464844,,3.21923828125,,2.3549575805664062,,-4.263866424560547,
general-model-nolabel-paired-cases/v1,947,hate,True,0.9504623413085938,0.9504623413085938,-0.09575271606445312,-0.09575271606445312,1.4418525695800781,1.4418525695800781,-5.540264129638672,-5.540264129638672
general-model-nolabel-paired-cases/v1,947,group,True,-2.0822372436523438,,0.7278995513916016,,7.198207855224609,,-23.356966018676758,
general-model-nolabel-paired-cases/v1,967,hate,True,2.140727996826172,2.140727996826172,0.11766242980957031,0.11766242980957031,-0.9421977996826172,-0.9421977996826172,-2.3422908782958984,-2.3422908782958984
general-model-nolabel-paired-cases/v1,967,group,True,-7.096494674682617,,-13.294658660888672,,-7.783771514892578,,4.245128631591797,
general-model-nolabel-paired-cases/v1,1019,hate,False,-0.16516876220703125,0.16516876220703125,1.1452102661132812,-1.1452102661132812,10.50152587890625,-10.50152587890625,4.768806457519531,-4.768806457519531
general-model-nolabel-paired-cases/v1,1019,group,False,-1.3752250671386719,,-0.7133026123046875,,13.861839294433594,,0.8198070526123047,
general-model-nolabel-paired-cases/v1,1036,hate,False,-1.6559371948242188,1.6559371948242188,-1.150613784790039,1.150613784790039,-1.5685272216796875,1.5685272216796875,-4.504844665527344,4.504844665527344
general-model-nolabel-paired-cases/v1,1036,group,False,4.695503234863281,,1.8754749298095703,,8.677888870239258,,-6.0806732177734375,
general-model-nolabel-paired-cases/v1,1068,hate,False,1.7053909301757812,-1.7053909301757812,1.3309783935546875,-1.3309783935546875,1.9404144287109375,-1.9404144287109375,-3.8882598876953125,3.8882598876953125
general-model-nolabel-paired-cases/v1,1068,group,False,1.9164295196533203,,13.551595687866211,,1.503030776977539,,-20.913742065429688,
general-model-nolabel-paired-cases/v1,1070,hate,False,0.6056137084960938,0.6056137084960938,1.2115364074707031,1.2115364074707031,-4.515174865722656,-4.515174865722656,-4.250938415527344,-4.250938415527344
general-model-nolabel-paired-cases/v1,1070,group,False,-0.8974113464355469,,0.01100921630859375,,-2.7684898376464844,,3.6476707458496094,
general-model-nolabel-paired-cases/v1,1075,hate,False,-0.2548255920410156,0.2548255920410156,-1.5209197998046875,1.5209197998046875,6.8934783935546875,-6.8934783935546875,2.0100135803222656,-2.0100135803222656
general-model-nolabel-paired-cases/v1,1075,group,False,2.623981475830078,,2.915254592895508,,6.573291778564453,,-4.583406448364258,
