schema_version,stratum,n,contrast,before,after,task,transition,feature,stratum_n,transition_n,mean,median,q25,q75,positive_fraction,negative_fraction,zero_fraction,missing_reason
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,union_count,643,27,5.703703703703703,6.0,4.0,7.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,prompt_tokens_before,643,27,851.8888888888889,856.0,661.0,916.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,prompt_tokens_after,643,27,814.7777777777778,818.0,645.0,879.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,prompt_tokens_before_minus_after,643,27,37.111111111111114,37.0,27.0,46.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,dictionary_tokens_before,643,27,258.4074074074074,275.0,186.5,334.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,dictionary_tokens_after,643,27,221.2962962962963,234.0,159.0,282.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_hate_n,643,27,6.2592592592592595,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_Racism_n,643,27,1.962962962962963,2.0,1.0,2.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_Region_n,643,27,1.5555555555555556,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_LGBTQ_n,643,27,1.2962962962962963,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_Sexism_n,643,27,2.8518518518518516,3.0,2.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,27,remove_with_D,CLDnew,CLDnewNoCat,hate,10,demo_others_n,643,27,1.4814814814814814,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,lq_count,643,374,0.32887700534759357,0.0,0.0,1.0,0.2727272727272727,0.0,0.7272727272727273,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,ld_only_count,643,374,4.737967914438503,4.0,3.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,union_count,643,374,5.066844919786096,5.0,3.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,prompt_tokens_before,643,374,800.1737967914438,764.0,621.0,913.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,prompt_tokens_after,643,374,767.6951871657755,729.5,600.0,870.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,prompt_tokens_before_minus_after,643,374,32.47860962566845,30.0,21.0,43.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,dictionary_tokens_before,643,374,222.99197860962568,202.0,149.25,285.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,dictionary_tokens_after,643,374,190.5133689839572,172.5,127.0,245.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_hate_n,643,374,6.17379679144385,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_Racism_n,643,374,1.9625668449197862,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_Region_n,643,374,1.5080213903743316,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_LGBTQ_n,643,374,1.3903743315508021,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_Sexism_n,643,374,2.9385026737967914,3.0,2.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,374,remove_with_D,CLDnew,CLDnewNoCat,hate,11,demo_others_n,643,374,1.304812834224599,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,lq_count,643,193,0.3626943005181347,0.0,0.0,1.0,0.2849740932642487,0.0,0.7150259067357513,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,ld_only_count,643,193,5.16580310880829,5.0,3.0,6.0,0.9948186528497409,0.0,0.0051813471502590676,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,union_count,643,193,5.528497409326425,5.0,4.0,7.0,0.9948186528497409,0.0,0.0051813471502590676,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,prompt_tokens_before,643,193,970.2124352331606,907.0,764.0,1104.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,prompt_tokens_after,643,193,934.1036269430052,874.0,732.0,1071.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,prompt_tokens_before_minus_after,643,193,36.10880829015544,35.0,24.0,46.0,0.9948186528497409,0.0,0.0051813471502590676,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,dictionary_tokens_before,643,193,243.57512953367876,232.0,167.0,304.0,0.9948186528497409,0.0,0.0051813471502590676,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,dictionary_tokens_after,643,193,207.4663212435233,200.0,138.0,258.0,0.9948186528497409,0.0,0.0051813471502590676,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_hate_n,643,193,6.217616580310881,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_Racism_n,643,193,2.3367875647668392,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_Region_n,643,193,1.6269430051813472,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_LGBTQ_n,643,193,1.4145077720207253,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_Sexism_n,643,193,3.1243523316062176,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,193,remove_with_D,CLDnew,CLDnewNoCat,group,00,demo_others_n,643,193,1.3989637305699483,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,lq_count,643,38,0.9736842105263158,1.0,0.0,2.0,0.5789473684210527,0.0,0.42105263157894735,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,ld_only_count,643,38,5.7631578947368425,5.5,4.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,union_count,643,38,6.7368421052631575,6.5,5.0,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,prompt_tokens_before,643,38,1006.8157894736842,908.5,808.0,1203.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,prompt_tokens_after,643,38,963.4473684210526,860.0,767.5,1137.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,prompt_tokens_before_minus_after,643,38,43.36842105263158,41.0,34.25,51.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,dictionary_tokens_before,643,38,305.89473684210526,286.5,210.75,379.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,dictionary_tokens_after,643,38,262.5263157894737,244.5,175.0,325.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_hate_n,643,38,6.315789473684211,6.0,6.0,6.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_Racism_n,643,38,2.789473684210526,2.0,1.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_Region_n,643,38,1.5526315789473684,1.0,1.0,1.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_LGBTQ_n,643,38,1.3157894736842106,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_Sexism_n,643,38,3.210526315789474,3.0,2.0,3.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,38,remove_with_D,CLDnew,CLDnewNoCat,group,01,demo_others_n,643,38,1.236842105263158,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,lq_count,643,18,0.7222222222222222,0.5,0.0,1.0,0.5,0.0,0.5,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,ld_only_count,643,18,6.111111111111111,6.0,5.0,7.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,union_count,643,18,6.833333333333333,6.0,6.0,7.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,prompt_tokens_before,643,18,1056.8333333333333,1041.0,933.5,1173.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,prompt_tokens_after,643,18,1013.4444444444445,999.0,895.0,1117.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,prompt_tokens_before_minus_after,643,18,43.388888888888886,41.0,36.25,48.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,dictionary_tokens_before,643,18,304.77777777777777,284.0,252.75,318.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,dictionary_tokens_after,643,18,261.3888888888889,243.5,216.25,276.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_hate_n,643,18,6.222222222222222,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_Racism_n,643,18,2.888888888888889,3.0,1.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_Region_n,643,18,1.2777777777777777,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_LGBTQ_n,643,18,1.2222222222222223,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_Sexism_n,643,18,3.5,3.0,2.25,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,18,remove_with_D,CLDnew,CLDnewNoCat,group,10,demo_others_n,643,18,1.4444444444444444,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,lq_count,643,394,0.4796954314720812,0.0,0.0,1.0,0.3477157360406091,0.0,0.6522842639593909,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,ld_only_count,643,394,5.0152284263959395,5.0,3.0,7.0,0.9949238578680203,0.0,0.005076142131979695,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,union_count,643,394,5.49492385786802,5.0,4.0,7.0,0.9949238578680203,0.0,0.005076142131979695,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,prompt_tokens_before,643,394,919.7335025380711,886.5,722.25,1058.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,prompt_tokens_after,643,394,884.3680203045685,853.0,704.25,1016.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,prompt_tokens_before_minus_after,643,394,35.36548223350254,33.0,23.0,46.0,0.9949238578680203,0.0,0.005076142131979695,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,dictionary_tokens_before,643,394,243.0253807106599,217.5,158.0,320.75,0.9949238578680203,0.0,0.005076142131979695,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,dictionary_tokens_after,643,394,207.65989847715736,185.5,132.25,272.75,0.9949238578680203,0.0,0.005076142131979695,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_hate_n,643,394,6.220812182741117,6.0,6.0,6.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_Racism_n,643,394,1.9340101522842639,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_Region_n,643,394,1.5609137055837563,1.0,1.0,1.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_LGBTQ_n,643,394,1.365482233502538,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_Sexism_n,643,394,2.989847715736041,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,394,remove_with_D,CLDnew,CLDnewNoCat,group,11,demo_others_n,643,394,1.2436548223350254,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,lq_count,643,327,0.6085626911314985,0.0,0.0,1.0,0.42201834862385323,0.0,0.5779816513761468,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,ld_only_count,643,327,5.422018348623853,5.0,4.0,7.0,0.9969418960244648,0.0,0.0030581039755351682,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,union_count,643,327,6.030581039755352,6.0,4.0,8.0,0.9969418960244648,0.0,0.0030581039755351682,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,prompt_tokens_before,643,327,402.348623853211,396.0,300.0,486.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,prompt_tokens_after,643,327,363.08868501529054,356.0,276.0,434.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,prompt_tokens_before_minus_after,643,327,39.25993883792049,38.0,26.0,51.0,0.9969418960244648,0.0,0.0030581039755351682,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,dictionary_tokens_before,643,327,267.7033639143731,258.0,170.5,348.0,0.9969418960244648,0.0,0.0030581039755351682,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,dictionary_tokens_after,643,327,228.4434250764526,221.0,141.0,295.0,0.9969418960244648,0.0,0.0030581039755351682,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_hate_n,643,327,6.321100917431193,6.0,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_Racism_n,643,327,2.397553516819572,2.0,1.0,3.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_Region_n,643,327,1.654434250764526,1.0,1.0,2.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_LGBTQ_n,643,327,1.400611620795107,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_Sexism_n,643,327,3.2782874617737003,3.0,2.0,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,327,remove_without_D,CLnew,CLnewNoCat,hate,00,demo_others_n,643,327,1.275229357798165,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,lq_count,643,14,1.8571428571428572,2.0,1.0,2.0,0.9285714285714286,0.0,0.07142857142857142,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,ld_only_count,643,14,7.0,6.0,5.25,8.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,union_count,643,14,8.857142857142858,7.0,7.0,10.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,prompt_tokens_before,643,14,522.1428571428571,452.0,383.75,654.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,prompt_tokens_after,643,14,464.2857142857143,406.0,340.25,561.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,prompt_tokens_before_minus_after,643,14,57.857142857142854,46.5,41.25,69.5,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,dictionary_tokens_before,643,14,385.2857142857143,307.0,254.75,506.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,dictionary_tokens_after,643,14,327.42857142857144,263.5,211.25,413.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_hate_n,643,14,6.357142857142857,6.0,6.0,7.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_Racism_n,643,14,2.357142857142857,2.0,1.0,2.75,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_Region_n,643,14,1.2857142857142858,1.0,1.0,1.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_LGBTQ_n,643,14,2.0714285714285716,1.0,1.0,3.25,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_Sexism_n,643,14,3.2857142857142856,3.0,2.25,4.0,1.0,0.0,0.0,null
general-model-nolabel-paired-cases/v1,all,14,remove_without_D,CLnew,CLnewNoCat,hate,01,demo_others_n,643,14,1.2857142857142858,1.0,1.0,1.0,1.0,0.0,0.0,null
