job_id	query_id	condition	native_m	upstream_m	restored_m	upstream_delta_m	remaining_delta_m	removed_delta_m	removed_fraction	absolute_effect_reduced	absolute_effect_increased	upstream_prediction	restored_prediction
J03-D02-restore-L28-mlp	J03	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
J03-D02-restore-joint	J03	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
J04-D01-restore-L26-attention	J04	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
J04-D01-restore-L28-mlp	J04	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
J04-D01-restore-joint	J04	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
J04-D02-restore-L26-attention	J04	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
J04-D02-restore-L28-mlp	J04	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
J04-D02-restore-joint	J04	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
G01-D01-restore-L26-attention	G01	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
G01-D01-restore-L28-mlp	G01	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
G01-D01-restore-joint	G01	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
G01-D02-restore-L26-attention	G01	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
G01-D02-restore-L28-mlp	G01	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
G01-D02-restore-joint	G01	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
G02-D01-restore-L26-attention	G02	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
G02-D01-restore-L28-mlp	G02	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
G02-D01-restore-joint	G02	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
G02-D02-restore-L26-attention	G02	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
G02-D02-restore-L28-mlp	G02	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
G02-D02-restore-joint	G02	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
G03-D01-restore-L26-attention	G03	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
G03-D01-restore-L28-mlp	G03	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
G03-D01-restore-joint	G03	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
G03-D02-restore-L26-attention	G03	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
G03-D02-restore-L28-mlp	G03	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
G03-D02-restore-joint	G03	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
G04-D01-restore-L26-attention	G04	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
G04-D01-restore-L28-mlp	G04	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
G04-D01-restore-joint	G04	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
G04-D02-restore-L26-attention	G04	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
G04-D02-restore-L28-mlp	G04	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
G04-D02-restore-joint	G04	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
B01-D01-restore-L26-attention	B01	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
B01-D01-restore-L28-mlp	B01	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
B01-D01-restore-joint	B01	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
B01-D02-restore-L26-attention	B01	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
B01-D02-restore-L28-mlp	B01	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
B01-D02-restore-joint	B01	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
B02-D01-restore-L26-attention	B02	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
B02-D01-restore-L28-mlp	B02	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
B02-D01-restore-joint	B02	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
B02-D02-restore-L26-attention	B02	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
B02-D02-restore-L28-mlp	B02	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
B02-D02-restore-joint	B02	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
B03-D01-restore-L26-attention	B03	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
B03-D01-restore-L28-mlp	B03	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
B03-D01-restore-joint	B03	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
B03-D02-restore-L26-attention	B03	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
B03-D02-restore-L28-mlp	B03	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
B03-D02-restore-joint	B03	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
B04-D01-restore-L26-attention	B04	restore-L26-attention	-3.206021785736084	1.839874267578125	0.2776167392730713	5.045896053314209	3.4836385250091553	1.5622575283050537	0.3096095345204234	True	False	无	无
B04-D01-restore-L28-mlp	B04	restore-L28-mlp	-3.206021785736084	1.839874267578125	0.5953404903411865	5.045896053314209	3.8013622760772705	1.2445337772369385	0.2466427695076106	True	False	无	无
B04-D01-restore-joint	B04	restore-joint	-3.206021785736084	1.839874267578125	-0.6792386770248413	5.045896053314209	2.5267831087112427	2.5191129446029663	0.4992399601550216	True	False	无	有
B04-D02-restore-L26-attention	B04	restore-L26-attention	3.206021785736084	-1.839874267578125	-0.2776167392730713	-5.045896053314209	-3.4836385250091553	-1.5622575283050537	0.3096095345204234	True	False	有	有
B04-D02-restore-L28-mlp	B04	restore-L28-mlp	3.206021785736084	-1.839874267578125	-0.5953404903411865	-5.045896053314209	-3.8013622760772705	-1.2445337772369385	0.2466427695076106	True	False	有	有
B04-D02-restore-joint	B04	restore-joint	3.206021785736084	-1.839874267578125	0.6792386770248413	-5.045896053314209	-2.5267831087112427	-2.5191129446029663	0.4992399601550216	True	False	有	无
