m	z_yes	z_no	log_p_yes	log_p_no	log_legal_mass	legal_mass	pair_support_no	raw_prediction	margin_error_bound	resolution	request_id	query_id	dictionary_id	reference	reference_aligned_margin	raw_reference_correct
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G01-D00	G01	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-G01-D01	G01	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G01-D02	G01	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G02-D00	G02	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-G02-D01	G02	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G02-D02	G02	D02	有	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G03-D00	G03	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-G03-D01	G03	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G03-D02	G03	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G04-D00	G04	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-G04-D01	G04	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-G04-D02	G04	D02	有	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B01-D00	B01	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-B01-D01	B01	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B01-D02	B01	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B02-D00	B02	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-B02-D01	B02	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B02-D02	B02	D02	有	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B03-D00	B03	D00	无	3.206021785736084	True
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-B03-D01	B03	D01	无	-3.206021785736084	False
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B03-D02	B03	D02	无	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B04-D00	B04	D00	有	-3.206021785736084	False
-3.206021785736084	1.603010892868042	-1.603010892868042	-0.03971817219291762	-3.2457399579290014	-5.5822622080370365e-09	0.9999999944177378	0.03893974014222799	有	1e-06	negative	synthetic-B04-D01	B04	D01	有	3.206021785736084	True
3.206021785736084	-1.603010892868042	1.603010892868042	-3.2457399579290014	-0.03971817219291762	-5.5822622080370365e-09	0.9999999944177378	0.961060259857772	无	1e-06	positive	synthetic-B04-D02	B04	D02	有	-3.206021785736084	False
