job_id	query_id	donor	recipient	condition	m	delta_m	reference_aligned_delta	prediction	transition	donor_state_l2
B02-D01-upstream	B02	synthetic-B02-D02	synthetic-B02-D01	upstream	1.839874267578125	5.045896053314209	-5.045896053314209	无	damage	22.627416997969522
B02-D01-restore-L26-attention	B02	synthetic-B02-D02	synthetic-B02-D01	restore-L26-attention	0.2776167392730713	3.4836385250091553	-3.4836385250091553	无	damage	22.627416997969522
B02-D01-restore-L28-mlp	B02	synthetic-B02-D02	synthetic-B02-D01	restore-L28-mlp	0.5953404903411865	3.8013622760772705	-3.8013622760772705	无	damage	22.627416997969522
B02-D01-restore-joint	B02	synthetic-B02-D02	synthetic-B02-D01	restore-joint	-0.6792386770248413	2.5267831087112427	-2.5267831087112427	有	unchanged	22.627416997969522
B02-D01-preceding	B02	synthetic-B02-D02	synthetic-B02-D01	preceding	-2.7273476123809814	0.47867417335510254	-0.47867417335510254	有	unchanged	22.627416997969522
B02-D02-upstream	B02	synthetic-B02-D01	synthetic-B02-D02	upstream	-1.839874267578125	-5.045896053314209	5.045896053314209	有	repair	22.627416997969522
B02-D02-restore-L26-attention	B02	synthetic-B02-D01	synthetic-B02-D02	restore-L26-attention	-0.2776167392730713	-3.4836385250091553	3.4836385250091553	有	repair	22.627416997969522
B02-D02-restore-L28-mlp	B02	synthetic-B02-D01	synthetic-B02-D02	restore-L28-mlp	-0.5953404903411865	-3.8013622760772705	3.8013622760772705	有	repair	22.627416997969522
B02-D02-restore-joint	B02	synthetic-B02-D01	synthetic-B02-D02	restore-joint	0.6792386770248413	-2.5267831087112427	2.5267831087112427	无	unchanged	22.627416997969522
B02-D02-preceding	B02	synthetic-B02-D01	synthetic-B02-D02	preceding	2.7273476123809814	-0.47867417335510254	0.47867417335510254	无	unchanged	22.627416997969522
B03-D01-upstream	B03	synthetic-B03-D02	synthetic-B03-D01	upstream	1.839874267578125	5.045896053314209	5.045896053314209	无	repair	22.627416997969522
B03-D01-restore-L26-attention	B03	synthetic-B03-D02	synthetic-B03-D01	restore-L26-attention	0.2776167392730713	3.4836385250091553	3.4836385250091553	无	repair	22.627416997969522
B03-D01-restore-L28-mlp	B03	synthetic-B03-D02	synthetic-B03-D01	restore-L28-mlp	0.5953404903411865	3.8013622760772705	3.8013622760772705	无	repair	22.627416997969522
B03-D01-restore-joint	B03	synthetic-B03-D02	synthetic-B03-D01	restore-joint	-0.6792386770248413	2.5267831087112427	2.5267831087112427	有	unchanged	22.627416997969522
B03-D01-preceding	B03	synthetic-B03-D02	synthetic-B03-D01	preceding	-2.7273476123809814	0.47867417335510254	0.47867417335510254	有	unchanged	22.627416997969522
B03-D02-upstream	B03	synthetic-B03-D01	synthetic-B03-D02	upstream	-1.839874267578125	-5.045896053314209	-5.045896053314209	有	damage	22.627416997969522
B03-D02-restore-L26-attention	B03	synthetic-B03-D01	synthetic-B03-D02	restore-L26-attention	-0.2776167392730713	-3.4836385250091553	-3.4836385250091553	有	damage	22.627416997969522
B03-D02-restore-L28-mlp	B03	synthetic-B03-D01	synthetic-B03-D02	restore-L28-mlp	-0.5953404903411865	-3.8013622760772705	-3.8013622760772705	有	damage	22.627416997969522
B03-D02-restore-joint	B03	synthetic-B03-D01	synthetic-B03-D02	restore-joint	0.6792386770248413	-2.5267831087112427	-2.5267831087112427	无	unchanged	22.627416997969522
B03-D02-preceding	B03	synthetic-B03-D01	synthetic-B03-D02	preceding	2.7273476123809814	-0.47867417335510254	-0.47867417335510254	无	unchanged	22.627416997969522
B04-D01-upstream	B04	synthetic-B04-D02	synthetic-B04-D01	upstream	1.839874267578125	5.045896053314209	-5.045896053314209	无	damage	22.627416997969522
B04-D01-restore-L26-attention	B04	synthetic-B04-D02	synthetic-B04-D01	restore-L26-attention	0.2776167392730713	3.4836385250091553	-3.4836385250091553	无	damage	22.627416997969522
B04-D01-restore-L28-mlp	B04	synthetic-B04-D02	synthetic-B04-D01	restore-L28-mlp	0.5953404903411865	3.8013622760772705	-3.8013622760772705	无	damage	22.627416997969522
B04-D01-restore-joint	B04	synthetic-B04-D02	synthetic-B04-D01	restore-joint	-0.6792386770248413	2.5267831087112427	-2.5267831087112427	有	unchanged	22.627416997969522
B04-D01-preceding	B04	synthetic-B04-D02	synthetic-B04-D01	preceding	-2.7273476123809814	0.47867417335510254	-0.47867417335510254	有	unchanged	22.627416997969522
B04-D02-upstream	B04	synthetic-B04-D01	synthetic-B04-D02	upstream	-1.839874267578125	-5.045896053314209	5.045896053314209	有	repair	22.627416997969522
B04-D02-restore-L26-attention	B04	synthetic-B04-D01	synthetic-B04-D02	restore-L26-attention	-0.2776167392730713	-3.4836385250091553	3.4836385250091553	有	repair	22.627416997969522
B04-D02-restore-L28-mlp	B04	synthetic-B04-D01	synthetic-B04-D02	restore-L28-mlp	-0.5953404903411865	-3.8013622760772705	3.8013622760772705	有	repair	22.627416997969522
B04-D02-restore-joint	B04	synthetic-B04-D01	synthetic-B04-D02	restore-joint	0.6792386770248413	-2.5267831087112427	2.5267831087112427	无	unchanged	22.627416997969522
B04-D02-preceding	B04	synthetic-B04-D01	synthetic-B04-D02	preceding	2.7273476123809814	-0.47867417335510254	0.47867417335510254	无	unchanged	22.627416997969522
