contrast_id,query_id,kind,terms,view,effect,numeric_bound,direction,statistical_interval,role,template
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_forward/answer_sum,-0.7825813293457031,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_forward/answer_mean,-0.39129066467285156,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_forward/total_with_eos,-0.7825813293457031,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_forward/mean_with_eos,-0.2608604431152344,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_reverse/answer_sum,-1.0333480834960938,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_reverse/answer_mean,-0.5166740417480469,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_reverse/total_with_eos,-1.0333480834960938,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_reverse/mean_with_eos,-0.3444493611653652,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ncc,0.12206253772737696,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",background,-0.028426215705892766,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_symmetric_sum,-0.9079647064208984,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E1-H""},{""coefficient"":-1,""condition"":""F1-E1-O""}]",ab_mapping_gap_sum,0.2507667541503906,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",original/answer_sum,0.17837142944335938,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",original/answer_mean,0.05945714314778616,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",original/total_with_eos,0.17837142944335938,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",original/mean_with_eos,0.044592857360839844,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_forward/answer_sum,-0.735565185546875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_forward/answer_mean,-0.3677825927734375,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_forward/total_with_eos,-0.735565185546875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_forward/mean_with_eos,-0.24518839518229196,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_reverse/answer_sum,-0.9854927062988281,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_reverse/answer_mean,-0.49274635314941406,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_reverse/total_with_eos,-0.9854927062988281,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_reverse/mean_with_eos,-0.32849756876627634,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ncc,0.1053821816110796,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",background,-0.04592503846329343,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_symmetric_sum,-0.8605289459228516,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-N2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-N2-H""},{""coefficient"":-1,""condition"":""F1-N2-O""}]",ab_mapping_gap_sum,0.24992752075195312,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",original/answer_sum,0.3702507019042969,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",original/answer_mean,0.12341639200846366,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",original/total_with_eos,0.3702507019042969,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",original/mean_with_eos,0.09256235758463527,0.002685546875,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_forward/answer_sum,-0.6771697998046875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_forward/answer_mean,-0.33858489990234375,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_forward/total_with_eos,-0.6771697998046875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_forward/mean_with_eos,-0.2257232666015616,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_reverse/answer_sum,-1.1645965576171875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_reverse/answer_mean,-0.5822982788085938,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_reverse/total_with_eos,-1.1645965576171875,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_reverse/mean_with_eos,-0.3881988525390625,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ncc,0.14632447445938945,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",background,-0.022908082450925793,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_symmetric_sum,-0.9208831787109375,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-E2,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-E2-H""},{""coefficient"":-1,""condition"":""F1-E2-O""}]",ab_mapping_gap_sum,0.4874267578125,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",original/answer_sum,-0.6965866088867188,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",original/answer_mean,-0.15002899169921868,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",original/total_with_eos,-0.6965866088867188,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",original/mean_with_eos,-0.12279256184895837,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_forward/answer_sum,-1.6587600708007812,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_forward/answer_mean,-0.8293800354003906,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_forward/total_with_eos,-1.6587600708007812,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_forward/mean_with_eos,-0.5529200236002603,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_reverse/answer_sum,-3.409198760986328,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_reverse/answer_mean,-1.704599380493164,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_reverse/total_with_eos,-3.409198760986328,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_reverse/mean_with_eos,-1.1363995869954426,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ncc,-0.03414002393393778,0.00537109375,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",background,-0.11588896776528079,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_symmetric_sum,-2.5339794158935547,0.002685546875,negative,False,within_arm_pair,1
ELS-3169-F1-word_pair-P1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-P1-H""},{""coefficient"":-1,""condition"":""F1-P1-O""}]",ab_mapping_gap_sum,1.7504386901855469,0.00537109375,positive,False,within_arm_pair,1
ELS-3169-F1-word_pair-X1,3169,word_pair,"[{""coefficient"":1,""condition"":""F1-X1-H""},{""coefficient"":-1,""condition"":""F1-X1-O""}]",original/answer_sum,-1.088043212890625,0.002685546875,negative,False,within_arm_pair,1
