object_id,text,attack_severity,assessment_status,attack_forms,targets,rationale,candidate_scores,suggested_score,candidate_forms,hate_reference,group_reference,label_review_kind,severity_review_kind,severity_policy_version,severity_policy_sha256,text_sha256,base_version,hate_reference_policy_version,hate_reference_policy_sha256,group_reference_policy_version,group_reference_policy_sha256,human_numeric_score_confirmed,online_material_confirmed,user_score_rationale
demo:7640,哈哈你看看自己说的是什么破玩意，先学学语文吧😆,1,scored,"[""derogation"", ""personal_insult""]","[""受话者""]",从贬斥发言转向挖苦受话者语文能力，拟 1／others；按 #5998 的轻度能力讥讽处理。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,65a3e22a2d539f8b6bd2c8386d04c17a64f7678b5f54a65c7701959e0a6fc96c,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7641,你的逻辑没毛病，你来我的评论下面回复，说我找存在感。自己自卑就认，不要老玩这种完全主观和虚无主义。就这点能力，你也配讨论政治。滑天下之大稽。就这啊，继续加大力度，看封的是谁😓😓😓,1,scored,"[""derogation"", ""personal_insult""]","[""受话者""]",挖苦受话者自卑与能力，拟 1／others，参照 #309、#5919。也配在此是争论中的轻蔑表达，没有具体剥夺政治权利的行动或制度主张，不自动升 3；字数和反复不改变等级。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,b9087592b4ce29fe3b96690cb7c8b96d96e8ee02f982340f4ea83b5779fefb6c,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7661,层主是女性反串的吗,0,scored,[],"[""被猜测性别的发言者""]",只询问发言者是否为女性反串，没有明示侮辱或负面人格判断，拟 0／Sexism。没有把反串本身等同于攻击。,[],,[],non-hate,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,512977e61030158d9dd71b06a3f93774bd8d25567563b843c9fbb7d0ff58c075,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7678,这不正是你们这帮lj的写照吗？自己不接受的事物就要怱悠别人都来反对，还自以为很正义～,2,scored,"[""personal_insult""]","[""受话者集合""]",把受话者集合直接称为垃圾并攻击其动机，拟 2／others。未有具体专门群体身份；一般垃圾辱骂不按 #2750 的种族材料低等类比升 3。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,26647d7cd050e7c30148cbae8d2243cb8b5bfcffe2abb4b8c13b97ff027bef61,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7694,本来就是一帮没啥别的只能靠地域来包装自己优越感的傻*，网上输出暴论自我安慰图一乐罢了。,2,scored,"[""personal_insult""]","[""被指炫耀地域优越感的人""]",辱骂以地域包装优越感的人为傻*，拟 2／others。没有具体地域人群，按 #6224 的边界不因“地域”抽象概念增加 Region；攻击来自定向辱骂，不仅是批评行为。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,52415438c8d8f94f12028459a52be596142d7e883cfead01f8946f4e703d38a5,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:771,兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默🐶，冲另外三个默孝子,3,scored,"[""personal_insult"", ""dehumanization"", ""group_stigmatization""]","[""被指为默狗及默孝子的三个账号使用者""]",指定三个账号为默狗、默孝子并号召攻击，拟 3／Racism、others；最高分来自明确种族动物辱称和具体个人目标。牛头怪被说明为自己人，未据这个称呼新增身份攻击；冲的上下文是网上账号，没有身体伤害依据，不升 4。,[],,[],hate,"[""Racism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,b98eb85859bc6326d7643edaf726c7e6daee2edf1896788914b76877c04f66aa,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7782,这点道理都不懂你211的书怕是白念了？他扶被诬陷有警察主持“正义”，我们扶等着赔钱吧。还有你既然觉得你是对的，就不要隐瞒啊🍉,1,scored,"[""derogation"", ""personal_insult""]","[""受话者及其教育身份""]",借受教育经历挖苦具体受话者的理解能力，拟 1／others。211 是学历学校身份；警察主持正义是事件判断的反讽，不提供额外地域类别或暴力认可。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,bc676c6ca5b9a3a16e37e9cce12634277c150a81d847b133184e13753272df88,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7819,带头的属于是恰烂钱的，跟风的就是铁nt,2,scored,"[""personal_insult"", ""group_stigmatization""]","[""带头者"", ""跟风者""]",对带头者与跟风者分别作逐利、智力侮辱，拟 2／others。角色和明确贬称已足够，不猜测其性别或所属运动。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,aa7e5578c586233c9730d93bca5368802f5c78fadc212c30fcd40587be6d1f59,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7823,哦哦，真可怜呢，只能说不要一击脱离就拉黑哦，他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的原素呢，什么封建余孽残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷粪了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷粪，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦,2,scored,"[""personal_insult""]","[""受话者""]",持续对具体受话者作孤立无亲人及喷粪的人格辱骂，拟 2／others。没有亲人是用于攻击的断言，不是实际伤害或死亡威胁；不因篇幅和反复自动升 3／4。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,15660190778e72fdb8462e6e6a961d300ba4109b428eca45eb663a5985f58df3,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7836,都是一些歪瓜裂枣的LKD,2,scored,"[""group_stigmatization""]","[""被辱骂的女性群体""]",以外貌俗语和已确认的烂裤裆缩写辱骂女性，拟 2／Sexism。歪瓜裂枣是通用外貌贬称，未建立对象不配为人的命题；没有独立具体个人目标，不机械增 others。,[],,[],hate,"[""Sexism""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,0c8fda17cc011d16e3ee6c0a142c2077dd7268c1f909596a947907ef98e4474b,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7852,得了 ，就你还理智？也不看看自己是什么样子,1,scored,"[""derogation"", ""personal_insult""]","[""受话者""]",对受话者理智及自我认知作轻度人格贬评，拟 1／others，按 #309 处理。,[],,[],hate,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,fdb4719748621ab2efd934c0a32e486fe4e24270339f5abdc5b39c98bb1917bb,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7910,这不就是中国人口吧那群人吗？老大聪明了,null,needs_discussion,[],"[""中国人口吧成员""]",实际对象是贴吧社群成员，others 明确；中国仅在社群名中，不自动作 Region。大聪明有反讽用法，但“老大聪明了”也可能是字面夸赞，倾向轻度讥讽 1，另候选 0；需与 #6035 不从空缺语境补贬损的标准对齐。,"[0, 1]",1,"[""derogation""]",,"[""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,36239165d7891399082f8632d2bc66f45d4f04a36dfcba3a1d0eabf8757299d4,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7927,你个loser，自己生活失败，就天天黑人怎么怎么样，人家惹你了吗,2,scored,"[""personal_insult""]","[""受话者"", ""被辩护的黑人群体""]",反驳对黑人的攻击时，独立称受话者为 loser、生活失败者，拟 2／Racism、others。Racism 对应实际被辩护对象，最高分来自个人辱骂。,[],,[],hate,"[""Racism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,61b999be55bd9c9d778441530081fc4cc1a924a4f06852a004a2cec8680ec6f8,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:7959,一位优秀的接盘侠👍👍,1,scored,"[""derogation"", ""personal_insult""]","[""被称为接盘侠的人""]",对具体人物使用接盘侠称谓，倾向轻度挖苦 1，others 可确认。词典候选给出婚恋男性义，但公开媒体也将其用于承接投资损失的人；本句没有婚恋线索。Sexism 是否加入待裁定，不能用候选词义补造上下文。,[],,[],hate,null,ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,773484ec64621a889952de9e2b645ce8f96e9023c23fd2c8e9a0d33c8f51bb36,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:796,本人山东的回族，也是被黑的挺惨的,0,scored,[],"[""山东回族""]",自述山东回族身份及遭受歧视的处境，拟 0／Racism、Region。两种身份均参与被歧视的自述，没有作者另行发起的攻击。,[],,[],non-hate,"[""Racism"", ""Region""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,e393dc0691981a12a72cc54de3219f41adb4973a894b5d63ae3065edcdf372f8,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:857,卡菲勒是同性恋🤭,null,needs_discussion,[],"[""卡菲勒所指对象"", ""同性恋身份""]",同性恋身份明确，单靠🤭不应自动赋攻击。卡菲勒可指不信道者，也可能被用作账号称呼；仅凭此句无法确认是否真有宗教身份对象或借同性恋辱人。候选 0／LGBTQ 或 1／LGBTQ、others，倾向 0，分数和完整 group 待定；不延伸成种族隐语。,"[0, 1]",0,"[""derogation"", ""personal_insult""]",,null,ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,c1da678b2724af42c6eccaee49c0676cffcfefd008fa9a5affe81d8510aaac85,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:867,倒贴找黑老丑的我都隔应，不自重自爱，就要被唾弃。,2,scored,"[""group_stigmatization""]","[""被称为黑老丑的伴侣"", ""与其交往者""]",按种族、年龄和外貌贬损交往对象，并以不自重自爱羞辱选择这种伴侣的人，拟 2／Racism、others。others 对应实际参与评价的年龄角色；句内没有明确女性指称，不从倒贴交往自动补 Sexism。,[],,[],hate,"[""Racism"", ""others""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,8fffb3cac420ed880250495e3804ca0d06af0b97c0021c87443e4b469086c0dc,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:877,泼图的意义？以诙谐、从容的形式让同性恋们认知到我们处于优势地位的事实,null,needs_discussion,"[""derogation""]","[""同性恋群体""]",认可通过图像让同性恋接受己方的优势地位，但没有提供图片。“优势”可能只是轻度优越感（1），也可能是明确压低性少数地位（2／3）；倾向 2。检索未得到可靠泼图释义，不补造图片攻击形式或身体暴力。,"[1, 2, 3]",2,"[""group_stigmatization"", ""exclusion_or_rights_denial""]",,"[""LGBTQ""]",ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,d0b94a9e7429434e7fa567d6b284f1f53ac55fb59c979f9fb5dfc8da8fc030bd,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
demo:924,中国男人超强的繁殖欲，也许我们的基因就决定了我们不团结，所以才需要高喊团结的口号，而国外大多数人泽不需要这些毒鸡汤就能看破实物的本质,null,needs_discussion,"[""group_stigmatization""]","[""中国男性"", ""被比较的国外人群""]",明确负面概括中国男性，并将不团结归于基因、与国外人群比较。Region、Sexism 已有依据；基因说是否构成族裔化 Racism，以及普通污名 2 与天生低等 3 的边界待裁定。倾向 3／Racism、Region、Sexism，不因自称我们免除攻击，也不冒认作者真实身份。,"[2, 3]",3,"[""dehumanization""]",hate,null,ai_note,ai_note,evidence-attack-severity-policy/v1,bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6,5b26a88b4f38c26f739c697c31f4e6a47fbd77b150bde0d437a24a5f2657a48f,0,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d,False,False,
