object_id,text,hate,group,attack_severity,field_provenance,field_status,history_json
demo:1786,个人觉得吧，挑头的有错，但是跟后头闹事儿的就无辜？,non-hate,[],0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:179,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,hate,"[""others""]",2,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:1815,中国尺寸是真的小,hate,"[""Sexism""]",1,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:1833,雄性基因是排外，雌性基因是择优，如果思想上升就不必去骂黑人，但在这个世界大染缸里，清醒的人毕竟是少数，大部分人靠本能去抉择，即使我明白我也一定排黑的，同族群能容我，而异族必不容我,hate,"[""Racism"", ""Sexism""]",2,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:1859,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,non-hate,"[""Sexism""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:191,先自己调查下好吧，南方系更多好像说的是广东，而且这也是实话，南方系媒体系统性BBC操作还少吗？你一个南方老百姓跟着他们冲锋陷阵啥？大家都是普通老百姓没必要。,non-hate,"[""Region"", ""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:1915,所谓批判作用不大的失足妇女和所谓的婚恋中介都是逆向民族主义者，自愿投向BBC的也谈不上受害者，图片来自百度图片,hate,"[""Racism""]",2,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:1986,真的一上知乎全都是骂的，从女权骂到了女性，然而在现实生活中根本见不着，是我层次太低？,non-hate,"[""Sexism"", ""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2004,这个吧里都是**有个女的喷我然后让我教育了自己外地的去新一线然后瞧不起我大连土著说我是18线小县城的房子不稀罕殊不知她连户口都没落自称当地人,hate,"[""Region"", ""others""]",2,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""human_adjudicated""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""ai_note"", ""task_policy"": {""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}, ""hate"": {""value"": null, ""field_provenance"": ""unresolved_severity"", ""task_policy"": {""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2025,已经完全失去了对中国年轻女性的信任（35以下），反正我现在看任何一个我不是很熟的年轻女的都先贴上两个标签 女拳王 媚黑，就像女的说男的都是潜在强奸犯一样，互相戴帽子呗，两性之间的信任会越来越少，直至完全对立🤔,hate,"[""Sexism""]",2,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2054,爱马仕不香么？,non-hate,[],0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2075,原来女性的地位由男同决定?你这个思想属实搞笑，对于男同仇女确实有，但是我觉得大多数不会，还有你不会以为抵制男同就没有男同了吧，男同事基因，不是后天学习，打压男同只会有更多的男同因为社会压力骗婚，这道理都不懂。,non-hate,"[""LGBTQ"", ""Sexism""]",0,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""hate"": ""rule_mapped"", ""group"": ""human_adjudicated"", ""attack_severity"": ""human_adjudicated""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}, ""group"": {""value"": [""LGBTQ"", ""Sexism""], ""field_provenance"": ""ai_note"", ""task_policy"": {""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2091,女性在非洲地位很低,non-hate,"[""Sexism""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2101,你说的很对物已类聚，人已群分。相差很多的两个群体没必要产生多少联系，我觉得那些撑同的人尤其是女性，就是站着说话不腰疼。既然她们喜欢那就不可能真正的公正看待。。,hate,"[""LGBTQ"", ""Sexism"", ""others""]",1,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:2117,这话说的，好人就该被枪指着。骗人的不管被骗的有罪✌️,non-hate,[],0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2120,其实，爱滋在男同里的比例很低，反倒是异性恋得爱滋的比例高，不信去上网查查。我国对同性恋采取不反对、不提倡。,non-hate,"[""LGBTQ"", ""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2132,嫁娶我看都一样，都是一半基因。黑男黄女和黑女黄男生的孩子都一样黑,non-hate,"[""Racism"", ""Sexism""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2180,罪不至此，女人趴在我们身上我们也要可以无规则杀死,hate,"[""Sexism""]",2,"{""hate"": ""rule_mapping_from_human_score"", ""group"": ""user_discussion"", ""attack_severity"": ""user_discussion""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:2218,没见过，只是他说“朋友说新疆人拿刀砍人很正常”我就回了这么一句,non-hate,"[""Region""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:229,度度又在刷屏啊，找没找到我是小号的证据啊,non-hate,[],0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2298,你不后悔就好，如果他确实洁身自好品学兼优问题不大。不过你既然说出来了，少不得要有人评论，比如我思想上就接受不了这种事（虽然这是种族歧视，但是我确实歧视有狐臭的人，价值观定型了改不了的，仍然庆幸自己没被公知洗脑觉得外国更好，宁可做一个种族歧视者😅）你不用管评论里说什么，没有狐臭长得好品学兼优的外国人是可以谈恋爱的，但社会到了一个关键节点，迫切需要破除迷信权威，就比如今天拜登拉稀这件事，真假不重要，让美利坚成为笑话，挖苦他在金毛面前标记领地的行为，可以破除人们思想上的枷锁。如果不是激烈的反对劣质外国人，公知的声音就会占领舆论😆你要谈个小李子或者孔雀那个颜值的外国人，评论区将铺满酸柠檬并祝贺你为国争光，,hate,"[""Region"", ""others""]",2,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""user_discussion"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""retained""}",{}
demo:2349,你气炸了的部分原因也有物化女性的成分吧？认为中国女性是中国男性的伴侣，但是这不是印度，女性也能顶半边天。女性和黑人和老外谈恋爱我觉得不要去管那么多，但是如果存在烂交群P等事情，发现一个公布一个，毕竟违法了。,non-hate,"[""Racism"", ""Region"", ""Sexism""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:235,大东北现在也不差，主要是网络媒体很多带节奏的别有用心的人搞事情。各项指标：GDP总量、人均GDP、人均可支配收入、人类发展指数、高等教育受教育人数比例等等，都在全国中上游，辽宁还排在前十名之内。,non-hate,[],0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2351,这是打算开始通过歧视光棍来试图提高结婚率了？,non-hate,"[""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2416,黑东北是某年之后爆发性出现的，大概是2013前后。你可以发现很多吐槽东北的号都是小号的感觉，除了黑东北之外都没有别的使用痕迹了。东北经济大不如前，所以这里的民风肯定算不上第一梯队，但也没有这几年网上妖魔化那么严重。,non-hate,"[""Region""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:243,同性恋大多是先天的，只是为了生存不得不一开始学会伪装。还有，同性恋也没法传染。异性恋身上也没有同性恋的基因。,non-hate,"[""LGBTQ"", ""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2445,不好意思，你们的言论我看不懂，因为我从来没有靠过男人（除了我爸爸），也没有诋毁过任何一个正常男性 你们说的那些人跟我也不是一个圈子的，我也无法理解，所以，我也只是从我的角度说出我的想法，意见不一样很正常，我也接受任何的批评,non-hate,"[""Sexism""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
demo:2496,可以理解，你身边估计没有这样的人，你对同性恋的了解可能仅存于网上耽美小说，真正的爱情无论是男是女都是可以打动一个人的，我身边就有这样一对情侣让我彻底改变了对同性恋的看法，真正接触到才会发现同性恋就是普普通通的恋爱呀，和异性恋没有什么区别，那些同性恋者很勇敢，他们可以在常人的异样眼光下勇敢的表达爱情，真正接触了才知道原来同性恋不是下流恶心的，而是和异性恋一样纯洁高贵的爱情,non-hate,"[""LGBTQ"", ""others""]",0,"{""hate"": ""rule_mapping_from_ai_score"", ""group"": ""ai_note"", ""attack_severity"": ""ai_note""}","{""hate"": ""rule_mapped"", ""group"": ""retained"", ""attack_severity"": ""ai_scored""}","{""attack_severity"": {""value"": null, ""field_provenance"": ""missing"", ""task_policy"": null, ""source"": {""path"": ""sentence-completion-v1/baseline.json"", ""sha256"": ""6a468020ed44387c98a8db708e35bf9beb9e8e03d6b56a2a87ebfaf371d25f58""}}}"
