suite	context	method	method_label	query_id	family	reference	sign	baseline_score_id	method_offset	baseline_margin	method_margin	gain	baseline_margin_bound	method_margin_bound	gain_bound	gain_direction	baseline_status	method_status	transition	baseline_raw_correct	method_raw_correct
dictionary	D01	no_reference	整体去参考	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-22.519588470458984375	0.424545288085937500	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-22.054630279541015625	-0.040412902832031250	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-21.977718353271484375	-0.117324829101562500	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-22.0685272216796875	-0.026515960693359375	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-22.082859039306640625	-0.012184143066406250	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	7	-22.095043182373046875	-15.095043182373046875	-7.000000000000000000	0.00009918212890625	0.00009918212890625	0	negative	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	B04	B	有	-1	dictionary-free-donor-v1/native/ctm-B04-D01	0	-22.095043182373046875	-21.8827705383300781250	-0.2122726440429687500	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	19.296298980712890625	0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	23.4192714691162109375	4.1229724884033203125	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	21.794445037841796875	2.498146057128906250	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	17.433124542236328125	-1.863174438476562500	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	19.291461944580078125	-0.004837036132812500	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	19.188091278076171875	-0.108207702636718750	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	7	19.296298980712890625	26.296298980712890625	7.000000000000000000	0.00009918212890625	0.00009918212890625	0	positive	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	G01	G	无	1	dictionary-free-donor-v1/native/ctm-G01-D01	0	19.296298980712890625	17.23481273651123046875	-2.06148624420166015625	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-23.301708221435546875	-0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-24.79190826416015625	1.490200042724609375	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-23.562580108642578125	0.260871887207031250	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-23.21869659423828125	-0.083011627197265625	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-23.368946075439453125	0.067237854003906250	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-23.3201904296875	0.018482208251953125	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	7	-23.301708221435546875	-16.301708221435546875	-7.000000000000000000	0.00009918212890625	0.00009918212890625	0	negative	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	G02	G	有	-1	dictionary-free-donor-v1/native/ctm-G02-D01	0	-23.301708221435546875	-22.5566082000732421875	-0.7451000213623046875	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-24.368801116943359375	0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	wrong	wrong	still_wrong	False	False
dictionary	D01	no_reference	整体去参考	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-25.4332637786865234375	-1.0644626617431640625	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	U0	无词典供体 U0	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-24.50339508056640625	-0.134593963623046875	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	U2	普通义供体 U2	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-24.3740177154541015625	-0.0052165985107421875	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	P0	无词典前置 P0	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-24.3489513397216796875	0.0198497772216796875	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	wrong	wrong	still_wrong	False	False
dictionary	D01	P2	普通义前置 P2	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-24.3679485321044921875	0.0008525848388671875	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	wrong	wrong	still_wrong	False	False
dictionary	D01	plus7	固定 +7	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	7	-24.368801116943359375	-17.368801116943359375	7.000000000000000000	0.00009918212890625	0.00009918212890625	0	positive	wrong	wrong	still_wrong	False	False
dictionary	D01	CAD05	CAD α=0.5	G03	G	无	1	dictionary-free-donor-v1/native/ctm-G03-D01	0	-24.368801116943359375	-23.83656978607177734375	0.53223133087158203125	0.00009918212890625	0.000198364257812500	0.000099182128906250	positive	wrong	wrong	still_wrong	False	False
dictionary	D01	N	有参考原生 N	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.791381835937500000	-0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-25.70330047607421875	0.911918640136718750	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.902660369873046875	0.111278533935546875	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.7957305908203125	0.004348754882812500	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.79006195068359375	-0.001319885253906250	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.789104461669921875	-0.002277374267578125	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	7	-24.791381835937500000	-17.791381835937500000	-7.000000000000000000	0.00009918212890625	0.00009918212890625	0	negative	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	G04	G	有	-1	dictionary-free-donor-v1/native/ctm-G04-D01	0	-24.791381835937500000	-24.3354225158691406250	-0.4559593200683593750	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	-6.866451263427734375	0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	wrong	wrong	still_wrong	False	False
dictionary	D01	no_reference	整体去参考	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	22.465961456298828125	29.332412719726562500	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	wrong	correct	repair	False	True
dictionary	D01	U0	无词典供体 U0	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	8.0902252197265625	14.956676483154296875	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	wrong	correct	repair	False	True
dictionary	D01	U2	普通义供体 U2	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	6.597324371337890625	13.463775634765625000	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	wrong	correct	repair	False	True
dictionary	D01	P0	无词典前置 P0	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	-8.313137054443359375	-1.446685791015625000	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	P2	普通义前置 P2	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	-6.9124755859375	-0.046024322509765625	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	plus7	固定 +7	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	7	-6.866451263427734375	0.133548736572265625	7.000000000000000000	0.00009918212890625	0.00009918212890625	0	positive	wrong	correct	repair	False	True
dictionary	D01	CAD05	CAD α=0.5	J01	J	无	1	dictionary-free-donor-v1/native/ctm-J01-D01	0	-6.866451263427734375	-21.5326576232910156250	-14.6662063598632812500	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	wrong	wrong	still_wrong	False	False
dictionary	D01	N	有参考原生 N	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.593681335449218750	-0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-24.0840759277343750	0.490394592285156250	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.45751953125	-0.136161804199218750	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.56679534912109375	-0.026885986328125000	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.60860443115234375	0.014923095703125000	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.598171234130859375	0.004489898681640625	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	7	-23.593681335449218750	-16.593681335449218750	-7.000000000000000000	0.00009918212890625	0.00009918212890625	0	negative	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	J02	J	有	-1	dictionary-free-donor-v1/native/ctm-J02-D01	0	-23.593681335449218750	-23.3484840393066406250	-0.2451972961425781250	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	0.606006622314453125	0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	-19.27337646484375000	-19.879383087158203125	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	wrong	damage	True	False
dictionary	D01	U0	无词典供体 U0	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	1.49317169189453125	0.887165069580078125	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	0.102794647216796875	-0.503211975097656250	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	0.6744384765625	0.068431854248046875	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	0.6210784912109375	0.015071868896484375	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	7	0.606006622314453125	7.606006622314453125	7.000000000000000000	0.00009918212890625	0.00009918212890625	0	positive	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	J03	J	无	1	dictionary-free-donor-v1/native/ctm-J03-D01	0	0.606006622314453125	10.5456981658935546875	9.9396915435791015625	0.00009918212890625	0.000198364257812500	0.000099182128906250	positive	correct	correct	kept_correct	True	True
dictionary	D01	N	有参考原生 N	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-19.068363189697265625	-0E-18	0.00009918212890625	0.00009918212890625	0	exact_zero	correct	correct	kept_correct	True	True
dictionary	D01	no_reference	整体去参考	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-23.105892181396484375	4.037528991699218750	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	U0	无词典供体 U0	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-18.50588226318359375	-0.562480926513671875	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	U2	普通义供体 U2	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-18.860767364501953125	-0.207595825195312500	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P0	无词典前置 P0	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-19.013530731201171875	-0.054832458496093750	0.00009918212890625	0.00009918212890625	0.00019836425781250	negative	correct	correct	kept_correct	True	True
dictionary	D01	P2	普通义前置 P2	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-19.121524810791015625	0.053161621093750000	0.00009918212890625	0.00009918212890625	0.00019836425781250	positive	correct	correct	kept_correct	True	True
dictionary	D01	plus7	固定 +7	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	7	-19.068363189697265625	-12.068363189697265625	-7.000000000000000000	0.00009918212890625	0.00009918212890625	0	negative	correct	correct	kept_correct	True	True
dictionary	D01	CAD05	CAD α=0.5	J04	J	有	-1	dictionary-free-donor-v1/native/ctm-J04-D01	0	-19.068363189697265625	-17.0495986938476562500	-2.0187644958496093750	0.00009918212890625	0.000198364257812500	0.000099182128906250	negative	correct	correct	kept_correct	True	True
mixed	MPS	N	有参考原生 N	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	0	29.604763031005859375	29.604763031005859375	0E-18	0.000001	0.000001	0	exact_zero	correct	correct	kept_correct	True	True
mixed	MPS	no_reference	整体去参考	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	0	29.604763031005859375	25.893070220947265625	-3.711692810058593750	0.000001	0.000001	0.000002	negative	correct	correct	kept_correct	True	True
mixed	MPS	U	无参考局部 U	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	0	29.604763031005859375	30.0456371307373046875	0.4408740997314453125	0.000001	0.000001	0.000002	positive	correct	correct	kept_correct	True	True
mixed	MPS	P	无参考前置 P	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	0	29.604763031005859375	29.799190521240234375	0.194427490234375000	0.000001	0.000001	0.000002	positive	correct	correct	kept_correct	True	True
mixed	MPS	plus7	固定 +7	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	7	29.604763031005859375	36.604763031005859375	7.000000000000000000	0.000001	0.000001	0	positive	correct	correct	kept_correct	True	True
mixed	MPS	CAD05	CAD α=0.5	J05	J	无	1	jingba-demo-donor-v1/native/jmix-J05-MPS	0	29.604763031005859375	31.4606094360351562500	1.8558464050292968750	0.000001	0.0000020	0.0000010	positive	correct	correct	kept_correct	True	True
mixed	MPS	N	有参考原生 N	J06	J	无	1	jingba-demo-donor-v1/native/jmix-J06-MPS	0	28.926952362060546875	28.926952362060546875	0E-18	0.000001	0.000001	0	exact_zero	correct	correct	kept_correct	True	True
mixed	MPS	no_reference	整体去参考	J06	J	无	1	jingba-demo-donor-v1/native/jmix-J06-MPS	0	28.926952362060546875	29.46115875244140625	0.534206390380859375	0.000001	0.000001	0.000002	positive	correct	correct	kept_correct	True	True
mixed	MPS	U	无参考局部 U	J06	J	无	1	jingba-demo-donor-v1/native/jmix-J06-MPS	0	28.926952362060546875	29.1988544464111328125	0.2719020843505859375	0.000001	0.000001	0.000002	positive	correct	correct	kept_correct	True	True
mixed	MPS	P	无参考前置 P	J06	J	无	1	jingba-demo-donor-v1/native/jmix-J06-MPS	0	28.926952362060546875	28.9957180023193359375	0.0687656402587890625	0.000001	0.000001	0.000002	positive	correct	correct	kept_correct	True	True
mixed	MPS	plus7	固定 +7	J06	J	无	1	jingba-demo-donor-v1/native/jmix-J06-MPS	7	28.926952362060546875	35.926952362060546875	7.000000000000000000	0.000001	0.000001	0	positive	correct	correct	kept_correct	True	True
