contrast_id,query_id,task,kind,terms,score_mode,non_hate_margin_effect,original_margin_effect,reviewed_margin_effect,human_mechanism_judgment
EPL-541:background-D1,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.9369430541992188}",-0.9369430541992188,-0.9369430541992188,False
EPL-541:background-D1,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""R-D1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.25144163767496747}",-0.25144163767496747,-0.25144163767496747,False
EPL-541:position-D2,541,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.045879364013671875}",-0.045879364013671875,-0.045879364013671875,False
EPL-541:position-D2,541,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.016802724202473973}",-0.016802724202473973,-0.016802724202473973,False
EPL-541:position-D2,541,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.045879364013671875}",-0.045879364013671875,-0.045879364013671875,False
EPL-541:position-D2,541,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P0-D2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.012413342793782561}",-0.012413342793782561,-0.012413342793782561,False
EPL-541:background-D2,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.9445686340332031}",-0.9445686340332031,-0.9445686340332031,False
EPL-541:background-D2,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.3443992614746094}",-0.3443992614746094,-0.3443992614746094,False
EPL-541:background-D2,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.9445686340332031}",-0.9445686340332031,-0.9445686340332031,False
EPL-541:background-D2,541,hate,partner_rewrite_bridge,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""R-D2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.254606564839681}",-0.254606564839681,-0.254606564839681,False
EPL-541:semantic-P0-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22609329223632812}",0.22609329223632812,0.22609329223632812,False
EPL-541:semantic-P0-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.03873875935872395}",0.03873875935872395,0.03873875935872395,False
EPL-541:semantic-P0-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.22609329223632812}",0.22609329223632812,0.22609329223632812,False
EPL-541:semantic-P0-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D1""},{""coefficient"":-1,""condition"":""P0-C1""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.03363227844238281}",0.03363227844238281,0.03363227844238281,False
EPL-541:semantic-P1-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.0457000732421875}",0.0457000732421875,0.0457000732421875,False
EPL-541:semantic-P1-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.005946350097656233}",0.005946350097656233,0.005946350097656233,False
EPL-541:semantic-P1-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.0457000732421875}",0.0457000732421875,0.0457000732421875,False
EPL-541:semantic-P1-1,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.005620638529459626}",0.005620638529459626,0.005620638529459626,False
EPL-541:position-semantic-1,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.18039321899414062}",-0.18039321899414062,-0.18039321899414062,False
EPL-541:position-semantic-1,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.03279240926106772}",-0.03279240926106772,-0.03279240926106772,False
EPL-541:position-semantic-1,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.18039321899414062}",-0.18039321899414062,-0.18039321899414062,False
EPL-541:position-semantic-1,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D1""},{""coefficient"":-1,""condition"":""P1-C1""},{""coefficient"":-1,""condition"":""P0-D1""},{""coefficient"":1,""condition"":""P0-C1""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.028011639912923186}",-0.028011639912923186,-0.028011639912923186,False
EPL-541:semantic-P0-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.059642791748046875}",0.059642791748046875,0.059642791748046875,False
EPL-541:semantic-P0-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.004122670491536473}",-0.004122670491536473,-0.004122670491536473,False
EPL-541:semantic-P0-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.059642791748046875}",0.059642791748046875,0.059642791748046875,False
EPL-541:semantic-P0-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P0-D2""},{""coefficient"":-1,""condition"":""P0-C2""}]",mean_with_eos,"{""direction"":""numerically_unresolved"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-9.1552734375e-05}",-9.1552734375e-05,-9.1552734375e-05,False
EPL-541:semantic-P1-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.19483566284179688}",-0.19483566284179688,-0.19483566284179688,False
EPL-541:semantic-P1-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.052883148193359375}",-0.052883148193359375,-0.052883148193359375,False
EPL-541:semantic-P1-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.19483566284179688}",-0.19483566284179688,-0.19483566284179688,False
EPL-541:semantic-P1-2,541,hate,paired_content_paraphrase_comparison,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.04117012023925781}",-0.04117012023925781,-0.04117012023925781,False
EPL-541:position-semantic-2,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.25447845458984375}",-0.25447845458984375,-0.25447845458984375,False
EPL-541:position-semantic-2,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.0487604777018229}",-0.0487604777018229,-0.0487604777018229,False
EPL-541:position-semantic-2,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.25447845458984375}",-0.25447845458984375,-0.25447845458984375,False
EPL-541:position-semantic-2,541,hate,position_by_semantic_interaction,"[{""coefficient"":1,""condition"":""P1-D2""},{""coefficient"":-1,""condition"":""P1-C2""},{""coefficient"":-1,""condition"":""P0-D2""},{""coefficient"":1,""condition"":""P0-C2""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.00537109375,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.04107856750488281}",-0.04107856750488281,-0.04107856750488281,False
EPL-541:length-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-1.1139297485351562}",-1.1139297485351562,-1.1139297485351562,False
EPL-541:length-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.3873123168945312}",-0.3873123168945312,-0.3873123168945312,False
EPL-541:length-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-1.1139297485351562}",-1.1139297485351562,-1.1139297485351562,False
EPL-541:length-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""S""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.28848393758138025}",-0.28848393758138025,-0.28848393758138025,False
EPL-541:length-L,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",answer_sum,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.4021949768066406}",-0.4021949768066406,-0.4021949768066406,False
EPL-541:length-L,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",answer_mean,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.19064407348632806}",-0.19064407348632806,-0.19064407348632806,False
EPL-541:length-L,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",total_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.4021949768066406}",-0.4021949768066406,-0.4021949768066406,False
EPL-541:length-L,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""R-A""}]",mean_with_eos,"{""direction"":""negative"",""numeric_bound"":0.002685546875,""raw_sign"":-1,""statistical_interval"":false,""value"":-0.1359106699625651}",-0.1359106699625651,-0.1359106699625651,False
EPL-541:length-L-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.7117347717285156}",0.7117347717285156,0.7117347717285156,False
EPL-541:length-L-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.19666824340820316}",0.19666824340820316,0.19666824340820316,False
EPL-541:length-L-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.7117347717285156}",0.7117347717285156,0.7117347717285156,False
EPL-541:length-L-S,541,hate,length_wording_sensitivity,"[{""coefficient"":1,""condition"":""L""},{""coefficient"":-1,""condition"":""S""}]",mean_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.15257326761881512}",0.15257326761881512,0.15257326761881512,False
EPL-3169:position-A,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",answer_sum,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.7050361633300781}",0.7050361633300781,0.7050361633300781,False
EPL-3169:position-A,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",answer_mean,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.1403327941894531}",0.1403327941894531,0.1403327941894531,False
EPL-3169:position-A,3169,hate,two_example_position_effect,"[{""coefficient"":1,""condition"":""P1-A""},{""coefficient"":-1,""condition"":""P0-A""}]",total_with_eos,"{""direction"":""positive"",""numeric_bound"":0.002685546875,""raw_sign"":1,""statistical_interval"":false,""value"":0.7050361633300781}",0.7050361633300781,0.7050361633300781,False
