request_id	role	span_id	kind	label	mean_all_layers_heads_mass	mean_all_layers_heads_density
case-3169-LD	pre_answer	demo-6035	demo	示例9 #6035	0.006132462529020113	0.000292022025191434
case-3169-LD	pre_answer	demo-3585	demo	示例10 #3585	0.011150493273530992	0.0003185855221008855
case-3169-LD	lexicon_end	lex-0031	lexicon	仙女	0.018759420315129404	0.0006253140105043133
case-3169-LD	lexicon_end	lex-0104	lexicon	鸡	0.03803097853204857	0.0005762269474552813
case-3169-LD	lexicon_end	lex-0419	lexicon	嘿嘿	0.026086673691603227	0.0008152085528626009
case-3169-LD	lexicon_end	lex-0486	lexicon	fw	0.03144331765149807	0.000898380504328516
case-3169-LD	lexicon_end	lex-0493	lexicon	剑人	0.0461186571082381	0.0012810738085621697
case-3169-LD	lexicon_end	lex-0663	lexicon	tm	0.17791850331053277	0.0046820658765929675
case-3169-LD	demos_end	lex-0031	lexicon	仙女	0.007395536309498856	0.00024651787698329515
case-3169-LD	demos_end	lex-0104	lexicon	鸡	0.011590431347753276	0.00017561259617807995
case-3169-LD	demos_end	lex-0419	lexicon	嘿嘿	0.006783921520536664	0.00021199754751677076
case-3169-LD	demos_end	lex-0486	lexicon	fw	0.008078639165377072	0.0002308182618679163
case-3169-LD	demos_end	lex-0493	lexicon	剑人	0.012740892810977853	0.00035391368919382936
case-3169-LD	demos_end	lex-0663	lexicon	tm	0.005912477644790988	0.0001555915169681839
case-3169-LD	demos_end	demo-3602	demo	示例1 #3602	0.015639800700014323	0.0008231474052639117
case-3169-LD	demos_end	demo-6493	demo	示例2 #6493	0.012989014293151817	0.0005195605717260727
case-3169-LD	demos_end	demo-3660	demo	示例3 #3660	0.010850369495852778	0.0004173219036866453
case-3169-LD	demos_end	demo-7611	demo	示例4 #7611	0.013601893587698057	0.0003238546092309061
case-3169-LD	demos_end	demo-5780	demo	示例5 #5780	0.01178638853168753	0.00033675395804821505
case-3169-LD	demos_end	demo-7640	demo	示例6 #7640	0.010792802196492517	0.0004317120878597007
case-3169-LD	demos_end	demo-3519	demo	示例7 #3519	0.02085121731881491	0.0003791130421602711
case-3169-LD	demos_end	demo-3582	demo	示例8 #3582	0.02322125356951923	0.0003935805689749022
case-3169-LD	demos_end	demo-6035	demo	示例9 #6035	0.032192093293780616	0.0015329568235133628
case-3169-LD	demos_end	demo-3585	demo	示例10 #3585	0.14115211991445406	0.0040329177118415445
case-3169-LD	query_end	lex-0031	lexicon	仙女	0.007928434912955681	0.0002642811637651894
case-3169-LD	query_end	lex-0104	lexicon	鸡	0.015294463838695002	0.0002317343005862879
case-3169-LD	query_end	lex-0419	lexicon	嘿嘿	0.018777358372873722	0.0005867924491523038
case-3169-LD	query_end	lex-0486	lexicon	fw	0.006076805396807195	0.00017362301133734843
case-3169-LD	query_end	lex-0493	lexicon	剑人	0.007703105008158775	0.00021397513911552155
case-3169-LD	query_end	lex-0663	lexicon	tm	0.007633282182596031	0.00020087584691042188
case-3169-LD	query_end	demo-3602	demo	示例1 #3602	0.00856193636571018	0.0004506282297742199
case-3169-LD	query_end	demo-6493	demo	示例2 #6493	0.008797516134041283	0.0003519006453616513
case-3169-LD	query_end	demo-3660	demo	示例3 #3660	0.006195566961055304	0.00023829103696366549
case-3169-LD	query_end	demo-7611	demo	示例4 #7611	0.009565803221834986	0.0002277572195674996
case-3169-LD	query_end	demo-5780	demo	示例5 #5780	0.006964339263152837	0.00019898112180436673
case-3169-LD	query_end	demo-7640	demo	示例6 #7640	0.006734585500010036	0.0002693834200004014
case-3169-LD	query_end	demo-3519	demo	示例7 #3519	0.01015156650910498	0.00018457393652918146
case-3169-LD	query_end	demo-3582	demo	示例8 #3582	0.01249927268623171	0.00021185207942765616
case-3169-LD	query_end	demo-6035	demo	示例9 #6035	0.007767126770836366	0.0003698631795636365
case-3169-LD	query_end	demo-3585	demo	示例10 #3585	0.017355428314255565	0.0004958693804073018
case-3169-LD	query_all	lex-0031	lexicon	仙女	0.007552761406663149	0.0002517587135554384
case-3169-LD	query_all	lex-0104	lexicon	鸡	0.010936589066983141	0.00016570589495429002
case-3169-LD	query_all	lex-0419	lexicon	嘿嘿	0.015926052579754105	0.0004976891431173158
case-3169-LD	query_all	lex-0486	lexicon	fw	0.006010031121731727	0.00017171517490662078
case-3169-LD	query_all	lex-0493	lexicon	剑人	0.00678869306782701	0.0001885748074396391
case-3169-LD	query_all	lex-0663	lexicon	tm	0.006506834001403509	0.00017123247372114494
case-3169-LD	query_all	demo-3602	demo	示例1 #3602	0.016739692260116498	0.0008810364347429737
case-3169-LD	query_all	demo-6493	demo	示例2 #6493	0.010986944061598107	0.0004394777624639242
case-3169-LD	query_all	demo-3660	demo	示例3 #3660	0.012198042297430817	0.0004691554729781083
case-3169-LD	query_all	demo-7611	demo	示例4 #7611	0.01834589055787281	0.00043680691804459074
case-3169-LD	query_all	demo-5780	demo	示例5 #5780	0.011377842565925342	0.0003250812161692954
case-3169-LD	query_all	demo-7640	demo	示例6 #7640	0.010077712474240746	0.00040310849896962983
case-3169-LD	query_all	demo-3519	demo	示例7 #3519	0.014167471028941479	0.00025759038234439056
case-3169-LD	query_all	demo-3582	demo	示例8 #3582	0.020155724596182374	0.0003416224507827521
case-3169-LD	query_all	demo-6035	demo	示例9 #6035	0.010335670359494188	0.0004921747790235327
case-3169-LD	query_all	demo-3585	demo	示例10 #3585	0.02458196110880826	0.0007023417459659502
case-3169-LD	query_focal	lex-0031	lexicon	仙女	0.009230124876973812	0.0003076708292324603
case-3169-LD	query_focal	lex-0104	lexicon	鸡	0.014273582262321508	0.00021626639791396226
case-3169-LD	query_focal	lex-0419	lexicon	嘿嘿	0.0359431734152723	0.0011232241692272593
case-3169-LD	query_focal	lex-0486	lexicon	fw	0.008297131988336641	0.0002370609139524754
case-3169-LD	query_focal	lex-0493	lexicon	剑人	0.011123855540062651	0.0003089959872239625
case-3169-LD	query_focal	lex-0663	lexicon	tm	0.009192632423464716	0.00024191137956486091
case-3169-LD	query_focal	demo-3602	demo	示例1 #3602	0.01917551278161357	0.0010092375148217669
case-3169-LD	query_focal	demo-6493	demo	示例2 #6493	0.015398672384261021	0.0006159468953704408
case-3169-LD	query_focal	demo-3660	demo	示例3 #3660	0.022873157960871367	0.0008797368446488985
case-3169-LD	query_focal	demo-7611	demo	示例4 #7611	0.01845958883414309	0.0004395140198605498
case-3169-LD	query_focal	demo-5780	demo	示例5 #5780	0.010771485142842978	0.0003077567183669423
case-3169-LD	query_focal	demo-7640	demo	示例6 #7640	0.0114996701351601	0.000459986805406404
case-3169-LD	query_focal	demo-3519	demo	示例7 #3519	0.017234110232282863	0.0003133474587687793
case-3169-LD	query_focal	demo-3582	demo	示例8 #3582	0.02481111481147634	0.0004205273696860397
case-3169-LD	query_focal	demo-6035	demo	示例9 #6035	0.013358404181463798	0.0006361144848316094
case-3169-LD	query_focal	demo-3585	demo	示例10 #3585	0.0258879652327082	0.0007396561495059485
case-3169-LC	pre_answer	lex-0031	lexicon	仙女	0.006499843572113083	0.00018055121033647454
case-3169-LC	pre_answer	lex-0104	lexicon	鸡	0.007743844907906264	0.0001075534014986981
case-3169-LC	pre_answer	lex-0419	lexicon	嘿嘿	0.010289997312316215	0.000263846084931185
case-3169-LC	pre_answer	lex-0486	lexicon	fw	0.006701800104701406	0.00016754500261753519
case-3169-LC	pre_answer	lex-0493	lexicon	剑人	0.009085094926792945	0.00020647943015438507
case-3169-LC	pre_answer	lex-0663	lexicon	tm	0.010859119167333738	0.0002525376550542729
case-3169-LC	lexicon_end	lex-0031	lexicon	仙女	0.020546014231905527	0.0005707226175529313
case-3169-LC	lexicon_end	lex-0104	lexicon	鸡	0.03458902057831234	0.0004804030635876713
case-3169-LC	lexicon_end	lex-0419	lexicon	嘿嘿	0.02856604857344141	0.0007324627839343953
case-3169-LC	lexicon_end	lex-0486	lexicon	fw	0.036040637472857906	0.0009010159368214478
case-3169-LC	lexicon_end	lex-0493	lexicon	剑人	0.056289211277594536	0.0012793002563089668
case-3169-LC	lexicon_end	lex-0663	lexicon	tm	0.19383341503700593	0.004507753838069905
case-3169-LC	query_end	lex-0031	lexicon	仙女	0.01259949026949341	0.00034998584081926136
case-3169-LC	query_end	lex-0104	lexicon	鸡	0.023296384891709144	0.0003235609012737382
case-3169-LC	query_end	lex-0419	lexicon	嘿嘿	0.029166013329493645	0.0007478464956280422
case-3169-LC	query_end	lex-0486	lexicon	fw	0.013483943824530982	0.00033709859561327466
case-3169-LC	query_end	lex-0493	lexicon	剑人	0.01304332351686089	0.00029643917083774755
case-3169-LC	query_end	lex-0663	lexicon	tm	0.018233252036624032	0.00042402911713079153
case-3169-LC	query_all	lex-0031	lexicon	仙女	0.016278455390046583	0.00045217931639018286
case-3169-LC	query_all	lex-0104	lexicon	鸡	0.02126687254909438	0.00029537322984853303
case-3169-LC	query_all	lex-0419	lexicon	嘿嘿	0.032469179461422415	0.0008325430631133952
case-3169-LC	query_all	lex-0486	lexicon	fw	0.0159748597597968	0.00039937149399491993
case-3169-LC	query_all	lex-0493	lexicon	剑人	0.016394626441767354	0.0003726051464038035
case-3169-LC	query_all	lex-0663	lexicon	tm	0.020640057780768422	0.0004800013437388005
case-3169-LC	query_focal	lex-0031	lexicon	仙女	0.01628197207205663	0.0004522770020015732
case-3169-LC	query_focal	lex-0104	lexicon	鸡	0.025851250559736652	0.00035904514666300916
case-3169-LC	query_focal	lex-0419	lexicon	嘿嘿	0.07206152540185351	0.0018477314205603463
case-3169-LC	query_focal	lex-0486	lexicon	fw	0.022825959305848645	0.0005706489826462161
case-3169-LC	query_focal	lex-0493	lexicon	剑人	0.025419426800856605	0.0005777142454740138
case-3169-LC	query_focal	lex-0663	lexicon	tm	0.026685964946021618	0.0006206038359539912
case-3169-LDC	pre_answer	lex-0031	lexicon	仙女	0.004698344826173534	0.0001305095785048204
case-3169-LDC	pre_answer	lex-0104	lexicon	鸡	0.004685741970156026	6.507974958550035e-05
case-3169-LDC	pre_answer	lex-0419	lexicon	嘿嘿	0.005339222984415147	0.00013690315344654222
case-3169-LDC	pre_answer	lex-0486	lexicon	fw	0.003855042102504953	9.637605256262382e-05
case-3169-LDC	pre_answer	lex-0493	lexicon	剑人	0.003740369305299503	8.50083933022614e-05
case-3169-LDC	pre_answer	lex-0663	lexicon	tm	0.003247734224452995	7.552870289425571e-05
case-3169-LDC	pre_answer	demo-3602	demo	示例1 #3602	0.005806329350590155	0.00030559628161000815
case-3169-LDC	pre_answer	demo-6493	demo	示例2 #6493	0.00655088657192853	0.0002620354628771412
case-3169-LDC	pre_answer	demo-3660	demo	示例3 #3660	0.005001512176698804	0.00019236585294995397
case-3169-LDC	pre_answer	demo-7611	demo	示例4 #7611	0.005242830722761985	0.00012482930292290442
case-3169-LDC	pre_answer	demo-5780	demo	示例5 #5780	0.0036827889585133605	0.0001052225416718103
case-3169-LDC	pre_answer	demo-7640	demo	示例6 #7640	0.0036558097648498964	0.00014623239059399586
case-3169-LDC	pre_answer	demo-3519	demo	示例7 #3519	0.005693360038892113	0.0001035156370707657
case-3169-LDC	pre_answer	demo-3582	demo	示例8 #3582	0.008287185653536732	0.00014046077378875813
case-3169-LDC	pre_answer	demo-6035	demo	示例9 #6035	0.006056170031099964	0.0002883890490999983
case-3169-LDC	pre_answer	demo-3585	demo	示例10 #3585	0.010997413740298091	0.00031421182115137406
case-3169-LDC	lexicon_end	lex-0031	lexicon	仙女	0.02054603706146162	0.0005707232517072672
case-3169-LDC	lexicon_end	lex-0104	lexicon	鸡	0.03458902021815946	0.00048040305858554805
case-3169-LDC	lexicon_end	lex-0419	lexicon	嘿嘿	0.028566028332281057	0.0007324622649302835
case-3169-LDC	lexicon_end	lex-0486	lexicon	fw	0.036040634975163216	0.0009010158743790806
case-3169-LDC	lexicon_end	lex-0493	lexicon	剑人	0.056289193985994315	0.0012792998633180527
case-3169-LDC	lexicon_end	lex-0663	lexicon	tm	0.19383347586290484	0.004507755252625694
case-3169-LDC	demos_end	lex-0031	lexicon	仙女	0.009349344768699221	0.00025970402135275613
case-3169-LDC	demos_end	lex-0104	lexicon	鸡	0.01157071535796635	0.00016070437997175486
case-3169-LDC	demos_end	lex-0419	lexicon	嘿嘿	0.009643426303935186	0.0002472673411265432
case-3169-LDC	demos_end	lex-0486	lexicon	fw	0.008433944819027928	0.00021084862047569816
case-3169-LDC	demos_end	lex-0493	lexicon	剑人	0.0127439038208614	0.00028963417774685
case-3169-LDC	demos_end	lex-0663	lexicon	tm	0.009086236313625809	0.0002113078212471118
case-3169-LDC	demos_end	demo-3602	demo	示例1 #3602	0.014971605606999276	0.000787979242473646
case-3169-LDC	demos_end	demo-6493	demo	示例2 #6493	0.013473032046548393	0.0005389212818619356
case-3169-LDC	demos_end	demo-3660	demo	示例3 #3660	0.010470411575440628	0.0004027081375169473
case-3169-LDC	demos_end	demo-7611	demo	示例4 #7611	0.017722626097905834	0.00042196728804537697
case-3169-LDC	demos_end	demo-5780	demo	示例5 #5780	0.010746359504504298	0.0003070388429858371
case-3169-LDC	demos_end	demo-7640	demo	示例6 #7640	0.010820709401634234	0.00043282837606536934
case-3169-LDC	demos_end	demo-3519	demo	示例7 #3519	0.01874604759161232	0.00034083722893840586
case-3169-LDC	demos_end	demo-3582	demo	示例8 #3582	0.023206719303459446	0.0003933342254823635
case-3169-LDC	demos_end	demo-6035	demo	示例9 #6035	0.03268946877968225	0.0015566413704610597
case-3169-LDC	demos_end	demo-3585	demo	示例10 #3585	0.14081827396793378	0.004023379256226679
case-3169-LDC	query_end	lex-0031	lexicon	仙女	0.008813539081830149	0.0002448205300508375
case-3169-LDC	query_end	lex-0104	lexicon	鸡	0.014651871506016635	0.00020349821536134216
case-3169-LDC	query_end	lex-0419	lexicon	嘿嘿	0.019147846109719306	0.0004909704130697259
case-3169-LDC	query_end	lex-0486	lexicon	fw	0.008606804832844971	0.00021517012082112425
case-3169-LDC	query_end	lex-0493	lexicon	剑人	0.009077403547376066	0.0002063046260767288
case-3169-LDC	query_end	lex-0663	lexicon	tm	0.008875935414976237	0.00020641710267386596
case-3169-LDC	query_end	demo-3602	demo	示例1 #3602	0.007945025536903886	0.0004181592387844151
case-3169-LDC	query_end	demo-6493	demo	示例2 #6493	0.00824907665808205	0.00032996306632328206
case-3169-LDC	query_end	demo-3660	demo	示例3 #3660	0.00612062486068457	0.00023540864848786808
case-3169-LDC	query_end	demo-7611	demo	示例4 #7611	0.009411281115426488	0.00022407812179586878
case-3169-LDC	query_end	demo-5780	demo	示例5 #5780	0.006835107737329389	0.00019528879249512544
case-3169-LDC	query_end	demo-7640	demo	示例6 #7640	0.006345189170296244	0.0002538075668118498
case-3169-LDC	query_end	demo-3519	demo	示例7 #3519	0.009861856531384557	0.00017930648238881017
case-3169-LDC	query_end	demo-3582	demo	示例8 #3582	0.0122277923076362	0.0002072507170785797
case-3169-LDC	query_end	demo-6035	demo	示例9 #6035	0.007547446602944464	0.00035940221918783155
case-3169-LDC	query_end	demo-3585	demo	示例10 #3585	0.017253876012443624	0.0004929678860698179
case-3169-LDC	query_all	lex-0031	lexicon	仙女	0.008062911658139734	0.00022396976828165924
case-3169-LDC	query_all	lex-0104	lexicon	鸡	0.010636092212247497	0.0001477235029478819
case-3169-LDC	query_all	lex-0419	lexicon	嘿嘿	0.016409421820898603	0.0004207544056640667
case-3169-LDC	query_all	lex-0486	lexicon	fw	0.00810686285498228	0.00020267157137455707
case-3169-LDC	query_all	lex-0493	lexicon	剑人	0.007063398728267177	0.0001605317892787995
case-3169-LDC	query_all	lex-0663	lexicon	tm	0.007631373034648693	0.00017747379150345798
case-3169-LDC	query_all	demo-3602	demo	示例1 #3602	0.016068096446987645	0.0008456892866835603
case-3169-LDC	query_all	demo-6493	demo	示例2 #6493	0.010553839257413362	0.0004221535702965344
case-3169-LDC	query_all	demo-3660	demo	示例3 #3660	0.012239853685524781	0.00047076360328941465
case-3169-LDC	query_all	demo-7611	demo	示例4 #7611	0.01840358582703547	0.00043818061492941596
case-3169-LDC	query_all	demo-5780	demo	示例5 #5780	0.011331299552184308	0.0003237514157766945
case-3169-LDC	query_all	demo-7640	demo	示例6 #7640	0.009671355156640655	0.0003868542062656262
case-3169-LDC	query_all	demo-3519	demo	示例7 #3519	0.013812329421848648	0.00025113326221542993
case-3169-LDC	query_all	demo-3582	demo	示例8 #3582	0.019716324997572268	0.000334174999958852
case-3169-LDC	query_all	demo-6035	demo	示例9 #6035	0.010123568330830736	0.00048207468242051125
case-3169-LDC	query_all	demo-3585	demo	示例10 #3585	0.02441252522478042	0.0006975007207080121
case-3169-LDC	query_focal	lex-0031	lexicon	仙女	0.009936700707758856	0.0002760194641044127
case-3169-LDC	query_focal	lex-0104	lexicon	鸡	0.014154523643897762	0.0001965906061652467
case-3169-LDC	query_focal	lex-0419	lexicon	嘿嘿	0.03753176639997096	0.0009623529846146402
case-3169-LDC	query_focal	lex-0486	lexicon	fw	0.01137788614518865	0.0002844471536297162
case-3169-LDC	query_focal	lex-0493	lexicon	剑人	0.011720495567653704	0.0002663748992648569
case-3169-LDC	query_focal	lex-0663	lexicon	tm	0.010332081518397996	0.00024028096554413946
case-3169-LDC	query_focal	demo-3602	demo	示例1 #3602	0.018571679949220987	0.0009774568394326835
case-3169-LDC	query_focal	demo-6493	demo	示例2 #6493	0.014764042717879448	0.000590561708715178
case-3169-LDC	query_focal	demo-3660	demo	示例3 #3660	0.023160687399823916	0.0008907956692239967
case-3169-LDC	query_focal	demo-7611	demo	示例4 #7611	0.018510946233486553	0.00044073681508301324
case-3169-LDC	query_focal	demo-5780	demo	示例5 #5780	0.010702741913402012	0.00030579262609720033
case-3169-LDC	query_focal	demo-7640	demo	示例6 #7640	0.010802113457797614	0.0004320845383119045
case-3169-LDC	query_focal	demo-3519	demo	示例7 #3519	0.01679512920374949	0.00030536598552271795
case-3169-LDC	query_focal	demo-3582	demo	示例8 #3582	0.02454467782877602	0.0004160114886233224
case-3169-LDC	query_focal	demo-6035	demo	示例9 #6035	0.013058942320842468	0.0006218543962305937
case-3169-LDC	query_focal	demo-3585	demo	示例10 #3585	0.02570494811343656	0.0007344270889553303
