job_id	layer0	probe_delta_pre	probe_delta_mid	probe_delta_post	attention_increment_delta	mlp_increment_delta	attention_branch_delta	mlp_branch_delta	attention_scale_delta	mlp_scale_delta
Q01-D02-into-D01-focal-L17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-focal-L17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-focal-L17	18	0.0	-0.00035953521728515625	0.0024045705795288086	-0.00035953521728515625	0.002764105796813965	-0.000288872187576672	0.002581859910998574	-7.004751220085481e-05	0.00018191281276225268
Q01-D02-into-D01-focal-L17	19	0.0024045705795288086	0.030157089233398438	0.061597585678100586	0.02775251865386963	0.03144049644470215	0.02766424300928061	0.03239079852250559	8.886044567790741e-05	-0.0009501473478428224
Q01-D02-into-D01-focal-L17	20	0.061597585678100586	0.04075455665588379	0.027620553970336914	-0.020843029022216797	-0.013134002685546875	-0.027310236899031226	-0.006180363223665785	0.006465674680160682	-0.006952105120033969
Q01-D02-into-D01-focal-L17	21	0.027620553970336914	0.5747992992401123	-0.0005495548248291016	0.5471787452697754	-0.5753488540649414	0.5242752380130868	-0.5214681786997728	0.022904426352209906	-0.053881297549561114
Q01-D02-into-D01-focal-L17	22	-0.0005495548248291016	0.4508669376373291	0.4300520420074463	0.4514164924621582	-0.020814895629882812	0.5075503755106888	-0.026595246742201484	-0.05613579695101706	0.005781033448597803
Q01-D02-into-D01-focal-L17	23	0.4300520420074463	0.9885792434215546	3.2649075388908386	0.5585272014141083	2.276328295469284	0.6429552793581881	2.3590674836179217	-0.08442892911364641	-0.08273879861000338
Q01-D02-into-D01-focal-L17	24	3.2649075388908386	3.451189875602722	4.017341256141663	0.18628233671188354	0.5661513805389404	0.47272979730193354	0.9726961948736237	-0.2864494503323509	-0.4065441870933353
Q01-D02-into-D01-focal-L17	25	4.017341256141663	3.6892243027687073	3.8912603855133057	-0.3281169533729553	0.2020360827445984	-0.11165973460797968	0.47336472409101404	-0.21645557882786867	-0.2713310768593378
Q01-D02-into-D01-focal-L17	26	3.8912603855133057	9.814724564552307	9.187376022338867	5.9234641790390015	-0.6273485422134399	6.136809935007086	0.5418646931053486	-0.2133485526811223	-1.1692055816562625
Q01-D02-into-D01-focal-L17	27	9.187376022338867	9.31991958618164	9.521045684814453	0.13254356384277344	0.2011260986328125	0.3384602838101055	0.9640338397200122	-0.20591773921061152	-0.7629104428667707
Q01-D02-into-D01-focal-L17	28	9.521045684814453	9.499405860900879	14.99201488494873	-0.02163982391357422	5.492609024047852	0.30389601530297305	6.626233372634154	-0.325533997256243	-1.133623907462802
Q01-D02-into-D01-focal-L17	29	14.99201488494873	18.699420928955078	14.33257007598877	3.7074060440063477	-4.366850852966309	4.910241364864126	-2.5271122118843015	-1.2028376348693874	-1.8397357610480658
Q01-D02-into-D01-focal-L17	30	14.33257007598877	16.041316032409668	14.789681434631348	1.7087459564208984	-1.2516345977783203	2.545801391081045	0.9068137907668983	-0.8370530787894523	-2.158453489803154
Q01-D02-into-D01-focal-L17	31	14.789681434631348	14.514130592346191	15.652541160583496	-0.27555084228515625	1.1384105682373047	0.32533642164361987	2.588178967366881	-0.6008842521723534	-1.449772390515394
Q01-D02-into-D01-focal-L17	32	15.652541160583496	17.69501495361328	22.749605178833008	2.042473793029785	5.054590225219727	3.0218508791687793	6.281092422737416	-0.9793744367719424	-1.2265038554738337
Q01-D02-into-D01-focal-L17	33	22.749605178833008	21.352947235107422	19.59706974029541	-1.396657943725586	-1.7558774948120117	0.1324034148136034	0.5211771192587427	-1.5290591126169666	-2.2770592062787656
Q01-D02-into-D01-focal-L17	34	19.59706974029541	17.294471740722656	12.98365306854248	-2.302597999572754	-4.310818672180176	-0.14618182607117589	-0.8258184063519098	-2.1564146009380427	-3.484996514262571
Q01-D02-into-D01-focal-L17	35	12.98365306854248	12.49797534942627	22.876495361328125	-0.48567771911621094	10.378520011901855	0.5434322758881796	-3.56352327672608	-1.0291054631524879	13.942038537486496
Q01-D02-into-D01-pre-L17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D02-into-D01-pre-L17	18	0.0	3.552436828613281e-05	-5.030632019042969e-05	3.552436828613281e-05	-8.58306884765625e-05	3.427674716771634e-05	-6.96286516714828e-05	5.57901076045364e-07	-1.4930906583721093e-05
Q01-D02-into-D01-pre-L17	19	-5.030632019042969e-05	-0.0009613037109375	-0.0005450248718261719	-0.0009109973907470703	0.0004162788391113281	-0.0009242572619185818	0.00038124759711044565	1.2961013908907582e-05	3.375632663016326e-05
Q01-D02-into-D01-pre-L17	20	-0.0005450248718261719	-0.001955270767211914	-0.002559185028076172	-0.0014102458953857422	-0.0006039142608642578	-0.0015686025393640834	-0.0004960882328969196	0.00015873923460107964	-0.00010665373914625631
Q01-D02-into-D01-pre-L17	21	-0.002559185028076172	-0.0010554790496826172	0.001384735107421875	0.0015037059783935547	0.002440214157104492	0.001176388602059486	0.0025962713039362484	0.0003287472914531575	-0.000156926962585624
Q01-D02-into-D01-pre-L17	22	0.001384735107421875	0.0015393495559692383	-0.001260995864868164	0.00015461444854736328	-0.0028003454208374023	0.00035731306849129396	-0.0024356779651484306	-0.0002026797601967223	-0.00036527864075881766
Q01-D02-into-D01-pre-L17	23	-0.001260995864868164	0.0016649216413497925	-0.0016379356384277344	0.0029259175062179565	-0.003302857279777527	0.002400382793581235	-0.0029828174635433413	0.0005246140565253743	-0.0003193640251477614
Q01-D02-into-D01-pre-L17	24	-0.0016379356384277344	-0.004065990447998047	-0.0006377696990966797	-0.0024280548095703125	0.003428220748901367	-0.0019851030595208208	0.002788124797655389	-0.00044400173498404527	0.0006405191405539634
Q01-D02-into-D01-pre-L17	25	-0.0006377696990966797	-0.0013730525970458984	-0.0023456811904907227	-0.0007352828979492188	-0.0009726285934448242	-0.0012637928413365973	-0.0014381491150884385	0.0005303548746926623	0.00046308325866273314
Q01-D02-into-D01-pre-L17	26	-0.0023456811904907227	-0.004185199737548828	-0.004696846008300781	-0.0018395185470581055	-0.0005116462707519531	-0.0020662443696974897	-0.0009320965064699427	0.00022530757366490128	0.0004250051696590984
Q01-D02-into-D01-pre-L17	27	-0.004696846008300781	-0.0023093223571777344	-0.0008029937744140625	0.002387523651123047	0.0015063285827636719	0.0022324167994758337	0.0013415744448471711	0.0001560546652835948	0.00016279095794610732
Q01-D02-into-D01-pre-L17	28	-0.0008029937744140625	-0.003875732421875	-0.006337165832519531	-0.0030727386474609375	-0.0024614334106445312	-0.0030908700390801513	-0.0029592372983735515	1.542211782715186e-05	0.0004992040414243393
Q01-D02-into-D01-pre-L17	29	-0.006337165832519531	-0.007212638854980469	-0.009387969970703125	-0.0008754730224609375	-0.0021753311157226562	-0.00103075121931262	-0.0025698271397914807	0.00015409563841584095	0.0003983065942778641
Q01-D02-into-D01-pre-L17	30	-0.009387969970703125	-0.0064144134521484375	-0.0030355453491210938	0.0029735565185546875	0.0033788681030273438	0.0024277142933430973	0.002877089188592752	0.0005430475595876727	0.0005022544036552556
Q01-D02-into-D01-pre-L17	31	-0.0030355453491210938	-0.004001617431640625	-0.007815361022949219	-0.0009660720825195312	-0.0038137435913085938	-0.0009254059898810008	-0.004199507061434127	-3.861314774517011e-05	0.00038163309204619633
Q01-D02-into-D01-pre-L17	32	-0.007815361022949219	-0.015044212341308594	-0.01873016357421875	-0.007228851318359375	-0.0036859512329101562	-0.007500380104882964	-0.0052879421975586816	0.0002707623537877568	0.0016028835274335407
Q01-D02-into-D01-pre-L17	33	-0.01873016357421875	-0.018474578857421875	-0.013448715209960938	0.000255584716796875	0.0050258636474609375	-0.0003534741085580717	0.00254773862207347	0.0006138522106178268	0.0024717804949916378
Q01-D02-into-D01-pre-L17	34	-0.013448715209960938	-0.010736465454101562	-0.009507179260253906	0.002712249755859375	0.0012292861938476562	0.0009687669598650028	-0.0012325559467978309	0.001744384702714985	0.0024683167358263702
Q01-D02-into-D01-pre-L17	35	-0.009507179260253906	-0.009001731872558594	-0.020826339721679688	0.0005054473876953125	-0.011824607849121094	-3.249058203824706e-05	-0.00196066556235186	0.0005389317984682007	-0.00987412339707383
Q01-D01-into-D02-focal-L17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-focal-L17	18	0.0	0.00022101402282714844	-0.002627134323120117	0.00022101402282714844	-0.0028481483459472656	0.00014281799744608747	-0.0026865411551977303	7.938618969581535e-05	-0.00016402996614983678
Q01-D01-into-D02-focal-L17	19	-0.002627134323120117	-0.014626264572143555	-0.041994571685791016	-0.011999130249023438	-0.02736830711364746	-0.01186316596090542	-0.02720354860334112	-0.00013479940881017116	-0.00016416879899713854
Q01-D01-into-D02-focal-L17	20	-0.041994571685791016	-0.034189820289611816	-0.007071971893310547	0.007804751396179199	0.02711784839630127	0.005019219204672853	0.028529565563677736	0.0027867796630074992	-0.001412052245086115
Q01-D01-into-D02-focal-L17	21	-0.007071971893310547	-0.12293767929077148	0.43328261375427246	-0.11586570739746094	0.556220293045044	-0.11234165511237793	0.5254694696674935	-0.0035231966582239815	0.03074825584927321
Q01-D01-into-D02-focal-L17	22	0.43328261375427246	-0.0016367435455322266	-0.15886497497558594	-0.4349193572998047	-0.1572282314300537	-0.4263781331403458	-0.17129645100106083	-0.008539533914456332	0.014067260307756346
Q01-D01-into-D02-focal-L17	23	-0.15886497497558594	-0.49485328793525696	-0.8647910356521606	-0.335988312959671	-0.3699377477169037	-0.34732218459438186	-0.44849788873365526	0.011333189818596434	0.07855842933321772
Q01-D01-into-D02-focal-L17	24	-0.8647910356521606	-1.195925772190094	-1.1840641498565674	-0.33113473653793335	0.011861622333526611	-0.36306431501354997	-0.1369436710073324	0.031931358023822964	0.14880568930193339
Q01-D01-into-D02-focal-L17	25	-1.1840641498565674	-1.1030983924865723	-1.1161626279354095	0.08096575736999512	-0.01306423544883728	0.0006910564302669564	-0.09129591992632813	0.08027217733642245	0.07823517803729096
Q01-D01-into-D02-focal-L17	26	-1.1161626279354095	-2.0760691165924072	-2.6673078536987305	-0.9599064886569977	-0.5912387371063232	-1.0502486778084457	-0.804188663855979	0.0903438649074012	0.21294768782457063
Q01-D01-into-D02-focal-L17	27	-2.6673078536987305	-2.560892105102539	-2.2274487018585205	0.1064157485961914	0.33344340324401855	0.07451276115327299	0.09441766535734969	0.03190359690330985	0.2390248613908501
Q01-D01-into-D02-focal-L17	28	-2.2274487018585205	-2.530771255493164	-3.3199844360351562	-0.30332255363464355	-0.7892131805419922	-0.3847419571601889	-1.097029164500376	0.0814165782648974	0.3078184091446434
Q01-D01-into-D02-focal-L17	29	-3.3199844360351562	-5.187297821044922	-4.414823532104492	-1.8673133850097656	0.7724742889404297	-2.226536748740901	0.3510564709285626	0.35923117403544635	0.421408418675675
Q01-D01-into-D02-focal-L17	30	-4.414823532104492	-5.041326522827148	-4.703813552856445	-0.6265029907226562	0.3375129699707031	-0.8264214627952127	-0.3252220272255894	0.1999227896587874	0.6627332030537356
Q01-D01-into-D02-focal-L17	31	-4.703813552856445	-4.739526748657227	-4.695416450500488	-0.03571319580078125	0.04411029815673828	-0.21132396505766995	-0.3935421149177438	0.17560991052133762	0.43765243078146887
Q01-D01-into-D02-focal-L17	32	-4.695416450500488	-9.11500358581543	-7.683467864990234	-4.419587135314941	1.4315357208251953	-4.703449592409385	0.6764059195174408	0.28386357975402976	0.7551268461512802
Q01-D01-into-D02-focal-L17	33	-7.683467864990234	-7.529388427734375	-5.96038818359375	0.15407943725585938	1.569000244140625	-0.42536735805689085	0.5646637939953896	0.579443955476856	1.004341406252152
Q01-D01-into-D02-focal-L17	34	-5.96038818359375	-4.905158996582031	-4.4032745361328125	1.0552291870117188	0.5018844604492188	0.20731540990284525	-0.35815246252890454	0.8479139577114045	0.860037474333879
Q01-D01-into-D02-focal-L17	35	-4.4032745361328125	-4.267699241638184	-9.973672866821289	0.1355752944946289	-5.7059736251831055	-0.23708200041375413	-1.0851854667739693	0.372656806458324	-4.620783998816012
Q01-D01-into-D02-pre-L17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q01-D01-into-D02-pre-L17	18	0.0	-3.2067298889160156e-05	4.1484832763671875e-05	-3.2067298889160156e-05	7.355213165283203e-05	-3.064522917917145e-05	5.916503378244897e-05	-5.85325522509117e-07	1.447114545255479e-05
Q01-D01-into-D02-pre-L17	19	4.1484832763671875e-05	0.0008032321929931641	0.0004971027374267578	0.0007617473602294922	-0.00030612945556640625	0.0007724980360772626	-0.00028550937154825373	-1.2584807784932206e-05	-2.071614625442919e-05
Q01-D01-into-D02-pre-L17	20	0.0004971027374267578	0.0008809566497802734	0.002051115036010742	0.0003838539123535156	0.0011701583862304688	0.0004591078754768718	0.0010924732313689484	-7.334328776831267e-05	7.793193729566106e-05
Q01-D01-into-D02-pre-L17	21	0.002051115036010742	0.003951311111450195	-0.00553131103515625	0.0019001960754394531	-0.009482622146606445	0.002229312324699695	-0.00948911790856899	-0.00032988523736254827	7.750682650908836e-06
Q01-D01-into-D02-pre-L17	22	-0.00553131103515625	-0.0025322437286376953	-0.001140594482421875	0.0029990673065185547	0.0013916492462158203	0.0029204878454941463	0.001074961216863013	7.813647333249074e-05	0.000316801259782451
Q01-D01-into-D02-pre-L17	23	-0.001140594482421875	0.00305253267288208	0.010023236274719238	0.004193127155303955	0.006970703601837158	0.00425441350286139	0.0073824947326679435	-6.188458243272521e-05	-0.0004153774893086437
Q01-D01-into-D02-pre-L17	24	0.010023236274719238	0.012517213821411133	0.007370948791503906	0.0024939775466918945	-0.0051462650299072266	0.0032199400162793435	-0.0036047032817729807	-0.000723620386056556	-0.00154081965010322
Q01-D01-into-D02-pre-L17	25	0.007370948791503906	0.0083388090133667	0.010428786277770996	0.000967860221862793	0.002089977264404297	0.0015369234815086896	0.003169207696117393	-0.0005704637243685307	-0.0010749963009226704
Q01-D01-into-D02-pre-L17	26	0.010428786277770996	0.012779533863067627	0.02037036418914795	0.002350747585296631	0.007590830326080322	0.003382398321699398	0.010036582427096707	-0.0010339994606874958	-0.00244531574054907
Q01-D01-into-D02-pre-L17	27	0.02037036418914795	0.020639419555664062	0.020971298217773438	0.0002690553665161133	0.000331878662109375	0.00038019410580591995	0.001899543304259843	-0.00011337943242245574	-0.0015628164229695152
Q01-D01-into-D02-pre-L17	28	0.020971298217773438	0.020452499389648438	0.023934364318847656	-0.000518798828125	0.0034818649291992188	0.0001247810150628581	0.006331080781761145	-0.0006479023165255615	-0.002845600637507273
Q01-D01-into-D02-pre-L17	29	0.023934364318847656	0.03426647186279297	0.028222084045410156	0.010332107543945312	-0.0060443878173828125	0.013278160606302158	-0.0035086931489543005	-0.002945454211547238	-0.0025402158766614225
Q01-D01-into-D02-pre-L17	30	0.028222084045410156	0.02584362030029297	0.0241546630859375	-0.0023784637451171875	-0.0016889572143554688	-0.0014518487823798054	0.001521498939944469	-0.0009205349645678984	-0.003212397695355751
Q01-D01-into-D02-pre-L17	31	0.0241546630859375	0.024785995483398438	0.02664470672607422	0.0006313323974609375	0.0018587112426757812	0.00205141090582818	0.004017346723024229	-0.001420268043444528	-0.002157442895108108
Q01-D01-into-D02-pre-L17	32	0.02664470672607422	0.058063507080078125	0.05926799774169922	0.031418800354003906	0.0012044906616210938	0.0329315139699875	0.005674146847082895	-0.0015174654918753694	-0.00447059122866067
Q01-D01-into-D02-pre-L17	33	0.05926799774169922	0.05836772918701172	0.04741191864013672	-0.0009002685546875	-0.010955810546875	0.004603267061511929	-0.0034823893196495107	-0.005502665466036616	-0.007471840443564748
Q01-D01-into-D02-pre-L17	34	0.04741191864013672	0.03860950469970703	0.0350494384765625	-0.008802413940429688	-0.0035600662231445312	-0.00197411907636591	0.001779317696871896	-0.006832667139665016	-0.005333812951876293
Q01-D01-into-D02-pre-L17	35	0.0350494384765625	0.03481101989746094	0.060916900634765625	-0.0002384185791015625	0.026105880737304688	0.0023701738290154983	-0.0017424152231011458	-0.002610695269370966	0.027851603364718258
Q02-D02-into-D01-focal-L17	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q02-D02-into-D01-focal-L17	18	0.0	0.0011897087097167969	0.0008358955383300781	0.0011897087097167969	-0.00035381317138671875	0.001215853940208067	-0.0005354848336853735	-2.632201169688181e-05	0.00018068485567984682
Q02-D02-into-D01-focal-L17	19	0.0008358955383300781	0.02088451385498047	0.039369046688079834	0.02004861831665039	0.018484532833099365	0.020793072809737412	0.017504957542969483	-0.0007430044719948237	0.000979769734757302
Q02-D02-into-D01-focal-L17	20	0.039369046688079834	-0.06246590614318848	0.02130722999572754	-0.10183495283126831	0.08377313613891602	-0.10162507641794616	0.08051402887036221	-0.00021127184452951475	0.003259375197598724
Q02-D02-into-D01-focal-L17	21	0.02130722999572754	0.15928864479064941	0.00809180736541748	0.13798141479492188	-0.15119683742523193	0.12264994373778215	-0.1281982796857467	0.015331778205743274	-0.023000247275512753
Q02-D02-into-D01-focal-L17	22	0.00809180736541748	0.519206166267395	0.5342029333114624	0.5111143589019775	0.014996767044067383	0.548621550957249	0.025136603616704	-0.03750361980389527	-0.010142163380000596
Q02-D02-into-D01-focal-L17	23	0.5342029333114624	0.8439978063106537	2.7084534764289856	0.3097948729991913	1.864455670118332	0.39149070161840727	1.9186975524616319	-0.0816956399341271	-0.054241720818770156
Q02-D02-into-D01-focal-L17	24	2.7084534764289856	2.7774808406829834	3.2232545614242554	0.0690273642539978	0.445773720741272	0.3376536142923988	0.7434364623367691	-0.2686259791194302	-0.2976639753105837
Q02-D02-into-D01-focal-L17	25	3.2232545614242554	2.9911481142044067	3.2490949630737305	-0.23210644721984863	0.25794684886932373	-0.08791363090870274	0.5016100617455888	-0.14419496679973115	-0.2436622246727107
Q02-D02-into-D01-focal-L17	26	3.2490949630737305	7.353303909301758	5.968349456787109	4.104208946228027	-1.3849544525146484	4.262600658791323	-0.5211173468113077	-0.15838840403326712	-0.8638366377649852
Q02-D02-into-D01-focal-L17	27	5.968349456787109	6.074573040008545	6.257840156555176	0.10622358322143555	0.18326711654663086	0.25718121362156476	0.6857294059131992	-0.15096190849931979	-0.502459537115936
