object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:1376,ai_note,小管家还会威胁你⁉⁉⁉匿名也能逮到啊⁉⁉,non-hate,[],,惊讶于具体账号或管理者的威胁与识别行为，没有身份群体评价。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1456,human_with_ai,上广东待几天就看到了,non-hate,[],,按用户裁决：广东只作前往的地点，本句没有实际人群评价对象，判 non-hate + []；不因省略观察对象而另造未决。,"hate,group",广东仅作地名,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1466,ai_note,如果那个黑人对中国友好，那么我倒可以忍受，就像快手上有个嫁黑人的，那个黑人对中国很友好，我倒也可以忍受。虽然还是不喜欢，但只要是与中国友好的黑人，哪怕不喜欢，我也可以忍受,hate,"[""Racism""]",,把黑人身份作为默认不喜欢、仅有条件容忍的对象。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1509,human_with_ai,EG都不是找那种老g吗。优秀的别人看不上,hate,"[""Sexism""]",,按用户裁决：EG与优秀的别人看不上共同构成对女性的污名，判 hate + Sexism。老g的词义另记检索未证实，不因此撤销已裁定标签，也不从原答案倒推种族义项。,"hate,group",虽老g意义暂时不明，但是没有证据显示这句话是对eg的非污名化讨论，可以检索一下老g的含义,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1517,human_with_ai,是啊，我上次遇到一个恶臭直男，真的，他一直三句话不离同志是变态，最后在我把很多论据给他看的时候，他还嘴硬，这些论据都是假的宁愿自己看几千年前的小破书，也不愿看看现在的论据。眼看说不过，就发各种表情来阴阳怪气。🤣大半夜的，差点没把我笑死。,hate,"[""LGBTQ"", ""others""]",,按用户裁决：反对污名同性恋的同时，以恶臭直男等措辞攻击对方，句级 hate 不被反仇恨立场覆盖；group 依用户裁决为 LGBTQ + others。,"hate,group",提到同性恋的同时包含对个人的辱骂,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:159,human_with_ai,还有我们🐶“江浙人种最高贵”（看不懂这句话语气是自黑还是嘲讽还是自以为是的就要来评论对枪的直接拉黑）,non-hate,"[""Region""]",,按用户裁决：没有足够证据认定作者实施地域歧视，判 non-hate + Region；对具体语气仍不作超出裁决的断言。,"hate,group",没证据表明存在地域歧视,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1653,ai_note,偶然看到，就评论一下。都是人类，性取向就是萝卜白菜，各有所爱，没有什么高低贵贱。只是想到男男，生理上超级排斥，也就是感觉恶心,non-hate,"[""LGBTQ""]",,参照已确认demo:2430：明确主张性取向平等，将不适限定为想到男男亲密关系的个人反应；没有提出群体低等或应受排斥。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1660,ai_note,不是，討厭女性，不想跟女性相處，這不是歧視，你隻是gay了,hate,"[""LGBTQ"", ""Sexism""]",,将厌恶女性与同性恋身份等同并正常化，形成性少数与女性两方面的群体评价。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1729,human_with_ai,主页整天搁那和不同的白楠yy，就算你真的那么有钱也不妨碍你lkd,hate,"[""Sexism""]",,用户释义为白楠=白男、yy=意淫、lkd=烂裤裆。本句借女性私生活实施污名，判 hate + Sexism；白男不另作实际攻击身份赋类。,"hate,group",白楠-白男 yy-意淫 lkd-烂裤裆，用于辱骂女性私生活不检点,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1786,ai_note,个人觉得吧，挑头的有错，但是跟后头闹事儿的就无辜？,non-hate,[],,针对参与闹事的责任作批评，行为集合没有被另行当作身份角色。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:179,human_with_ai,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,hate,"[""others""]",,按用户采纳意见：以鸡窝、里面都是卖的对贴吧社群成员作性污名泛化，判 hate + others。,"hate,group",采纳建议：对贴吧社群成员作性污名泛化。,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1815,human_with_ai,中国尺寸是真的小,hate,"[""Sexism""]",,按用户裁决：尺寸在本句指男性生殖器，并以小作身体贬损，判 hate + Sexism；不引入缺乏文本依据的物品规格读法。,"hate,group",没有证据表明讨论的是男性生殖器以外的事物,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1833,ai_note,雄性基因是排外，雌性基因是择优，如果思想上升就不必去骂黑人，但在这个世界大染缸里，清醒的人毕竟是少数，大部分人靠本能去抉择，即使我明白我也一定排黑的，同族群能容我，而异族必不容我,hate,"[""Racism"", ""Sexism""]",,明确认可排斥黑人及异族，并对男女赋予本质化行为属性。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1859,human_with_ai,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,non-hate,"[""Sexism""]",,按用户裁决：讨论男女关系与相关话题，没有实际实施攻击；不能仅因出现舔狗就判 hate。标签为 non-hate + Sexism。,"hate,group",仅为话题讨论，不包含攻击,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:191,ai_note,先自己调查下好吧，南方系更多好像说的是广东，而且这也是实话，南方系媒体系统性BBC操作还少吗？你一个南方老百姓跟着他们冲锋陷阵啥？大家都是普通老百姓没必要。,non-hate,"[""Region"", ""others""]",,批评媒体操作，并以南方居民及普通民众身份劝说对方；BBC在此为媒体比较，非种族缩写。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1915,human_with_ai,所谓批判作用不大的失足妇女和所谓的婚恋中介都是逆向民族主义者，自愿投向BBC的也谈不上受害者，图片来自百度图片,hate,"[""Racism""]",,按用户裁决：本句BBC指向黑人群体的侮辱代称，语境不支持英国广播公司等专名读法；完整标签取 hate + Racism。未将其他 AI 推断类别加入用户裁决。,"hate,group",BBC在此处没有任何证据表明指向英国广播公司以及其他专有名词，因此此处只能是对黑人群体的侮辱代称，直接导致仇恨+种族,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:1986,ai_note,真的一上知乎全都是骂的，从女权骂到了女性，然而在现实生活中根本见不着，是我层次太低？,non-hate,"[""Sexism"", ""others""]",,质疑从女权参与者扩大到女性的网络辱骂，明确区分角色群体与性别群体。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:2004,human_with_ai,这个吧里都是**有个女的喷我然后让我教育了自己外地的去新一线然后瞧不起我大连土著说我是18线小县城的房子不稀罕殊不知她连户口都没落自称当地人,hate,"[""Region"", ""others""]",,按用户裁决：**是让人联想的写法，不能断言为平台屏蔽或缺失原文；结合论坛泛化和后文争执可识别辱骂意，判 hate + Region + others。,"hate,group",**并非被屏蔽，只是一种让人联想的写法，参考后面语句，没有证据表明此处不是辱骂意,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:2025,ai_note,已经完全失去了对中国年轻女性的信任（35以下），反正我现在看任何一个我不是很熟的年轻女的都先贴上两个标签 女拳王 媚黑，就像女的说男的都是潜在强奸犯一样，互相戴帽子呗，两性之间的信任会越来越少，直至完全对立🤔,hate,"[""Sexism""]",,主动把负面属性赋给年轻女性，并以对男性的泛化作理由；实际被评价的身份维度为性别。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
demo:2054,ai_note,爱马仕不香么？,non-hate,[],,对品牌的简短偏好表达，没有实际人群对象。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97
