object_id,text,hate,group,attack_severity,pending_tasks,severity_status,label_review_kind,severity_review_kind,label_note,severity_rationale,severity_candidates,severity_suggested_score,hate_policy,group_policy,severity_policy,severity_label_reference_matches_current_values,online_material_confirmed,hate_source,group_source,severity_source,historical_hate,historical_hate_policy
demo:5211,这个不是有视频吗，再怎么样黑黑在中国打中国女人那两个男的不出手说不过去，如果在非洲中国人打黑女人估计命都不保,non-hate,"[""Racism"", ""Region"", ""Sexism""]",0,,scored,ai_note,ai_note,批评殴打与旁观并比较种族、中外居民和男女处境，取 Racism、Region、Sexism。反事实后果是预测，没有直接赞成杀人；当前措辞不足以另立作者攻击，取 0。,谴责殴打和不制止行为，反事实死亡描述是对后果的预测，不等于作者赞许暴力。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5230,这里部分哪里是臆想，一个存在命题而已，【存在】华工在法国获得了法国女性的青睐，这样子表述你依旧认为不完备吗？,non-hate,"[""Region"", ""Sexism"", ""others""]",0,,scored,ai_note,ai_note,以华工和法国女性为交往命题的实际对象，按国别、性别和工人角色取 Region、Sexism、others；没有明确种族维度，不因国籍词补 Racism。存在命题本身没有攻击，取 0。,陈述交往存在命题，没有攻击或人格贬损。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:528,骂棒畜是一回事，骂幕刃又是另一回事,hate,"[""Region"", ""Sexism""]",3,,scored,human_with_ai,human_with_ai,用户明确判 hate／3／Region、Sexism：使用明确辱称，没有证据表明是无害讨论；不再保留纯词语讨论的候选。,用户明确判 hate／3／Region、Sexism：使用明确辱称，没有证据表明是无害讨论；不再保留纯词语讨论的候选。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",False,False,rule_mapping_from_user_score,user_discussion,user_discussion,hate,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}"
demo:5282,他们对上海地域黑怎么黑的他们把我们做过的事都说了一遍别的不说，就爱丁堡一事，哪怕你是上海人都不该维护自己，否则就别怪别人黑,hate,"[""Region""]",2,,scored,ai_note,ai_note,当前文本直接以“上海人”为单位正当化地域黑，并否定其辩护；与 #4744 未展示具体攻击的情况有别。取 2 级群体污名，尚不足以扩成剥夺基本权利或身体伤害。,把群体身份作为应承受地域黑及不能辩护的理由，已是污名化；未见具体剥夺平等参与资格的行动要求或身体伤害主张。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5297,西安本地都是河南人，在西安城里面走到哪都能听到河南话，有必要黑河南？我听到见到的主流声音都是豫陕一家亲，从足球来看，无论陕西浐灞还是现在的长安竞技，都是和河南建业关系最好。个别黑河南黑洛阳的是带着KPI的，甚至不排除反串的，请不要再挑起豫陕两省的矛盾了。,non-hate,"[""Region""]",0,,scored,ai_note,ai_note,为两地居民辩护并反对制造地域矛盾；对个别挑事者动机的质疑没有另外的人格辱骂，取 0。,反对挑动地域矛盾并为两地居民辩护；动机质疑未另成直接人格侮辱。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5330,只能说物以类聚吧，至少我身边的女孩子都是这样，甚至还会觉得他们（黑和白）味道很大😭,hate,"[""Racism"", ""Sexism""]",1,,scored,ai_note,ai_note,认可针对黑人白人的负面体味概括，并概括女性态度，取 Racism、Sexism。强度按轻度负面概括取 1，没有天生低等或排斥权利主张。,以体味作轻度负面概括，并用物以类聚附和，未出现低等本质或权利排斥。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5365,又是应了那句老话，认真你就输了。人类真是复读机，租鸡青一了解一下？（开玩笑的）,non-hate,"[""Sexism"", ""others""]",0,,scored,human_with_ai,human_with_ai,用户明确判 non-hate／0／Sexism、others，只在谈网络梗和生活选择；不据其中可能的词语贬义另立本句攻击。,用户明确判 non-hate／0／Sexism、others，只在谈网络梗和生活选择；不据其中可能的词语贬义另立本句攻击。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",False,False,rule_mapping_from_user_score,user_discussion,user_discussion,non-hate,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}"
demo:5394,我感觉西方的教会拒绝甚至诅咒同性恋是对他们信仰的维护。我也不容我的信仰被玷污。当然，西方炼铜的，该怎么死怎么死。在我的生活中，只要txl不干扰他人并强迫接受，那可以理解。当然，不诅咒已经是最大的克制了。不祝福，不喜欢。,hate,"[""LGBTQ"", ""others""]",3,,scored,human_with_ai,human_with_ai,用户明确判 hate／3／LGBTQ、others；死亡措辞仅表达漠视，未认可身体伤害，删除暴力认可候选。,用户明确判 hate／3／LGBTQ、others；死亡措辞仅表达漠视，未认可身体伤害，删除暴力认可候选。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_user_score,user_discussion,user_discussion,hate,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}"
demo:5408,幕刃是这样的,hate,"[""Sexism""]",2,,scored,ai_note,ai_note,使用女性侮辱性谐称作群体概括，取 2 级。并非独立针对某个可识别个人，不机械补 others。,将侮辱性女性谐称作为群体称谓并加以概括，取直接污名 2；没有进一步的低等本质命题。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5416,这么说的话最不会传播艾滋病的是女同，女同应该打压男同跟异性恋，让世界上只有女同！,hate,"[""LGBTQ"", ""others""]",2,,scored,human_with_ai,human_with_ai,用户明确判 hate／2／LGBTQ、others；归谬实际得到“男同最会传播艾滋病”的污名化含义，整体带有阴阳怪气。按实际讽刺及污名计分，不把归谬自动视为无攻击，也不按表层排斥最高级赋分。,用户明确判 hate／2／LGBTQ、others；归谬实际得到“男同最会传播艾滋病”的污名化含义，整体带有阴阳怪气。按实际讽刺及污名计分，不把归谬自动视为无攻击，也不按表层排斥最高级赋分。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",False,False,rule_mapping_from_user_score,user_discussion,user_discussion,hate,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}"
demo:5425,滚，lkd,hate,"[""Sexism"", ""others""]",2,,scored,ai_note,ai_note,直接沿用用户 #1729 的 lkd＝烂裤裆释义，针对个人作性别化私生活羞辱，取 Sexism、others／2；个人辱骂本身不再是 hate 范围疑点。,沿用用户 #1729 对 lkd 的明确解释，直接作女性私生活羞辱并驱赶，取 2；没有身体暴力。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5466,上个帖子被贴吧破防的幕刃举报没了，后面我看重新申请回来,hate,"[""Sexism"", ""others""]",2,,scored,ai_note,ai_note,针对具体举报者使用女性辱称，行为批评之外另有个人辱骂，按增补规则取 Sexism、others／2。,批评举报同时用女性辱称对人，明确辱骂取 2；不是单纯报告删帖。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:5473,有一说一真的不会有审美隔离吗，例如黑人白人看我们都是黄皮，我们也分不太清黑人白人的样貌，甚至觉得黑人严重不符合我的审美,non-hate,"[""Racism""]",0,,scored,ai_note,ai_note,描述跨种族面孔辨识与个人审美偏好，没有把不符合自己审美推成群体人格低劣或剥夺权利；可见文本取 0，种族仍是被讨论的实际类别。,在面孔辨识和个人审美框架下讨论种族差异，当前未把不合自身审美转换成人的地位低劣或攻击主张。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
