object_id,text,hate,group,attack_severity,pending_tasks,severity_status,label_review_kind,severity_review_kind,label_note,severity_rationale,severity_candidates,severity_suggested_score,hate_policy,group_policy,severity_policy,severity_label_reference_matches_current_values,online_material_confirmed
demo:387,一眼真，也就母畜能干得出来这种事,hate,"[""Sexism""]",3,,scored,ai_note,ai_note,使用女性去人化称呼并把行为归于该性别群体。,直接将女性称为畜类并把行为归于该身份，支持严重非人化 3；不同于仅在鸡窝等语境使用带动物字面的性污名。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:3882,😆见义勇为：南京小张。😠嫌疑人：黑龙江张某。（在南京居然还敢见义勇为也是很勇了）,null,"[""Region""]",null,"hate,attack_severity",needs_discussion,ai_note,ai_note,前半以南京小张、黑龙江张某的区别批评报道选择地域标签，属于反地域歧视；括号中的在南京居然还敢见义勇为可能另影射当地人，也可能只讽刺当地事件或环境。参照 #1517 的混合表达规则，不让前半反歧视立场覆盖可能的后半攻击，hate 暂待讨论；不补具体历史案件。,前半为地域标签使用的反讽，后半可能影射当地居民，也可能只批评具体事件环境；不补历史案件来定立场，候选 0／1。,"[0, 1]",0,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:3911,想下一杯水滴上滴墨水，还它嘛好看，还它嘛不黑，黑人总是美化自我，抬高自身，只懂得向欧美索取对于先辈的赔偿，却永不感恩如果不是欧美亚人类，非洲还是石器时代！,hate,"[""Racism""]",3,,scored,ai_note,ai_note,把黑人比为污染物并泛化为索取、不知感恩的群体。,将黑人类比为污染性的墨水，并与欧美亚人类对照，结合文明低等叙述支持 3。索取等泛化一并保留，不把粗口本身当作定级依据。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4272,我没看到他原来的回答，不过我觉得不带有歧视正常的婚恋是没毛病的，那种含有种族歧视的崇洋媚外的却是让人唾弃。,non-hate,[],0,,scored,ai_note,ai_note,评价婚恋中是否存在歧视这一行为原则，没有指明具体种族或其他身份群体。,作者评价含歧视的婚恋观念，唾弃落在所反对的行为；没有另外指向具体人的辱骂或身份污名。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4299,扯吧，微博豆瓣小红书哪个不是女性的天下,non-hate,"[""Sexism""]",0,,scored,ai_note,ai_note,描述女性在平台的占比或话语位置，未表达身份贬损。,扯吧质疑前述命题；其余描述女性在平台的话语位置，没有可见的身份贬损。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:43,吧主是重庆的啊，你们那儿也算是重灾区了吧,null,null,null,"hate,group,attack_severity",needs_discussion,ai_note,ai_note,对重庆使用重灾区，但所涉事项未出现。若指实际灾害或事件，只是地点；若影射当地居民，则可能地域贬损。参照 #1456、#3194 不补造上文，也不能将重灾区自动视为既定群体辱骂，保持原有待讨论状态。,重灾区所涉事项缺失，可能只是地点，也可能是群体污名。其含义影响有没有针对人的攻击，随 hate/group 共同讨论。,"[0, 1, 2]",0,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4344,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,hate,"[""Sexism""]",2,,scored,ai_note,ai_note,用女性普遍享有犯罪豁免的夸张命题激化男女敌意，并贬称女性群体。,借仙女和犯罪豁免权作性别污名。二等男人在此是作者反讽的受压地位，不是作者认可男性本来低等；参照 #2180 不把表面极端命题直接计为最高级。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4351,河南真的太惨了，我河南同学被黑的不敢说自己是河南的,non-hate,"[""Region""]",0,,scored,ai_note,ai_note,对河南居民受歧视表达同情，不认可引发恐惧的地域攻击。,同情地域歧视受害者，未认可造成恐惧的攻击。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4352,两性关系中掌握了话语权，定义价值，可以写小作文。男人有权力一样有，但是男人的责任女人就没有了。不能要求女人贤良淑德和贞操但依旧要求男人承受大部分经济社会责任扮演供养者角色。全世界大部分国家法律偏向女性。男人在两性舆论阵地上一再失守，从处女情结开始再到年龄要求未来还会攻击亲子情节，对女人有纯洁任何要求都是封建对男人依旧要彩礼物质。女人已经实现了东食西宿。我记得初中时都是不是处女一样好这种为非处辩解的言论，流产都是很难想象的事情。再到我的过去你管不着，我要怀谁的孩子我说了算，尽管她可能有老公（提一句这是有法律和案例支持的）。而男人呢，只会被要求更多以前只要物质，现在还要提供情绪价值和长相好。女人不关心生活中与自己无关的东西不关注宏大叙事，抱团专精与两性领域现在已经取得了极大的成果。,hate,"[""Sexism""]",2,,scored,ai_note,ai_note,将自私、推卸责任等负面属性普遍赋给女性，并以性经历进行羞辱。,明确将逃避责任、自私及性污名泛化给女性，取 2。文字很长不自动升分，未明确主张女性不配为人或剥夺基本权利。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4374,在信仰、价值取向、生活观念、文化认同等方面没有达到一致，无论白人、黑人都是异族；古话说的好：非我族类，其心必异。多看看世界历史上排华、歧华事件，一旦爆发华人在当地就是被掠杀的对象，不要觉得我说的危言耸听，史实就是这样。疫情期间美国那鸟地方不也在歧华？在他们眼里中国人就低人一等，因为他们文化继承里包含着殖民文化带来的种族优越感。,hate,"[""Racism""]",2,,scored,ai_note,ai_note,以异族本质不可信解释白人黑人与华人关系；历史歧视的叙述被用于支持新的群体泛化。,作者认可其他族群本质不可信，取 2。掠杀华人是被谴责的历史叙述，低人一等归属于他们眼里的偏见，不能据此将作者攻击升级为暴力或中国人低等论。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4392,debuff叠满了，本人西安上学维吾尔族极左普信男粉红爱国蛆😄,non-hate,"[""Racism"", ""Sexism"", ""others""]",null,attack_severity,needs_discussion,ai_note,ai_note,明确以本人自述民族、性别及政治角色标签；西安上学只作地点背景。当前倾向 non-hate / Racism、Sexism、others，不因蛆字自动判去人化攻击。自嘲是否还应另记 1 级轻度贬损，在严重度中单独讨论。,明确自述中调侃负面标签；需区分未认可标签的反讽（0）与轻度自我贬评（1）。不按蛆字自动计 3，也不据严重度倒改 non-hate。,"[0, 1]",1,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4443,针对女拳而已，😆应该还有些好点的女人,hate,"[""Sexism""]",1,,scored,ai_note,ai_note,参照 #100、#1158：女拳与应该还有些好点的女人共同实施女性贬损；不将女拳另当成独立政治社群 others，也没有另行个人辱骂。整体是轻度负面概括，倾向 hate / Sexism。,将好女人说成少数例外，形成轻度负面概括；参照 #100 与 #3281，低强度仍可保留 hate。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4448,你这逻辑就不对！河南现在被黑，有人出来说话，前提不是河南还是被黑？不是河南人，你们根本不知道河南人被黑的情况。拜托不要慷他人之慨！,non-hate,"[""Region""]",0,,scored,ai_note,ai_note,为河南居民遭受地域攻击的经历辩护，批评对方轻视该经历。,为河南居民的受歧视经历辩护，批评对方替他人作决定的行为，未见独立人格辱骂。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4487,我也有查犹太人的历史,non-hate,[],0,,scored,ai_note,ai_note,只是说明自己查史的行为，没有对犹太身份作评价或辩护。,只陈述查史行为，没有群体评价或攻击命题。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4496,我在bilibili吧发了帖子直接被秒删,non-hate,[],0,,scored,ai_note,ai_note,陈述删帖经历，未以平台成员身份评价人群。,陈述删帖经历，没有另外对人群实施攻击。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:465,还在吹这个计划😅,non-hate,[],0,,scored,ai_note,ai_note,质疑吹捧计划这一行为，没有可确认的人群身份对象。,批评吹捧计划的行为，没有独立的人格侮辱；嘲讽表情不自动赋正分。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:4653,不太认同，虽然我本身的审美是黄种人，但是有的人就是喜欢白种人或者黑人吧，就像有的男人就是喜欢白人妹子一样。一棍子打死所有人不好吧🤔,non-hate,"[""Racism"", ""Sexism""]",0,,scored,ai_note,ai_note,反对对种族择偶偏好的整体否定，实际讨论种族与性别对象。,反对对择偶偏好一概否定；一棍子打死在此是被否定的概括性成语，不计身体暴力。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
demo:467,毕竟同性是真“艾”,hate,"[""LGBTQ""]",2,,scored,ai_note,ai_note,以爱与艾双关将同性关系污名化为艾滋病。,以爱／艾双关将同性关系与疾病污名相连，属于明确群体污名，取 2；没有因病而不配为人或剥夺权利的追加主张。,[],,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False
