object_id,text,hate,group,attack_severity,pending_tasks,severity_status,label_review_kind,severity_review_kind,label_note,severity_rationale,severity_candidates,severity_suggested_score,hate_policy,group_policy,severity_policy,severity_label_reference_matches_current_values,online_material_confirmed,hate_source,group_source,severity_source,historical_hate,historical_hate_policy
demo:6658,人家那是和全世界联系起来的，眼界比我们开阔多了，有这种优势哪个女的不想嫁给他们？,non-hate,"[""Sexism""]",0,,scored,ai_note,ai_note,描述眼界优势与女性择偶意愿，未见具体贬损，拟 0／Sexism。“他们”的国籍种族均未在句中给出，不补 Racism 或 Region。,描述眼界优势与女性择偶意愿，未见具体贬损，拟 0／Sexism。“他们”的国籍种族均未在句中给出，不补 Racism 或 Region。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:6764,其实在早些年，有个外国学家做过一篇调查的发现的是男人更支持女同婚姻，女人更支持男同婚姻,non-hate,"[""LGBTQ"", ""Sexism""]",0,,scored,ai_note,ai_note,中性转述不同性别对同性婚姻的支持倾向，拟 0／LGBTQ、Sexism。外国学家只是来源背景，不据此增 Region，也不将未查证调查写成事实认证。,中性转述不同性别对同性婚姻的支持倾向，拟 0／LGBTQ、Sexism。外国学家只是来源背景，不据此增 Region，也不将未查证调查写成事实认证。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:6835,然后就是B站，舞蹈区，瑜伽区，健身区，女的恰钱和这些男的相安无事。而且说白了人，拳头没打到自己身上都不会痛的,non-hate,"[""Sexism""]",0,,scored,ai_note,ai_note,讨论女性挣钱、男性参与者及人面对自身利益的行为，未明确将女性称作骗子或人格低等，拟 0／Sexism。拳头是一般利害比喻，不是认可身体暴力；B站为场景。,讨论女性挣钱、男性参与者及人面对自身利益的行为，未明确将女性称作骗子或人格低等，拟 0／Sexism。拳头是一般利害比喻，不是认可身体暴力；B站为场景。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:6852,小仙女不是说中国男人配不上中国女人吗？男人只好找外国女人了，合情合理,hate,"[""Region"", ""Sexism""]",1,,scored,ai_note,ai_note,借小仙女称谓和婚恋比较挖苦部分中国女性，拟 1／Region、Sexism。被转述的配不上并非作者另行对男性背书；仍有作者自己的轻度女性贬称。,借小仙女称谓和婚恋比较挖苦部分中国女性，拟 1／Region、Sexism。被转述的配不上并非作者另行对男性背书；仍有作者自己的轻度女性贬称。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:6931,骂南方人马来猴子的，都是瑞典和族混血老铁。,hate,"[""Racism"", ""Region""]",1,,scored,ai_note,ai_note,批评辱骂南方人的同时，以地域隐称和族裔混血说法回讽另一群体，拟 1／Racism、Region。“瑞典人”代东北人已有外部用例，“和族”与混血构成族裔维度；未直接断言混血天生低等。马来猴子是被批评的他人辱称，不把它按作者新动物化直接计 3。,批评辱骂南方人的同时，以地域隐称和族裔混血说法回讽另一群体，拟 1／Racism、Region。“瑞典人”代东北人已有外部用例，“和族”与混血构成族裔维度；未直接断言混血天生低等。马来猴子是被批评的他人辱称，不把它按作者新动物化直接计 3。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:6989,我工作时被河南信阳女客户的素质大跌眼镜。。无语住了。,hate,null,1,group,scored,ai_note,ai_note,“素质大跌眼镜”对具体客户作轻度人格贬评，拟 1。倾向仅 others：河南信阳和女性可能只是指认背景；若身份本身参与负面评价，应另纳 Region／Sexism。完整 group 待裁定，不能由身份词齐全自动并入。,“素质大跌眼镜”对具体客户作轻度人格贬评，拟 1。倾向仅 others：河南信阳和女性可能只是指认背景；若身份本身参与负面评价，应另纳 Region／Sexism。完整 group 待裁定，不能由身份词齐全自动并入。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:7133,原贴没了看来是被正义的小腐女们举报了,hate,"[""Sexism"", ""others""]",1,,scored,ai_note,ai_note,反讽举报者为正义的小腐女，对女性兴趣社群作轻度贬评，拟 1／Sexism、others。腐女是兴趣身份，不能据此断定本人为性少数；未加 LGBTQ。,反讽举报者为正义的小腐女，对女性兴趣社群作轻度贬评，拟 1／Sexism、others。腐女是兴趣身份，不能据此断定本人为性少数；未加 LGBTQ。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:7161,不会氙钕怕事情败露自己删了吧,hate,"[""Sexism"", ""others""]",1,,scored,ai_note,ai_note,以小仙女的谐音称呼具体对象并挖苦其心虚，拟 1／Sexism、others。只采用可见轻度讽刺，不补造事情败露的具体性质。,以小仙女的谐音称呼具体对象并挖苦其心虚，拟 1／Sexism、others。只采用可见轻度讽刺，不补造事情败露的具体性质。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:717,一口一个普信男，你是微博里的普信女还是烂裤裆,hate,"[""Sexism"", ""others""]",2,,scored,ai_note,ai_note,反击他人用语时独立对女性受话者作人格和私生活辱骂，拟 2／Sexism、others。烂裤裆沿用用户 #1729 已明确的性污名含义。微博仅是说法来源背景。,反击他人用语时独立对女性受话者作人格和私生活辱骂，拟 2／Sexism、others。烂裤裆沿用用户 #1729 已明确的性污名含义。微博仅是说法来源背景。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:718,按照你的逻辑你可以和男人doi的，只是你不想罢了,non-hate,"[""Sexism""]",0,,scored,ai_note,ai_note,对与男性发生性行为的可能性作逻辑争论，当前没有独立攻击命题，拟 0／Sexism。受话者性别和性取向未给出，不靠猜测另纳 LGBTQ。,对与男性发生性行为的可能性作逻辑争论，当前没有独立攻击命题，拟 0／Sexism。受话者性别和性取向未给出，不靠猜测另纳 LGBTQ。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,non-hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
demo:7188,经统计黑人艾滋率，暴力犯罪率，没爹率都出奇的高，所以其实他们是对我自身生命安全的负责。假如你遇到一片雷区，然后心想我们不能种族歧视，雷区和马路耕地都必须一样，然后大胆的踩过去，那我也很支持你。😆,hate,"[""Racism""]",3,,scored,ai_note,ai_note,以疾病犯罪污名把黑人整体类比为致命雷区，为身份歧视和排斥辩护，拟 3／Racism。最高分来自整个人群被当作内在危险物；“支持你踩过去”是挖苦和漠视，未明确认可对人实施身体伤害，不升 4。所谓统计未获得事实认证。,以疾病犯罪污名把黑人整体类比为致命雷区，为身份歧视和排斥辩护，拟 3／Racism。最高分来自整个人群被当作内在危险物；“支持你踩过去”是挖苦和漠视，未明确认可对人实施身体伤害，不升 4。所谓统计未获得事实认证。,[],,"{""version"": ""evidence-severity-hate-default-mapping/v1"", ""sha256"": ""dfacc5740e5fb6c15c18d8005622e4cea3401cc123cbfb577564396c8b36de17""}","{""version"": ""evidence-applicability-annotation-policy/v2+personal-insult-others.1"", ""sha256"": ""c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d""}","{""version"": ""evidence-attack-severity-policy/v1"", ""sha256"": ""bf2e4dfa47e38e207de605b5d79361b5d537babcf10677208f82172b061eb4d6""}",True,False,rule_mapping_from_ai_score,ai_note,ai_note,hate,"{""sha256"": ""53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97"", ""version"": ""evidence-applicability-annotation-policy/v2""}"
