object_id,review_kind,text,hate,group,uncertainties,note,human_adjudicated_tasks,user_rationale,online_material_confirmed,hate_policy_version,hate_policy_sha256,group_policy_version,group_policy_sha256
demo:7640,ai_note,哈哈你看看自己说的是什么破玩意，先学学语文吧😆,hate,"[""others""]",,从贬斥发言转向挖苦受话者语文能力，拟 1／others；按 #5998 的轻度能力讥讽处理。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7641,ai_note,你的逻辑没毛病，你来我的评论下面回复，说我找存在感。自己自卑就认，不要老玩这种完全主观和虚无主义。就这点能力，你也配讨论政治。滑天下之大稽。就这啊，继续加大力度，看封的是谁😓😓😓,hate,"[""others""]",,挖苦受话者自卑与能力，拟 1／others，参照 #309、#5919。也配在此是争论中的轻蔑表达，没有具体剥夺政治权利的行动或制度主张，不自动升 3；字数和反复不改变等级。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7661,ai_note,层主是女性反串的吗,non-hate,"[""Sexism""]",,只询问发言者是否为女性反串，没有明示侮辱或负面人格判断，拟 0／Sexism。没有把反串本身等同于攻击。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7678,ai_note,这不正是你们这帮lj的写照吗？自己不接受的事物就要怱悠别人都来反对，还自以为很正义～,hate,"[""others""]",,把受话者集合直接称为垃圾并攻击其动机，拟 2／others。未有具体专门群体身份；一般垃圾辱骂不按 #2750 的种族材料低等类比升 3。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7694,ai_note,本来就是一帮没啥别的只能靠地域来包装自己优越感的傻*，网上输出暴论自我安慰图一乐罢了。,hate,"[""others""]",,辱骂以地域包装优越感的人为傻*，拟 2／others。没有具体地域人群，按 #6224 的边界不因“地域”抽象概念增加 Region；攻击来自定向辱骂，不仅是批评行为。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:771,ai_note,兄弟们我上条冲错了，牛头怪是自己人，其他三个是真默🐶，冲另外三个默孝子,hate,"[""Racism"", ""others""]",,指定三个账号为默狗、默孝子并号召攻击，拟 3／Racism、others；最高分来自明确种族动物辱称和具体个人目标。牛头怪被说明为自己人，未据这个称呼新增身份攻击；冲的上下文是网上账号，没有身体伤害依据，不升 4。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7782,ai_note,这点道理都不懂你211的书怕是白念了？他扶被诬陷有警察主持“正义”，我们扶等着赔钱吧。还有你既然觉得你是对的，就不要隐瞒啊🍉,hate,"[""others""]",,借受教育经历挖苦具体受话者的理解能力，拟 1／others。211 是学历学校身份；警察主持正义是事件判断的反讽，不提供额外地域类别或暴力认可。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7819,ai_note,带头的属于是恰烂钱的，跟风的就是铁nt,hate,"[""others""]",,对带头者与跟风者分别作逐利、智力侮辱，拟 2／others。角色和明确贬称已足够，不猜测其性别或所属运动。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7823,ai_note,哦哦，真可怜呢，只能说不要一击脱离就拉黑哦，他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的原素呢，什么封建余孽残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷粪了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷粪，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦,hate,"[""others""]",,持续对具体受话者作孤立无亲人及喷粪的人格辱骂，拟 2／others。没有亲人是用于攻击的断言，不是实际伤害或死亡威胁；不因篇幅和反复自动升 3／4。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7836,ai_note,都是一些歪瓜裂枣的LKD,hate,"[""Sexism""]",,以外貌俗语和已确认的烂裤裆缩写辱骂女性，拟 2／Sexism。歪瓜裂枣是通用外貌贬称，未建立对象不配为人的命题；没有独立具体个人目标，不机械增 others。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7852,ai_note,得了 ，就你还理智？也不看看自己是什么样子,hate,"[""others""]",,对受话者理智及自我认知作轻度人格贬评，拟 1／others，按 #309 处理。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7910,ai_note,这不就是中国人口吧那群人吗？老大聪明了,hate,"[""others""]",,用户明确回复：“1 级：这里已是轻度反讽”。此处大聪明按轻度反讽理解，未将该用法推成所有同形表述一律有攻击。 group 沿用 AI 草稿，本次分数回复不记作类别裁决。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7927,ai_note,你个loser，自己生活失败，就天天黑人怎么怎么样，人家惹你了吗,hate,"[""Racism"", ""others""]",,反驳对黑人的攻击时，独立称受话者为 loser、生活失败者，拟 2／Racism、others。Racism 对应实际被辩护对象，最高分来自个人辱骂。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:7959,human_with_ai,一位优秀的接盘侠👍👍,hate,"[""others""]",,用户明确回复：“仅 others：缺少婚恋或性别依据”。只确认个人讥讽对应的 others，没有婚恋或性别依据；严重度 1 沿用 AI 草稿，本次未获得明确分数裁决。,group,仅 others：缺少婚恋或性别依据,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:796,ai_note,本人山东的回族，也是被黑的挺惨的,non-hate,"[""Racism"", ""Region""]",,自述山东回族身份及遭受歧视的处境，拟 0／Racism、Region。两种身份均参与被歧视的自述，没有作者另行发起的攻击。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:857,human_with_ai,卡菲勒是同性恋🤭,non-hate,"[""LGBTQ""]",,用户明确回复：“0 / LGBTQ：仅陈述性取向，卡菲勒作为称呼”。卡菲勒在本句作为称呼，只陈述性取向；不据词典可能义新增宗教身份或攻击。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,group,0 / LGBTQ：仅陈述性取向，卡菲勒作为称呼,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:867,ai_note,倒贴找黑老丑的我都隔应，不自重自爱，就要被唾弃。,hate,"[""Racism"", ""others""]",,按种族、年龄和外貌贬损交往对象，并以不自重自爱羞辱选择这种伴侣的人，拟 2／Racism、others。others 对应实际参与评价的年龄角色；句内没有明确女性指称，不从倒贴交往自动补 Sexism。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:877,ai_note,泼图的意义？以诙谐、从容的形式让同性恋们认知到我们处于优势地位的事实,hate,"[""LGBTQ""]",,用户明确回复：“1 级：仅有轻度优越感和挖苦”。仅有轻度优越感和挖苦；不将优势地位措辞自行升级为严重身份排斥，也不补造未提供的图片内容。 group 沿用 AI 草稿，本次分数回复不记作类别裁决。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:924,human_with_ai,中国男人超强的繁殖欲，也许我们的基因就决定了我们不团结，所以才需要高喊团结的口号，而国外大多数人泽不需要这些毒鸡汤就能看破实物的本质,hate,"[""Region"", ""Sexism""]",,用户明确回复：“2 / Region、Sexism：一般污名，不另作种族判断”。按本句的一般污名处理，不将基因一词单独作为加 Racism 或升至 3 级的依据。 当前 hate 按已接受规则由用户分数派生，不新增直接 hate 裁决。,group,2 / Region、Sexism：一般污名，不另作种族判断,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
demo:936,ai_note,你还真不要小看舆论的力量，有很多事情都是迫于舆论的压力才得以解决，如果大家都保持沉默，那才不是个好现象，不光要反对三非，还要反对在国内的所有洋垃圾，还国人一片净土,hate,"[""Region""]",,用洋垃圾贬称排斥外国人，并与国人净土对立，拟 2／Region。“所有洋垃圾”未明确等于所有外国人，也未提出具体基本权利剥夺；通用垃圾辱称不自动升 3。三非作为行为政策背景，不另猜种族。,,,False,evidence-applicability-annotation-policy/v2,53be85f067db620137f8e28e1ad8dba4963da0810ba99576ad1138a9ef96cb97,evidence-applicability-annotation-policy/v2+personal-insult-others.1,c9af65f3ab260493c9f86e1b6274d3ac09259f3e9beda78989aa8870ea6e1f9d
