condition_id,query_id,demo_family,lexicon_arm,demo_surface,view,non_hate_margin,numeric_bound,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-3169-F1-O-H,3169,1,O,H,leave_one_out/mask,-2.824623613002826,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.824623613002826
FQD-3169-F1-O-H,3169,1,O,H,leave_one_out/lorem,-2.627358706815104,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.627358706815104
FQD-3169-F1-O-H,3169,1,O,H,ab_symmetric_sum,-3.244478225708008,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.244478225708008
FQD-3169-F1-O-H,3169,1,O,H,ab_mapping_gap_sum,-13.625225067138672,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-A,3169,2,O,A,original/answer_sum,0.15717315673828125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.15717315673828125
FQD-3169-F2-O-A,3169,2,O,A,original/answer_mean,0.14035542805989581,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.14035542805989581
FQD-3169-F2-O-A,3169,2,O,A,original/total_with_eos,0.15717315673828125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.15717315673828125
FQD-3169-F2-O-A,3169,2,O,A,original/mean_with_eos,0.09427102406819661,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.09427102406819661
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/answer_sum,-6.1181640625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-6.1181640625
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/answer_mean,-3.05908203125,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.05908203125
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/total_with_eos,-6.1181640625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-6.1181640625
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/mean_with_eos,-2.039388020833333,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-2.039388020833333
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/answer_sum,7.485015869140625,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,7.485015869140625
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/answer_mean,3.7425079345703125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,3.7425079345703125
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/total_with_eos,7.485015869140625,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,7.485015869140625
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/mean_with_eos,2.4950052897135415,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,2.4950052897135415
FQD-3169-F2-O-A,3169,2,O,A,background,2.8053067110471837,0.0013427734375,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-A,3169,2,O,A,ncc,-2.6649512829872877,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.6649512829872877
FQD-3169-F2-O-A,3169,2,O,A,single_probe/empty,-3.256397247314453,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.256397247314453
FQD-3169-F2-O-A,3169,2,O,A,single_probe/space,-2.7704152425130206,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7704152425130206
FQD-3169-F2-O-A,3169,2,O,A,single_probe/na,-1.6913609822591147,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-1.6913609822591147
FQD-3169-F2-O-A,3169,2,O,A,single_probe/mask,-2.7763605753580727,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7763605753580727
FQD-3169-F2-O-A,3169,2,O,A,single_probe/lorem,-4.287232462565105,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-4.287232462565105
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/empty,-2.555838315350765,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.555838315350765
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/space,-2.640060511247006,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.640060511247006
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/na,-3.1247147002995095,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.1247147002995095
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/mask,-2.638741300478985,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.638741300478985
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/lorem,-2.472006879509773,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.472006879509773
FQD-3169-F2-O-A,3169,2,O,A,ab_symmetric_sum,0.6834259033203125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.6834259033203125
FQD-3169-F2-O-A,3169,2,O,A,ab_mapping_gap_sum,-13.603179931640625,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-H,3169,2,O,H,original/answer_sum,-0.7046051025390625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.7046051025390625
FQD-3169-F2-O-H,3169,2,O,H,original/answer_mean,-0.0818242390950521,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.0818242390950521
FQD-3169-F2-O-H,3169,2,O,H,original/total_with_eos,-0.7046051025390625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.7046051025390625
FQD-3169-F2-O-H,3169,2,O,H,original/mean_with_eos,-0.08049869537353516,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.08049869537353516
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/answer_sum,-9.576553344726562,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-9.576553344726562
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/answer_mean,-4.788276672363281,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-4.788276672363281
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/total_with_eos,-9.576553344726562,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-9.576553344726562
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/mean_with_eos,-3.1921844482421875,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.1921844482421875
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/answer_sum,5.492923736572266,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,5.492923736572266
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/answer_mean,2.746461868286133,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,2.746461868286133
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/total_with_eos,5.492923736572266,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,5.492923736572266
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/mean_with_eos,1.8309745788574219,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,1.8309745788574219
FQD-3169-F2-O-H,3169,2,O,H,background,2.765817443793497,0.0013427734375,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-H,3169,2,O,H,ncc,-2.8476416828885487,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.8476416828885487
FQD-3169-F2-O-H,3169,2,O,H,single_probe/empty,-3.479521687825521,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.479521687825521
FQD-3169-F2-O-H,3169,2,O,H,single_probe/space,-2.95029551188151,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.95029551188151
FQD-3169-F2-O-H,3169,2,O,H,single_probe/na,-1.8668200174967446,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-1.8668200174967446
FQD-3169-F2-O-H,3169,2,O,H,single_probe/mask,-2.9298027038574217,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.9298027038574217
FQD-3169-F2-O-H,3169,2,O,H,single_probe/lorem,-4.542500305175782,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-4.542500305175782
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/empty,-2.7331468324276376,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7331468324276376
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/space,-2.8233710771444285,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.8233710771444285
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/na,-3.311132478475572,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.311132478475572
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/mask,-2.828000965151862,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.828000965151862
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/lorem,-2.6510754034377193,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.6510754034377193
FQD-3169-F2-O-H,3169,2,O,H,ab_symmetric_sum,-2.0418148040771484,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-2.0418148040771484
FQD-3169-F2-O-H,3169,2,O,H,ab_mapping_gap_sum,-15.069477081298828,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,original/answer_sum,12.01272964477539,0.0013427734375,non-hate,False,False,null,non-hate,null,True,12.01272964477539
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,original/answer_mean,4.004249318440755,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.004249318440755
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,original/total_with_eos,12.01272964477539,0.0013427734375,non-hate,False,False,null,non-hate,null,True,12.01272964477539
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,original/mean_with_eos,3.0031862258911133,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.0031862258911133
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_forward/answer_sum,10.579124450683594,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.579124450683594
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_forward/answer_mean,5.289562225341797,0.0013427734375,non-hate,False,False,null,non-hate,null,True,5.289562225341797
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_forward/total_with_eos,10.57912826538086,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.57912826538086
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_forward/mean_with_eos,3.5263760884602866,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.5263760884602866
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_reverse/answer_sum,22.29965591430664,0.0013427734375,non-hate,False,False,null,non-hate,null,True,22.29965591430664
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_reverse/answer_mean,11.14982795715332,0.0013427734375,non-hate,False,False,null,non-hate,null,True,11.14982795715332
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_reverse/total_with_eos,22.29965591430664,0.0013427734375,non-hate,False,False,null,non-hate,null,True,22.29965591430664
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_reverse/mean_with_eos,7.433218638102214,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.433218638102214
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,background,2.7298514565161875,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ncc,1.2743978619245677,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2743978619245677
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,single_probe/empty,0.7944152832031248,0.002685546875,non-hate,False,False,null,non-hate,null,True,0.7944152832031248
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,single_probe/space,1.2288414001464845,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2288414001464845
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,single_probe/na,2.137726847330729,0.002685546875,non-hate,False,False,null,non-hate,null,True,2.137726847330729
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,single_probe/mask,1.2291567484537764,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2291567484537764
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,single_probe/lorem,-0.10979080200195312,0.002685546875,hate,False,False,null,non-hate,null,False,-0.10979080200195312
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,leave_one_out/empty,1.3680392099082237,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.3680392099082237
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,leave_one_out/space,1.2855075883866123,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2855075883866123
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,leave_one_out/na,0.9030357202401662,0.002685546875,non-hate,False,False,null,non-hate,null,True,0.9030357202401662
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,leave_one_out/mask,1.2854325711039474,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2854325711039474
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,leave_one_out/lorem,1.4556948954871642,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.4556948954871642
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_symmetric_sum,16.439390182495117,0.0013427734375,non-hate,False,False,null,non-hate,null,True,16.439390182495117
FQD-FD-3169-Q01-F1-D-A,FD-3169-Q01,1,D,A,ab_mapping_gap_sum,-11.720531463623047,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,original/answer_sum,12.097942352294922,0.0013427734375,non-hate,False,False,null,non-hate,null,True,12.097942352294922
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,original/answer_mean,4.032656606038411,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.032656606038411
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,original/total_with_eos,12.097942352294922,0.0013427734375,non-hate,False,False,null,non-hate,null,True,12.097942352294922
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,original/mean_with_eos,3.024491310119629,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.024491310119629
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_forward/answer_sum,9.326400756835938,0.0013427734375,non-hate,False,False,null,non-hate,null,True,9.326400756835938
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_forward/answer_mean,4.663200378417969,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.663200378417969
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_forward/total_with_eos,9.326400756835938,0.0013427734375,non-hate,False,False,null,non-hate,null,True,9.326400756835938
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_forward/mean_with_eos,3.1088002522786455,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.1088002522786455
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_reverse/answer_sum,21.542972564697266,0.0013427734375,non-hate,False,False,null,non-hate,null,True,21.542972564697266
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_reverse/answer_mean,10.771486282348633,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.771486282348633
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_reverse/total_with_eos,21.542972564697266,0.0013427734375,non-hate,False,False,null,non-hate,null,True,21.542972564697266
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_reverse/mean_with_eos,7.180990854899089,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.180990854899089
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,background,2.6970369435455517,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ncc,1.3356196624928591,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.3356196624928591
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,single_probe/empty,0.8664794921874992,0.002685546875,non-hate,False,False,null,non-hate,null,True,0.8664794921874992
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,single_probe/space,1.2965690612792962,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2965690612792962
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,single_probe/na,2.1988164265950516,0.002685546875,non-hate,False,False,null,non-hate,null,True,2.1988164265950516
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,single_probe/mask,1.2904487609863273,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.2904487609863273
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,single_probe/lorem,-0.0802569071451833,0.002685546875,hate,False,False,null,non-hate,null,False,-0.0802569071451833
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,leave_one_out/empty,1.4277123080994745,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.4277123080994745
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,leave_one_out/space,1.345177362766898,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.345177362766898
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,leave_one_out/na,0.9656799106400902,0.002685546875,non-hate,False,False,null,non-hate,null,True,0.9656799106400902
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,leave_one_out/mask,1.3466388273712218,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.3466388273712218
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,leave_one_out/lorem,1.5190725646317205,0.002685546875,non-hate,False,False,null,non-hate,null,True,1.5190725646317205
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_symmetric_sum,15.434686660766602,0.0013427734375,non-hate,False,False,null,non-hate,null,True,15.434686660766602
FQD-FD-3169-Q01-F1-D-H,FD-3169-Q01,1,D,H,ab_mapping_gap_sum,-12.216571807861328,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,original/answer_sum,13.309013366699219,0.0013427734375,non-hate,False,False,null,non-hate,null,True,13.309013366699219
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,original/answer_mean,4.436339823404948,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.436339823404948
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,original/total_with_eos,13.309013366699219,0.0013427734375,non-hate,False,False,null,non-hate,null,True,13.309013366699219
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,original/mean_with_eos,3.32725461324056,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.32725461324056
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,ab_forward/answer_sum,14.717096328735352,0.0013427734375,non-hate,False,False,null,non-hate,null,True,14.717096328735352
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,ab_forward/answer_mean,7.358548164367676,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.358548164367676
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,ab_forward/total_with_eos,14.717100143432617,0.0013427734375,non-hate,False,False,null,non-hate,null,True,14.717100143432617
FQD-FD-3169-Q01-F1-N1-A,FD-3169-Q01,1,N1,A,ab_forward/mean_with_eos,4.905700047810873,0.0013427734375,non-hate,False,False,null,non-hate,null,True,4.905700047810873
