condition_id,query_id,demo_family,lexicon_arm,demo_surface,view,non_hate_margin,numeric_bound,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,reviewed_margin
FQD-3169-F1-O-H,3169,1,O,H,leave_one_out/mask,-2.824623613002826,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.824623613002826
FQD-3169-F1-O-H,3169,1,O,H,leave_one_out/lorem,-2.627358706815104,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.627358706815104
FQD-3169-F1-O-H,3169,1,O,H,ab_symmetric_sum,-3.244478225708008,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.244478225708008
FQD-3169-F1-O-H,3169,1,O,H,ab_mapping_gap_sum,-13.625225067138672,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-A,3169,2,O,A,original/answer_sum,0.15717315673828125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.15717315673828125
FQD-3169-F2-O-A,3169,2,O,A,original/answer_mean,0.14035542805989581,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.14035542805989581
FQD-3169-F2-O-A,3169,2,O,A,original/total_with_eos,0.15717315673828125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.15717315673828125
FQD-3169-F2-O-A,3169,2,O,A,original/mean_with_eos,0.09427102406819661,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.09427102406819661
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/answer_sum,-6.1181640625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-6.1181640625
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/answer_mean,-3.05908203125,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.05908203125
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/total_with_eos,-6.1181640625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-6.1181640625
FQD-3169-F2-O-A,3169,2,O,A,ab_forward/mean_with_eos,-2.039388020833333,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-2.039388020833333
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/answer_sum,7.485015869140625,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,7.485015869140625
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/answer_mean,3.7425079345703125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,3.7425079345703125
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/total_with_eos,7.485015869140625,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,7.485015869140625
FQD-3169-F2-O-A,3169,2,O,A,ab_reverse/mean_with_eos,2.4950052897135415,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,2.4950052897135415
FQD-3169-F2-O-A,3169,2,O,A,background,2.8053067110471837,0.0013427734375,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-A,3169,2,O,A,ncc,-2.6649512829872877,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.6649512829872877
FQD-3169-F2-O-A,3169,2,O,A,single_probe/empty,-3.256397247314453,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.256397247314453
FQD-3169-F2-O-A,3169,2,O,A,single_probe/space,-2.7704152425130206,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7704152425130206
FQD-3169-F2-O-A,3169,2,O,A,single_probe/na,-1.6913609822591147,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-1.6913609822591147
FQD-3169-F2-O-A,3169,2,O,A,single_probe/mask,-2.7763605753580727,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7763605753580727
FQD-3169-F2-O-A,3169,2,O,A,single_probe/lorem,-4.287232462565105,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-4.287232462565105
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/empty,-2.555838315350765,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.555838315350765
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/space,-2.640060511247006,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.640060511247006
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/na,-3.1247147002995095,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.1247147002995095
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/mask,-2.638741300478985,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.638741300478985
FQD-3169-F2-O-A,3169,2,O,A,leave_one_out/lorem,-2.472006879509773,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.472006879509773
FQD-3169-F2-O-A,3169,2,O,A,ab_symmetric_sum,0.6834259033203125,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,0.6834259033203125
FQD-3169-F2-O-A,3169,2,O,A,ab_mapping_gap_sum,-13.603179931640625,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-H,3169,2,O,H,original/answer_sum,-0.7046051025390625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.7046051025390625
FQD-3169-F2-O-H,3169,2,O,H,original/answer_mean,-0.0818242390950521,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.0818242390950521
FQD-3169-F2-O-H,3169,2,O,H,original/total_with_eos,-0.7046051025390625,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.7046051025390625
FQD-3169-F2-O-H,3169,2,O,H,original/mean_with_eos,-0.08049869537353516,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-0.08049869537353516
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/answer_sum,-9.576553344726562,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-9.576553344726562
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/answer_mean,-4.788276672363281,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-4.788276672363281
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/total_with_eos,-9.576553344726562,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-9.576553344726562
FQD-3169-F2-O-H,3169,2,O,H,ab_forward/mean_with_eos,-3.1921844482421875,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-3.1921844482421875
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/answer_sum,5.492923736572266,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,5.492923736572266
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/answer_mean,2.746461868286133,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,2.746461868286133
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/total_with_eos,5.492923736572266,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,5.492923736572266
FQD-3169-F2-O-H,3169,2,O,H,ab_reverse/mean_with_eos,1.8309745788574219,0.0013427734375,non-hate,False,False,non-hate,non-hate,True,True,1.8309745788574219
FQD-3169-F2-O-H,3169,2,O,H,background,2.765817443793497,0.0013427734375,null,False,False,non-hate,non-hate,null,null,null
FQD-3169-F2-O-H,3169,2,O,H,ncc,-2.8476416828885487,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.8476416828885487
FQD-3169-F2-O-H,3169,2,O,H,single_probe/empty,-3.479521687825521,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.479521687825521
FQD-3169-F2-O-H,3169,2,O,H,single_probe/space,-2.95029551188151,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.95029551188151
FQD-3169-F2-O-H,3169,2,O,H,single_probe/na,-1.8668200174967446,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-1.8668200174967446
FQD-3169-F2-O-H,3169,2,O,H,single_probe/mask,-2.9298027038574217,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.9298027038574217
FQD-3169-F2-O-H,3169,2,O,H,single_probe/lorem,-4.542500305175782,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-4.542500305175782
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/empty,-2.7331468324276376,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.7331468324276376
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/space,-2.8233710771444285,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.8233710771444285
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/na,-3.311132478475572,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-3.311132478475572
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/mask,-2.828000965151862,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.828000965151862
FQD-3169-F2-O-H,3169,2,O,H,leave_one_out/lorem,-2.6510754034377193,0.002685546875,hate,False,False,non-hate,non-hate,False,False,-2.6510754034377193
FQD-3169-F2-O-H,3169,2,O,H,ab_symmetric_sum,-2.0418148040771484,0.0013427734375,hate,False,False,non-hate,non-hate,False,False,-2.0418148040771484
FQD-3169-F2-O-H,3169,2,O,H,ab_mapping_gap_sum,-15.069477081298828,0.002685546875,null,False,False,non-hate,non-hate,null,null,null
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,original/answer_sum,-0.517822265625,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.517822265625
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,original/answer_mean,-0.03392588297526042,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.03392588297526042
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,original/total_with_eos,-0.517822265625,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.517822265625
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,original/mean_with_eos,-0.04277960459391275,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.04277960459391275
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_forward/answer_sum,-8.204593658447266,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.204593658447266
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_forward/answer_mean,-4.102296829223633,0.0013427734375,hate,False,False,null,non-hate,null,False,-4.102296829223633
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_forward/total_with_eos,-8.204593658447266,0.0013427734375,hate,False,False,null,non-hate,null,False,-8.204593658447266
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_forward/mean_with_eos,-2.734864552815755,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.734864552815755
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_reverse/answer_sum,7.946067810058594,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.946067810058594
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_reverse/answer_mean,3.973033905029297,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.973033905029297
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_reverse/total_with_eos,7.946067810058594,0.0013427734375,non-hate,False,False,null,non-hate,null,True,7.946067810058594
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_reverse/mean_with_eos,2.6486892700195312,0.0013427734375,non-hate,False,False,null,non-hate,null,True,2.6486892700195312
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,background,2.8117657112581274,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ncc,-2.845691594233388,0.002685546875,hate,False,False,null,non-hate,null,False,-2.845691594233388
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,single_probe/empty,-3.4852142333984375,0.002685546875,hate,False,False,null,non-hate,null,False,-3.4852142333984375
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,single_probe/space,-2.99975102742513,0.002685546875,hate,False,False,null,non-hate,null,False,-2.99975102742513
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,single_probe/na,-1.8976760864257811,0.002685546875,hate,False,False,null,non-hate,null,False,-1.8976760864257811
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,single_probe/mask,-2.839042154947917,0.002685546875,hate,False,False,null,non-hate,null,False,-2.839042154947917
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,single_probe/lorem,-4.409940338134765,0.002685546875,hate,False,False,null,non-hate,null,False,-4.409940338134765
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,leave_one_out/empty,-2.730395704286147,0.002685546875,hate,False,False,null,non-hate,null,False,-2.730395704286147
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,leave_one_out/space,-2.810266940659084,0.002685546875,hate,False,False,null,non-hate,null,False,-2.810266940659084
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,leave_one_out/na,-3.284731000627224,0.002685546875,hate,False,False,null,non-hate,null,False,-3.284731000627224
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,leave_one_out/mask,-2.847360096204689,0.002685546875,hate,False,False,null,non-hate,null,False,-2.847360096204689
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,leave_one_out/lorem,-2.6555472882977815,0.002685546875,hate,False,False,null,non-hate,null,False,-2.6555472882977815
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_symmetric_sum,-0.12926292419433594,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.12926292419433594
FQD-FD-3169-Q01-F1-O-A,FD-3169-Q01,1,O,A,ab_mapping_gap_sum,-16.15066146850586,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,original/answer_sum,0.0672607421875,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.0672607421875
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,original/answer_mean,0.11689097086588543,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.11689097086588543
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,original/total_with_eos,0.0672607421875,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.0672607421875
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,original/mean_with_eos,0.07585938771565755,0.0013427734375,non-hate,False,False,null,non-hate,null,True,0.07585938771565755
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_forward/answer_sum,-7.286907196044922,0.0013427734375,hate,False,False,null,non-hate,null,False,-7.286907196044922
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_forward/answer_mean,-3.643453598022461,0.0013427734375,hate,False,False,null,non-hate,null,False,-3.643453598022461
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_forward/total_with_eos,-7.286907196044922,0.0013427734375,hate,False,False,null,non-hate,null,False,-7.286907196044922
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_forward/mean_with_eos,-2.428969065348307,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.428969065348307
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_reverse/answer_sum,10.204700469970703,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.204700469970703
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_reverse/answer_mean,5.102350234985352,0.0013427734375,non-hate,False,False,null,non-hate,null,True,5.102350234985352
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_reverse/total_with_eos,10.204700469970703,0.0013427734375,non-hate,False,False,null,non-hate,null,True,10.204700469970703
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_reverse/mean_with_eos,3.401566823323568,0.0013427734375,non-hate,False,False,null,non-hate,null,True,3.401566823323568
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,background,2.69136176104422,0.0013427734375,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ncc,-2.5744707901783346,0.002685546875,hate,False,False,null,non-hate,null,False,-2.5744707901783346
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,single_probe/empty,-3.1893290201822917,0.002685546875,hate,False,False,null,non-hate,null,False,-3.1893290201822917
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,single_probe/space,-2.6759193420410154,0.002685546875,hate,False,False,null,non-hate,null,False,-2.6759193420410154
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,single_probe/na,-1.6321978251139322,0.002685546875,hate,False,False,null,non-hate,null,False,-1.6321978251139322
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,single_probe/mask,-2.5716056823730464,0.002685546875,hate,False,False,null,non-hate,null,False,-2.5716056823730464
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,single_probe/lorem,-4.2497291564941415,0.002685546875,hate,False,False,null,non-hate,null,False,-4.2497291564941415
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,leave_one_out/empty,-2.4618890198993486,0.002685546875,hate,False,False,null,non-hate,null,False,-2.4618890198993486
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,leave_one_out/space,-2.5504572870189777,0.002685546875,hate,False,False,null,non-hate,null,False,-2.5504572870189777
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,leave_one_out/na,-3.002468596010314,0.002685546875,hate,False,False,null,non-hate,null,False,-3.002468596010314
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,leave_one_out/mask,-2.5751881881981387,0.002685546875,hate,False,False,null,non-hate,null,False,-2.5751881881981387
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,leave_one_out/lorem,-2.3779232820104164,0.002685546875,hate,False,False,null,non-hate,null,False,-2.3779232820104164
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_symmetric_sum,1.4588966369628906,0.0013427734375,non-hate,False,False,null,non-hate,null,True,1.4588966369628906
FQD-FD-3169-Q01-F1-O-H,FD-3169-Q01,1,O,H,ab_mapping_gap_sum,-17.491607666015625,0.002685546875,null,False,False,null,non-hate,null,null,null
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,original/answer_sum,-2.1081924438476562,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.1081924438476562
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,original/answer_mean,-0.4041737874348958,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.4041737874348958
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,original/total_with_eos,-2.1081924438476562,0.0013427734375,hate,False,False,null,non-hate,null,False,-2.1081924438476562
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,original/mean_with_eos,-0.3404499689737956,0.0013427734375,hate,False,False,null,non-hate,null,False,-0.3404499689737956
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,ab_forward/answer_sum,-9.909103393554688,0.0013427734375,hate,False,False,null,non-hate,null,False,-9.909103393554688
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,ab_forward/answer_mean,-4.954551696777344,0.0013427734375,hate,False,False,null,non-hate,null,False,-4.954551696777344
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,ab_forward/total_with_eos,-9.909103393554688,0.0013427734375,hate,False,False,null,non-hate,null,False,-9.909103393554688
FQD-FD-3169-Q01-F1-P1-A,FD-3169-Q01,1,P1,A,ab_forward/mean_with_eos,-3.3030344645182295,0.0013427734375,hate,False,False,null,non-hate,null,False,-3.3030344645182295
