job_id	query_id	recipient	donor	group	layer	m	recipient_m	donor_m	delta_m	delta_bound	donor_gap	donor_gap_fraction	reference_aligned_delta	prediction	flip	transition	donor_state_l2	donor_state_relative_l2
Q01-D02-into-D01-focal-L10	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	10	-20.418886184692383	-20.481338500976562	24.734024047851562	0.06245231628417969	2e-06	45.215362548828125	0.0013812189654951314	0.06245231628417969	有	False	unchanged	2.781541192405428	0.030463134728971934
Q01-D02-into-D01-focal-L11	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	11	-20.38164520263672	-20.481338500976562	24.734024047851562	0.09969329833984375	2e-06	45.215362548828125	0.002204854560929039	0.09969329833984375	有	False	unchanged	2.8568075118731713	0.029831420063916616
Q01-D02-into-D01-focal-L12	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	12	-20.255939483642578	-20.481338500976562	24.734024047851562	0.22539901733398438	2e-06	45.215362548828125	0.004985009621244897	0.22539901733398438	有	False	unchanged	4.431279314138609	0.04355403782301707
Q01-D02-into-D01-focal-L13	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	13	-20.053878784179688	-20.481338500976562	24.734024047851562	0.427459716796875	2e-06	45.215362548828125	0.00945386020813746	0.427459716796875	有	False	unchanged	5.597533295556691	0.05269257307890731
Q01-D02-into-D01-focal-L14	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	14	-20.416677474975586	-20.481338500976562	24.734024047851562	0.06466102600097656	2e-06	45.215362548828125	0.0014300676220642718	0.06466102600097656	有	False	unchanged	6.996268090953451	0.06320120134710541
Q01-D02-into-D01-focal-L15	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	15	-19.195266723632812	-20.481338500976562	24.734024047851562	1.28607177734375	2e-06	45.215362548828125	0.028443248153875125	1.28607177734375	有	False	unchanged	9.035660826557407	0.07569163287506804
Q01-D02-into-D01-focal-L16	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	16	3.688953399658203	-20.481338500976562	24.734024047851562	24.170291900634766	2e-06	45.215362548828125	0.534559285564353	24.170291900634766	无	True	repair	16.704999197237903	0.13620435950792287
Q01-D02-into-D01-focal-L17	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	17	2.395153045654297	-20.481338500976562	24.734024047851562	22.87649154663086	2e-06	45.215362548828125	0.5059451092961271	22.87649154663086	无	True	repair	27.207776051316046	0.1993650293688491
Q01-D02-into-D01-focal-L18	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	18	-0.6675262451171875	-20.481338500976562	24.734024047851562	19.813812255859375	2e-06	45.215362548828125	0.4382097397640551	19.813812255859375	有	False	unchanged	37.41050599989447	0.2511886859018318
Q01-D02-into-D01-focal-L19	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	19	-16.497482299804688	-20.481338500976562	24.734024047851562	3.983856201171875	2e-06	45.215362548828125	0.08810846527813868	3.983856201171875	有	False	unchanged	45.266878328123745	0.26239660505885987
Q01-D02-into-D01-focal-L20	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	20	-18.03411865234375	-20.481338500976562	24.734024047851562	2.4472198486328125	2e-06	45.215362548828125	0.05412363654034747	2.4472198486328125	有	False	unchanged	54.86480738011836	0.2873769397689845
Q01-D02-into-D01-focal-L21	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	21	-19.67696762084961	-20.481338500976562	24.734024047851562	0.8043708801269531	2e-06	45.215362548828125	0.01778976955582988	0.8043708801269531	有	False	unchanged	64.8572230965261	0.31399279845220995
Q01-D02-into-D01-focal-L22	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	22	-20.446197509765625	-20.481338500976562	24.734024047851562	0.0351409912109375	2e-06	45.215362548828125	0.000777191406416098	0.0351409912109375	有	False	unchanged	70.53363936568093	0.2895117213088024
Q01-D02-into-D01-focal-L23	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	23	-20.511959075927734	-20.481338500976562	24.734024047851562	-0.030620574951171875	2e-06	45.215362548828125	-0.0006772161766502409	-0.030620574951171875	有	False	unchanged	81.78172630544388	0.2809083438867456
Q01-D02-into-D01-focal-L24	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	24	-20.573863983154297	-20.481338500976562	24.734024047851562	-0.09252548217773438	2e-06	45.215362548828125	-0.002046328437106216	-0.09252548217773438	有	False	unchanged	89.68364643987049	0.2477242953677898
Q01-D02-into-D01-focal-L25	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	25	-20.539278030395508	-20.481338500976562	24.734024047851562	-0.05793952941894531	2e-06	45.215362548828125	-0.0012814124702942799	-0.05793952941894531	有	False	unchanged	97.66606947106537	0.23244840620029764
Q01-D02-into-D01-focal-L26	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	26	-20.51729393005371	-20.481338500976562	24.734024047851562	-0.03595542907714844	2e-06	45.215362548828125	-0.000795203821230453	-0.03595542907714844	有	False	unchanged	104.43608195998614	0.21781652783197183
Q01-D02-into-D01-focal-L27	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	27	-20.4614315032959	-20.481338500976562	24.734024047851562	0.019906997680664062	2e-06	45.215362548828125	0.0004402706637410343	0.019906997680664062	有	False	unchanged	112.90836389892164	0.21189577919465527
Q01-D02-into-D01-focal-L28	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	28	-20.442943572998047	-20.481338500976562	24.734024047851562	0.038394927978515625	2e-06	45.215362548828125	0.0008491566983910147	0.038394927978515625	有	False	unchanged	124.80991280152097	0.20490366524475923
Q01-D02-into-D01-focal-L29	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	29	-20.467939376831055	-20.481338500976562	24.734024047851562	0.013399124145507812	2e-06	45.215362548828125	0.0002963400797912011	0.013399124145507812	有	False	unchanged	134.27002416000389	0.19190032250992295
Q01-D02-into-D01-focal-L30	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	30	-20.487998962402344	-20.481338500976562	24.734024047851562	-0.00666046142578125	2e-06	45.215362548828125	-0.0001473052752499465	-0.00666046142578125	有	False	unchanged	147.95864959782122	0.17662922818924806
Q01-D02-into-D01-focal-L31	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	31	-20.510913848876953	-20.481338500976562	24.734024047851562	-0.029575347900390625	2e-06	45.215362548828125	-0.0006540995412444646	-0.029575347900390625	有	False	unchanged	160.0884880057299	0.16589665763983205
Q01-D02-into-D01-focal-L32	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	32	-20.45380401611328	-20.481338500976562	24.734024047851562	0.02753448486328125	2e-06	45.215362548828125	0.000608963045105449	0.02753448486328125	有	False	unchanged	176.40958911608882	0.1630179585011558
Q01-D02-into-D01-focal-L33	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	33	-20.48023796081543	-20.481338500976562	24.734024047851562	0.0011005401611328125	2e-06	45.215362548828125	2.4339961002067337e-05	0.0011005401611328125	有	False	unchanged	188.41043359490635	0.15488520866330271
Q01-D02-into-D01-focal-L34	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	34	-20.495697021484375	-20.481338500976562	24.734024047851562	-0.0143585205078125	2e-06	45.215362548828125	-0.00031755845134066364	-0.0143585205078125	有	False	unchanged	208.59010332539424	0.11382210796063884
Q01-D02-into-D01-focal-L35	Q01	hfp-Q01-D01	hfp-Q01-D02	focal	35	-20.481338500976562	-20.481338500976562	24.734024047851562	0.0	2e-06	45.215362548828125	0.0	0.0	有	False	unchanged	305.35200524403734	0.19531948127797044
Q01-D02-into-D01-pre-L00	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	0	-20.480934143066406	-20.481338500976562	24.734024047851562	0.00040435791015625	2e-06	45.215362548828125	8.942931945300304e-06	0.00040435791015625	有	False	unchanged	0.07807501884881694	0.0038849843142206293
Q01-D02-into-D01-pre-L01	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	1	-20.483230590820312	-20.481338500976562	24.734024047851562	-0.00189208984375	2e-06	45.215362548828125	-4.1846172121405194e-05	-0.00189208984375	有	False	unchanged	0.11480145383091674	0.0044543891283634635
Q01-D02-into-D01-pre-L02	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	2	-20.491552352905273	-20.481338500976562	24.734024047851562	-0.010213851928710938	2e-06	45.215362548828125	-0.0002258933989013355	-0.010213851928710938	有	False	unchanged	0.21906154169962425	0.007804038795477817
Q01-D02-into-D01-pre-L03	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	3	-20.484806060791016	-20.481338500976562	24.734024047851562	-0.003467559814453125	2e-06	45.215362548828125	-7.668985979507525e-05	-0.003467559814453125	有	False	unchanged	0.4057460154705192	0.011819739376696153
Q01-D02-into-D01-pre-L04	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	4	-20.502437591552734	-20.481338500976562	24.734024047851562	-0.021099090576171875	2e-06	45.215362548828125	-0.0004666354395231696	-0.021099090576171875	有	False	unchanged	0.7510187546196034	0.015209632422798257
Q01-D02-into-D01-pre-L05	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	5	-20.516950607299805	-20.481338500976562	24.734024047851562	-0.03561210632324219	2e-06	45.215362548828125	-0.000787610765805198	-0.03561210632324219	有	False	unchanged	0.888296291004131	0.014344964116632414
Q01-D02-into-D01-pre-L06	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	6	-20.516254425048828	-20.481338500976562	24.734024047851562	-0.034915924072265625	2e-06	45.215362548828125	-0.0007722137367484309	-0.034915924072265625	有	False	unchanged	1.0038626379095428	0.014504909583615985
Q01-D02-into-D01-pre-L07	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	7	-20.515422821044922	-20.481338500976562	24.734024047851562	-0.034084320068359375	2e-06	45.215362548828125	-0.0007538216691628134	-0.034084320068359375	有	False	unchanged	1.0394275423206742	0.014573713247834477
Q01-D02-into-D01-pre-L08	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	8	-20.51542091369629	-20.481338500976562	24.734024047851562	-0.03408241271972656	2e-06	45.215362548828125	-0.000753779485521562	-0.03408241271972656	有	False	unchanged	1.223361029029457	0.015474811031254835
Q01-D02-into-D01-pre-L09	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	9	-20.541576385498047	-20.481338500976562	24.734024047851562	-0.060237884521484375	2e-06	45.215362548828125	-0.0013322437580022368	-0.060237884521484375	有	False	unchanged	1.8812938059584545	0.02321154082236407
Q01-D02-into-D01-pre-L10	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	10	-20.553722381591797	-20.481338500976562	24.734024047851562	-0.07238388061523438	2e-06	45.215362548828125	-0.0016008691854912571	-0.07238388061523438	有	False	unchanged	2.0159568855823817	0.02275758171488181
Q01-D02-into-D01-pre-L11	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	11	-20.549442291259766	-20.481338500976562	24.734024047851562	-0.06810379028320312	2e-06	45.215362548828125	-0.0015062090945230785	-0.06810379028320312	有	False	unchanged	2.080895728299574	0.022813220068499694
Q01-D02-into-D01-pre-L12	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	12	-20.557758331298828	-20.481338500976562	24.734024047851562	-0.07641983032226562	2e-06	45.215362548828125	-0.0016901297703792546	-0.07641983032226562	有	False	unchanged	2.266640281820112	0.022572363770971972
Q01-D02-into-D01-pre-L13	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	13	-20.51080894470215	-20.481338500976562	24.734024047851562	-0.029470443725585938	2e-06	45.215362548828125	-0.0006517794409756368	-0.029470443725585938	有	False	unchanged	2.5687879007239864	0.024783988037689147
Q01-D02-into-D01-pre-L14	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	14	-20.492887496948242	-20.481338500976562	24.734024047851562	-0.011548995971679688	2e-06	45.215362548828125	-0.0002554219477773271	-0.011548995971679688	有	False	unchanged	2.754914077757645	0.024225615119917804
Q01-D02-into-D01-pre-L15	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	15	-20.48797035217285	-20.481338500976562	24.734024047851562	-0.0066318511962890625	2e-06	45.215362548828125	-0.00014667252063117525	-0.0066318511962890625	有	False	unchanged	3.0583844086115746	0.02554117959880686
Q01-D02-into-D01-pre-L16	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	16	-20.49953269958496	-20.481338500976562	24.734024047851562	-0.018194198608398438	2e-06	45.215362548828125	-0.00040238975389726223	-0.018194198608398438	有	False	unchanged	3.3706749831157348	0.025758386705631815
Q01-D02-into-D01-pre-L17	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	17	-20.502172470092773	-20.481338500976562	24.734024047851562	-0.020833969116210938	2e-06	45.215362548828125	-0.0004607719133892227	-0.020833969116210938	有	False	unchanged	3.9373990145447526	0.02910374490192756
Q01-D02-into-D01-pre-L18	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	18	-20.513010025024414	-20.481338500976562	24.734024047851562	-0.03167152404785156	2e-06	45.215362548828125	-0.0007004593629797714	-0.03167152404785156	有	False	unchanged	4.628018464928226	0.031993388467803176
Q01-D02-into-D01-pre-L19	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	19	-20.496606826782227	-20.481338500976562	24.734024047851562	-0.015268325805664062	2e-06	45.215362548828125	-0.0003376800482175893	-0.015268325805664062	有	False	unchanged	5.34050169611296	0.0318517288823393
Q01-D02-into-D01-pre-L20	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	20	-20.48666763305664	-20.481338500976562	24.734024047851562	-0.005329132080078125	2e-06	45.215362548828125	-0.00011786109365645778	-0.005329132080078125	有	False	unchanged	6.063822402447669	0.03338003790676064
Q01-D02-into-D01-pre-L21	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	21	-20.48163604736328	-20.481338500976562	24.734024047851562	-0.00029754638671875	2e-06	45.215362548828125	-6.580648035220978e-06	-0.00029754638671875	有	False	unchanged	7.084501810367326	0.036115164891167256
Q01-D02-into-D01-pre-L22	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	22	-20.487382888793945	-20.481338500976562	24.734024047851562	-0.0060443878173828125	2e-06	45.215362548828125	-0.00013367995912573897	-0.0060443878173828125	有	False	unchanged	13.026882045754702	0.05917631005124711
Q01-D02-into-D01-pre-L23	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	23	-20.490385055541992	-20.481338500976562	24.734024047851562	-0.009046554565429688	2e-06	45.215362548828125	-0.00020007701045546858	-0.009046554565429688	有	False	unchanged	17.986688385218656	0.06411886993807578
Q01-D02-into-D01-pre-L24	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	24	-20.49637794494629	-20.481338500976562	24.734024047851562	-0.015039443969726562	2e-06	45.215362548828125	-0.0003326180112674193	-0.015039443969726562	有	False	unchanged	30.699411839916372	0.08701462261756833
Q01-D02-into-D01-pre-L25	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	25	-20.496156692504883	-20.481338500976562	24.734024047851562	-0.014818191528320312	2e-06	45.215362548828125	-0.000327724708882255	-0.014818191528320312	有	False	unchanged	34.91279066815701	0.08164814527436656
Q01-D02-into-D01-pre-L26	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	26	-20.49309539794922	-20.481338500976562	24.734024047851562	-0.01175689697265625	2e-06	45.215362548828125	-0.00026001996467373147	-0.01175689697265625	有	False	unchanged	39.03667778703274	0.07878536077963441
Q01-D02-into-D01-pre-L27	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	27	-20.494155883789062	-20.481338500976562	24.734024047851562	-0.0128173828125	2e-06	45.215362548828125	-0.00028347406920951906	-0.0128173828125	有	False	unchanged	45.33007614679295	0.07798886815910806
Q01-D02-into-D01-pre-L28	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	28	-20.495336532592773	-20.481338500976562	24.734024047851562	-0.013998031616210938	2e-06	45.215362548828125	-0.0003095857431441459	-0.013998031616210938	有	False	unchanged	54.4085590471806	0.07770501066368864
Q01-D02-into-D01-pre-L29	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	29	-20.496374130249023	-20.481338500976562	24.734024047851562	-0.015035629272460938	2e-06	45.215362548828125	-0.0003325336439849165	-0.015035629272460938	有	False	unchanged	64.48906771550541	0.07728638915192274
Q01-D02-into-D01-pre-L30	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	30	-20.486509323120117	-20.481338500976562	24.734024047851562	-0.0051708221435546875	2e-06	45.215362548828125	-0.0001143598514325902	-0.0051708221435546875	有	False	unchanged	80.57414520041303	0.08098851821491886
Q01-D02-into-D01-pre-L31	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	31	-20.484020233154297	-20.481338500976562	24.734024047851562	-0.002681732177734375	2e-06	45.215362548828125	-5.931019959949164e-05	-0.002681732177734375	有	False	unchanged	88.59319235385065	0.07722495449411933
Q01-D02-into-D01-pre-L32	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	32	-20.47967529296875	-20.481338500976562	24.734024047851562	0.0016632080078125	2e-06	45.215362548828125	3.678413517123521e-05	0.0016632080078125	有	False	unchanged	102.04238660323473	0.080924906687427
Q01-D02-into-D01-pre-L33	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	33	-20.480712890625	-20.481338500976562	24.734024047851562	0.0006256103515625	2e-06	45.215362548828125	1.383623433046462e-05	0.0006256103515625	有	False	unchanged	137.0092093861044	0.09800572142581224
Q01-D02-into-D01-pre-L34	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	34	-20.47705841064453	-20.481338500976562	24.734024047851562	0.00428009033203125	2e-06	45.215362548828125	9.466009096817869e-05	0.00428009033203125	有	False	unchanged	156.341639644492	0.08309701318519494
Q01-D02-into-D01-pre-L35	Q01	hfp-Q01-D01	hfp-Q01-D02	pre	35	-20.481338500976562	-20.481338500976562	24.734024047851562	0.0	2e-06	45.215362548828125	0.0	0.0	有	False	unchanged	194.8410815602437	0.12478593963321645
Q01-D01-into-D02-focal-L00	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	0	24.702545166015625	24.734024047851562	-20.481338500976562	-0.0314788818359375	2e-06	-45.215362548828125	0.0006961988152133783	-0.0314788818359375	无	False	unchanged	0.5654128735084238	0.013835042155903261
Q01-D01-into-D02-focal-L01	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	1	24.705352783203125	24.734024047851562	-20.481338500976562	-0.0286712646484375	2e-06	-45.215362548828125	0.0006341044952912932	-0.0286712646484375	无	False	unchanged	0.57976101661684	0.012891037431800905
Q01-D01-into-D02-focal-L02	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	2	24.714946746826172	24.734024047851562	-20.481338500976562	-0.019077301025390625	2e-06	-45.215362548828125	0.0004219207797966681	-0.019077301025390625	无	False	unchanged	0.6371509399532691	0.013502494185718437
Q01-D01-into-D02-focal-L03	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	3	24.718563079833984	24.734024047851562	-20.481338500976562	-0.015460968017578125	2e-06	-45.215362548828125	0.0003419405959839824	-0.015460968017578125	无	False	unchanged	0.7501984373303384	0.013889059999472528
Q01-D01-into-D02-focal-L04	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	4	24.74077606201172	24.734024047851562	-20.481338500976562	0.00675201416015625	2e-06	-45.215362548828125	-0.0001493300900300145	0.00675201416015625	无	False	unchanged	1.0863211603910379	0.016985834412031386
Q01-D01-into-D02-focal-L05	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	5	24.737680435180664	24.734024047851562	-20.481338500976562	0.0036563873291015625	2e-06	-45.215362548828125	-8.086604027896549e-05	0.0036563873291015625	无	False	unchanged	1.1938302923507242	0.01632291683805518
Q01-D01-into-D02-focal-L06	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	6	24.728696823120117	24.734024047851562	-20.481338500976562	-0.0053272247314453125	2e-06	-45.215362548828125	0.00011781891001520635	-0.0053272247314453125	无	False	unchanged	1.3950200715574568	0.016995999165665583
Q01-D01-into-D02-focal-L07	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	7	24.7263240814209	24.734024047851562	-20.481338500976562	-0.0076999664306640625	2e-06	-45.215362548828125	0.00017029535973196852	-0.0076999664306640625	无	False	unchanged	1.6897218345536642	0.01930663533803083
Q01-D01-into-D02-focal-L08	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	8	24.74374771118164	24.734024047851562	-20.481338500976562	0.009723663330078125	2e-06	-45.215362548828125	-0.00021505220309972145	0.009723663330078125	无	False	unchanged	1.9608937318090838	0.021883331446014793
Q01-D01-into-D02-focal-L09	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	9	24.74007225036621	24.734024047851562	-20.481338500976562	0.0060482025146484375	2e-06	-45.215362548828125	-0.0001337643264082418	0.0060482025146484375	无	False	unchanged	2.2357631116839136	0.024964732519737194
Q01-D01-into-D02-focal-L10	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	10	24.853515625	24.734024047851562	-20.481338500976562	0.1194915771484375	2e-06	-45.215362548828125	-0.0026427207571187426	0.1194915771484375	无	False	unchanged	2.781541192405428	0.030388925160973745
Q01-D01-into-D02-focal-L11	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	11	24.8290958404541	24.734024047851562	-20.481338500976562	0.09507179260253906	2e-06	-45.215362548828125	-0.002102643598176857	0.09507179260253906	无	False	unchanged	2.8568075118731713	0.029716188172519243
Q01-D01-into-D02-focal-L12	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	12	24.916732788085938	24.734024047851562	-20.481338500976562	0.182708740234375	2e-06	-45.215362548828125	-0.004040855362755692	0.182708740234375	无	False	unchanged	4.431279314138609	0.04336704010219194
Q01-D01-into-D02-focal-L13	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	13	24.864482879638672	24.734024047851562	-20.481338500976562	0.13045883178710938	2e-06	-45.215362548828125	-0.0028852766943143877	0.13045883178710938	无	False	unchanged	5.597533295556691	0.05235714581257779
Q01-D01-into-D02-focal-L14	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	14	25.068809509277344	24.734024047851562	-20.481338500976562	0.33478546142578125	2e-06	-45.215362548828125	-0.007404241447013634	0.33478546142578125	无	False	unchanged	6.996268090953451	0.06304458284948312
Q01-D01-into-D02-focal-L15	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	15	23.538528442382812	24.734024047851562	-20.481338500976562	-1.19549560546875	2e-06	-45.215362548828125	0.026440031398127856	-1.19549560546875	无	False	unchanged	9.035660826557407	0.07542072033466227
Q01-D01-into-D02-focal-L16	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	16	11.396167755126953	24.734024047851562	-20.481338500976562	-13.33785629272461	2e-06	-45.215362548828125	0.2949850568669231	-13.33785629272461	无	False	unchanged	16.704999197237903	0.13480299524428713
Q01-D01-into-D02-focal-L17	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	17	14.760353088378906	24.734024047851562	-20.481338500976562	-9.973670959472656	2e-06	-45.215362548828125	0.2205814660603921	-9.973670959472656	无	False	unchanged	27.207776051316046	0.1985179743990668
Q01-D01-into-D02-focal-L18	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	18	17.235172271728516	24.734024047851562	-20.481338500976562	-7.498851776123047	2e-06	-45.215362548828125	0.16584743223113665	-7.498851776123047	无	False	unchanged	37.41050599989447	0.25184871064195136
Q01-D01-into-D02-focal-L19	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	19	24.221546173095703	24.734024047851562	-20.481338500976562	-0.5124778747558594	2e-06	-45.215362548828125	0.0113341538332781	-0.5124778747558594	无	False	unchanged	45.266878328123745	0.26004934390576595
Q01-D01-into-D02-focal-L20	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	20	24.698755264282227	24.734024047851562	-20.481338500976562	-0.03526878356933594	2e-06	-45.215362548828125	0.000780017710379943	-0.03526878356933594	无	False	unchanged	54.86480738011836	0.28618610535456335
Q01-D01-into-D02-focal-L21	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	21	25.255197525024414	24.734024047851562	-20.481338500976562	0.5211734771728516	2e-06	-45.215362548828125	-0.01152646905374331	0.5211734771728516	无	False	unchanged	64.8572230965261	0.30943612347157307
Q01-D01-into-D02-focal-L22	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	22	24.991775512695312	24.734024047851562	-20.481338500976562	0.25775146484375	2e-06	-45.215362548828125	-0.005700528544151423	0.25775146484375	无	False	unchanged	70.53363936568093	0.2837356348695718
Q01-D01-into-D02-focal-L23	Q01	hfp-Q01-D02	hfp-Q01-D01	focal	23	25.587711334228516	24.734024047851562	-20.481338500976562	0.8536872863769531	2e-06	-45.215362548828125	-0.018880469784026507	0.8536872863769531	无	False	unchanged	81.78172630544388	0.2769345256904797
