label,TEXT
2,复印还得是你们txl厉害，搁知乎上一复制来这一粘贴就把正常人的智商否定了，就那两个赞的文章谁信谁才智商有问题
5,同性就是违背大自然了吗
1,没存在感是好事😅大连倒是有存在感可净是负面的
5,为什么会被歧视？我觉得尊重是互相的，我不歧视任何群体，我是鄙夷某些行为。
5,“男女平等”是女权的温和版。——2010年之前反女权总坛就确定了的。为什么还有这么五花八门的版本？大佬们也不下来管管。
5,图一是谁？好帅啊
5,首先是你要区分什么是媚黑。
5,觉得有人故意，然而这小傻瓜还不自知，一个个沉浸在愤怒的高潮中无法自拔😅
1,我小学四年级后转来南京读书，印象最深的就是初中有个英语老师是南京本地人，日常说话满口南京腔，尤其是批评学生时南京市骂一口一个往外蹦。初中时班上也有几个外地同学，也能感觉出老师对外地学生明显的歧视
2,黑驴基狗一家亲
3,在古代男性向外族播种是征服者的体现。女性被播种怀上外族子嗣是种族被其他种族征服的体现，区别还是很大的。
0,尼脑子有大病
3,更何况你鬼母阿娜本身就是个二年级辍学的屑
1,胡人的羊不用偷井盖了吗🤭
3,女人的钱好赚啊，我们要买房买车哪儿有钱让资本家改口啊，月收过万月支出500的穷人先路过一下。
0,有好看的，是哑光的巧克力色，纯黑的就算了吧
5,地域互黑沒有無辜者，黑別人與被別人黑，天道循環，報應不爽。
0,看不起我们中国人，别在中国网上秀黑人恩爱，去非洲网上秀恩爱！！！
0,大部分黑人都不知道自己是凯乐奇计划的棋子吧。就凭他们的智商。还妄想统治世界。犹太精英就是新的农场主。
5,又没人？单机贴吧？
5,图来了😆😆😆知乎竟然不让上传超过5M的GIF😅拍了好几次😅查看动图
5,拉黑nt是正确的心理异常变泰的人总想和正常人搭话来证明自己也是正常的
5,视频下架了
0,黑杂碎必须灭绝！！！
1,宁夏呢？知乎上我还没见过宁夏发言
0,这张动态图简直把虫类及其它们后代的智商表现淋漓尽致
5,给我看懵了
0,举报三非默有奖金！
3,咋？青楼赚钱没人点你，小仙女去凡尘溜达啦？
5,我之前看过一个新闻，一个妹子晒了自己中国男友的合照，结果男生因为长得太黑被一群😓认成黑人，好家伙，那个集体失智场景真的令人无语
3,女权师疯狂成这个样子她们要刀谁？或许仅仅看着她们每天把自己置之死地的样子，就很美妙呢
0,搞不懂这些人看母猩猩能有情欲？
1,小时候在河南被骂新疆小偷，上了大学被调侃偷井盖的，高考还要被歧视，上网还要被吐槽，fk the world
5,河南朋友真不错的，能处！实话实说！我遇到的都非常好的人，有几个三观不合，但人家也就背后说我坏话没坑我呀！但是低温……这……我碰到过一次那就是楞抢的这种
3,逆反就逆反呗，毁灭的是她们，而我们就坐看笑话。😎
5,问题是就算在研究所工资也不行啊，制造业平均工资也就比农林鱼牧餐饮旅游这些强上一丢丢，金融的一半不到，互联网的2/3没有行业报告里都写着的。
1,东北天天被黑，尤其是被百京😭
5,"请你不要偷换概念,我回复里面明明写的黑妹,根本没提东亚黄种人"
5,我相信爱情，我也拥有爱情，而且我们双方父母都可以接受
0,答主:最讨厌三种人，歧视别人的人，心口不一的人，黑人😆😆😆
3,七尺大儒猴，和阿娜一个级别的
3,舔黑的人在增多，舔狗也在增多，国内有些女的快被舔到天上去了
1,一说我是江西的，然后他们说，你们那是不是有很多传销组织啊～
0,素质高的不来ZG，酒囊饭袋团就想移民黑，为了钱，什么人种入侵都不顾了，多多吸收黑才是好，各种匪夷所思的行为
5,答主，评论区里的黑子是不知道一个地方的人不能用一个标签概括的道理，一开口就是AOE了都是老法师了，我在上海没呆过太久，七八天，有天早上在同济旁边四平路人行道上走，有位老太太骑一自行车从我后边骑来打了一下铃铛，我一回头就要躲开，恰巧老太太和我躲闪的一个方向，左一次右一次后，停了下来，相视一笑，老太太连忙说不好意思哦，还被询问小伙子穿这么少冷不啦，当时自己也是久没回家了，突然感觉很亲切，也挺想家的，当天就在网上订了票，没过几天离开了大上海哈哈。我这不是说洗啊什么的，我是觉着每个地方都有素质高的素质低的，可能有些东西客观存在，其实都是个例被反复说反复夸大而已，中国人民绝大多数都是善良质朴的👍️
0,按我的想法，它们只是类人，何来种族歧视?
5,确实，希望现在女生好好爱惜自己，不要太恋爱脑😆
0,_xDC36__xD83D_zz有空发这个不如去舔你默🐶的嘿d
3,生而为男，天生有罪
0,这位答主在评论说自己有过法国前任，按你的说法答主也该滚出中国，笑死我了🤣
2,笑死我了，这个货绝对是个同
1,不，黑陕西的只有河南，黑河南的可不止陕西
5,鲜卑是黑人吗？
0,他们所谓的等级之分也就是她们自己认可，真正的好女人和丈夫一起为家庭的未来付出，而所谓的高等之分却被西方佬玩了又玩，什么都不剩，还美其名曰为了爱情，真实可悲，不过也不值得同情，活该
3,我本硕均985，宁可要长得一般的本科生也绝不会看上自命不凡的带专lkd
3,希望建立个媚默女的档案库，防止有老实人在不知情的情况下接盘🐶
5,不好意思啊，安徽一般被黑什么啊，好奇，从来都没听说过。
0,“女权”就是女人没有了束缚后释放本性的模样，是女人最真实的一面，女权祖师奶波伏娃追求性解放可happy了，还把自己的女学生送给萨特透呢。与之对应的男人没了束缚那就是黑哥哥模式了
5,就是宣传啊，这几天都开始删对它们形象不利的视频了，zzzq
5,你早点蛆丝
2,反社会分子别冒充同性恋了
0,Ni是有毒重金属
5,那我就放心了
5,美国黑人马丁路德金是个非常有文化的人，他获得大学文学与神学学士学位证，因此非常厉害的
5,兰州拉面化隆造
5,看起来那就是一个垃圾勾八营销号。
1,中国大概2016年取消了入境艾滋病检查，南非的艾滋病病毒携带者高达25%，这还是黑非洲经济最好国家，其他的。😆😆你仔细想想。
5,有没有男权群啊，我想进
1,貌似很多非洲国家半数人口有艾滋病，而且他们也不怕，因为寿命低，活不到艾滋病发就会因其他原因死了
5,这种货色宁可当敌人也不能当朋友，背后捅刀往往致命
2,警惕同性恋打图灵牌
0,她们以为外国黑人有钱 哈哈哈
3,找黑人男朋友等于刨自己祖坟了
1,刚果首都的艾滋病人占到50%
5,浙南：不想被代表。
1,也就是一年一度吧。看看现在各大影视作品，哪个黑恶势力地痞无赖不是操着一口东北口音。从舆论到宣传，已经定性了。这才是真正的黑。
5,不需要也会尊重，你不需要不代表其他人不需要。
5,害，他们也就只叹自己没有生在上海并拥有上海户口
3,我知道男人活的很沉重。_x000D_也知道男人的世界不单纯。_x000D_但如果有来世，我依然选择做男人。_x000D_为什么？因为在这个世界里女人是被诅咒的，男人是被祝福的。男人如狗；女人如猫，对狗的评价总是正面占多数，对猫的评价总是负面占多数。_x000D_流血流汗，甚至掉脑袋，我都不怕，怕就怕一生无所作为。
3,有这帮龟男舔狗，难怪女拳这么凶?
3,啊这，他们缺老婆缺疯了吧，实在不行，找一个越南妹啊
5,你接受纳粹思想不？
5,现代女生都接受教育了 你这思想留在三从四德时期吧
5,证据链不完整
5,论地域黑山东没资格上榜
5,老大，别人国家引进移民，都必须过三五关卡，从语言能力到主义的认同。咋到了中国就啥门槛也不要了呢？ 你不可以让他们学儒家文化，学集体主义？明明可以的。二，中国人在非洲也生了很多蛋留下了。哪来的中国男人就很负责？呵呵。评论区一片“我们下的蛋多很自豪”。三，三非的矛盾怎么会是种族矛盾？明明是个违法问题，按法律处置。
3,韩牛奶广告将女性比作奶牛惹众怒
3,春日祭这个幕被陵迟的母苟笑死
3,之前有人做过类似的app，被女拳抱团掐灭了
1,照现在的情况如果没有改变，那么美国只需要撑过20年估计就可以吃尸体了
5,广西风景棒🐮
3,不就是想制造多点舔狗
3,如果妹子嫁给黑人也可以要求买房买车要彩礼🐶
0,黑人来到中国等于犯罪
3,微博拳师马上传送
2,异性恋不需要被认可同性恋就要？
5,唐朝前期的公主外嫁和后面的五胡乱华有很大关系哟
5,那个屌逼就是个**
5,你不会以为河南人全部迁到南方吧？即使是现在的交通条件也受不了一个省全部迁移，其实迁移的河南人是少数
5,为什么狗觉得人类的屎很香？并且吃的津津有味？
5,好，黑人越多反而排名下降了
5,你信不信她们更无奈！
5,别别别我河南的，我们没有这种人渣
3,别找太便宜的就行，听说便宜鸡跟你做完就开始叨叨叨她那些前男友的破事了。跟个怨妇似得，烦死了。现在22年，超过600都比较正常
5,虽然给你点了赞，但我觉得“只是歧视国男，对国男高标准，对外国男性放宽要求”这种做法不对
5,这个emoji有啥关系？
0,正常人不会嫁给黑人
0,我反而建议都去非洲，别把黑人引进中国。
5,你说没有就没有！ 你的观点可以说清楚没有？
4,"ZF2010年因为政治正确取消外籍留学生艾滋病强制筛查之后,国内的艾滋病感染率大幅度增加。"
0,嘿畜狌及其追随者没有资格存在于世，应该将其从地球上抹掉！
2,看来当通讯录是他唯一的精神支柱了，怪不得如此顽抗。
5,他们要求中国变成什么样？国家没有义务照顾所有人的意愿
5,可能有些人不知道科学有一个重大的阻力，不是伦理问题。正如艾滋病毒（较小结构）还没解决，何以有信心解决更大的结构？
5,我要当吧主
3,国女不少就被这种所谓戒指骗的……
5,人家能到越南做生意，说明有路子，娶个漂亮老婆算什么难事吗？
1,山东的就不要来凑热闹了
0,n哥没有爹
1,人家就读错个子，你意见都那么大，你想想为什么那么多人黑河南了吧
0,这就受不了了？知道美国多少白男为了追小仙女玩极限运动，命都没了吗？
2,而更多对同性恋抱有偏见的人他们偏见的方式是通过侮辱诅咒同性恋，通过散播自己本就不健全的三观，用各种伪科学或者哲学观点来证明同性恋的劣等和同性恋不该存在在世界上的扭曲变态思想，这种人还挺多的。如果有人告诉他他的这个想法是错的，他就会好像一个被爸爸妈妈惯坏的孩子，在受到社会的毒打后通过发狂和哭泣的方式伤害对他造成心理“伤害”的来源。但你不一样，你对txl除了不伤害，也给自己推倒之前偏见的机会，这还挺好的，这点连很多同性恋自己都做不到。
5,你这算不算打小报告😆
5,那玩意根本就不能算文化
5,哈哈哈哎哈哈哈哈，不要和不是同一个三观的人说话，说不到一堆去的🤣
0,同在广州，都特么有点不敢找对象了，就怕妹子之前交往过黑人瞒着我😅
5,艾滋病好好治也能活很久的，千万别放弃啊
3,她们被外国杂种羞辱了，国男愤怒受不了罢了。国女被好好对待，没人会反对
3,用钱用帅来衡量男人这种女的还少吗太多咯如果女的对你好感度不够她们就会冷漠势利眼小心眼只会利用你的时候笑
0,人类起源于非洲，不是起源于嘿人
5,东南亚不错的。你不了解东南亚那带的文化，我在那边呆了几年。那边人男人很厉害的早上九点去路边小店点杯咖啡什么之类的饮料，然后拿着报纸看着电视到十点多然后去做事。🤣🤣🤣
1,上海歧视外地人是普遍存在，看看这次防疫吧。妖魔鬼怪到处是
5,河南学校不少，但是跟你们人口比起来，你们上学不觉得费劲么？河南超级能生孩子，导致你们高考分数线超级高
3,那个铁钎子应该是用来缝那些收不到礼物瞎寄吧酸的畒的嘴的
4,没嘲讽没贬低更没夸张，张口屁股歪闭口叛国贼，爱国不是你打压少数人的借口。
0,学校和黑狗都不是好东西
0,喷回去，妈的，非洲人我是接受不了，在中国不干人事
0,你见过几个中国男的娶女黑人，要是有，只能说他脑子有泡，也别回来了，省得到处传染病毒🍉
5,😓来了来了，打的就是蜜
4,你一个精致的利己主义者，说这些话真是让人反胃。黑人艾滋病感染率了解一下，你母亲给你找个黑人继父你乐意不？
1,老一辈的人真的很多排外的呀 年轻人就好点了 既然很多人提出来就肯定是客观存在的事 不排除可能有些夸大但是说不存在就不可能了 年轻一辈人要做的更好扭转刻板印象才好…哪能因为别人说排外就真的变得排外…🤣
1,我在苏北从来没见过歧视四川人的，苏北应该自己受歧视所以对外地来的人都是很和气的。我觉得你不能光从你的角度看问题，你想想自己是不是做了什么不文明的事情。你去苏南上海浙江看看就知道了特别是建议旅居在那住拆迁安置房里面就懂什么叫歧视了
2,道家思想创始人老子告诉我们反猪妖的存在是符合自然辩证法的！老子告诉我们世界上存在的事物都是阴阳相生相克而产生的：没有白天哪有黑夜？没有男人哪有女人？没有高尚哪有低贱？没有猪妖又哪会有反猪妖？因此不要再拿什么反妖违背自然规律”来说事，因为存在猪妖所以必然也就存在其对立面反猪妖，这就是最大的自然规律。老子的原话引用如下：有无相生，难易想成，长短相形，高下相倾，音声相和，前后相随。——《道德经》这是在告诉我们万事万物都是阴阳相生的道理。人法地，地法天，天法道，道法自然。——《道德经》这是在告诉我们万事万物都有它本身的自然规律，人只能顺应规律，违背规律做事最终会受到自然的惩罚。反猪妖现象是客观存在的现象，人们想通过人为的方式去诋毁遏制甚至消灭它注定是归于失败！最终会受到自然规律的惩罚。
1,我总觉得东部沿海对西部内陆有很深的恶意……跟你差不了多少。很多人可能觉得我们老实好欺负吧
0,黑人跑的快---天生抢劫犯
5,这货不是中国人吧？
2,基佬被碰一下直接发廊
3,把女人关起来当生育工具啊，恶心死人。这种又蠢又贱的生物根本不配把她当人看。
5,战争中死的最多的就是男性，获胜受益的却不仅仅是男性
2,你发正常的帖子是钓不到同性异蛆的
1,您就是在地域黑
5,你这什么思想，无论什么关系，地域歧视都是被注定遭人唾弃。
3,🐶🐶肯定是国楠自己造成的呀，国楠不配娶她们
5,不要这么自大好不好，我是河南人，但我也不喜欢什么河南人是别人祖宗类的话，总之，说话长点脑子
0,见到皮肤比较黑的人员，选择与它们相反的方向行走就对了！
5,耽美文学就是消费罢了，，，
5,哈哈，开玩笑的，好好生活，女性依然伟大，不会带着大男子主义去看待女性的，只是你评价的会让大家看不下去，结合之前打拳风向，所以就这样说了，教员都说过妇女能顶半边天，以及宋庆龄和周总理的妻子邓超颖都是很厉害的，打拳打的不是虚有之拳，借着女性柔弱的体质谋福利，然后又刚硬的打着妇女能顶半边天的口号，这才是我看不起的
0,谁想买黑人爆改二手越野车谁就买吧，反正我心胸狭隘种族歧视，我就是不买，略略略
3,3.推动色情产业发展。非处不一定是鸡，但鸡一定是非处。像性交易、成人录像这些色情产业简直是非处的天下，原因有二，一是保守的处女不会为了钱被陌生男人破，二是即便有处女投身于色情业，在第一次交易时就已经成为非处。没有非处，就没有色情产业。
1,实话讲玩网游的时候连麦 最怕碰到江浙的，我说话有点口音，他们就学我说话😅，跟他们说还不承认自己学了... 总之就是特别有优越感，也不知道哪里来的. 当然，不是全部人，有那么一小部分因为江浙一带的经济环境有了优越感，但是跟他们没太大关系啊😲
5,中秋快乐！
1,而现在最多的是台湾网特
5,年轻人！好优秀
1,黑南通都是自取其辱
3,所以还是生男好，汉奸几率低👍有民族血性👍
1,当然是一些半调子地区啦，北上广深这四个一线他还真不地域歧视，他们是所有外地的都觉得没他们好，这个优越正常
2,答主把自己反同性恋，歧视同性恋的倾向换一种说法说得如此清新脱俗也是醉了。
1,甘肃人真的没有存在感😢
2,不知道为什么他还有脸自诩阳光惹，一个大学生不随便见一群陌生中年人很奇怪吗。以及我们的主任怎么还没来联系我啊，我还想听听你是怎么跟他说的呢，说你们学校有个txl，请你配合我们深入调查吗
5,那么问题来了，怎么又是黑龙江出的事啊！
5,南京的媒体给我的感觉就是情商很低，专门盯着不好的地方报道，优点不去宣传
3,什么女用洗衣机，这就把我的臭袜子塞进去
3,编谁不会编，我前两天还看到一个新闻说女性出轨率已打80%。
1,虽然说是地域黑，但是确实前几年发生过🤣大概是刻板印象吧，时代变了谁还偷井盖啊，那么沉
2,我的治疗力大所以30天。百度是想基佬越来越少，没有反同人士的救援，基佬染艾身亡就会越来越多。
5,然而河南逆天新闻、河南网友的逆天言论就是很多
3,你这。。。上边说郭楠在无能狂怒，下边说郭楠没有
5,真把自己当回事了，你的意见有个屁用
5,你这种把身边当世界的人，没什么好说的
1,这个也和曾经香港人骂大陆客“蝗虫” 台湾人骂大陆人“zhina人”有关🤔台湾名嘴每天上节目就希望三峡大坝崩溃，淹死三亿大陆人。去年疫情刚开始，台湾名嘴对大陆疫情幸灾乐祸哈哈大笑。还有台湾“海巡署”经常在厦门附近抓大陆渔民，船被罚没，还要交赎金。类似的事情还有很多，两岸关系逐步走向敌对。。。
3,女权还说亲兄妹父女啪啪啪只要不怀孕，不产生后代就不算违反人类道德！！！也算一种娱乐。
5,害这个确实过分，没办法。之前在抖音看到一个黑人女子在中国读研秀她的宿舍。好家伙那宿舍那个豪华，厕所淋浴厨房沙发双人大床。敢问国内研究生谁能有这待遇😅
3,那果子狸是男的吗？给这个人点赞的都是男的嘛？😄知乎b站微博里面的女拳师都是男的？
5,那就加个修饰词，光明正大的歧视
2,男男是普遍乱，女女才是少部分乱，
2,自嗨型基佬，嗨出优越，嗨出高潮
5,你心怎么那么狠毒
2,基佬都很变态
3,感觉现在女性的择偶标准都是“三无四有”了啊
3,你愿意跟一个被猴子睡过的女人结婚吗？而且她还跟你要房要车要彩礼。
2,比如说他说基佬都是没素质，没教养的人，我告诉他什么图灵之类的基佬，都是有学识，有文化，有教养的人，这时候他突然又跟你扯起对不起父母之类的，就很令人抓狂你知道吧
5,世界黑人人口每年增加4000万。
3,直接去银行投诉她
5,道理都懂，数据不说谎😆
1,这些南满估计连河南人都没见过就开始变着法的黑河南、黑北方了
5,春晚一直是反映社会现象为主哦🤔(得先有现象才能反映吧)而且近两年商业化严重，难免不被带偏。
5,听说增大手术风险有点高，成则罢了，不成还不如隔了做人妖🤣。。。。求证
3,整天喷光棍，奇趣蛋确实没人要，有钱夜夜当新郎
1,黑南方临海地区长相的都是低端下人，就你长的像欧美人？
1,个人觉得这种媒体的源头主要在江苏，10多年前江苏电视台的一系列新闻节目就专门报道各种负面新闻，先播报江苏省内的再报道周边安徽浙江山东的消息，我记得南京有一条马路很破烂，而江苏台却用了一周时间去详细报道它。而且这类节目的受众以中老年人为主，恰恰江浙沪的老年人地域观念很重非常排外，二者结合加深了这些人的地域歧视思想
3,对非正常的女性毫不同情，毫不留情，毫不共情，从日常做起。
5,大猩猩是杂食动物
3,还有“中国女孩找非洲黑人作为男友还要掉过头来说中国男人配不上中国女人”
5,不应该打你爱的人，不管是男的还是女的
3,你想多了，倒贴，媚黑女倒贴😆
5,图1正常人都是这反应
3,对有些女人来说，离婚是生财的手段。
2,同志？你们也配？
3,国女都是一群情绪化的**，觉得全世界都得让着她不能惹她
0,所以这个和狭隘没关系，就是看前任是个什么样的人，黑人的话九成九有问题，基本都有狐臭，得饥渴成啥样才找这个（没味儿学习好的比较少），得形成舆论共识，防止那些为了人口数据好看想引入黑人的XX专家的提案通过，过几年再讨论种族歧视对不对的问题
0,女的在闻狐臭，别戴口罩啊
3,你一个烧鸡在这挑拨男女对立？？？***眼
5,你为什么要管白人的感受呢。
3,这个就如同古代宠妾灭妻的这种法律一样，基本摆着看的，作为深受儒家父系大男人小女人几千年刻板印象洗脑的地方。基本实际都是女性单方面忍耐这个的。不论对方是否人渣。婚姻完整残害了许多女性身心健康。
3,她自己不也是一个哗众取宠的小丑？普信男有什么不好？难道天天跟个八婆一样怨天怨地怪异性才好？中国人讲究天行健君子以自强不息，普通人也要不断自强，而不是像某些群体一样一味崇洋媚外，逆向种族主义，或者性别主义。
5,...这句话跟我的回答我没什么关系吧😂
1,网上被黑的最惨的几个地方:河南，东北地区，广西。一般惨的:北京，山东，安徽，山西。剩下的就是比较少的，我也有看到内蒙，新疆，西藏，湖北，湖南，陕西，甘肃，海南，贵州被黑，其他地方没看到过🍉
4,艾滋病会攻击大脑，希望同性癖们，能保住大脑，不要变成痴呆，智商低下
3,小仙女：为了孩子将就一下吧
1,这几个地方的鸟人优越感贼强 其实鸟本事都没有，就一张鸟嘴乱叫
0,默多默多😆
4,这样讲是不对的朋友，拿医生来说，有的病人隐瞒病史，医生检查或者做手术的时候防护不到位就感染了。还有缉毒警，有的人渣染病毒狗真的会故意把病传给缉毒警察。还有许多许多此类事件
3,仙女本性难移
5,有句话说错了“谁不想做个正常人”，谁告诉你同性恋不是正常人的，还有人说性取向不正常，没有人规定什么样的性取向是正常的，过好自己的生活，外界的话不喜欢就不要参考，毕竟自己的生活不需要别人评头论足，不好的话也适当的过滤掉
0,泥革能算是人？？
5,反串差不多得了
5,世界上有很多美好的东西值得了解，何必一定要了解和欣赏同性恋呢？没人能了解到世界上所有的美好，不必强求。我觉得答主的态度是，将同性恋看做生活中更平常的事情，以平常心对待。有人会觉得骂某种食物不好吃是对所有吃这种食物的人的侮辱吗？不会的。
1,说上海不排外的都是没去过上海或者没生活经验的
5,潮汕是哪里？
0,不过是活不下去了而已，黑人其实不反对种族歧视。你看他们歧视亚裔的样子就知道了
5,我可是老实人，不能勾搭妹子干这些
1,一个山东的哥们说了，山东最魔幻现实主义。他还说，中国基本上也是😄
0,但是默我真的很讨厌
5,大庆不是黑龙江的吗？放眼东北甚至整个中国，有哪个城市敢说自己比大庆更富有？
0,我能说我最喜欢的NBA球员是个白人小角色么😅真不是人人都喜欢黑人球星，更不存在崇拜，只是觉得他们球打的好
0,嘿畜狌没有资格扮演人鱼，要演也是清道夫。
5,陕西现在的话，有点偏绿
0,必须去非洲，别留在中国祸害人
2,骗婚gay不能接受
2,我们来这里反同，首先要避免和基佬对麻，那是下策中的下策，我们要明白基佬最怕什么，答案就是现实生活的阳光，别看基佬一只只在贴吧跳得高，但是大家想想，拔掉插头，关掉电源之后再它们的父母面前，它们敢承认自己的真实身份吗？它们哪个不是在现实生活中只能躲起来冒充直男的肺五
5,你觉得怪那些老外吗。还是。。。。。
0,你想多了，要不是你们知乎一些吃饱了撑的到处举报三非黑人，被遣返回国，人家日子过得爽着呢
3,这种人就是觉得男性特征都是不好的，你还理她干嘛呢
1,黑河南都是偷抢啥的，黑东北直接开除国籍，什么鞑子日本后代啥的，这是有本质区别的。
0,寄生虫只会吸食，繁殖，破坏
5,黑人说实话如果不是头发和胸我是真的区分不了他们的性别，长得一个样
3,别吹嘘自己了，没有用的，你是那样鬼母的阿娜，不管在什么地方，就好像臭水沟里的苍蝇一样，那样的肮脏，那样的恶臭，你的气味，过于馊
3,艹，b站女拳集中营啊，评论区
0,黑浑身都是臭的
5,b吧有啥用啊，发2贴都没了
3,谦虚点，我们蝈腩😆
5,我希望直接嫁过去，
5,你自己为人正气不贪财好色，别人又怎么会骗到你！只是为了贪图小便宜吃软饭，正所谓天下没有白吃的午餐，只能怪你自己不切实际的幻想做成的错误。
0,非洲佬跟你结婚吗⁉
5,我江西只有一所211，没有985，
5,有一句老话叫不到黄河心不死 貌似网上的例子父母都是极力劝阻女儿不要嫁 结果却总是相反 所以我作为一个朋友的话 我有什么资格说话 只能说一句去吧 爱情是高贵的
4,知乎不是你表达个人喜好的平台，歪理邪说还编的津津乐道呢？而且断章取义，夹带个人私货，一些信息调查清楚了吗就好意思一个字一个字敲出来？多学点知识会发表有质量的观点再来知乎吧，不然也没人和你共鸣
5,上海人在上海为什么不能说上海话？
3,我的一个朋友在非洲工作过三年，他说只要是女的嫁给默，基本劝她辞职，要不就拿默的工资，一两千，没有回国假期，不报销任何费用，没假期，
5,黑就黑吧，地域黑是慣例無可避免，黑呀黑就習慣了，不在乎了。
3,伪腐是真的没法讲道理，我是同，我跟一个女生说说不要见了两个男的磕，她说，你懂啥呀？这叫CP自由，虽然她是在开玩笑，但是肯定世界上有很多人已经根深蒂固了这个思想
3,说明现在相亲市场上男的看身家女的看姿色
5,如果国家在这方面立法就真的好了。
5,可以找 也有接受的 不藏着掖着就不会有人说你什么 狗狗那么可爱还有人不喜欢呢
1,差不多得了，大多数江浙沪的人优越感不少是真的😓
3,最近贴吧搜索不出女权相关贴吧了，不能让女权就此沉寂，要利用女权让男性团结一致，不管什么方法，女权就是一个靶子，让男性团结的靶子，继续让女权疯狂吧。
3,不要太想当然了，各大平台炫耀黑人伴侣的，99以上是女的，80以上赖在娘家。
5,湖北发布昨天还把微博评论关了，真的寒心。武汉疫情的时候河南人民捐了不少物资，我们一个被列入贫困县的小县城还捐了几吨大葱，最后通报的时候还把我们嵩县读成了gao县，真的太让人伤心了。
5,你这是高级黑啊
3,所以如果一天醒来发现你以为的好的女性朋友在刚你，就不会厌恶了吗？
4,🤔然后呢？我说了啊 不管是异性还是同性，乱搞感染的都是活该
0,我知道有不少黑乐色的奴才们举报我，这是他们的特点，因为耍刘忙遇到硬茬子了，耍不过了，开始寻求所谓的合理手段了
