group,layer,role,category,view,direction,metric,target,effect,effect_bound,residual,residual_bound,ratio,closeness_gain,eligible_direction
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_sum,K,C,0.38037681579589844,-0.007903099060058594,0.002685546875,0.38827991485595703,0.002685546875,-0.020777026180005716,-0.020777026180005764,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_sum,K,I,0.17580795288085938,0.0012416839599609375,0.00537109375,0.17456626892089844,0.00537109375,0.007062729186104542,0.0070627291861045105,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_mean,R,C,0.19018840789794922,-0.0037851333618164062,0.002685546875,0.19397354125976562,0.002685546875,-0.01990201928525225,-0.019902019285252148,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_mean,R,I,0.08790397644042969,-0.0002536773681640625,0.00537109375,0.08815765380859375,0.00537109375,-0.002885846334107232,-0.002885846334107267,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_mean,K,C,0.19018840789794922,-0.003951549530029297,0.002685546875,0.19413995742797852,0.002685546875,-0.020777026180005716,-0.020777026180005764,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/answer_mean,K,I,0.08790397644042969,0.0006208419799804688,0.00537109375,0.08728313446044922,0.00537109375,0.007062729186104542,0.0070627291861045105,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/total_with_eos,R,C,0.38037681579589844,-0.0075702667236328125,0.002685546875,0.38794708251953125,0.002685546875,-0.01990201928525225,-0.019902019285252148,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/total_with_eos,R,I,0.17580795288085938,-0.000507354736328125,0.00537109375,0.1763153076171875,0.00537109375,-0.002885846334107232,-0.002885846334107267,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/total_with_eos,K,C,0.38037681579589844,-0.007903099060058594,0.002685546875,0.38827991485595703,0.002685546875,-0.020777026180005716,-0.020777026180005764,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/total_with_eos,K,I,0.17580795288085938,0.0012416839599609375,0.00537109375,0.17456626892089844,0.00537109375,0.007062729186104542,0.0070627291861045105,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/mean_with_eos,R,C,0.1267922719319654,-0.0025234222412113816,0.002685546875,0.1293156941731768,0.002685546875,-0.019902019285255867,-0.019902019285255923,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/mean_with_eos,R,I,0.05860265096028616,-0.00016911824544241227,0.00537109375,0.058771769205728575,0.00537109375,-0.0028858463341021948,-0.00288584633410216,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/mean_with_eos,K,C,0.1267922719319654,-0.0026343663533530126,0.002685546875,0.12942663828531842,0.002685546875,-0.020777026180007006,-0.020777026180007097,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_forward/mean_with_eos,K,I,0.05860265096028616,0.0004138946533194243,0.00537109375,0.05818875630696674,0.00537109375,0.007062729186089421,0.0070627291860894115,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_reverse/answer_sum,R,C,0.4114112854003906,-0.000904083251953125,0.002685546875,0.41231536865234375,0.002685546875,-0.0021975168986267837,-0.0021975168986267946,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_reverse/answer_sum,R,I,-0.09032058715820312,0.001705169677734375,0.00537109375,-0.0920257568359375,0.00537109375,-0.01887908096464924,-0.018879080964649297,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_reverse/answer_sum,K,C,0.4114112854003906,-0.006565093994140625,0.002685546875,0.41797637939453125,0.002685546875,-0.015957496128846813,-0.015957496128846893,False
F1:N1-N2,0,lexicon_end,neutral_control,ab_reverse/answer_sum,K,I,-0.09032058715820312,-0.0018157958984375,0.00537109375,-0.08850479125976562,0.00537109375,0.02010389829792626,0.020103898297926248,False
