query_id	recipient	donor	layer	group	site	last_layer_expected_zero	upstream_job_id	restoration	condition	kind	job_id	m	recipient_m	donor_m	delta_m	delta_bound	donor_gap	donor_gap_bound	donor_gap_fraction	reference	reference_aligned_delta	prediction	recipient_prediction	flip	transition	direction	restoration_proof	donor_state_l2	replacement_token_count	donor_state_rms_per_coordinate
J08	jmix-J08-MPS	jmix-J08-M00	17	focal	decoder_block_output	False	J08-MPS-upstream		upstream	primary	J08-MPS-upstream	3.621654510498047	1.6775398254394531	-14.836433410644531	1.9441146850585938	2e-06	-16.513973236083984	2e-06	-0.11772543513698999	无	1.9441146850585938	无	无	False	unchanged	positive		77.04119369972331	2	0.8511929764965733
J08	jmix-J08-MPS	jmix-J08-M00	17	pre	decoder_block_output	False	J08-MPS-preceding		preceding	position_control	J08-MPS-preceding	1.9092140197753906	1.6775398254394531	-14.836433410644531	0.2316741943359375	2e-06	-16.513973236083984	2e-06	-0.014028979641902048	无	0.2316741943359375	无	无	False	unchanged	positive		34.12884876935247	2	0.3770740687328021
J08	jmix-J08-MSP	jmix-J08-M00	17	focal	decoder_block_output	False	J08-MSP-upstream		upstream	primary	J08-MSP-upstream	1.9282684326171875	0.016208648681640625	-14.836433410644531	1.9120597839355469	2e-06	-14.852642059326172	2e-06	-0.12873533047508803	无	1.9120597839355469	无	无	False	unchanged	positive		77.07777519812706	2	0.8515971487713743
J08	jmix-J08-MSP	jmix-J08-M00	17	pre	decoder_block_output	False	J08-MSP-preceding		preceding	position_control	J08-MSP-preceding	0.10039138793945312	0.016208648681640625	-14.836433410644531	0.0841827392578125	2e-06	-14.852642059326172	2e-06	-0.005667862924425155	无	0.0841827392578125	无	无	False	unchanged	positive		31.834802038150062	2	0.35172819373292596
J09	jmix-J09-MPS	jmix-J09-M00	17	focal	decoder_block_output	False	J09-MPS-upstream		upstream	primary	J09-MPS-upstream	-20.051185607910156	-20.323421478271484	-24.09585189819336	0.2722358703613281	2e-06	-3.772430419921875	2e-06	-0.07216458358613437	有	-0.2722358703613281	有	有	False	unchanged	positive		72.49376630905726	2	0.8009505273576136
J09	jmix-J09-MPS	jmix-J09-M00	17	pre	decoder_block_output	False	J09-MPS-preceding		preceding	position_control	J09-MPS-preceding	-20.353473663330078	-20.323421478271484	-24.09585189819336	-0.03005218505859375	2e-06	-3.772430419921875	2e-06	0.007966266229826477	有	0.03005218505859375	有	有	False	unchanged	negative		27.85638546657366	2	0.3077724853556352
J09	jmix-J09-MSP	jmix-J09-M00	17	focal	decoder_block_output	False	J09-MSP-upstream		upstream	primary	J09-MSP-upstream	-20.100566864013672	-20.073253631591797	-24.09585189819336	-0.027313232421875	2e-06	-4.0225982666015625	2e-06	0.006789947842579421	有	0.027313232421875	有	有	False	unchanged	negative		72.02237167023989	2	0.7957423032056957
J09	jmix-J09-MSP	jmix-J09-M00	17	pre	decoder_block_output	False	J09-MSP-preceding		preceding	position_control	J09-MSP-preceding	-20.1458740234375	-20.073253631591797	-24.09585189819336	-0.07262039184570312	2e-06	-4.0225982666015625	2e-06	0.018053105737316263	有	0.07262039184570312	有	有	False	unchanged	negative		27.22101116564523	2	0.30075252478097647
J10	jmix-J10-MPS	jmix-J10-M00	17	focal	decoder_block_output	False	J10-MPS-upstream		upstream	primary	J10-MPS-upstream	-19.09234619140625	-19.706298828125	-21.53982925415039	0.61395263671875	2e-06	-1.8335304260253906	2e-06	-0.3348472586024313	有	-0.61395263671875	有	有	False	unchanged	positive		77.04119369972331	2	0.8511929764965733
J10	jmix-J10-MPS	jmix-J10-M00	17	pre	decoder_block_output	False	J10-MPS-preceding		preceding	position_control	J10-MPS-preceding	-19.664081573486328	-19.706298828125	-21.53982925415039	0.042217254638671875	2e-06	-1.8335304260253906	2e-06	-0.023025118121539834	有	-0.042217254638671875	有	有	False	unchanged	positive		34.12884876935247	2	0.3770740687328021
J10	jmix-J10-MSP	jmix-J10-M00	17	focal	decoder_block_output	False	J10-MSP-upstream		upstream	primary	J10-MSP-upstream	-17.215373992919922	-17.675556182861328	-21.53982925415039	0.46018218994140625	2e-06	-3.8642730712890625	2e-06	-0.11908635374670778	有	-0.46018218994140625	有	有	False	unchanged	positive		77.07777519812706	2	0.8515971487713743
J10	jmix-J10-MSP	jmix-J10-M00	17	pre	decoder_block_output	False	J10-MSP-preceding		preceding	position_control	J10-MSP-preceding	-17.553173065185547	-17.675556182861328	-21.53982925415039	0.12238311767578125	2e-06	-3.8642730712890625	2e-06	-0.031670411334299445	有	-0.12238311767578125	有	有	False	unchanged	positive		31.834802038150062	2	0.35172819373292596
