contrast,iqr,max,mean,median,metric,min,n,p05,p95,q25,q75,status,stratum,task
NoCat_with_D,0.16947708921911342,0.6092899039201976,-0.006947205192134683,-0.011950060151277673,answer_sum/candidate_entropy,-0.4784698396967915,328,-0.27992553333286896,0.3289024231825228,-0.10627825583207474,0.06319883338703869,defined,gold_size_1,hate
NoCat_with_D,0.2395915846976678,0.42909685741446546,0.030406450348121335,0.010389205398347867,answer_sum/candidate_entropy,-0.4275851820863909,63,-0.3268021290733936,0.288602194059599,-0.04917924073622443,0.19041234396144338,defined,gold_size_2plus,hate
D_vs_C0,0.2907208368865947,0.6916470118145215,0.12177679171187857,0.09904994802007457,answer_sum/candidate_entropy,-0.6646434658654117,643,-0.46471173703378454,0.6286271369458528,0.0011097532468271987,0.29183059013342194,defined,all,hate
D_vs_C0,0.28475478158580536,0.6882702934832561,0.07072707721809447,0.08882783496974696,answer_sum/candidate_entropy,-0.6646434658654117,223,-0.5341225702624648,0.5966633673548216,-0.05812452525473289,0.22663025633107245,defined,Lq_hit,hate
D_vs_C0,0.3068933613708045,0.6916470118145215,0.1488817591692925,0.10408902376492743,answer_sum/candidate_entropy,-0.6427032275989897,420,-0.3972987963386326,0.633905021539038,0.003670939839167081,0.3105643012099715,defined,Lq_no_hit,hate
D_vs_C0,0.34475178740219425,0.6916470118145215,0.20862176381446706,0.11471796547101235,answer_sum/candidate_entropy,-0.3968691657388459,252,2.172749780941886e-05,0.6638592093341397,0.027051470395562667,0.3718032577977569,defined,gold_size_0,hate
D_vs_C0,0.3131871058644987,0.6882702934832561,0.07493065500523831,0.07989200976705904,answer_sum/candidate_entropy,-0.6646434658654117,328,-0.5625677885750009,0.6023583854636895,-0.06034120535504685,0.2528459005094519,defined,gold_size_1,hate
D_vs_C0,0.3581790613330175,0.5816363135512651,0.018294249964667594,0.05999574356767857,answer_sum/candidate_entropy,-0.5937768244268632,63,-0.5104940518427272,0.4708057681560663,-0.15314829329775287,0.20503076803526465,defined,gold_size_2plus,hate
Full_vs_C0,0.03933422001921676,0.6854550368228617,0.0029760585831429616,-0.0005757336490047381,answer_sum/candidate_entropy,-0.6866684067959804,643,-0.36355220983426495,0.36428430604471373,-0.03324240119304535,0.006091818826171412,defined,all,hate
Full_vs_C0,0.25800674736583606,0.6854550368228617,0.1079350495981565,0.05835052698198506,answer_sum/candidate_entropy,-0.5636631237211793,223,-0.31662714585149915,0.5558813972707208,-0.008448859425644883,0.24955788794019118,defined,Lq_hit,hate
Full_vs_C0,0.04436382095197166,0.6300970004585259,-0.05275216759863805,-0.002362148189156587,answer_sum/candidate_entropy,-0.6866684067959804,420,-0.4112873067330727,0.013157425104042416,-0.04441951124829059,-5.569029631893341e-05,defined,Lq_no_hit,hate
Full_vs_C0,0.005013777351743441,0.5249834322790506,-0.004243611526127113,-0.0003541414291952965,answer_sum/candidate_entropy,-0.49120104804882553,252,-0.09393937787014844,0.02980765308167633,-0.005032526432139068,-1.8749080395627218e-05,defined,gold_size_0,hate
Full_vs_C0,0.15775365080242704,0.6854550368228617,0.0032489544791625014,-0.002064859576794675,answer_sum/candidate_entropy,-0.6847874991992131,328,-0.4555882010362849,0.49915529536639724,-0.07536850901388059,0.08238514178854645,defined,gold_size_1,hate
Full_vs_C0,0.35510676351408543,0.6510549999812866,0.030433947688565964,1.3247438701458059e-05,answer_sum/candidate_entropy,-0.6866684067959804,63,-0.4827570190842173,0.5403927130607162,-0.11207001125671562,0.24303675225736981,defined,gold_size_2plus,hate
NoCat_vs_C0,0.038415409690607874,0.6903988618928757,-0.0040641116998969065,-0.0008039940903842136,answer_sum/candidate_entropy,-0.6906907235402591,643,-0.38632327270664246,0.3745678129884534,-0.033308741394557154,0.005106668296050722,defined,all,hate
NoCat_vs_C0,0.24479393298885607,0.6903988618928757,0.0923086651959418,0.042952848282114965,answer_sum/candidate_entropy,-0.5698537330241601,223,-0.32054584202525127,0.5313706581563357,-0.015777182050313063,0.229016750938543,defined,Lq_hit,hate
NoCat_vs_C0,0.042325497981549436,0.4159924643321561,-0.05523346705173507,-0.0023188813917644543,answer_sum/candidate_entropy,-0.6906907235402591,420,-0.40435934148876734,0.02137828925584034,-0.04238680348017576,-6.130549862632293e-05,defined,Lq_no_hit,hate
NoCat_vs_C0,0.005841064995881458,0.5751768383431187,-0.0024402810423479184,-0.0003688848263716072,answer_sum/candidate_entropy,-0.4912786040382886,252,-0.09392764370348351,0.022169992970011446,-0.0058621398037820875,-2.1074807900629427e-05,defined,gold_size_0,hate
NoCat_vs_C0,0.1342094745389127,0.6903988618928757,-0.007180469208136347,-0.003144126170910355,answer_sum/candidate_entropy,-0.6847554115473392,328,-0.4344104021471076,0.41856710074882203,-0.07068248683442918,0.0635269877044835,defined,gold_size_1,hate
NoCat_vs_C0,0.22361438074138154,0.6736284375084197,0.005665411109629949,0.011193075691874582,answer_sum/candidate_entropy,-0.6906907235402591,63,-0.5328851236416676,0.44361112633936295,-0.082887534561805,0.14072684617957654,defined,gold_size_2plus,hate
Full_given_D,0.36843180540724274,0.6646053986746064,0.06412970281589984,0.03803590853089284,answer_sum/candidate_entropy,-0.6714820179557065,643,-0.4737144501452261,0.5268056230433426,-0.08230400087632783,0.2861278045309149,defined,all,hate
Full_given_D,0.41104394405345207,0.63613654619303,0.1256940604037993,0.10362519369706602,answer_sum/candidate_entropy,-0.5969651067454095,223,-0.38006204597476034,0.5309927874653412,-0.04172138614164591,0.3693225579118062,defined,Lq_hit,hate
Full_given_D,0.3407845595932133,0.6646053986746064,0.03144196057280087,0.0,answer_sum/candidate_entropy,-0.6714820179557065,420,-0.48872110528552226,0.5188461619560962,-0.10813591393362693,0.2326486456595864,defined,Lq_no_hit,hate
Full_given_D,0.2502232823171433,0.6646053986746064,-0.032490307844677546,-0.007203678624296678,answer_sum/candidate_entropy,-0.6714820179557065,252,-0.5415296574519829,0.48537034749723695,-0.17367470883105884,0.07654857348608449,defined,gold_size_0,hate
Full_given_D,0.38547437494889175,0.6479504282358067,0.12096373838554163,0.1031372144455794,answer_sum/candidate_entropy,-0.6001173700427571,328,-0.40461667748578917,0.5418763426217246,-0.030640613758713166,0.35483376119017856,defined,gold_size_1,hate
Full_given_D,0.40232551744033607,0.6383310725735217,0.1547119094765824,0.1950274723953866,answer_sum/candidate_entropy,-0.4493291878205662,63,-0.3620249495733453,0.5267853447325033,-0.022261797713011122,0.38006371972732494,defined,gold_size_2plus,hate
NoCat_given_D,0.30899817995681933,0.6660754479845094,0.06233964746274525,0.022737348768692267,answer_sum/candidate_entropy,-0.6724878708188686,643,-0.42130372658015225,0.5164016552861938,-0.06571545165699587,0.24328272829982345,defined,all,hate
NoCat_given_D,0.3270308601173354,0.6660754479845094,0.11645187475408691,0.07552753519162814,answer_sum/candidate_entropy,-0.5373948633072507,223,-0.32254493422155023,0.5386021649802933,-0.025855997819406756,0.30117486229792867,defined,Lq_hit,hate
NoCat_given_D,0.29829508600462407,0.661975979273019,0.03360863154377099,-9.708122749605364e-06,answer_sum/candidate_entropy,-0.6724878708188686,420,-0.4798027938969322,0.5077313127620633,-0.08660172550341197,0.2116933605012121,defined,Lq_no_hit,hate
NoCat_given_D,0.2617572958828236,0.6660754479845094,-0.03561700888035163,-0.006864553497159324,answer_sum/candidate_entropy,-0.6724878708188686,252,-0.5406432069735428,0.45373023571711396,-0.19863861039536457,0.06311868548745905,defined,gold_size_0,hate
NoCat_given_D,0.3172529692665994,0.6421719044282038,0.11401653319340693,0.08107924136621644,answer_sum/candidate_entropy,-0.6093977096086819,328,-0.3284050632516704,0.533620706033157,-0.02203058787357534,0.2952223813930241,defined,gold_size_1,hate
NoCat_given_D,0.4114506863704062,0.6323743178665392,0.18511835982470373,0.17698552711497795,answer_sum/candidate_entropy,-0.39491312400141787,63,-0.18206250107505662,0.5665368539985094,-0.006196694987062837,0.4052539913833434,defined,gold_size_2plus,hate
NoCat_without_D,1.8880243301391602,5.972871780395508,-0.14197410951320713,-0.10842514038085938,answer_sum/margin/hate,-6.147880554199219,643,-2.607719039916992,2.1855876922607416,-1.0788497924804688,0.8091745376586914,defined,all,hate
NoCat_without_D,1.5949554443359375,5.972871780395508,-0.07599853720900189,-0.18804168701171875,answer_sum/margin/hate,-4.7755279541015625,223,-2.1077686309814454,2.4639640808105465,-0.9849452972412109,0.6100101470947266,defined,Lq_hit,hate
NoCat_without_D,1.9968633651733398,4.070159912109375,-0.17700399671282088,-0.07769584655761719,answer_sum/margin/hate,-6.147880554199219,420,-2.7960653305053706,2.025981426239013,-1.1002893447875977,0.8965740203857422,defined,Lq_no_hit,hate
NoCat_without_D,2.022891044616699,5.8402557373046875,-0.013064331478542753,0.006548881530761719,answer_sum/margin/hate,-4.725502014160156,252,-2.233599853515625,2.138807106018066,-1.047450065612793,0.9754409790039062,defined,gold_size_0,hate
NoCat_without_D,1.8409662246704102,5.972871780395508,-0.2203338960321938,-0.19218158721923828,answer_sum/margin/hate,-6.147880554199219,328,-2.9473489761352534,2.350435066223142,-1.10723876953125,0.7337274551391602,defined,gold_size_1,hate
NoCat_without_D,1.3958740234375,2.6128387451171875,-0.24964480929904515,-0.25421905517578125,answer_sum/margin/hate,-2.9512252807617188,63,-2.1091339111328127,1.4623256683349608,-0.9408473968505859,0.45502662658691406,defined,gold_size_2plus,hate
NoCat_with_D,1.6130390167236328,4.064239501953125,0.4368548890109381,0.42679405212402344,answer_sum/margin/hate,-3.8490829467773438,643,-1.6171539306640623,2.3551525115966787,-0.3276863098144531,1.2853527069091797,defined,all,hate
NoCat_with_D,1.5027341842651367,4.006681442260742,0.7463046531506183,0.8024196624755859,answer_sum/margin/hate,-3.3262100219726562,223,-1.1814464569091796,2.4882547378540023,0.08134269714355469,1.5840768814086914,defined,Lq_hit,hate
NoCat_with_D,1.607560634613037,4.064239501953125,0.2725517999558222,0.2840747833251953,answer_sum/margin/hate,-3.8490829467773438,420,-1.6719257354736328,2.1525753021240224,-0.4676661491394043,1.1398944854736328,defined,Lq_no_hit,hate
NoCat_with_D,1.8310308456420898,3.7061386108398438,0.18383213073488266,0.17954730987548828,answer_sum/margin/hate,-3.8490829467773438,252,-1.836062240600586,2.160366630554199,-0.6331262588500977,1.1979045867919922,defined,gold_size_0,hate
NoCat_with_D,1.4326300621032715,4.064239501953125,0.5383556586940114,0.508880615234375,answer_sum/margin/hate,-3.3262100219726562,328,-1.3983221054077148,2.4861847877502434,-0.13923120498657227,1.2933988571166992,defined,gold_size_1,hate
NoCat_with_D,1.4137849807739258,2.758577346801758,0.9204974704318576,0.9965877532958984,answer_sum/margin/hate,-0.5310440063476562,63,-0.40997638702392575,2.2999677658081055,0.18865203857421875,1.6024370193481445,defined,gold_size_2plus,hate
D_vs_C0,4.914900779724121,19.036819458007812,7.071388502699405,6.756189346313477,answer_sum/margin/hate,-2.8955764770507812,643,1.2539113998413087,14.281188392639157,4.436413764953613,9.351314544677734,defined,all,hate
D_vs_C0,4.516571998596191,19.036819458007812,6.817355185880789,6.397373199462891,answer_sum/margin/hate,-1.841390609741211,223,1.1706331253051758,14.281188392639157,4.347681045532227,8.864253044128418,defined,Lq_hit,hate
D_vs_C0,5.057992458343506,18.82923126220703,7.206268097105481,7.076920509338379,answer_sum/margin/hate,-2.8955764770507812,420,1.3317068099975586,14.114403533935532,4.498658180236816,9.556650638580322,defined,Lq_no_hit,hate
D_vs_C0,4.987473487854004,18.15837287902832,7.550125833541628,7.450981140136719,answer_sum/margin/hate,-2.174652099609375,252,1.5620452880859377,14.524398612976073,4.871935844421387,9.85940933227539,defined,gold_size_0,hate
D_vs_C0,4.966732501983643,19.036819458007812,7.156404972076416,6.8279266357421875,answer_sum/margin/hate,-1.5509586334228516,328,1.1918280601501465,14.23843374252319,4.491642475128174,9.458374977111816,defined,gold_size_1,hate
D_vs_C0,3.765599250793457,9.805107116699219,4.713813751462906,4.480083465576172,answer_sum/margin/hate,-2.8955764770507812,63,0.398286247253418,9.251942253112793,2.92508602142334,6.690685272216797,defined,gold_size_2plus,hate
Full_vs_C0,5.665064811706543,13.933391571044922,-1.9613077955705753,-2.042163848876953,answer_sum/margin/hate,-15.43301773071289,643,-9.19972267150879,5.4096328735351555,-5.070212364196777,0.5948524475097656,defined,all,hate
Full_vs_C0,4.519021034240723,13.933391571044922,1.713866015720795,1.3718700408935547,answer_sum/margin/hate,-10.69183349609375,223,-3.8426021575927733,8.523861694335933,-0.6890506744384766,3.829970359802246,defined,Lq_hit,hate
Full_vs_C0,4.486877918243408,4.96453857421875,-3.9126500810895646,-3.82904052734375,answer_sum/margin/hate,-15.43301773071289,420,-9.936653900146485,0.9132411956787033,-6.036266803741455,-1.5493888854980469,defined,Lq_no_hit,hate
Full_vs_C0,4.063085079193115,13.71268081665039,-3.5090279654851035,-3.6456851959228516,answer_sum/margin/hate,-14.92390251159668,252,-9.250700378417969,1.7641920089721672,-5.612473964691162,-1.5493888854980469,defined,gold_size_0,hate
Full_vs_C0,6.221770286560059,13.933391571044922,-1.1109910069442377,-0.8036060333251953,answer_sum/margin/hate,-15.43301773071289,328,-9.404812908172607,7.013295364379879,-4.439676284790039,1.7820940017700195,defined,gold_size_1,hate
Full_vs_C0,3.120016098022461,11.43728256225586,-0.19747325352260045,-0.037326812744140625,answer_sum/margin/hate,-9.114099502563477,63,-6.3047269821167,4.988738059997558,-1.5705528259277344,1.5494632720947266,defined,gold_size_2plus,hate
NoCat_vs_C0,5.528524398803711,14.049083709716797,-2.1032819050837825,-2.1740169525146484,answer_sum/margin/hate,-15.580310821533203,643,-9.036959838867187,5.0895236968994135,-5.088079452514648,0.4404449462890625,defined,all,hate
NoCat_vs_C0,4.266254425048828,14.049083709716797,1.6378674785117933,1.4222297668457031,answer_sum/margin/hate,-9.672412872314453,223,-4.260134696960448,8.022432708740235,-0.5036106109619141,3.762643814086914,defined,Lq_hit,hate
NoCat_vs_C0,4.294901371002197,7.708885192871094,-4.089654077802385,-4.057440757751465,answer_sum/margin/hate,-15.580310821533203,420,-9.591970729827882,0.6574270248413062,-6.042032718658447,-1.74713134765625,defined,Lq_no_hit,hate
NoCat_vs_C0,3.85671329498291,14.049083709716797,-3.5220922969636463,-3.6209278106689453,answer_sum/margin/hate,-14.470132827758789,252,-8.458975219726563,1.84988269805908,-5.453680038452148,-1.5969667434692383,defined,gold_size_0,hate
NoCat_vs_C0,6.805673599243164,12.79941177368164,-1.3313249029764316,-1.066183090209961,answer_sum/margin/hate,-15.580310821533203,328,-9.515574836730957,6.820900726318356,-5.003643035888672,1.8020305633544922,defined,gold_size_1,hate
NoCat_vs_C0,3.8714752197265625,11.768362045288086,-0.44711806282164557,-0.27808380126953125,answer_sum/margin/hate,-9.973859786987305,63,-7.942682075500488,4.802450561523435,-2.395475387573242,1.4759998321533203,defined,gold_size_2plus,hate
Full_given_D,3.2066516876220703,7.923107147216797,-2.524618225928228,-2.5017929077148438,answer_sum/margin/hate,-13.189590454101562,643,-6.711515045166015,1.462342834472656,-4.091379165649414,-0.8847274780273438,defined,all,hate
Full_given_D,3.2368087768554688,7.923107147216797,-2.0623212993946844,-2.1418228149414062,answer_sum/margin/hate,-7.790243148803711,223,-5.637912178039551,1.8490919113159177,-3.7974891662597656,-0.5606803894042969,defined,Lq_hit,hate
Full_given_D,3.278773307800293,5.648334503173828,-2.770075879778181,-2.6503419876098633,answer_sum/margin/hate,-13.189590454101562,420,-7.15314712524414,1.1891313552856393,-4.302874565124512,-1.0241012573242188,defined,Lq_no_hit,hate
Full_given_D,3.6145591735839844,6.900516510009766,-2.7960056955852206,-2.684917449951172,answer_sum/margin/hate,-12.024410247802734,252,-8.475656509399414,1.8793155670166009,-4.513664245605469,-0.8991050720214844,defined,gold_size_0,hate
Full_given_D,2.7552995681762695,7.923107147216797,-2.287256880504329,-2.309762954711914,answer_sum/margin/hate,-13.189590454101562,328,-6.088910484313965,0.962107086181639,-3.594625949859619,-0.8393263816833496,defined,gold_size_1,hate
Full_given_D,2.887187957763672,3.7346839904785156,-2.6748543996659535,-2.8235435485839844,answer_sum/margin/hate,-6.6759185791015625,63,-5.792926025390625,0.8083332061767572,-4.294469833374023,-1.4072818756103516,defined,gold_size_2plus,hate
NoCat_given_D,2.990385055541992,8.628425598144531,-2.08776333691729,-1.8206310272216797,answer_sum/margin/hate,-12.473548889160156,643,-7.1103862762451175,1.6022775650024406,-3.3709287643432617,-0.38054370880126953,defined,all,hate
NoCat_given_D,2.389892578125,8.628425598144531,-1.3160166462440661,-1.421173095703125,answer_sum/margin/hate,-7.349483489990234,223,-4.60156364440918,1.960746765136714,-2.517758369445801,-0.12786579132080078,defined,Lq_hit,hate
NoCat_given_D,3.197086811065674,5.3117828369140625,-2.497524079822359,-2.2093658447265625,answer_sum/margin/hate,-12.473548889160156,420,-7.818376159667968,1.4341663360595698,-3.8376359939575195,-0.6405491828918457,defined,Lq_no_hit,hate
NoCat_given_D,3.8282270431518555,8.628425598144531,-2.612173564850338,-2.3675403594970703,answer_sum/margin/hate,-12.473548889160156,252,-8.578768157958985,1.8679483413696278,-4.138323783874512,-0.31009674072265625,defined,gold_size_0,hate
NoCat_given_D,2.367882251739502,4.596897125244141,-1.7489012218103177,-1.499490737915039,answer_sum/margin/hate,-11.513545989990234,328,-5.380080032348633,1.2244516372680656,-2.806818962097168,-0.438936710357666,defined,gold_size_1,hate
NoCat_given_D,2.7823705673217773,5.582950592041016,-1.754356929234096,-1.8575592041015625,answer_sum/margin/hate,-6.890506744384766,63,-4.82632999420166,1.401667404174804,-3.1171817779541016,-0.3348112106323242,defined,gold_size_2plus,hate
NoCat_without_D,0.0006165914325277075,0.6250715496661058,0.001096241566757636,-2.343254425500023e-08,answer_sum/inclusion_mass/hate,-0.6225532839535386,643,-0.11362243560198879,0.11278958208592564,-0.000593946353403438,2.2645079124269634e-05,defined,all,hate
NoCat_without_D,0.06771854973978902,0.6250715496661058,0.00020770818009872993,-0.0003830050178342272,answer_sum/inclusion_mass/hate,-0.6225532839535386,223,-0.23021171495295353,0.23475803655768662,-0.039122995668371255,0.028595554071417763,defined,Lq_hit,hate
NoCat_without_D,3.404862026051856e-05,0.2805020239583419,0.0015680104839598627,-9.667828687724306e-09,answer_sum/inclusion_mass/hate,-0.3020198209811643,420,-0.008915581152996491,0.01044292609243116,-3.29636932792635e-05,1.0849269812550587e-06,defined,Lq_no_hit,hate
NoCat_without_D,1.1207691066204399e-06,0.35735197951308895,0.002808802519170827,3.2500139286660124e-10,answer_sum/inclusion_mass/hate,-0.18688340333693962,252,-0.0020081653469083798,0.004106352174313671,-7.981132274195933e-07,3.2265587920084664e-07,defined,gold_size_0,hate
NoCat_without_D,0.005530908178345114,0.6250715496661058,-0.0006736706259814089,-1.771175848510442e-06,answer_sum/inclusion_mass/hate,-0.6225532839535386,328,-0.1894001050337627,0.16003720499621868,-0.004523556825087675,0.0010073513532574386,defined,gold_size_1,hate
NoCat_without_D,0.07163405816272983,0.31130098724158745,0.0034607786970795753,-0.0009024979136124153,answer_sum/inclusion_mass/hate,-0.3465868411593734,63,-0.17856328152703374,0.23475803655768668,-0.03992612784712237,0.03170793031560745,defined,gold_size_2plus,hate
NoCat_with_D,0.1236840084425857,0.756904988501233,0.0669136744979258,0.009646832454220489,answer_sum/inclusion_mass/hate,-0.44628479659696557,643,-0.13027228648691175,0.3913084382020709,-0.0007037131481527935,0.12298029529443291,defined,all,hate
NoCat_with_D,0.20982439280672618,0.756904988501233,0.10335876340639716,0.051494341867500903,answer_sum/inclusion_mass/hate,-0.3968266249321747,223,-0.1391573638415528,0.479176729249327,0.0006843864875049621,0.21050877929423115,defined,Lq_hit,hate
NoCat_with_D,0.07666267048800307,0.725352528079225,0.04756306776795173,0.0018425552484438229,answer_sum/inclusion_mass/hate,-0.44628479659696557,420,-0.11869743636983782,0.33580078313327916,-0.0010489609367589922,0.07561370955124408,defined,Lq_no_hit,hate
NoCat_with_D,0.04141742157490647,0.725352528079225,0.03789773403584334,8.682202350781726e-06,answer_sum/inclusion_mass/hate,-0.30543081690056095,252,-0.08686676139497078,0.2865278506436035,-0.00029792530894169454,0.041119496265964776,defined,gold_size_0,hate
NoCat_with_D,0.16138735833396542,0.756904988501233,0.07469982337838739,0.02390105079565541,answer_sum/inclusion_mass/hate,-0.44628479659696557,328,-0.19938162620173644,0.4606743119588979,-0.0025832667719082603,0.15880409156205716,defined,gold_size_1,hate
NoCat_with_D,0.2228147775691004,0.5778345252795819,0.14244002630194771,0.08975192563964118,answer_sum/inclusion_mass/hate,-0.10109220829342103,63,-0.05730626378066175,0.45692212595237397,0.0098537054350908,0.23266848300419118,defined,gold_size_2plus,hate
D_vs_C0,0.8379336381809764,0.9983068683804855,0.5711940267027095,0.7435669561297515,answer_sum/inclusion_mass/hate,-0.4025615239384304,643,4.309331276417984e-05,0.9826411035154499,0.09698447042964309,0.9349181086106195,defined,all,hate
D_vs_C0,0.43909499622177817,0.9967833836795538,0.6815980754766663,0.8420125423314231,answer_sum/inclusion_mass/hate,-0.3649250006466079,223,0.008306532725689255,0.9820558107622493,0.5106973065116487,0.9497923027334269,defined,Lq_hit,hate
D_vs_C0,0.895422662589135,0.9983068683804855,0.5125747341393943,0.6631820390019427,answer_sum/inclusion_mass/hate,-0.4025615239384304,420,2.1444394964411396e-05,0.9830197802556006,0.02524968990457794,0.920672352493713,defined,Lq_no_hit,hate
D_vs_C0,0.8671926382803744,0.9983068683804855,0.4019785361016896,0.17744489739000902,answer_sum/inclusion_mass/hate,-0.005577977091047971,252,8.171010048782871e-06,0.9783731164515937,0.007664332704087965,0.8748569709844624,defined,gold_size_0,hate
D_vs_C0,0.40630425621063126,0.9967833836795538,0.6976573934370743,0.8536735175816585,answer_sum/inclusion_mass/hate,-0.3649250006466079,328,0.006707757475304133,0.9851858005708489,0.5433201620330079,0.9496244182436392,defined,gold_size_1,hate
D_vs_C0,0.6389129911858626,0.9824439567914801,0.5896435400770795,0.7283331603297369,answer_sum/inclusion_mass/hate,-0.4025615239384304,63,0.0019273646795202892,0.9748285055876841,0.2630922289932867,0.9020052201791493,defined,gold_size_2plus,hate
Full_vs_C0,0.007918927647457736,0.9856760154357127,0.02004108845406168,-5.5839744959846325e-05,answer_sum/inclusion_mass/hate,-0.9974181167358286,643,-0.23254286385349368,0.451652565865276,-0.006116702312424651,0.001802225335033085,defined,all,hate
Full_vs_C0,0.2380679713986694,0.9856760154357127,0.13395638025674597,0.026534706133175226,answer_sum/inclusion_mass/hate,-0.8381059640279395,223,-0.1985926959801214,0.7583361804241792,-0.00034773585483208603,0.2377202355438373,defined,Lq_hit,hate
Full_vs_C0,0.009577490773397783,0.36880406147878453,-0.040442506955458785,-0.0002883954369569326,answer_sum/inclusion_mass/hate,-0.9974181167358286,420,-0.2596519320103601,0.0006065034999040801,-0.00958227038322924,-4.779609831457177e-06,defined,Lq_no_hit,hate
Full_vs_C0,0.0006432047738158758,0.21962562071291244,-0.0033756863653646913,-3.114873117624697e-05,answer_sum/inclusion_mass/hate,-0.9470219432488233,252,-0.01895714463033076,0.0054517973148553184,-0.0006444993150164604,-1.2945412005845351e-06,defined,gold_size_0,hate
Full_vs_C0,0.05604105440654204,0.9856760154357127,0.04255315829207932,-0.00014160313824641472,answer_sum/inclusion_mass/hate,-0.9974181167358286,328,-0.33543109523516346,0.6235367081136042,-0.0174069339369051,0.03863412046963694,defined,gold_size_1,hate
Full_vs_C0,0.15085810907716482,0.8307031614432672,-0.0034975092026739416,-7.531486976842519e-05,answer_sum/inclusion_mass/hate,-0.8598879434436515,63,-0.5116786309082094,0.6270089048854445,-0.05235230318306365,0.09850580589410117,defined,gold_size_2plus,hate
NoCat_vs_C0,0.007095859108075716,0.9677104992423038,0.021137330020819314,-7.821901412884724e-05,answer_sum/inclusion_mass/hate,-0.9974289443857162,643,-0.2165565115080804,0.4993820717554385,-0.00597388209458425,0.0011219770134914668,defined,all,hate
NoCat_vs_C0,0.23266067023738976,0.9677104992423038,0.1341640884368447,0.018827908036873158,answer_sum/inclusion_mass/hate,-0.7769488432475948,223,-0.1397525063809101,0.7352291003076535,-0.0017461779149995156,0.23091449232239025,defined,Lq_hit,hate
NoCat_vs_C0,0.009599942568368857,0.26623720162117787,-0.038874496471498925,-0.0002813931833879301,answer_sum/inclusion_mass/hate,-0.9974289443857162,420,-0.2562643498469958,0.0014473191399051212,-0.00960527361947959,-5.331051110733489e-06,defined,Lq_no_hit,hate
NoCat_vs_C0,0.0007171233806156047,0.5195791356039029,-0.0005668838461938642,-3.258655109316801e-05,answer_sum/inclusion_mass/hate,-0.9470185545736087,252,-0.018956260079826384,0.004150837107035205,-0.0007186228257398287,-1.499445124223866e-06,defined,gold_size_0,hate
NoCat_vs_C0,0.04874266539949102,0.9677104992423038,0.04187948766609791,-0.0002731628770738908,answer_sum/inclusion_mass/hate,-0.9974289443857162,328,-0.2512837452550473,0.6226092034606563,-0.017674828200447485,0.031067837199043536,defined,gold_size_1,hate
