condition_id	query_short_id	family_id	lexicon_arm	demo_arm	input_status	m	margin_error_bound	raw_prediction	resolution	adopted_reference	raw_correct	conservative_correct	legal_mass	physical_score_id
CTDJ-G4-absent-same_B	G4	CTD-family-01	absent	same_B	historical_reuse	-22.811988830566406	0.00045013427734375	有	resolved_yes	有	True	True	0.999999999991573	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-034
CTDJ-G4-L-same_B	G4	CTD-family-01	L	same_B	historical_reuse	-19.933727264404297	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999905	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-035
CTDJ-G4-absent-other_A	G4	CTD-family-01	absent	other_A	historical_reuse	-25.07522201538086	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999904006	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-111
CTD2-G4-L-other_A	G4	CTD-family-01	L	other_A	new_unscored	-23.93340492248535	1e-06	有	resolved_yes	有	True	True	0.9999999999864926	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-011
CTDJ-G4-absent-other_B	G4	CTD-family-01	absent	other_B	historical_reuse	-26.134593963623047	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999961773	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-112
CTD2-G4-L-other_B	G4	CTD-family-01	L	other_B	new_unscored	-21.301349639892578	1e-06	有	resolved_yes	有	True	True	0.9999999999858602	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-012
CTDJ-J1-absent-none	J1	CTD-family-02	absent	none	historical_reuse	-24.084075927734375	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999930651	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-037
CTDJ-J1-L-none	J1	CTD-family-02	L	none	historical_reuse	-22.857067108154297	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999942091	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-038
CTDJ-J1-absent-same_A	J1	CTD-family-02	absent	same_A	historical_reuse	-25.379100799560547	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999940385	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-040
CTDJ-J1-L-same_A	J1	CTD-family-02	L	same_A	historical_reuse	-26.47227668762207	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999977689	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-041
CTDJ-J1-absent-same_B	J1	CTD-family-02	absent	same_B	historical_reuse	-24.28902816772461	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999926104	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-043
CTDJ-J1-L-same_B	J1	CTD-family-02	L	same_B	historical_reuse	-23.05929946899414	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999947633	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-044
CTD2-J1-absent-other_A	J1	CTD-family-02	absent	other_A	new_unscored	-25.769380569458008	1e-06	有	resolved_yes	有	True	True	0.9999999999939178	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-013
CTD2-J1-L-other_A	J1	CTD-family-02	L	other_A	new_unscored	-26.96749496459961	1e-06	有	resolved_yes	有	True	True	0.9999999999972005	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-014
CTD2-J1-absent-other_B	J1	CTD-family-02	absent	other_B	new_unscored	-23.729028701782227	1e-06	有	resolved_yes	有	True	True	0.9999999999909832	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-015
CTD2-J1-L-other_B	J1	CTD-family-02	L	other_B	new_unscored	-24.083541870117188	1e-06	有	resolved_yes	有	True	True	0.9999999999949196	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-016
CTDJ-J2-absent-none	J2	CTD-family-02	absent	none	historical_reuse	22.465961456298828	0.00045013427734375	无	resolved_no	无	True	True	0.9999980106729075	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-046
CTDJ-J2-L-none	J2	CTD-family-02	L	none	historical_reuse	-10.785945892333984	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999116866	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-047
CTDJ-J2-absent-same_A	J2	CTD-family-02	absent	same_A	historical_reuse	29.222402572631836	0.00045013427734375	无	resolved_no	无	True	True	0.9999993560813903	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-049
CTDJ-J2-L-same_A	J2	CTD-family-02	L	same_A	historical_reuse	24.24947166442871	0.00045013427734375	无	resolved_no	无	True	True	0.9999962005774337	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-050
CTDJ-J2-absent-same_B	J2	CTD-family-02	absent	same_B	historical_reuse	23.555461883544922	0.00045013427734375	无	resolved_no	无	True	True	0.9999996552435729	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-052
CTDJ-J2-L-same_B	J2	CTD-family-02	L	same_B	historical_reuse	21.85126495361328	0.00045013427734375	无	resolved_no	无	True	True	0.9999990523852786	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-053
CTDJ-J2-absent-other_A	J2	CTD-family-02	absent	other_A	historical_reuse	24.518579483032227	0.00045013427734375	无	resolved_no	无	True	True	0.999999356603376	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-113
CTD2-J2-L-other_A	J2	CTD-family-02	L	other_A	new_unscored	-1.6426162719726562	1e-06	有	resolved_yes	无	False	False	0.9999999296380746	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-017
CTDJ-J2-absent-other_B	J2	CTD-family-02	absent	other_B	historical_reuse	26.65545082092285	0.00045013427734375	无	resolved_no	无	True	True	0.9999987210335924	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-114
CTD2-J2-L-other_B	J2	CTD-family-02	L	other_B	new_unscored	10.232662200927734	1e-06	无	resolved_no	无	True	True	0.9999994436199826	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-018
CTDJ-J3-absent-none	J3	CTD-family-02	absent	none	historical_reuse	-19.27337646484375	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999893987	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-055
CTDJ-J3-L-none	J3	CTD-family-02	L	none	historical_reuse	-0.5213470458984375	0.00045013427734375	有	resolved_yes	无	False	False	0.9999998763183916	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-056
CTDJ-J3-absent-same_A	J3	CTD-family-02	absent	same_A	historical_reuse	-21.064678192138672	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999953673	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-058
CTDJ-J3-L-same_A	J3	CTD-family-02	L	same_A	historical_reuse	-8.749065399169922	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999565432	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-059
CTDJ-J3-absent-same_B	J3	CTD-family-02	absent	same_B	historical_reuse	5.8747406005859375	0.00045013427734375	无	resolved_no	无	True	True	0.9999999203355788	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-061
CTDJ-J3-L-same_B	J3	CTD-family-02	L	same_B	historical_reuse	1.0763130187988281	0.00045013427734375	无	resolved_no	无	True	True	0.9999998925973075	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-062
CTD2-J3-absent-other_A	J3	CTD-family-02	absent	other_A	new_unscored	-22.744976043701172	1e-06	有	resolved_yes	无	False	False	0.9999999999932854	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-019
CTD2-J3-L-other_A	J3	CTD-family-02	L	other_A	new_unscored	-14.36776351928711	1e-06	有	resolved_yes	无	False	False	0.999999999993527	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-020
CTD2-J3-absent-other_B	J3	CTD-family-02	absent	other_B	new_unscored	-20.885574340820312	1e-06	有	resolved_yes	无	False	False	0.9999999999906706	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-021
CTD2-J3-L-other_B	J3	CTD-family-02	L	other_B	new_unscored	-10.010231018066406	1e-06	有	resolved_yes	无	False	False	0.9999999999667963	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-022
CTDJ-J4-absent-none	J4	CTD-family-02	absent	none	historical_reuse	-23.105892181396484	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999927667	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-064
CTDJ-J4-L-none	J4	CTD-family-02	L	none	historical_reuse	-19.5155029296875	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999834159	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-065
CTDJ-J4-absent-same_A	J4	CTD-family-02	absent	same_A	historical_reuse	-24.467357635498047	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999952465	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-067
CTDJ-J4-L-same_A	J4	CTD-family-02	L	same_A	historical_reuse	-21.740142822265625	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999835296	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-068
CTDJ-J4-absent-same_B	J4	CTD-family-02	absent	same_B	historical_reuse	-18.946895599365234	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999824851	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-070
CTDJ-J4-L-same_B	J4	CTD-family-02	L	same_B	historical_reuse	-14.65230941772461	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999684945	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-071
CTDJ-J4-absent-other_A	J4	CTD-family-02	absent	other_A	historical_reuse	-24.09296989440918	0.00045013427734375	有	resolved_yes	有	True	True	0.999999999993122	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-115
CTD2-J4-L-other_A	J4	CTD-family-02	L	other_A	new_unscored	-20.536380767822266	1e-06	有	resolved_yes	有	True	True	0.9999999999794369	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-023
CTDJ-J4-absent-other_B	J4	CTD-family-02	absent	other_B	historical_reuse	-23.48651885986328	0.00045013427734375	有	resolved_yes	有	True	True	0.999999999992184	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-116
CTD2-J4-L-other_B	J4	CTD-family-02	L	other_B	new_unscored	-18.345478057861328	1e-06	有	resolved_yes	有	True	True	0.9999999999710667	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-024
CTDJ-B1-absent-none	B1	CTD-family-03	absent	none	historical_reuse	-26.125871658325195	0.00045013427734375	有	resolved_yes	有	True	True	0.999999999991104	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-073
CTDJ-B1-L-none	B1	CTD-family-03	L	none	historical_reuse	-22.77739715576172	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999808082	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-074
CTDJ-B1-absent-same_A	B1	CTD-family-03	absent	same_A	historical_reuse	-21.348281860351562	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999879279	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-076
CTDJ-B1-L-same_A	B1	CTD-family-03	L	same_A	historical_reuse	-23.583417892456055	0.00045013427734375	有	resolved_yes	有	True	True	0.999999999991239	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-077
CTDJ-B1-absent-same_B	B1	CTD-family-03	absent	same_B	historical_reuse	-18.839984893798828	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999553069	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-079
CTDJ-B1-L-same_B	B1	CTD-family-03	L	same_B	historical_reuse	-21.93172836303711	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999785771	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-080
CTD2-B1-absent-other_A	B1	CTD-family-03	absent	other_A	new_unscored	-24.413381576538086	1e-06	有	resolved_yes	有	True	True	0.9999999999846452	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-025
CTD2-B1-L-other_A	B1	CTD-family-03	L	other_A	new_unscored	-25.20475959777832	1e-06	有	resolved_yes	有	True	True	0.9999999999808509	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-026
CTD2-B1-absent-other_B	B1	CTD-family-03	absent	other_B	new_unscored	-25.102170944213867	1e-06	有	resolved_yes	有	True	True	0.9999999999926956	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-027
CTD2-B1-L-other_B	B1	CTD-family-03	L	other_B	new_unscored	-24.00774574279785	1e-06	有	resolved_yes	有	True	True	0.99999999998645	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-028
CTDJ-B2-absent-none	B2	CTD-family-03	absent	none	historical_reuse	32.89990043640137	0.00045013427734375	无	resolved_no	无	True	True	0.9999978320477377	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-082
CTDJ-B2-L-none	B2	CTD-family-03	L	none	historical_reuse	30.677730560302734	0.00045013427734375	无	resolved_no	无	True	True	0.9999880827621431	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-083
CTDJ-B2-absent-same_A	B2	CTD-family-03	absent	same_A	historical_reuse	32.13517761230469	0.00045013427734375	无	resolved_no	无	True	True	0.9999988337467636	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-085
CTDJ-B2-L-same_A	B2	CTD-family-03	L	same_A	historical_reuse	30.822044372558594	0.00045013427734375	无	resolved_no	无	True	True	0.99999858546512	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-086
CTDJ-B2-absent-same_B	B2	CTD-family-03	absent	same_B	historical_reuse	30.29020118713379	0.00045013427734375	无	resolved_no	无	True	True	0.9999974784251323	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-088
CTDJ-B2-L-same_B	B2	CTD-family-03	L	same_B	historical_reuse	28.487585067749023	0.00045013427734375	无	resolved_no	无	True	True	0.999994226023219	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-089
CTDJ-B2-absent-other_A	B2	CTD-family-03	absent	other_A	historical_reuse	31.819374084472656	0.00045013427734375	无	resolved_no	无	True	True	0.999998843670675	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-117
CTD2-B2-L-other_A	B2	CTD-family-03	L	other_A	new_unscored	29.194639205932617	1e-06	无	resolved_no	无	True	True	0.9999984971850603	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-029
CTDJ-B2-absent-other_B	B2	CTD-family-03	absent	other_B	historical_reuse	32.99298667907715	0.00045013427734375	无	resolved_no	无	True	True	0.9999989646680904	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-118
CTD2-B2-L-other_B	B2	CTD-family-03	L	other_B	new_unscored	30.41295051574707	1e-06	无	resolved_no	无	True	True	0.9999978855238085	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-030
CTDJ-B3-absent-none	B3	CTD-family-03	absent	none	historical_reuse	-12.84933090209961	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999911253	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-091
CTDJ-B3-L-none	B3	CTD-family-03	L	none	historical_reuse	-10.191776275634766	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999586962	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-092
CTDJ-B3-absent-same_A	B3	CTD-family-03	absent	same_A	historical_reuse	-12.528194427490234	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999999796003	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-094
CTDJ-B3-L-same_A	B3	CTD-family-03	L	same_A	historical_reuse	-6.733055114746094	0.00045013427734375	有	resolved_yes	无	False	False	0.9999999998317932	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-095
CTDJ-B3-absent-same_B	B3	CTD-family-03	absent	same_B	historical_reuse	11.39620590209961	0.00045013427734375	无	resolved_no	无	True	True	0.9999999268347279	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-097
CTDJ-B3-L-same_B	B3	CTD-family-03	L	same_B	historical_reuse	11.784675598144531	0.00045013427734375	无	resolved_no	无	True	True	0.9999999467831785	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-098
CTD2-B3-absent-other_A	B3	CTD-family-03	absent	other_A	new_unscored	-15.485332489013672	1e-06	有	resolved_yes	无	False	False	0.9999999999820091	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-031
CTD2-B3-L-other_A	B3	CTD-family-03	L	other_A	new_unscored	-17.465286254882812	1e-06	有	resolved_yes	无	False	False	0.9999999999898179	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-032
CTD2-B3-absent-other_B	B3	CTD-family-03	absent	other_B	new_unscored	-8.045669555664062	1e-06	有	resolved_yes	无	False	False	0.9999999999283347	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-033
CTD2-B3-L-other_B	B3	CTD-family-03	L	other_B	new_unscored	-11.77206039428711	1e-06	有	resolved_yes	无	False	False	0.99999999998969	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-034
CTDJ-B4-absent-none	B4	CTD-family-03	absent	none	historical_reuse	-25.285797119140625	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999962483	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-100
CTDJ-B4-L-none	B4	CTD-family-03	L	none	historical_reuse	-18.390460968017578	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999867129	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-101
CTDJ-B4-absent-same_A	B4	CTD-family-03	absent	same_A	historical_reuse	-22.804683685302734	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999942233	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-103
CTDJ-B4-L-same_A	B4	CTD-family-03	L	same_A	historical_reuse	-22.660974502563477	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999855618	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-104
CTDJ-B4-absent-same_B	B4	CTD-family-03	absent	same_B	historical_reuse	-23.753276824951172	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999968239	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-106
CTDJ-B4-L-same_B	B4	CTD-family-03	L	same_B	historical_reuse	-20.215530395507812	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999948983	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-107
CTDJ-B4-absent-other_A	B4	CTD-family-03	absent	other_A	historical_reuse	-24.719493865966797	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999959002	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-119
CTD2-B4-L-other_A	B4	CTD-family-03	L	other_A	new_unscored	-22.826263427734375	1e-06	有	resolved_yes	有	True	True	0.999999999991168	94592047-58cf-4dbf-9113-27e332029072:science:CTD2-PREVIEW-035
CTDJ-B4-absent-other_B	B4	CTD-family-03	absent	other_B	historical_reuse	-24.038875579833984	0.00045013427734375	有	resolved_yes	有	True	True	0.9999999999957012	dc817e70-cd48-48f6-8097-eae86f803e76:science:CTEXEC-120
