comparison_id	kind	query_short_id	family_id	priority	exposure	value	bound	resolution	reference_aligned_change	reference_aligned_resolution	verified_classification_transition
CTD2-G3-K_A	K_A	G3	CTD-family-01	primary	contains_new_unscored_input	0.27152252197265625	0.0009022685546875	positive	0.27152252197265625	positive	
CTD2-G3-D_empty_A	D_empty_A	G3	CTD-family-01	primary	contains_new_unscored_input	-1.6878623962402344	0.00045113427734375	negative	-1.6878623962402344	negative	stable_wrong
CTD2-G3-D_L_A	D_L_A	G3	CTD-family-01	primary	contains_new_unscored_input	-1.0450668334960938	0.00045113427734375	negative	-1.0450668334960938	negative	stable_wrong
CTD2-G3-X_minus_same_empty_A	X_minus_same_empty_A	G3	CTD-family-01	secondary_bundle	contains_new_unscored_input	-9.407203674316406	0.00045113427734375	negative	-9.407203674316406	negative	stable_wrong
CTD2-G3-E_B	E_B	G3	CTD-family-01	primary	contains_new_unscored_input	12.617607116699219	2e-06	positive	12.617607116699219	positive	stable_wrong
CTD2-G3-I_B	I_B	G3	CTD-family-01	primary	contains_new_unscored_input	-0.955718994140625	0.0009022685546875	negative	-0.955718994140625	negative	
CTD2-G3-K_B	K_B	G3	CTD-family-01	primary	contains_new_unscored_input	10.856983184814453	0.0009022685546875	positive	10.856983184814453	positive	
CTD2-G3-D_empty_B	D_empty_B	G3	CTD-family-01	primary	contains_new_unscored_input	-1.26898193359375	0.00045113427734375	negative	-1.26898193359375	negative	stable_wrong
CTD2-G3-D_L_B	D_L_B	G3	CTD-family-01	primary	contains_new_unscored_input	-2.224700927734375	0.00045113427734375	negative	-2.224700927734375	negative	stable_wrong
CTD2-G3-X_minus_same_empty_B	X_minus_same_empty_B	G3	CTD-family-01	secondary_bundle	contains_new_unscored_input	-16.10089111328125	0.00045113427734375	negative	-16.10089111328125	negative	stable_wrong
CTD2-G3-X_B_minus_A_absent	X_B_minus_A_absent	G3	CTD-family-01	secondary_bundle	contains_new_unscored_input	0.4188804626464844	2e-06	positive	0.4188804626464844	positive	stable_wrong
CTD2-G3-X_B_minus_A_L	X_B_minus_A_L	G3	CTD-family-01	secondary_bundle	contains_new_unscored_input	-1.1796340942382812	2e-06	negative	-1.1796340942382812	negative	stable_wrong
CTD2-G4-E_A	E_A	G4	CTD-family-01	primary	contains_new_unscored_input	1.1418170928955078	0.00045113427734375	positive	-1.1418170928955078	negative	stable_correct
CTD2-G4-I_A	I_A	G4	CTD-family-01	primary	contains_new_unscored_input	-1.949106216430664	0.00135140283203125	negative	1.949106216430664	positive	
CTD2-G4-K_A	K_A	G4	CTD-family-01	primary	contains_new_unscored_input	-1.2302780151367188	0.00135140283203125	negative	1.2302780151367188	positive	
CTD2-G4-D_empty_A	D_empty_A	G4	CTD-family-01	primary	all_endpoints_previously_exposed	0.5682868957519531	0.0009002685546875	positive	-0.5682868957519531	negative	stable_correct
CTD2-G4-D_L_A	D_L_A	G4	CTD-family-01	primary	contains_new_unscored_input	-1.380819320678711	0.00045113427734375	negative	1.380819320678711	positive	stable_correct
CTD2-G4-X_minus_same_empty_A	X_minus_same_empty_A	G4	CTD-family-01	secondary_bundle	all_endpoints_previously_exposed	-0.04121589660644531	0.0009002685546875	negative	0.04121589660644531	positive	stable_correct
CTD2-G4-E_B	E_B	G4	CTD-family-01	primary	contains_new_unscored_input	4.833244323730469	0.00045113427734375	positive	-4.833244323730469	negative	stable_correct
CTD2-G4-I_B	I_B	G4	CTD-family-01	primary	contains_new_unscored_input	1.7423210144042969	0.00135140283203125	positive	-1.7423210144042969	negative	
CTD2-G4-K_B	K_B	G4	CTD-family-01	primary	contains_new_unscored_input	1.9549827575683594	0.00135140283203125	positive	-1.9549827575683594	negative	
CTD2-G4-D_empty_B	D_empty_B	G4	CTD-family-01	primary	all_endpoints_previously_exposed	-0.4910850524902344	0.0009002685546875	negative	0.4910850524902344	positive	stable_correct
CTD2-G4-D_L_B	D_L_B	G4	CTD-family-01	primary	contains_new_unscored_input	1.2512359619140625	0.00045113427734375	positive	-1.2512359619140625	negative	stable_correct
CTD2-G4-X_minus_same_empty_B	X_minus_same_empty_B	G4	CTD-family-01	secondary_bundle	all_endpoints_previously_exposed	-3.3226051330566406	0.0009002685546875	negative	3.3226051330566406	positive	stable_correct
CTD2-G4-X_B_minus_A_absent	X_B_minus_A_absent	G4	CTD-family-01	secondary_bundle	all_endpoints_previously_exposed	-1.0593719482421875	0.0009002685546875	negative	1.0593719482421875	positive	stable_correct
CTD2-G4-X_B_minus_A_L	X_B_minus_A_L	G4	CTD-family-01	secondary_bundle	contains_new_unscored_input	2.6320552825927734	2e-06	positive	-2.6320552825927734	negative	stable_correct
CTD2-J1-E_A	E_A	J1	CTD-family-02	primary	contains_new_unscored_input	-1.1981143951416016	2e-06	negative	1.1981143951416016	positive	stable_correct
CTD2-J1-I_A	I_A	J1	CTD-family-02	primary	contains_new_unscored_input	-2.4251232147216797	0.0009022685546875	negative	2.4251232147216797	positive	
CTD2-J1-K_A	K_A	J1	CTD-family-02	primary	contains_new_unscored_input	-0.10493850708007812	0.0009022685546875	negative	0.10493850708007812	positive	
CTD2-J1-D_empty_A	D_empty_A	J1	CTD-family-02	primary	contains_new_unscored_input	-1.6853046417236328	0.00045113427734375	negative	1.6853046417236328	positive	stable_correct
CTD2-J1-D_L_A	D_L_A	J1	CTD-family-02	primary	contains_new_unscored_input	-4.1104278564453125	0.00045113427734375	negative	4.1104278564453125	positive	stable_correct
CTD2-J1-X_minus_same_empty_A	X_minus_same_empty_A	J1	CTD-family-02	secondary_bundle	contains_new_unscored_input	-0.39027976989746094	0.00045113427734375	negative	0.39027976989746094	positive	stable_correct
CTD2-J1-E_B	E_B	J1	CTD-family-02	primary	contains_new_unscored_input	-0.35451316833496094	2e-06	negative	0.35451316833496094	positive	stable_correct
CTD2-J1-I_B	I_B	J1	CTD-family-02	primary	contains_new_unscored_input	-1.581521987915039	0.0009022685546875	negative	1.581521987915039	positive	
CTD2-J1-K_B	K_B	J1	CTD-family-02	primary	contains_new_unscored_input	-1.5842418670654297	0.0009022685546875	negative	1.5842418670654297	positive	
CTD2-J1-D_empty_B	D_empty_B	J1	CTD-family-02	primary	contains_new_unscored_input	0.35504722595214844	0.00045113427734375	positive	-0.35504722595214844	negative	stable_correct
CTD2-J1-D_L_B	D_L_B	J1	CTD-family-02	primary	contains_new_unscored_input	-1.2264747619628906	0.00045113427734375	negative	1.2264747619628906	positive	stable_correct
CTD2-J1-X_minus_same_empty_B	X_minus_same_empty_B	J1	CTD-family-02	secondary_bundle	contains_new_unscored_input	0.5599994659423828	0.00045113427734375	positive	-0.5599994659423828	negative	stable_correct
CTD2-J1-X_B_minus_A_absent	X_B_minus_A_absent	J1	CTD-family-02	secondary_bundle	contains_new_unscored_input	2.0403518676757812	2e-06	positive	-2.0403518676757812	negative	stable_correct
CTD2-J1-X_B_minus_A_L	X_B_minus_A_L	J1	CTD-family-02	secondary_bundle	contains_new_unscored_input	2.883953094482422	2e-06	positive	-2.883953094482422	negative	stable_correct
CTD2-J2-E_A	E_A	J2	CTD-family-02	primary	contains_new_unscored_input	-26.161195755004883	0.00045113427734375	negative	-26.161195755004883	negative	damage
CTD2-J2-I_A	I_A	J2	CTD-family-02	primary	contains_new_unscored_input	7.09071159362793	0.00135140283203125	positive	7.09071159362793	positive	
CTD2-J2-K_A	K_A	J2	CTD-family-02	primary	contains_new_unscored_input	-21.188264846801758	0.00135140283203125	negative	-21.188264846801758	negative	
CTD2-J2-D_empty_A	D_empty_A	J2	CTD-family-02	primary	all_endpoints_previously_exposed	2.0526180267333984	0.0009002685546875	positive	2.0526180267333984	positive	stable_correct
CTD2-J2-D_L_A	D_L_A	J2	CTD-family-02	primary	contains_new_unscored_input	9.143329620361328	0.00045113427734375	positive	9.143329620361328	positive	stable_wrong
CTD2-J2-X_minus_same_empty_A	X_minus_same_empty_A	J2	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	-4.703823089599609	0.0009002685546875	negative	-4.703823089599609	negative	stable_correct
CTD2-J2-E_B	E_B	J2	CTD-family-02	primary	contains_new_unscored_input	-16.422788619995117	0.00045113427734375	negative	-16.422788619995117	negative	stable_correct
CTD2-J2-I_B	I_B	J2	CTD-family-02	primary	contains_new_unscored_input	16.829118728637695	0.00135140283203125	positive	16.829118728637695	positive	
CTD2-J2-K_B	K_B	J2	CTD-family-02	primary	contains_new_unscored_input	-14.718591690063477	0.00135140283203125	negative	-14.718591690063477	negative	
CTD2-J2-D_empty_B	D_empty_B	J2	CTD-family-02	primary	all_endpoints_previously_exposed	4.189489364624023	0.0009002685546875	positive	4.189489364624023	positive	stable_correct
CTD2-J2-D_L_B	D_L_B	J2	CTD-family-02	primary	contains_new_unscored_input	21.01860809326172	0.00045113427734375	positive	21.01860809326172	positive	repair
CTD2-J2-X_minus_same_empty_B	X_minus_same_empty_B	J2	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	3.0999889373779297	0.0009002685546875	positive	3.0999889373779297	positive	stable_correct
CTD2-J2-X_B_minus_A_absent	X_B_minus_A_absent	J2	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	2.136871337890625	0.0009002685546875	positive	2.136871337890625	positive	stable_correct
CTD2-J2-X_B_minus_A_L	X_B_minus_A_L	J2	CTD-family-02	secondary_bundle	contains_new_unscored_input	11.87527847290039	2e-06	positive	11.87527847290039	positive	repair
CTD2-J3-E_A	E_A	J3	CTD-family-02	primary	contains_new_unscored_input	8.377212524414062	2e-06	positive	8.377212524414062	positive	stable_wrong
CTD2-J3-I_A	I_A	J3	CTD-family-02	primary	contains_new_unscored_input	-10.37481689453125	0.0009022685546875	negative	-10.37481689453125	negative	
CTD2-J3-K_A	K_A	J3	CTD-family-02	primary	contains_new_unscored_input	-3.9384002685546875	0.0009022685546875	negative	-3.9384002685546875	negative	
CTD2-J3-D_empty_A	D_empty_A	J3	CTD-family-02	primary	contains_new_unscored_input	-3.471599578857422	0.00045113427734375	negative	-3.471599578857422	negative	stable_wrong
CTD2-J3-D_L_A	D_L_A	J3	CTD-family-02	primary	contains_new_unscored_input	-13.846416473388672	0.00045113427734375	negative	-13.846416473388672	negative	stable_wrong
CTD2-J3-X_minus_same_empty_A	X_minus_same_empty_A	J3	CTD-family-02	secondary_bundle	contains_new_unscored_input	-1.6802978515625	0.00045113427734375	negative	-1.6802978515625	negative	stable_wrong
CTD2-J3-E_B	E_B	J3	CTD-family-02	primary	contains_new_unscored_input	10.875343322753906	2e-06	positive	10.875343322753906	positive	stable_wrong
CTD2-J3-I_B	I_B	J3	CTD-family-02	primary	contains_new_unscored_input	-7.876686096191406	0.0009022685546875	negative	-7.876686096191406	negative	
CTD2-J3-K_B	K_B	J3	CTD-family-02	primary	contains_new_unscored_input	15.673770904541016	0.0009022685546875	positive	15.673770904541016	positive	
CTD2-J3-D_empty_B	D_empty_B	J3	CTD-family-02	primary	contains_new_unscored_input	-1.6121978759765625	0.00045113427734375	negative	-1.6121978759765625	negative	stable_wrong
CTD2-J3-D_L_B	D_L_B	J3	CTD-family-02	primary	contains_new_unscored_input	-9.488883972167969	0.00045113427734375	negative	-9.488883972167969	negative	stable_wrong
CTD2-J3-X_minus_same_empty_B	X_minus_same_empty_B	J3	CTD-family-02	secondary_bundle	contains_new_unscored_input	-26.76031494140625	0.00045113427734375	negative	-26.76031494140625	negative	damage
CTD2-J3-X_B_minus_A_absent	X_B_minus_A_absent	J3	CTD-family-02	secondary_bundle	contains_new_unscored_input	1.8594017028808594	2e-06	positive	1.8594017028808594	positive	stable_wrong
CTD2-J3-X_B_minus_A_L	X_B_minus_A_L	J3	CTD-family-02	secondary_bundle	contains_new_unscored_input	4.357532501220703	2e-06	positive	4.357532501220703	positive	stable_wrong
CTD2-J4-E_A	E_A	J4	CTD-family-02	primary	contains_new_unscored_input	3.556589126586914	0.00045113427734375	positive	-3.556589126586914	negative	stable_correct
CTD2-J4-I_A	I_A	J4	CTD-family-02	primary	contains_new_unscored_input	-0.03380012512207031	0.00135140283203125	negative	0.03380012512207031	positive	
CTD2-J4-K_A	K_A	J4	CTD-family-02	primary	contains_new_unscored_input	0.8293743133544922	0.00135140283203125	positive	-0.8293743133544922	negative	
CTD2-J4-D_empty_A	D_empty_A	J4	CTD-family-02	primary	all_endpoints_previously_exposed	-0.9870777130126953	0.0009002685546875	negative	0.9870777130126953	positive	stable_correct
CTD2-J4-D_L_A	D_L_A	J4	CTD-family-02	primary	contains_new_unscored_input	-1.0208778381347656	0.00045113427734375	negative	1.0208778381347656	positive	stable_correct
CTD2-J4-X_minus_same_empty_A	X_minus_same_empty_A	J4	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	0.3743877410888672	0.0009002685546875	positive	-0.3743877410888672	negative	stable_correct
CTD2-J4-E_B	E_B	J4	CTD-family-02	primary	contains_new_unscored_input	5.141040802001953	0.00045113427734375	positive	-5.141040802001953	negative	stable_correct
CTD2-J4-I_B	I_B	J4	CTD-family-02	primary	contains_new_unscored_input	1.5506515502929688	0.00135140283203125	positive	-1.5506515502929688	negative	
CTD2-J4-K_B	K_B	J4	CTD-family-02	primary	contains_new_unscored_input	0.8464546203613281	0.00135140283203125	positive	-0.8464546203613281	negative	
CTD2-J4-D_empty_B	D_empty_B	J4	CTD-family-02	primary	all_endpoints_previously_exposed	-0.3806266784667969	0.0009002685546875	negative	0.3806266784667969	positive	stable_correct
CTD2-J4-D_L_B	D_L_B	J4	CTD-family-02	primary	contains_new_unscored_input	1.1700248718261719	0.00045113427734375	positive	-1.1700248718261719	negative	stable_correct
CTD2-J4-X_minus_same_empty_B	X_minus_same_empty_B	J4	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	-4.539623260498047	0.0009002685546875	negative	4.539623260498047	positive	stable_correct
CTD2-J4-X_B_minus_A_absent	X_B_minus_A_absent	J4	CTD-family-02	secondary_bundle	all_endpoints_previously_exposed	0.6064510345458984	0.0009002685546875	positive	-0.6064510345458984	negative	stable_correct
CTD2-J4-X_B_minus_A_L	X_B_minus_A_L	J4	CTD-family-02	secondary_bundle	contains_new_unscored_input	2.1909027099609375	2e-06	positive	-2.1909027099609375	negative	stable_correct
CTD2-B1-E_A	E_A	B1	CTD-family-03	primary	contains_new_unscored_input	-0.7913780212402344	2e-06	negative	0.7913780212402344	positive	stable_correct
CTD2-B1-I_A	I_A	B1	CTD-family-03	primary	contains_new_unscored_input	-4.139852523803711	0.0009022685546875	negative	4.139852523803711	positive	
CTD2-B1-K_A	K_A	B1	CTD-family-03	primary	contains_new_unscored_input	1.4437580108642578	0.0009022685546875	positive	-1.4437580108642578	negative	
CTD2-B1-D_empty_A	D_empty_A	B1	CTD-family-03	primary	contains_new_unscored_input	1.7124900817871094	0.00045113427734375	positive	-1.7124900817871094	negative	stable_correct
CTD2-B1-D_L_A	D_L_A	B1	CTD-family-03	primary	contains_new_unscored_input	-2.4273624420166016	0.00045113427734375	negative	2.4273624420166016	positive	stable_correct
CTD2-B1-X_minus_same_empty_A	X_minus_same_empty_A	B1	CTD-family-03	secondary_bundle	contains_new_unscored_input	-3.0650997161865234	0.00045113427734375	negative	3.0650997161865234	positive	stable_correct
CTD2-B1-E_B	E_B	B1	CTD-family-03	primary	contains_new_unscored_input	1.0944252014160156	2e-06	positive	-1.0944252014160156	negative	stable_correct
CTD2-B1-I_B	I_B	B1	CTD-family-03	primary	contains_new_unscored_input	-2.254049301147461	0.0009022685546875	negative	2.254049301147461	positive	
CTD2-B1-K_B	K_B	B1	CTD-family-03	primary	contains_new_unscored_input	4.186168670654297	0.0009022685546875	positive	-4.186168670654297	negative	
CTD2-B1-D_empty_B	D_empty_B	B1	CTD-family-03	primary	contains_new_unscored_input	1.0237007141113281	0.00045113427734375	positive	-1.0237007141113281	negative	stable_correct
CTD2-B1-D_L_B	D_L_B	B1	CTD-family-03	primary	contains_new_unscored_input	-1.2303485870361328	0.00045113427734375	negative	1.2303485870361328	positive	stable_correct
CTD2-B1-X_minus_same_empty_B	X_minus_same_empty_B	B1	CTD-family-03	secondary_bundle	contains_new_unscored_input	-6.262186050415039	0.00045113427734375	negative	6.262186050415039	positive	stable_correct
CTD2-B1-X_B_minus_A_absent	X_B_minus_A_absent	B1	CTD-family-03	secondary_bundle	contains_new_unscored_input	-0.6887893676757812	2e-06	negative	0.6887893676757812	positive	stable_correct
CTD2-B1-X_B_minus_A_L	X_B_minus_A_L	B1	CTD-family-03	secondary_bundle	contains_new_unscored_input	1.1970138549804688	2e-06	positive	-1.1970138549804688	negative	stable_correct
CTD2-B2-E_A	E_A	B2	CTD-family-03	primary	contains_new_unscored_input	-2.624734878540039	0.00045113427734375	negative	-2.624734878540039	negative	stable_correct
CTD2-B2-I_A	I_A	B2	CTD-family-03	primary	contains_new_unscored_input	-0.40256500244140625	0.00135140283203125	negative	-0.40256500244140625	negative	
CTD2-B2-K_A	K_A	B2	CTD-family-03	primary	contains_new_unscored_input	-1.3116016387939453	0.00135140283203125	negative	-1.3116016387939453	negative	
CTD2-B2-D_empty_A	D_empty_A	B2	CTD-family-03	primary	all_endpoints_previously_exposed	-1.080526351928711	0.0009002685546875	negative	-1.080526351928711	negative	stable_correct
CTD2-B2-D_L_A	D_L_A	B2	CTD-family-03	primary	contains_new_unscored_input	-1.4830913543701172	0.00045113427734375	negative	-1.4830913543701172	negative	stable_correct
CTD2-B2-X_minus_same_empty_A	X_minus_same_empty_A	B2	CTD-family-03	secondary_bundle	all_endpoints_previously_exposed	-0.31580352783203125	0.0009002685546875	negative	-0.31580352783203125	negative	stable_correct
CTD2-B2-E_B	E_B	B2	CTD-family-03	primary	contains_new_unscored_input	-2.580036163330078	0.00045113427734375	negative	-2.580036163330078	negative	stable_correct
CTD2-B2-I_B	I_B	B2	CTD-family-03	primary	contains_new_unscored_input	-0.3578662872314453	0.00135140283203125	negative	-0.3578662872314453	negative	
CTD2-B2-K_B	K_B	B2	CTD-family-03	primary	contains_new_unscored_input	-0.7774200439453125	0.00135140283203125	negative	-0.7774200439453125	negative	
CTD2-B2-D_empty_B	D_empty_B	B2	CTD-family-03	primary	all_endpoints_previously_exposed	0.09308624267578125	0.0009002685546875	positive	0.09308624267578125	positive	stable_correct
CTD2-B2-D_L_B	D_L_B	B2	CTD-family-03	primary	contains_new_unscored_input	-0.26478004455566406	0.00045113427734375	negative	-0.26478004455566406	negative	stable_correct
CTD2-B2-X_minus_same_empty_B	X_minus_same_empty_B	B2	CTD-family-03	secondary_bundle	all_endpoints_previously_exposed	2.7027854919433594	0.0009002685546875	positive	2.7027854919433594	positive	stable_correct
CTD2-B2-X_B_minus_A_absent	X_B_minus_A_absent	B2	CTD-family-03	secondary_bundle	all_endpoints_previously_exposed	1.1736125946044922	0.0009002685546875	positive	1.1736125946044922	positive	stable_correct
CTD2-B2-X_B_minus_A_L	X_B_minus_A_L	B2	CTD-family-03	secondary_bundle	contains_new_unscored_input	1.2183113098144531	2e-06	positive	1.2183113098144531	positive	stable_correct
CTD2-B3-E_A	E_A	B3	CTD-family-03	primary	contains_new_unscored_input	-1.9799537658691406	2e-06	negative	-1.9799537658691406	negative	stable_wrong
CTD2-B3-I_A	I_A	B3	CTD-family-03	primary	contains_new_unscored_input	-4.637508392333984	0.0009022685546875	negative	-4.637508392333984	negative	
CTD2-B3-K_A	K_A	B3	CTD-family-03	primary	contains_new_unscored_input	-7.775093078613281	0.0009022685546875	negative	-7.775093078613281	negative	
CTD2-B3-D_empty_A	D_empty_A	B3	CTD-family-03	primary	contains_new_unscored_input	-2.6360015869140625	0.00045113427734375	negative	-2.6360015869140625	negative	stable_wrong
CTD2-B3-D_L_A	D_L_A	B3	CTD-family-03	primary	contains_new_unscored_input	-7.273509979248047	0.00045113427734375	negative	-7.273509979248047	negative	stable_wrong
CTD2-B3-X_minus_same_empty_A	X_minus_same_empty_A	B3	CTD-family-03	secondary_bundle	contains_new_unscored_input	-2.9571380615234375	0.00045113427734375	negative	-2.9571380615234375	negative	stable_wrong
CTD2-B3-E_B	E_B	B3	CTD-family-03	primary	contains_new_unscored_input	-3.726390838623047	2e-06	negative	-3.726390838623047	negative	stable_wrong
CTD2-B3-I_B	I_B	B3	CTD-family-03	primary	contains_new_unscored_input	-6.383945465087891	0.0009022685546875	negative	-6.383945465087891	negative	
CTD2-B3-K_B	K_B	B3	CTD-family-03	primary	contains_new_unscored_input	-4.114860534667969	0.0009022685546875	negative	-4.114860534667969	negative	
CTD2-B3-D_empty_B	D_empty_B	B3	CTD-family-03	primary	contains_new_unscored_input	4.803661346435547	0.00045113427734375	positive	4.803661346435547	positive	stable_wrong
CTD2-B3-D_L_B	D_L_B	B3	CTD-family-03	primary	contains_new_unscored_input	-1.5802841186523438	0.00045113427734375	negative	-1.5802841186523438	negative	stable_wrong
CTD2-B3-X_minus_same_empty_B	X_minus_same_empty_B	B3	CTD-family-03	secondary_bundle	contains_new_unscored_input	-19.441875457763672	0.00045113427734375	negative	-19.441875457763672	negative	damage
CTD2-B3-X_B_minus_A_absent	X_B_minus_A_absent	B3	CTD-family-03	secondary_bundle	contains_new_unscored_input	7.439662933349609	2e-06	positive	7.439662933349609	positive	stable_wrong
CTD2-B3-X_B_minus_A_L	X_B_minus_A_L	B3	CTD-family-03	secondary_bundle	contains_new_unscored_input	5.693225860595703	2e-06	positive	5.693225860595703	positive	stable_wrong
CTD2-B4-E_A	E_A	B4	CTD-family-03	primary	contains_new_unscored_input	1.8932304382324219	0.00045113427734375	positive	-1.8932304382324219	negative	stable_correct
CTD2-B4-I_A	I_A	B4	CTD-family-03	primary	contains_new_unscored_input	-5.002105712890625	0.00135140283203125	negative	5.002105712890625	positive	
CTD2-B4-K_A	K_A	B4	CTD-family-03	primary	contains_new_unscored_input	1.749521255493164	0.00135140283203125	positive	-1.749521255493164	negative	
CTD2-B4-D_empty_A	D_empty_A	B4	CTD-family-03	primary	all_endpoints_previously_exposed	0.5663032531738281	0.0009002685546875	positive	-0.5663032531738281	negative	stable_correct
CTD2-B4-D_L_A	D_L_A	B4	CTD-family-03	primary	contains_new_unscored_input	-4.435802459716797	0.00045113427734375	negative	4.435802459716797	positive	stable_correct
CTD2-B4-X_minus_same_empty_A	X_minus_same_empty_A	B4	CTD-family-03	secondary_bundle	all_endpoints_previously_exposed	-1.9148101806640625	0.0009002685546875	negative	1.9148101806640625	positive	stable_correct
CTD2-B4-E_B	E_B	B4	CTD-family-03	primary	contains_new_unscored_input	3.4719390869140625	0.00045113427734375	positive	-3.4719390869140625	negative	stable_correct
