id,content,label,x,y,cluster
6403,我们没有说胖，我们只是想说摄像头买小了，用13mm超广角镜头拍摄也没能拍全这位的月佥,others,4.781472,-5.140872,6
1788,大家反通的原因是什么捏？①通讯录很多是孃泡，举止钕性化，造成反感②认为通讯录会染艾，就算现在不会以后也会得③通讯录反yxl④通讯录反自然⑤就是觉得通讯录ex如果有一位txl三观举止正常，不蓝交，不反异，不为txl发声，安静活着，8u们还会觉得这人ex吗？,others,4.4568176,-2.6710079,9
3874,你猜出国的人什么嘴脸？,others,4.6089516,-6.8631907,4
1752,自己女儿如果交往黑人，那就要反思是不是自己没教好了👍️,others,7.061828,-6.3074446,7
3208,可惜真正嫁出去的绝大部分找到都是外国瘪三和老头子。任何民族的精英男性都不会考虑外国人，你见过中国的精英男找外国女的吗？是他们没能力找吗？,others,5.3021607,-7.805881,3
5361,他家里人也不是好人知道儿子有艾就要他骗婚。道德败坏,others,5.84145,-3.1498458,8
3967,老僵尸是谁呀？明显是染艾后瘦削的基佬吧，只有艾基肤色才瘦得像僵尸一样,others,5.429993,-2.7290747,1
4912,别说男人不喜欢了，我坚决不肯跟黑桃皇后们当闺蜜，熟人也不行，就怕哪天往我杯子里下白粉，逼我上他们的贼船。,others,7.0725336,-5.592104,7
6798,"那对等的，把中国人在非洲下的蛋，和他们的非洲妈一起带回国，那才是杠杠的。lee：在非洲的100万中国男人, 到底留下了多少私生子?!",others,6.6140494,-7.473541,3
2081,确实恶心，做室友很惨。睡觉得把蚊帐锁上。,others,4.099438,-3.1512938,9
5228,那不是废话吗棒女是靠嘴炮、靠动员力，靠政治运动，才有的如今的声势、地位，她们又不像棒男强制兵役接受军事训练。怎么可能在实战上打的过塔利班,others,4.1699247,-7.578976,5
4984,艾就一个滋😅,others,6.224984,-1.9808419,8
5762,怕艾滋病啊，再说了，我会因为她比尺寸而自卑吗😅,others,6.5752964,-2.2767987,8
6705,不小的群体，你攻击他们去啊，怎么就非得加上一个全部的形容词呢？,others,3.107914,-4.9972377,6
5118,胡说八道，男性都是希望喜欢黑人的都去非洲。而不是变成烂裤子以后伪装找国人接手,others,6.687767,-6.969921,3
1505,立即开启印度模式省得她们作,others,5.7097607,-6.381227,1
1784,有些女的就喜欢玩新鲜感，认为外国男比郭楠好，墨人有劲还带艾滋，没办法部分女人喜欢😅😅,others,6.3973193,-3.53853,3
3770,楼主你知道你挂这个人他的真实身份就是曾经被虫类爆过菊花有着一段和虫类及其它们后代不得不谈基情故事,others,4.9152203,-3.9270148,1
476,在下也不太能接受。不过有一个问题，假如那姑娘被黑人给QJ了怎么算⁉俺觉得这种情况反而能接受了😅,others,7.37284,-6.0480742,7
4992,吴施蒙一来到店里，所有人都对着她笑。,others,5.8623233,-6.631952,6
7424,😅以前住的小区挺多黑人的，很怕跟他们一台电梯，浓到恶心的香水味还有隐隐约约的汗味，每次都是闭着呼吸等电梯到一楼…实在不知道别人怎么忍的！而且就像你说的，审美也完全get不到。超模圈里的黑人美女，倒是有身材火辣好看的，黑人男性真的不好看啊，明星都不好看。,others,7.3531795,-6.7818775,3
2794,这方面只有中国人能给，其实各国大小都差不多，但是黄种人硬度最高。你可以去看一下奥运会跳水这类项目，看看黑皮白皮大不大。中国男人在非洲到处玩女人，还都玩质量最好的，而且美国跨种族通婚也是黄男白女离婚率最低，这样看来中国人最能带给女人享受啊,others,6.4637856,-7.1776953,3
6412,我笑了。黑人骂中国人、说中国属于黑人就是言论自由；中国人反感黑人、骂黑人就是种族歧视。这是什么狗屁道理？歧视黑人正确吗？非常正确，我们大学的政治教授都让我们远离黑人、远离性病艾滋。这可以说说的非常正确。,others,4.402894,-5.867975,4
25,起码在冯丽这件事情上，是这几个博主到冯丽微博下留言加辱骂河南人的，到处蹭热度，我都怀疑这些人是不是有病呀！你骂他他就截屏，说你网暴他，你不骂他马上就跑到话题下继续地域黑，我去过西安，是一座美丽的城市，文化很厚重，但华夏把中原说做陕西，黄帝故里是西安等等常识性错误的言论，还不让人说洛阳是十三朝古都，不是洛阳是古都会影响西安什么吗？无语😲😲😲😲,others,3.9467063,-6.360775,2
2976,我看你也是个被现实世界压迫着，没有多少选择权的人。不然不至于来网上左右横跳叫嚣你有这个权利那个权利。被现实欺负了，就来网上欺负比你更弱势的人。真是可悲可叹。同是天涯沦落人，相煎何太急。,others,3.39463,-4.669855,2
1644,曾经有一群头脑清醒的人带队，已经把方法指明了，总有ylg半路出家,others,4.271891,-5.668278,1
5816,首先要想一想，她们为什么要嫁外国人，很大的出发点我想，其实就是不想奋斗了，想要改变人生，甚至下一代的人生，不过被骗的太多了！这其实也是对美好生活的向往！与其嫁个一般的大陆人，可能真的不如嫁个一般的外国人！,others,5.3794327,-7.906069,3
6334,所以别娶江西的就可以了，她们嫁的出去嫁不出去她们的事情只不过江西抬高了全国的彩礼攀比这个就恶心了,others,5.4780793,-8.174644,2
7101,我是中国男人，麦肯锡搞活动的时候我在现场遇到一个黑人女性，突然就感觉像在森林里遇到野兽一样。,others,6.668092,-6.431064,7
439,恩格斯就说了真正平等的婚姻在以后的历史中实现时，女性群体的主体意愿越来越无法忽视，势必成为更重要于男性群体的意愿。现在风气就是争当烧鸡，爱浪爱玩，你一个男的有啥好纯情的，想爽的直接模仿版本之子黑叔叔就行了，提裤子就走人,others,4.066443,-7.371252,5
7566,繁殖批只会一击脱离疯狂亏内他的木琴捏嘻嘻，低能真的是笑哭绝绝子,others,4.9362183,-3.8945794,1
3801,五等女人嫁非洲，原來如此原來如此,others,6.374957,-7.6276884,7
6372,活踏马的该！这种人活着干嘛,others,4.7150755,-4.507332,6
5186,好久没看看了一眼全是南桐，吐了,others,4.5474863,-3.6293893,1
777,这么说，外国男人家暴是男人的表现？😆,others,4.5088,-7.529808,6
1850,怎么说呢 中国女性和非洲男性恋爱我觉得并不能归咎到国家层面民族层面来讲问题 只能说愿意和非洲男性谈恋爱的都是底层人民,others,6.7078967,-7.5663548,3
6660,所以你家有嫁内个还是咋的？,others,5.7497354,-7.730422,6
4875,它是强奸犯,others,3.1248336,-5.9343553,6
5172,不正常的意思就不是说是少数吗…所以对啊…觉得恶心异性恋的肯定有，但是也绝对是少数，毕竟世界之大什么人都有啊…😁,others,4.036774,-2.6969514,9
5582,对啊，正常人根本不可能喜欢的玩意，有的人就是爱，你说是不是性癖是啥😅有的人就是喜欢日小动物，鸡狗蛇，都见过😅,others,4.302778,-2.8229535,9
3732,找黑妞可能真的是找不到其他吧,others,6.5201116,-5.739808,1
704,这个我知道我一些看过警方的报告，每年出国打工的女性最终很多都是回不来的，永久失踪，提醒出国打工一定选择正规机构，但是回不来其实是好的，。。回来了也是艾滋传播者。特别08年之前，出国失踪的每年几十万，一代人二十年就是上千万女人的流失。但是这种流失就流失吧。这也是男多女少的另一个解释😅,others,6.644389,-3.440312,0
2294,下不去手，那种是少数，我就在非洲工作，平时女孩子投怀送抱的很多，但是真没法下手，身边人也一个都没有，也就来这边挖矿的农民工，可能不忌口，稍微有点身份地位的，不可能跟黑女在一块儿。,others,7.1310697,-5.4842963,3
5416,这么说的话最不会传播艾滋病的是女同，女同应该打压男同跟异性恋，让世界上只有女同！,others,6.353092,-2.8611488,0
6044,这么好的肤色竟然在美国做乞丐。来中国山东大学不得飞黄腾达,others,5.674442,-6.3940573,4
2129,法治社会，我不能拿他们怎么样，也没必要拿他们怎么样。只是单纯的反感他们，讨厌他们，歧视他们。我还讨厌日本人，讨厌美国人，都要弄死他们吗🤣你也太孩子气了。成年人了，讨厌反对就要物理上的毁灭，那是小孩子的过家家。你要认识到一点，同性恋群体不可能获得所有人的认同，也不可能所有人人见人爱，总有我这样的人，不喜欢同性恋群体甚至歧视他们。这很正常。,others,3.997056,-2.6423788,9
1605,说的真好，我就喜欢看你们离婚，看到你们婚姻不幸福，我就很开心,others,6.5863724,-7.047288,6
6948,哈哈哈南非不是发达过家恐怕也只有你跪虫族会说它曾经不是,others,5.264898,-6.0528026,1
867,倒贴找黑老丑的我都隔应，不自重自爱，就要被唾弃。,others,4.8596163,-4.899208,6
5409,希望他们嫁给默以后都去非洲吧，不要待在国内，看着觉得蛮恶心的，跑爹默竟然也有人中国女人愿意嫁也不配当中国人,others,5.846172,-6.533645,3
47,你还未染艾身亡？你上药多久了？,others,6.6136193,-2.393781,8
4314,不是说出国了吗？我在手机上搜 吴施蒙 竟然出来一堆色情网站，哈哈哈,others,5.7921085,-6.2528386,1
4785,看到评论，这理论证实了。哪里都有排外的人，而且真正优秀的人没有时间排外，排外的无论是哪里人都是社会底层。,others,4.3085084,-7.1690564,2
1593,这个奴隶蛆整天发一些中国女性嫁给黑人的视频，殊不知这个黑人在非洲老家还有多少个大老婆二老婆呢！很多时候咱们不是那句老话嘛，兼听则明偏信则暗。今天小弟就为大家奉上这位黑人的中国媳妇在直播中是如何描述她老公的原生家庭里面究竟有几个老婆！让我们来看看这位来自山东济宁的中国女性究竟是人家的大老婆还是小老婆！,others,6.5161085,-6.7690883,3
559,让黑女生混血黑妹嫁给中国人，两代就稀释干净了,others,6.3074193,-6.523987,7
1049,p图听说可以治疗艾滋哦,others,5.93864,-2.519773,8
6988,他的大小号经常在HIV吧约跑，前后两张图先后证明它感染HIV已经两年,others,5.879639,-2.7701159,8
5082,比起你为了生活到处传艾更好,others,6.6365705,-2.396168,8
862,我加一个，我宁可娶不接外国人的小姐,others,7.766112,-6.2851143,7
469,拜托，黑人艾滋病率百分之几十,others,6.936918,-3.5740588,8
4483,有人跟我说什么歪果仁黑人会讲中文的热爱文化，我笑的差点心脏病复发。咱学外语的这么多，都热爱歪果文化？我看是为了应付考试才对吧。同理，会讲话的歪果仁就一定热爱文化？一些间谍还会说好几门外语了吧。自家人都难免背刺，外人跟你一条心？圣母伪君子们做梦吧。,others,3.7296684,-5.7271223,4
1702,少数人，倘若少数人就是祸害国家的蛀虫，有何不可？,others,3.1437764,-5.10673,6
4591,同性恋最恶心了，就和那些不让人吃狗肉的极端爱狗人士一样恶心！,others,4.0461774,-2.8265865,9
4799,现在高校是艾滋的重灾区，想想吧，真是完犊子咯。真不想看到我们国家被霍霍到艾滋大流行。,others,6.831596,-2.9066808,0
4676,我觉得有些人在故意搞事情。这种方式很明显是美分。。。😅,others,4.4590616,-5.522832,6
6389,这个基佬又来教养人传艾了,others,5.5975637,-2.5451581,8
7402,"娇滴滴说的是江南女生,广东那边，肯定不会那么黑的,会进行一些什么向猴之类的",others,5.0812764,-6.2067566,1
1448,我不认同你说的中国男人保守这句话 只是我们有民族情节而已 对于这种想和黑人在一起的女性 甚至生下z种的人 正常中国男人谁会去看,others,6.9193053,-6.9318266,3
2100,都是底层叫什么叫,others,4.129099,-6.9911556,6
1990,这些跟默男人搞在一起的女人，甚至我见过几个都跟默男人到非洲定居几年生了黑娃之后，被默男人甩了之后第一个想到的就是找中国男人接盘。,others,6.015108,-6.5376163,3
5394,我感觉西方的教会拒绝甚至诅咒同性恋是对他们信仰的维护。我也不容我的信仰被玷污。当然，西方炼铜的，该怎么死怎么死。在我的生活中，只要txl不干扰他人并强迫接受，那可以理解。当然，不诅咒已经是最大的克制了。不祝福，不喜欢。,others,4.0557146,-2.504592,9
1228,我也觉得，作为女性，我也接受不了交往过黑人女友的男人🙁,others,7.7420216,-6.2222333,7
7162,别听他的，还是去非洲吧，别回来找中国老实人接盘就行了,others,6.12243,-7.039206,3
4864,🤔🤔她们不会信得，省省吧，让她们去找优秀的非洲人,others,6.238466,-7.247362,7
1722,这种东西还以为zg是非洲吗？,others,5.3607965,-6.2784343,4
6358,就想不明白为啥国内有些女的咋就喜欢这一口呢!难道真的就是喜欢刺激，想知道和艾滋病共存亡是啥滋味😅😅😅😅,others,6.584723,-2.8018174,0
2777,传播艾滋，这隐患够大吧！在国内留下一堆串串，这影响够恶劣吧！,others,6.520754,-3.5075998,8
3589,我们种族歧视者竟然因为种族歧视被白左歧视了，说好的白左反歧视呢，这些虚伪的白左（气气气）,others,3.9392292,-5.460413,4
3555,男性骑洋马：她熊大，她腿长，她屁股翘，她长得漂亮女性挨洋(黑)枪：他是布尔人😄,others,6.9010344,-7.1473875,7
3690,立本现在还有女权啊,others,3.7546856,-7.7648597,5
3695,不对 都故国了外国人就别来趟浑水了😆😆😆 去搂好你的黑北鼻别来国内打拳😆,others,4.6279445,-6.0295687,4
3316,艾滋去世，能不短吗？,others,6.7247667,-2.2520113,8
6516,"""纪录片：第2集I零元购的南非，黑子哥当道的社会，穷苦白人沦落到贫民窟""",others,5.2698674,-6.0156975,4
3930,首先华人劳工是由于一战大量法国青壮年男人战死，其次女孩嫁都没意见，去非洲就好了，最后还不是要留在国内找人接盘。那些微博也很坏，就和花了电影钱看了场坏电影一样，不能就我一个当傻子，所以我给它满分好评去骗更多傻子。,others,6.4228745,-7.4965944,5
6062,无论男女，其实都出了很多社会性事件 ，你非撅着这么一件事情，我也无可奈何你们所谓的媚黑女，其实在网络上可以现实生活中更多，我在广州呆了这么多年，黑人是看到不少，但是跟黑人走在一起的中国女的真的少之又少，咱也就不清楚了，怎么就媒黑了？我的意思也是希望大家集中火力打该打的位置，而不是一下子打所有人网上那些傻逼言论听听就算了，别往心里去 ，人就这么一条命，想把自己气死几回啊？,others,5.964789,-5.9391913,5
5941,普通女性占女性总人口的比例还是太少了，女拳、媚外的的占了绝大多数🤣,others,4.2998943,-7.881792,5
4265,找黑人这么光荣，这么多好处你怕什么，还匿名，八成是想患上艾滋病后隐瞒别人，好找中国人接盘?也就是你一开始就为了想得到点刺激，不是奔着结婚去的?你可真利己主义,others,6.9223595,-4.151198,0
3763,被歧视一般客观原因的。歧视一般发生在底层。中国美国印度都有一个很不好的文化现象，就是宣传为富不仁。但到了现实中，你会发现违法犯罪的绝大多数是穷人。换你有钱了，你不会彬彬有礼？社会上“为富不仁”的现象，大部分发生在穷人装富后欺负穷人，少部分发生在穷人黑恶发家后继续黑恶，欺压百姓。但是那些清白发家的富人，大部分极富同情心，并与人为善。不要以为清白的富人少，看看中国在世界上的优势产业，不是清白的富人，根本做不出来。河南人偷井盖，原因是什么？是穷啊。过去安徽人在长三角名声也不好，现在越来越好了，原因是什么？徽商的经济跟上来了。过去江西人在我家乡名声很差，因为来打工的，一旦没有收入，有很多偷盗。现在好转了，因为这种人少了，反而一些肯吃苦肯创业的江西人在我老家成了老板，比普通当地人还富有，所以当地舆论对江西人好转了。,others,3.8112488,-6.1555157,2
1915,所谓批判作用不大的失足妇女和所谓的婚恋中介都是逆向民族主义者，自愿投向BBC的也谈不上受害者，图片来自百度图片,others,4.771339,-6.78768,5
2910,既然是喜欢，那就喜欢好了，一直跟着那黑人啊，为啥要来找人接盘，这不是恶心人吗,others,6.615602,-5.4064045,7
6486,艾呀，梅事的，疣什么大不了的，中奖几率为淋。,others,6.3872085,-2.5971553,8
6618,对于美国人而已，嫁给我我们的美国女人也算是叛徒,others,5.5401883,-7.5589824,7
3820,很难不支持 确实 这个圈子的人 还总觉得自己高大上 笑死,others,3.680952,-4.6087246,1
688,你既然都知道答案了，还来问题主？嫁给美国男人的中国女人，帮着美国人杀中国人，在中国人眼里，她们是汉奸。嫁给中国男人的美国女人，帮着中国人杀美国人，在美国人眼里，她们是什么奸，美奸😓？,others,5.0712976,-7.881699,5
5239,昨晚上在南山壹华里就看见一个女大学生和一个默在一起，真太不知廉耻了！,others,5.669587,-5.162626,1
6286,这个♂的是嘿杂吗,others,4.4038796,-4.06035,1
931,最好别找，媚黑的女人已经烂到根了,others,6.7809477,-5.431312,7
6250,黑化的法国也完蛋了,others,5.046047,-6.28767,4
5304,中国14亿人呢，啥样的奇葩没有啊。其实天天鼓吹多元文化，跨种族婚姻的那帮人，他们自己不嫁给非洲黑人。把这些脑子单纯的女人骗得一愣一愣的。,others,5.9726214,-7.61613,3
4398,留在这坑别人么，跟过黑人的女的十个有九个都有艾滋，,others,6.8342547,-3.8626645,0
4847,黑妞再漂亮也不敢上，万一有艾滋病怎么办？有个黑人男朋友的女生要知道艾滋病潜伏期很长的哟。,others,6.9186254,-4.121338,0
5047,万一结婚了，想想身边的人被默默默默三通过，弄不好还有艾滋，整个人都不好了！,others,6.544149,-2.9139018,0
570,有过黑人男朋友的女的，但凡我知道了，我话都不会和她再多说一句，直接拉黑。见面也不会看她，她不配入我眼,others,7.5572815,-6.5016923,3
694,给黑人生孩子的国女基本上在社会上大概率会社死🤣🤣,others,6.3504744,-7.118297,7
7423,不是的，中国女人也不喜欢找黑人的女生，我一女的单纯觉得我华夏血液被污染，黑二代多了会扰乱我们的社会，毕竟我们和其他皿煮国家不一样，我们靠的是5000年凝聚力。我身边如果真的有女生找黑男友，我绝对会绝交的！中国男的那么多啊，她就找不到一个合心意的？,others,7.2980304,-6.8114524,3
2732,NBA的脑残粉男的和EG一样，low到骨子里,others,4.667816,-6.442444,1
1137,哪都有孝子,others,4.6201334,-4.9399285,6
4673,病原体何必为难病毒呢？,others,6.7020354,-2.6666453,6
7498,那些大多数是腐癌，他们根本就不支持同性恋，他们只是想看两个帅哥谈恋爱😢,others,4.0946054,-2.802758,9
5265,这里有个接了黑盘的郭楠，虽然上交了工资但婚后还是要带绿帽😄，这也太吓人了。,others,5.6397367,-5.8638873,6
1509,EG都不是找那种老g吗。优秀的别人看不上,others,4.6362724,-6.516781,1
2608,没办法，关于非洲的都要慎重考虑。尤其是黑人(不管哪国国籍),others,5.662698,-6.4565105,3
6241,宁愿娶二婚也绝对不要跟黑人在一起过的。,others,7.7528377,-6.295247,7
137,真的有些腐癌还有喜欢基，雷百合的，还是好看的基，这也太双标了,others,4.433511,-3.4633853,1
6175,作为新时代独立女性为了争取权利，那为什么不告诉现男友?怕国人不要你?别怕啊嫁去巴基斯坦啊,others,5.559206,-7.6602006,5
1635,但上海男人是真的小气,others,4.2243032,-7.02251,6
274,我从来不会同情国女生的黑人孩子。包括他们的母亲。一样不会同情。,others,6.560209,-7.1612954,7
1917,咋滴，就你能歧视？中国人都应该这么歧视✌️,others,3.0920718,-4.848506,4
4928,我们国家很好啊，就是有些eg，低劣生物那是变异，和国家有什么关系？国家让你便宜了？,others,3.783464,-5.3049893,4
2056,"白人政权统治时期，南非人均GDP很高，是准发达国家的水平，但是在黑人统治过后就迅速滑落。但事实却是，在以前，南非黑人不算人，黑人参与社会劳动，但是只有白人才参与人均GDP,当然就会出现人均水平较高的情况。",others,6.7857747,-7.6844296,3
2481,？？？不要以偏概全啊 大部分国女都很正常 外网就爱带节奏,others,4.457948,-7.8504567,5
5879,呃，事实如此，男生对男同首先是有生理反感，其次才是歧视。男生对女同没有生理反感，所以才会更喜欢女同。,others,3.9890459,-2.5407557,9
6658,人家那是和全世界联系起来的，眼界比我们开阔多了，有这种优势哪个女的不想嫁给他们？,others,5.3223877,-7.840489,3
413,我怕有艾滋😓😓😓,others,6.597277,-2.232728,8
5559,只要她们移民出去就行，别留在中国传染艾滋病，这不是害人么？😂,others,5.795168,-7.1873093,0
4882,四川的黑点不是gay多嘛🤣,others,4.9953547,-5.799729,4
6083,因为大家有家庭有事业，上学工作，没时间整天拿个手机在网上看它们打残虹拳，它们要么是50w，要么是游手好闲淫虫上脑那类，它们有那跟我们敲键盘的时间还不如去查一下艾淋梅尖,others,4.0079136,-3.9091032,2
2810,资本主义的喉舌又来鼓吹消费主义了。,others,3.2408853,-5.6119127,6
4354,圣母还越来越多,others,3.571112,-6.8529377,6
991,郭楠也配碰瓷你默大爷啊😓,others,5.002234,-5.224502,1
3994,现在的高中生都知道那些跟黑人的女人不能找好不好,others,7.1314764,-6.2934046,7
2427,反对！女权比默更可恨！,others,3.9108877,-7.985616,6
1079,搞不懂中国人为啥要吹黑人性能力，其实他们根本没去了解过，等到女人真信了谣言去找黑人了又哭天抢地,others,6.6047654,-6.447526,3
230,说明我国还是有一些封建思想余孽的,others,3.2213829,-5.7985888,2
3567,啊 虽然这种人确实很讨厌 但是小兄弟你为啥在我的评论下回复这个⁉,others,4.2346263,-4.306055,9
3279,其实你很不平自己为啥不是黑帽门女主角,others,6.325665,-5.577414,1
4531,我去，他们自己闻不到吗😅,others,3.2228312,-5.0514226,6
4112,真有意思人家新生刚来人生地不熟一个认识人没有咋这么优越呢我不多说你去高中找那个混子你跟他练练呗他拍的那个视角也不带有多高的就个胖矬,others,3.9681273,-4.8655477,1
5629,标子跟黑蛆一样，只会胶配繁殖,others,5.102821,-4.27079,1
7339,不管怎么样，鄙视这种歧视国人，做汉奸帮助侵略者搞子宫战，生哥布林的行为就对了。,others,4.604077,-5.9934926,4
7507,腐癌关txl什么事,others,4.099732,-3.1164024,1
3330,批判啥啊。跟黑人搞一起，你看不惯就不搭理他们就好了。有时间看看 袁鹏的帖子。中国男人应该学习下日本人，要彩礼没有钱，要房子买不起，你们爱嫁不嫁。,others,5.90836,-7.017337,5
2734,啥都不会的洋女也不过跟多数国女持平罢了，从比例来说这是正常情况,others,4.730322,-7.88479,5
3147,有艾滋啊，比瑶姐还脏啊…,others,6.421049,-2.2078626,8
3889,我支持你去非洲，去美国。就是别再中国，中国配不上你，仙女的气质。让我们在这个国度里静静的羡慕你。快走吧。别回头别后悔。后悔也别逼逼。中国还是纯黄种人为好,others,5.8966074,-6.8706636,3
4035,汪汪队的女人我都能接受（不开玩笑），但是黑人……接受不了🙂,others,7.473174,-6.1465416,7
6926,ezgirl和跪族篮孩确实要批判,others,4.8317084,-6.530167,1
6676,媚外的国女实在是太多了,others,4.573317,-7.885455,5
3901,有啥承受不住的✌️不要把网络上的东西当成“人”他们只是一个又一个负面情绪的具体化，如果你把他们当成人那肯定承受不住，唐山哪怕真杀人又和他们有何关系？不过是借此发泄阴暗面罢了，正好可以把网络当做博物馆，俯瞰一个又一个垃圾灵魂✌️,others,3.5462508,-4.5145593,2
5535,大兄弟，小心被地域黑当成靶子，毕竟回族在中文网络上名声不太好,others,4.0735345,-5.8876643,4
4034,媚黑的女生我是真理解不了😅😅😅,others,6.6454234,-5.2672358,7
4366,染艾的基还有脸来这里，不知羞耻！是不是想来宣传基染艾是正常的,others,5.57932,-2.7247262,8
3104,基佬看见💩洞就兴奋基佬不是在找屎眼就是在治病的路上,others,5.556667,-2.5492957,1
1484,理客中，不会就是所谓的中间派吧！他们还有一个称呼，投降派,others,3.7697773,-4.7039275,6
6920,侮辱彩虹这个东西了基佬应该用hiv当旗子,others,5.6232986,-2.517478,8
7568,他就是个gay。之前在陕西我去医院，看到他了。他当时往hiv科室里面走了,others,5.9633594,-3.014711,0
979,找个和苟来过的女生和黑人来过的女生你们要哪个,others,6.6440687,-5.867255,7
2759,九几年的故事会就有一个故事——黑人富商，女大学生，怀孕，黑人离开，接盘侠很开心😆,others,6.1976285,-6.520582,7
2685,所以当前突出问题也包括女汉奸的问题，这点这个🐶的贴已经说明了,others,3.1446974,-6.18415,5
51,人类中智商极端高的通常是红丸觉醒者，他们深刻认识到了母人吸血的本能和生命的雌本位底层代码，所以才把母人当成繁殖和泄欲的工具，或者干脆就是男同。,others,5.7635713,-7.079513,9
3961,法国觉得你说的很赞👍，还有中国那些没有爹的小黑也觉得😄,others,5.008898,-6.1003485,4
7160,我他玛就是歧视他们。表现不好就要有受人歧视的觉悟,others,3.3371832,-4.862923,4
741,祝所有慕洋的蝈籹都能去号子里面蹲蹲捏,others,4.859601,-3.7772965,1
811,真是无语，不看地区经济和女方的？拳师去刚果贫民区要求200万彩礼得了。,others,5.8572106,-8.0756035,3
906,你可以去看看这个索玛女王对默的评价😆,others,5.4843993,-5.219323,6
3676,二次元喜欢曹木琴,others,4.5542502,-3.824568,1
5924,同性恋总是爱跟异性恋比较，认为自己做的错事别人也会做所以把自己做的错事合理化，只会不断错下去乱下去。连染艾染病后也觉得跟异性恋差不多。同性恋不会正视自己跟异性恋生活上的不同之处，只会看异性恋的缺点不会看异性恋的优点,others,4.231627,-2.5020847,9
292,恶心！滚去非洲，别把串串留在中国,others,5.4388328,-6.4366517,4
5532,如果你喜欢对号入座，我无话可说。你们遭人唾弃，还是你们自己的问题，若想人不知，除非己莫为。,others,3.2825484,-5.093098,6
1873,朱诺话题，有本事去喷宁波工程学院黑人事件啊，无能的郭朒在狂怒,others,4.9182825,-5.7434096,4
7115,知乎好多黑人和中国女人在一起的图片能把你看吐,others,6.5431557,-6.3326087,7
4891,抛开数量谈都是耍流氓最底层的“最”，这个模糊的伺……底层男可以找底层女啊，底层女的也被挤压（）,others,4.172218,-7.253037,5
