query_id,condition,real_mean_margin,background_margin,ncc_margin,probe_margins,probe_ncc_margins,leave_one_out_ncc_margins,prediction,exact_tie,numerically_unresolved,original_reference,reviewed_reference,original_correct,reviewed_correct,numeric_bound,normalized_original_non_hate_probability,background_non_hate_probability,calibrated_non_hate_probability
3169,R-D2,-0.6795455932617187,2.6195937595894176,-3.299139352851136,"{""empty"":3.163914998372396,""lorem"":4.363284810384115,""mask"":2.6892913818359374,""na"":1.7099423726399738,""space"":2.59381103515625}","{""empty"":-3.8434605916341145,""lorem"":-5.042830403645834,""mask"":-3.368836975097656,""na"":-2.3894879659016928,""space"":-3.273356628417969}","{""empty"":-3.1958453715523785,""lorem"":-3.0988035687683384,""mask"":-3.2823532696712654,""na"":-3.698718176966615,""space"":-3.3056757221401387}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.33636272901629377,0.9321120043605717,0.03560072633466248
541,F1-T0R0,0.43031412760416665,2.9948248327006333,-2.564510705096467,"{""empty"":3.6054476420084636,""lorem"":4.717892201741536,""mask"":2.2987180074055993,""na"":2.5046618143717447,""space"":3.2810028076171873}","{""empty"":-3.1751335144042967,""lorem"":-4.28757807413737,""mask"":-1.8684038798014326,""na"":-2.0743476867675783,""space"":-2.850688680013021}","{""empty"":-2.4534665057605025,""lorem"":-2.36899440776718,""mask"":-2.8353529680522698,""na"":-2.7298596566220734,""space"":-2.5032706227054025}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.6059486767078556,0.9523397817026477,0.0714576711882012
541,F1-T0R1,0.40268452962239587,2.6552663437029653,-2.2525818140805693,"{""empty"":3.2353546142578127,""lorem"":4.062666320800782,""mask"":1.9370333353678386,""na"":2.2030766805013022,""space"":2.98499755859375}","{""empty"":-2.8326700846354167,""lorem"":-3.6599817911783856,""mask"":-1.5343488057454429,""na"":-1.8003921508789062,""space"":-2.582313028971354}","{""empty"":-2.1444790420967013,""lorem"":-2.069191892397342,""mask"":-2.529445623343466,""na"":-2.3993780966614184,""space"":-2.183169641296463}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5993324759832102,0.9343348378093108,0.09512699546819753
541,F1-T1R0,0.38790690104166664,2.8126466669532943,-2.4247397659116277,"{""empty"":3.404780069986979,""lorem"":4.377146911621094,""mask"":2.122391255696615,""na"":2.333685048421224,""space"":3.093880462646484}","{""empty"":-3.0168731689453123,""lorem"":-3.9892400105794272,""mask"":-1.7344843546549482,""na"":-1.9457781473795572,""space"":-2.7059735616048175}","{""empty"":-2.315559316234341,""lorem"":-2.234591793124102,""mask"":-2.688978006387283,""na"":-2.5839651306967695,""space"":-2.3642378364076833}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.595778726953105,0.9433554124937905,0.08130551566243754
541,F1-T1R1,0.39748306274414064,2.6165508648651774,-2.2190678021210366,"{""empty"":3.214671834309896,""lorem"":3.962202453613281,""mask"":1.9011624654134114,""na"":2.149678293863932,""space"":2.9703750610351562}","{""empty"":-2.817188771565755,""lorem"":-3.5647193908691404,""mask"":-1.5036794026692708,""na"":-1.7521952311197915,""space"":-2.5728919982910154}","{""empty"":-2.108401581474391,""lorem"":-2.0389754243288687,""mask"":-2.493386552804413,""na"":-2.3717303015195936,""space"":-2.145409508675063}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5980827889653583,0.931919199003533,0.09805121435864654
541,F2-T0R0,0.4025700887044271,3.0233741182697935,-2.6208040295653663,"{""empty"":3.63726806640625,""lorem"":4.679197184244792,""mask"":2.3238255818684896,""na"":2.543836720784505,""space"":3.3154617309570313}","{""empty"":-3.2346979777018228,""lorem"":-4.276627095540365,""mask"":-1.9212554931640624,""na"":-2.141266632080078,""space"":-2.912891642252604}","{""empty"":-2.5094200985648953,""lorem"":-2.4283499450008175,""mask"":-2.8941452288000975,""na"":-2.781598478585392,""space"":-2.558516780413178}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5993049946231092,0.9536189907238234,0.06781145074477424
541,F2-T0R1,0.40609893798828123,2.7594582583485794,-2.353359320360298,"{""empty"":3.288636016845703,""lorem"":4.2401585896809895,""mask"":2.0710467020670573,""na"":2.320940144856771,""space"":3.0260403951009116}","{""empty"":-2.8825370788574216,""lorem"":-3.834059651692708,""mask"":-1.664947764078776,""na"":-1.9148412068684895,""space"":-2.6199414571126303}","{""empty"":-2.2526372018808543,""lorem"":-2.1669503824722844,""mask"":-2.6155439764344686,""na"":-2.4951369468258138,""space"":-2.295525495197816}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.6001521095249795,0.9404452994293652,0.0867991259110427
541,F2-T1R0,0.3856572469075521,2.844523695747716,-2.4588664488401637,"{""empty"":3.46346181233724,""lorem"":4.354763539632161,""mask"":2.132701619466146,""na"":2.3762298583984376,""space"":3.157141367594401}","{""empty"":-3.0778045654296875,""lorem"":-3.969106292724609,""mask"":-1.7470443725585938,""na"":-1.9905726114908855,""space"":-2.771484120686849}","{""empty"":-2.3462980122236736,""lorem"":-2.2717208785521983,""mask"":-2.736149430961591,""na"":-2.6136866629286066,""space"":-2.3927239903842903}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5952368342344146,0.9450349143410823,0.07879257592014124
541,F2-T1R1,0.3425237019856771,2.6199145363127,-2.277390834327023,"{""empty"":3.139466349283854,""lorem"":4.0056302388509115,""mask"":1.9358561197916668,""na"":2.1811904907226562,""space"":2.895288594563802}","{""empty"":-2.796942647298177,""lorem"":-3.6631065368652345,""mask"":-1.5933324178059898,""na"":-1.8386667887369792,""space"":-2.552764892578125}","{""empty"":-2.177627298073995,""lorem"":-2.094903261290393,""mask"":-2.534350371460643,""na"":-2.418420380588358,""space"":-2.2177714406652727}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5848034297700092,0.9321323000466428,0.09301283249085786
541,R-A,0.3515803019205729,2.3875231858199006,-2.035942883899328,"{""empty"":2.8077344258626304,""lorem"":3.700726318359375,""mask"":1.6936055501302083,""na"":2.0082715352376304,""space"":2.650010681152344}","{""empty"":-2.4561541239420577,""lorem"":-3.349146016438802,""mask"":-1.3420252482096355,""na"":-1.6566912333170576,""space"":-2.298430379231771}","{""empty"":-1.9506981764979128,""lorem"":-1.855305260631014,""mask"":-2.2928071308236606,""na"":-2.1524367689717567,""space"":-1.97847420400273}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5870007454880979,0.9158709226314566,0.11548049910847408
541,R-C1,0.32450764973958335,3.1765424044919826,-2.852034754752399,"{""empty"":3.8030932108561197,""lorem"":5.092355092366536,""mask"":2.5367749532063804,""na"":2.595598602294922,""space"":3.488994852701823}","{""empty"":-3.478585561116536,""lorem"":-4.767847442626953,""mask"":-2.2122673034667972,""na"":-2.2710909525553387,""space"":-3.1644872029622393}","{""empty"":-2.739447307030428,""lorem"":-2.650969865233173,""mask"":-3.0933306811328727,""na"":-3.0620872888744657,""space"":-2.7862459621661344}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5804224064104944,0.9599419208783357,0.05457623341129186
541,R-C2,0.32294209798177087,3.3694820010753395,-3.0465399030935685,"{""empty"":3.9868708292643227,""lorem"":5.325309753417969,""mask"":2.830640920003255,""na"":2.7056856791178383,""space"":3.666742451985677}","{""empty"":-3.6639287312825517,""lorem"":-5.002367655436198,""mask"":-2.507698822021484,""na"":-2.3827435811360673,""space"":-3.343800354003906}","{""empty"":-2.9355254455244215,""lorem"":-2.8455733724689645,""mask"":-3.236923674823876,""na"":-3.3035748885864744,""space"":-2.9835818574090633}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5800410961583301,0.9667370381353809,0.04536709102802622
541,R-D1,0.32381998697916664,2.344867418905766,-2.021047431926599,"{""empty"":2.7806009928385413,""lorem"":3.5618977864583337,""mask"":1.6367177327473958,""na"":1.9879753112792968,""space"":2.617720031738281}","{""empty"":-2.4567810058593746,""lorem"":-3.238077799479167,""mask"":-1.3128977457682292,""na"":-1.6641553243001301,""space"":-2.2939000447591145}","{""empty"":-1.9331740748905206,""lorem"":-1.8465512539180406,""mask"":-2.284338289561829,""na"":-2.129097696796619,""space"":-1.961553500110106}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5802549291049794,0.9125253971046926,0.11701072760854575
541,R-D2,0.2842315673828125,2.219158380661136,-1.9349268132783237,"{""empty"":2.6493385314941404,""lorem"":3.4479288736979163,""mask"":1.4696441650390626,""na"":1.912371317545573,""space"":2.4747947692871093}","{""empty"":-2.365106964111328,""lorem"":-3.163697306315104,""mask"":-1.1854125976562502,""na"":-1.6281397501627604,""space"":-2.190563201904297}","{""empty"":-1.847543908655736,""lorem"":-1.757934688040177,""mask"":-2.2165297098533387,""na"":-2.0248291054907503,""space"":-1.8785488605394165}",hate,False,False,non-hate,non-hate,False,False,0.002685546875,0.5705833422985352,0.9019567958597987,0.12620625850266384
