group,module,layer,role,category,view,direction,metric,target,effect,effect_bound,residual,residual_bound,ratio,closeness_gain,eligible_direction
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/total_with_eos,R,C,0.38037681579589844,0.025373458862304688,0.002685546875,0.35500335693359375,0.002685546875,0.0667061130137845,0.06670611301378448,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/total_with_eos,R,I,0.17580795288085938,0.037464141845703125,0.00537109375,0.13834381103515625,0.00537109375,0.21309696877644455,0.21309696877644457,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/total_with_eos,K,C,0.38037681579589844,0.023723602294921875,0.002685546875,0.35665321350097656,0.002685546875,0.06236868628620999,0.06236868628620995,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/total_with_eos,K,I,0.17580795288085938,0.03672027587890625,0.00537109375,0.13908767700195312,0.00537109375,0.2088658406926031,0.20886584069260317,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/mean_with_eos,R,C,0.1267922719319654,0.008457819620767637,0.002685546875,0.11833445231119777,0.002685546875,0.06670611301378021,0.06670611301378027,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/mean_with_eos,R,I,0.05860265096028616,0.01248804728190045,0.00537109375,0.04611460367838571,0.00537109375,0.21309696877643552,0.21309696877643547,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/mean_with_eos,K,C,0.1267922719319654,0.007907867431640625,0.002685546875,0.11888440450032478,0.002685546875,0.062368686286210354,0.062368686286210395,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_forward/mean_with_eos,K,I,0.05860265096028616,0.012240091959634825,0.00537109375,0.04636255900065134,0.00537109375,0.20886584069259406,0.20886584069259406,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_sum,R,C,0.4114112854003906,-0.0092620849609375,0.002685546875,0.4206733703613281,0.002685546875,-0.022512957931923337,-0.022512957931923427,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_sum,R,I,-0.09032058715820312,-0.007076263427734375,0.00537109375,-0.08324432373046875,0.00537109375,0.07834607424927144,0.07834607424927142,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_sum,K,C,0.4114112854003906,-0.009383201599121094,0.002685546875,0.4207944869995117,0.002685546875,-0.022807351018553718,-0.0228073510185538,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_sum,K,I,-0.09032058715820312,-0.0070972442626953125,0.00537109375,-0.08322334289550781,0.00537109375,0.0785783671917895,0.07857836719178946,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_mean,R,C,0.2057056427001953,-0.00463104248046875,0.002685546875,0.21033668518066406,0.002685546875,-0.022512957931923337,-0.022512957931923427,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_mean,R,I,-0.04516029357910156,-0.0035381317138671875,0.00537109375,-0.041622161865234375,0.00537109375,0.07834607424927144,0.07834607424927142,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_mean,K,C,0.2057056427001953,-0.004691600799560547,0.002685546875,0.21039724349975586,0.002685546875,-0.022807351018553718,-0.0228073510185538,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/answer_mean,K,I,-0.04516029357910156,-0.0035486221313476562,0.00537109375,-0.041611671447753906,0.00537109375,0.0785783671917895,0.07857836719178946,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/total_with_eos,R,C,0.4114112854003906,-0.0092620849609375,0.002685546875,0.4206733703613281,0.002685546875,-0.022512957931923337,-0.022512957931923427,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/total_with_eos,R,I,-0.09032058715820312,-0.007076263427734375,0.00537109375,-0.08324432373046875,0.00537109375,0.07834607424927144,0.07834607424927142,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/total_with_eos,K,C,0.4114112854003906,-0.009383201599121094,0.002685546875,0.4207944869995117,0.002685546875,-0.022807351018553718,-0.0228073510185538,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/total_with_eos,K,I,-0.09032058715820312,-0.0070972442626953125,0.00537109375,-0.08322334289550781,0.00537109375,0.0785783671917895,0.07857836719178946,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/mean_with_eos,R,C,0.13713709513346384,-0.0030873616536455373,0.002685546875,0.14022445678710938,0.002685546875,-0.02251295793192113,-0.022512957931921207,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/mean_with_eos,R,I,-0.0301068623860683,-0.0023587544759120505,0.00537109375,-0.02774810791015625,0.00537109375,0.07834607424928958,0.07834607424928952,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/mean_with_eos,K,C,0.13713709513346384,-0.00312773386637355,0.002685546875,0.1402648289998374,0.002685546875,-0.02280735101855259,-0.02280735101855269,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ab_reverse/mean_with_eos,K,I,-0.0301068623860683,-0.0023657480875654002,0.00537109375,-0.0277411142985029,0.00537109375,0.07857836719179778,0.07857836719179778,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_fixed_recipient,R,C,0.05585937499999982,0.005202611287435044,0.002685546875,0.05065676371256478,0.002685546875,0.09313765661422206,0.09313765661422202,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_fixed_recipient,R,I,0.05914103190104214,0.007289886474610263,0.00537109375,0.05185114542643188,0.00537109375,0.12326275413672325,0.12326275413672327,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_fixed_recipient,K,C,0.05585937499999982,0.0053806304931640625,0.002685546875,0.05047874450683576,0.002685546875,0.09632457386363667,0.09632457386363669,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_fixed_recipient,K,I,0.05914103190104214,0.007681528727214726,0.00537109375,0.051459503173827414,0.00537109375,0.12988492896214357,0.12988492896214354,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_recalibrated,R,C,0.10741380901426067,0.018989047762077993,0.00537109375,0.08842476125218268,0.00537109375,0.1767840460769521,0.17678404607695208,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_recalibrated,R,I,0.05952079905374408,0.005747859603737471,0.0107421875,0.05377293945000661,0.0107421875,0.09656892540282369,0.09656892540282369,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_recalibrated,K,C,0.10741380901426067,0.0192196272502978,0.00537109375,0.08819418176396288,0.00537109375,0.17893069267980363,0.17893069267980366,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_recalibrated,K,I,0.05952079905374408,0.006154607163974202,0.0107421875,0.053366191889769876,0.0107421875,0.10340263003554308,0.10340263003554306,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/empty,R,C,0.08053550720214808,0.012142181396484375,0.00537109375,0.06839332580566371,0.00537109375,0.15076805024654408,0.15076805024654405,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/empty,R,I,0.05319646199544259,0.0053075154622401755,0.0107421875,0.047888946533202414,0.0107421875,0.09977196345679676,0.09977196345679673,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/empty,K,C,0.08053550720214808,0.01227823893229174,0.00537109375,0.06825726826985634,0.00537109375,0.15245746080015063,0.15245746080015066,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/empty,K,I,0.05319646199544259,0.0057118733723968695,0.0107421875,0.04748458862304572,0.0107421875,0.10737318156395839,0.10737318156395836,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/space,R,C,0.07592811584472647,0.017020670572916785,0.00537109375,0.05890744527180969,0.00537109375,0.22416821994798575,0.22416821994798575,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/space,R,I,0.051866404215495265,0.003763834635417851,0.0107421875,0.048102569580077414,0.0107421875,0.07256787302585731,0.07256787302585732,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/space,K,C,0.07592811584472647,0.01714973449707058,0.00537109375,0.058778381347655895,0.00537109375,0.22586803723856266,0.22586803723856264,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/space,K,I,0.051866404215495265,0.004179636637370976,0.0107421875,0.04768676757812429,0.0107421875,0.08058466170134646,0.08058466170134648,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/na,R,C,0.11153043111165362,0.022582244873047164,0.00537109375,0.08894818623860645,0.00537109375,0.2024760834147586,0.20247608341475853,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/na,R,I,0.06636123657226589,0.006061808268229774,0.0107421875,0.06029942830403612,0.0107421875,0.0913456195414412,0.09134561954144116,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/na,K,C,0.11153043111165362,0.022779846191406383,0.00537109375,0.08875058492024723,0.00537109375,0.2042478090002304,0.20424780900023043,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/na,K,I,0.06636123657226589,0.0064224243164074934,0.0107421875,0.0599388122558584,0.0107421875,0.096779756498564,0.09677975649856396,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/mask,R,C,0.13975626627604165,0.0183222452799483,0.00537109375,0.12143402099609335,0.00537109375,0.13110142227010307,0.13110142227010302,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/mask,R,I,0.05429585774739598,0.0065739949544276755,0.0107421875,0.047721862792968306,0.0107421875,0.12107728337237592,0.12107728337237589,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/mask,K,C,0.13975626627604165,0.01876475016276058,0.00537109375,0.12099151611328107,0.00537109375,0.13426768375234857,0.13426768375234854,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/mask,K,I,0.05429585774739598,0.0069707234700531195,0.0107421875,0.04732513427734286,0.0107421875,0.12838407494147072,0.12838407494147075,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/lorem,R,C,0.14434013366699183,0.020460764567057588,0.00537109375,0.12387936909993424,0.00537109375,0.14175381473778295,0.14175381473778292,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/lorem,R,I,0.06541620890299527,0.0072148640950526755,0.0107421875,0.05820134480794259,0.0107421875,0.11029168788658314,0.11029168788658317,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/lorem,K,C,0.14434013366699183,0.020867029825846206,0.00537109375,0.12347310384114563,0.00537109375,0.1445684529708742,0.14456845297087417,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_single/lorem,K,I,0.06541620890299527,0.007653554280600439,0.0107421875,0.05776265462239483,0.0107421875,0.11699782682224495,0.11699782682224491,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/empty,R,C,0.11074340874429067,0.019844884059232237,0.00537109375,0.09089852468505843,0.00537109375,0.17919697690590847,0.1791969769059084,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/empty,R,I,0.06028894962904641,0.00580384519123589,0.0107421875,0.054485104437810516,0.0107421875,0.09626714724583085,0.09626714724583085,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/empty,K,C,0.11074340874429067,0.020076010637711805,0.00537109375,0.09066739810657887,0.00537109375,0.1812840228177175,0.1812840228177175,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/empty,K,I,0.06028894962904641,0.006205695608044959,0.0107421875,0.05408325402100145,0.0107421875,0.10293255474225642,0.10293255474225638,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/space,R,C,0.11368373536746113,0.019393571187807268,0.00537109375,0.09429016417965386,0.00537109375,0.1705923114253875,0.17059231142538755,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/space,R,I,0.06111479698520128,0.006151701364540685,0.0107421875,0.054963095620660596,0.0107421875,0.10065813302186533,0.10065813302186533,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/space,K,C,0.11368373536746113,0.019633563759274608,0.00537109375,0.09405017160818652,0.00537109375,0.17270336601636843,0.1727033660163685,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/space,K,I,0.06111479698520128,0.006542374100602544,0.0107421875,0.05457242288459874,0.0107421875,0.10705057405634114,0.10705057405634111,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/na,R,C,0.10703294391311768,0.016684374978952032,0.00537109375,0.09034856893416565,0.00537109375,0.15588074446027864,0.15588074446027866,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/na,R,I,0.05375803088159259,0.005429900287283296,0.0107421875,0.04832813059430929,0.0107421875,0.10100630916417291,0.10100630916417286,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/na,K,C,0.10703294391311768,0.016996769036266457,0.00537109375,0.09003617487685123,0.00537109375,0.1587994164681046,0.15879941646810458,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/na,K,I,0.05375803088159259,0.005872334585506067,0.0107421875,0.04788569629608652,0.0107421875,0.10923641527050104,0.10923641527050099,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/mask,R,C,0.09909797259403641,0.019157890179512638,0.00537109375,0.07994008241452377,0.00537109375,0.1933227257634687,0.19332272576346865,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/mask,R,I,0.06098534850397641,0.005537495210413468,0.0107421875,0.05544785329356294,0.0107421875,0.09080041921958366,0.0908004192195837,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/mask,K,C,0.09909797259403641,0.019340070977510226,0.00537109375,0.07975790161652618,0.00537109375,0.1951611165320055,0.19516111653200552,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/mask,K,I,0.06098534850397641,0.005938510643718864,0.0107421875,0.05504683786025755,0.0107421875,0.09737602210031901,0.09737602210031904,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/lorem,R,C,0.10645139088645972,0.01907238014309387,0.00537109375,0.08737901074336585,0.00537109375,0.1791651568314061,0.1791651568314061,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/lorem,R,I,0.059374045636954254,0.005684676128215216,0.0107421875,0.05368936950873904,0.0107421875,0.09574345266910847,0.09574345266910844,False
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/lorem,K,C,0.10645139088645972,0.019297091115571652,0.00537109375,0.08715429977088807,0.00537109375,0.18127608249058755,0.18127608249058758,True
F1:N1-N2,attention,33,pre_answer,neutral_control,ncc_loo/lorem,K,I,0.059374045636954254,0.006087923329316514,0.0107421875,0.05328612230763774,0.0107421875,0.10253509364245521,0.10253509364245517,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_sum,R,C,0.16757583618164062,2.09808349609375e-05,0.002685546875,0.1675548553466797,0.002685546875,0.00012520203054929545,0.00012520203054933177,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_sum,R,I,0.17742156982421875,3.814697265625e-06,0.00537109375,0.17741775512695312,0.00537109375,2.150075252633842e-05,2.1500752526382172e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_sum,K,C,0.16757583618164062,2.6702880859375e-05,0.002685546875,0.16754913330078125,0.002685546875,0.00015934803888092148,0.0001593480388809576,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_sum,K,I,0.17742156982421875,0.0,0.00537109375,0.17742156982421875,0.00537109375,0.0,0.0,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_mean,R,C,0.05585937499999982,6.993611653349774e-06,0.002685546875,0.05585238138834647,0.002685546875,0.0001252003205075208,0.00012520032050755692,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_mean,R,I,0.05914103190104214,1.2715657558004523e-06,0.00537109375,0.05913976033528634,0.00537109375,2.1500567624996845e-05,2.150056762495467e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_mean,K,C,0.05585937499999982,8.900960286606363e-06,0.002685546875,0.055850474039713216,0.002685546875,0.00015934586247351302,0.00015934586247345894,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/answer_mean,K,I,0.05914103190104214,8.881784197001252e-16,0.00537109375,0.05914103190104125,0.00537109375,1.501797299016141e-14,1.4988010832439613e-14,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/total_with_eos,R,C,0.16757583618164062,2.09808349609375e-05,0.002685546875,0.1675548553466797,0.002685546875,0.00012520203054929545,0.00012520203054933177,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/total_with_eos,R,I,0.17742156982421875,3.814697265625e-06,0.00537109375,0.17741775512695312,0.00537109375,2.150075252633842e-05,2.1500752526382172e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/total_with_eos,K,C,0.16757583618164062,2.6702880859375e-05,0.002685546875,0.16754913330078125,0.002685546875,0.00015934803888092148,0.0001593480388809576,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/total_with_eos,K,I,0.17742156982421875,0.0,0.00537109375,0.17742156982421875,0.00537109375,0.0,0.0,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/mean_with_eos,R,C,0.04189443588256814,5.245208740234375e-06,0.002685546875,0.0418891906738279,0.002685546875,0.00012520060551565642,0.00012520060551568513,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/mean_with_eos,R,I,0.04435571034749364,9.5367431640625e-07,0.00537109375,0.04435475667317723,0.00537109375,2.1500598433322987e-05,2.1500598433310536e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/mean_with_eos,K,C,0.04189443588256814,6.67572021484375e-06,0.002685546875,0.041887760162353294,0.002685546875,0.00015934622520174456,0.0001593462252017508,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,original/mean_with_eos,K,I,0.04435571034749364,0.0,0.00537109375,0.04435571034749364,0.00537109375,0.0,0.0,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_sum,R,C,0.38037681579589844,-4.863739013671875e-05,0.002685546875,0.38042545318603516,0.002685546875,-0.0001278663370556645,-0.00012786633705563766,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_sum,R,I,0.17580795288085938,4.38690185546875e-05,0.00537109375,0.1757640838623047,0.00537109375,0.00024952806648295613,0.00024952806648292913,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_sum,K,C,0.38037681579589844,-4.291534423828125e-05,0.002685546875,0.3804197311401367,0.002685546875,-0.00011282323857852749,-0.00011282323857852994,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_sum,K,I,0.17580795288085938,1.71661376953125e-05,0.00537109375,0.17579078674316406,0.00537109375,9.764141731941763e-05,9.764141731938292e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_mean,R,C,0.19018840789794922,-2.4318695068359375e-05,0.002685546875,0.19021272659301758,0.002685546875,-0.0001278663370556645,-0.00012786633705563766,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_mean,R,I,0.08790397644042969,2.193450927734375e-05,0.00537109375,0.08788204193115234,0.00537109375,0.00024952806648295613,0.00024952806648292913,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_mean,K,C,0.19018840789794922,-2.1457672119140625e-05,0.002685546875,0.19020986557006836,0.002685546875,-0.00011282323857852749,-0.00011282323857852994,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/answer_mean,K,I,0.08790397644042969,8.58306884765625e-06,0.00537109375,0.08789539337158203,0.00537109375,9.764141731941763e-05,9.764141731938292e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/total_with_eos,R,C,0.38037681579589844,-4.863739013671875e-05,0.002685546875,0.38042545318603516,0.002685546875,-0.0001278663370556645,-0.00012786633705563766,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/total_with_eos,R,I,0.17580795288085938,4.38690185546875e-05,0.00537109375,0.1757640838623047,0.00537109375,0.00024952806648295613,0.00024952806648292913,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/total_with_eos,K,C,0.38037681579589844,-4.291534423828125e-05,0.002685546875,0.3804197311401367,0.002685546875,-0.00011282323857852749,-0.00011282323857852994,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/total_with_eos,K,I,0.17580795288085938,1.71661376953125e-05,0.00537109375,0.17579078674316406,0.00537109375,9.764141731941763e-05,9.764141731938292e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/mean_with_eos,R,C,0.1267922719319654,-1.621246337935034e-05,0.002685546875,0.12680848439534476,0.002685546875,-0.0001278663370591677,-0.00012786633705919037,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/mean_with_eos,R,I,0.05860265096028616,1.4623006184599774e-05,0.00537109375,0.05858802795410156,0.00537109375,0.00024952806647790543,0.00024952806647793313,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/mean_with_eos,K,C,0.1267922719319654,-1.430511474609375e-05,0.002685546875,0.1268065770467115,0.002685546875,-0.00011282323857852814,-0.00011282323857852994,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_forward/mean_with_eos,K,I,0.05860265096028616,5.7220458984375e-06,0.00537109375,0.058596928914387725,0.00537109375,9.764141731941811e-05,9.764141731938292e-05,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_reverse/answer_sum,R,C,0.4114112854003906,7.915496826171875e-05,0.002685546875,0.4113321304321289,0.002685546875,0.00019239863141985554,0.00019239863141984337,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_reverse/answer_sum,R,I,-0.09032058715820312,2.09808349609375e-05,0.00537109375,-0.09034156799316406,0.00537109375,-0.0002322929425180555,-0.0002322929425180309,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_reverse/answer_sum,K,C,0.4114112854003906,6.29425048828125e-05,0.002685546875,0.4113483428955078,0.002685546875,0.00015299168281578875,0.00015299168281579512,False
F1:N1-N2,attention,33,unrelated_demo_end,neutral_site_control,ab_reverse/answer_sum,K,I,-0.09032058715820312,1.1444091796875e-05,0.00537109375,-0.09033203125,0.00537109375,-0.00012670524137348483,-0.00012670524137359251,False
