family,task,label,score_mode,metric,cell,cell_label,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
contrast,group,Region,answer_sum,answer_sum/margin/Region,CL_minus_PL,CLnew minus PLnew,all,643,-1.7121433675362345,-2.874684055672528,-15.521168150714088,14.436376936186655,-8.171387176221097,3.885570933460121,12.056958109681219,-33.769956982192376,39.61204145159279,defined,0.002685546875,-1,negative,233,407,3,0.36236391912908245,0.6329704510108864,0.004665629860031105,-2.4694312051359035,-0.933265272589559
contrast,group,Region,answer_sum,answer_sum/margin/Region,CD_minus_PD,CD minus PD,all,643,-4.5270385073385295,-4.6680354119222685,-22.979176878890172,17.123816323706826,-13.069541009478645,3.5970136252859453,16.66655463476459,-37.72863731504082,32.37717344632027,defined,0.002685546875,-1,negative,222,421,0,0.3452566096423017,0.6547433903576982,0.0,-5.442601628128791,-3.58512770005186
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,L_given_D,Lnew given D,all,643,-2.746730648939015,-2.2140430459046136,-14.535711370894424,7.174095073149521,-6.0548754089630705,0.8483377493931332,6.903213158356204,-30.886244114446868,37.817456857568395,defined,0.002685546875,-1,negative,197,441,5,0.30637636080870917,0.6858475894245724,0.007776049766718507,-3.2826477679019,-2.229942678251634
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,D_given_L,D given Lnew,all,643,4.411674119466099,3.9729503436744515,-8.26608077906491,18.43533856316303,-1.1012718761183837,9.618561636501141,10.719833512619525,-30.066957920673506,41.21820617779112,defined,0.002685546875,1,positive,451,192,0,0.7013996889580093,0.2986003110419907,0.0,3.755132035263882,5.08775284936919
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,CL_minus_PL,CLnew minus PLnew,all,643,-2.4034281956629306,-3.5245225672418883,-15.634283013653143,15.166975985268236,-8.664052572039008,1.7596638595332372,10.423716431572245,-31.20999628965025,38.09232260307927,defined,0.002685546875,-1,negative,204,436,3,0.31726283048211507,0.6780715396578538,0.004665629860031105,-3.147191698722186,-1.6700763696050904
contrast,group,LGBTQ,answer_sum,answer_sum/margin/LGBTQ,CD_minus_PD,CD minus PD,all,643,-6.749867129468873,-6.855665654236381,-22.894451780437564,8.216249397839603,-13.141278552015756,-0.07143126240773867,13.069847289608017,-31.71547360123456,33.27712246449425,defined,0.002685546875,-1,negative,160,483,0,0.24883359253499224,0.7511664074650077,0.0,-7.510170565436421,-5.9904746815793475
contrast,group,Sexism,answer_sum,answer_sum/margin/Sexism,L_given_D,Lnew given D,all,643,-0.9037390232898576,-0.3968884268839368,-15.110005059543104,11.679981654457203,-4.808885663966171,3.733712471778472,8.542598135744644,-43.79262494928004,42.20796862434438,defined,0.002685546875,-1,negative,301,338,4,0.4681181959564541,0.5256609642301711,0.006220839813374806,-1.5601240675171568,-0.26257324352403927
contrast,group,Sexism,answer_sum,answer_sum/margin/Sexism,D_given_L,D given Lnew,all,643,7.452871241254869,7.762030239470228,-8.325744633309442,22.10935594335,1.3658143253710637,13.298895864154215,11.933081538783151,-19.803944701233174,37.34972747965098,defined,0.002685546875,1,positive,508,135,0,0.7900466562986003,0.2099533437013997,0.0,6.71892647654121,8.172616615742335
contrast,group,Sexism,answer_sum,answer_sum/margin/Sexism,CL_minus_PL,CLnew minus PLnew,all,643,5.243645617953247,3.4454892851231627,-11.664191713648254,27.94323653736657,-2.5917716221370193,11.746845645128948,14.338617267265967,-23.699645675413674,44.877037314293474,defined,0.002685546875,1,positive,418,222,3,0.6500777604976672,0.3452566096423017,0.004665629860031105,4.347231560446967,6.128315342124333
contrast,group,Sexism,answer_sum,answer_sum/margin/Sexism,CD_minus_PD,CD minus PD,all,643,3.59573206403326,2.64377162603601,-13.750918622869982,24.12217772594061,-3.8892507904814817,9.61770887052878,13.506959661010262,-26.91235497783078,50.77883476703775,defined,0.002685546875,1,positive,384,259,0,0.5972006220839814,0.40279937791601866,0.0,2.7172285064093447,4.466492731017302
contrast,group,others,answer_sum,answer_sum/margin/others,L_given_D,Lnew given D,all,643,2.3951652838986366,0.6705098900713269,-11.271659849792817,22.19072258312585,-3.196998076275016,6.195647883473557,9.392645959748572,-29.593474373635594,44.52421766650461,defined,0.002685546875,1,positive,348,291,4,0.5412130637636081,0.4525660964230171,0.006220839813374806,1.6114639092306824,3.165636007208069
contrast,group,others,answer_sum,answer_sum/margin/others,D_given_L,D given Lnew,all,643,3.9183928534567403,3.268546962015167,-11.232644230198808,19.74753595369322,-2.5178520163102824,10.119933812526272,12.637785828836554,-28.774455744792597,50.85024890733853,defined,0.002685546875,1,positive,419,224,0,0.6516329704510109,0.3483670295489891,0.0,3.1607283225907103,4.664835970054949
contrast,group,others,answer_sum,answer_sum/margin/others,CL_minus_PL,CLnew minus PLnew,all,643,-2.2320610371327874,-3.1707340322902517,-17.028404655479086,19.98520573667444,-9.567131701703495,2.862123931730279,12.429255633433774,-31.85891944832221,34.63343914741496,defined,0.002685546875,-1,negative,224,416,3,0.3483670295489891,0.6469673405909798,0.004665629860031105,-3.0713416259386,-1.387786029377216
contrast,group,others,answer_sum,answer_sum/margin/others,CD_minus_PD,CD minus PD,all,643,-4.9683744752797105,-4.706857155448322,-22.250479568144055,10.041337471289124,-11.61392747387562,2.0264876500456133,13.640415123921233,-44.198070205644285,35.50877830048437,defined,0.002685546875,-1,negative,203,439,1,0.3157076205287714,0.6827371695178849,0.0015552099533437014,-5.76081393599053,-4.176147067997391
