family,task,label,score_mode,metric,cell,cell_label,stratum,n,mean,median,p05,p95,q25,q75,iqr,min,max,status,error_bound,raw_sign,direction,positive_query_count,negative_query_count,unresolved_query_count,positive_query_fraction,negative_query_fraction,unresolved_query_fraction,ci95_low,ci95_high
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,Lq_hit,223,1.8654708520179373,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,Lq_no_hit,420,1.4619047619047618,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,gold_size_1,328,1.9939024390243902,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,gold_size_2plus,63,1.9682539682539681,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,gold_size_2_appendix,56,1.9642857142857142,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PLnew,PLnew,gold_size_3_appendix,7,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,all,643,1.5272161741835149,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,Lq_hit,223,1.7264573991031391,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,Lq_no_hit,420,1.4214285714285715,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,gold_size_0,252,1.0238095238095237,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,gold_size_1,328,1.850609756097561,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,gold_size_2plus,63,1.8571428571428572,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,gold_size_2_appendix,56,1.8571428571428572,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,PD,PD,gold_size_3_appendix,7,1.8571428571428572,2.0,1.3,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,all,643,1.510108864696734,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,Lq_hit,223,1.6591928251121075,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,Lq_no_hit,420,1.430952380952381,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,gold_size_0,252,1.0198412698412698,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,gold_size_1,328,1.826219512195122,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,gold_size_2plus,63,1.8253968253968254,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,gold_size_2_appendix,56,1.8214285714285714,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLq,CLq,gold_size_3_appendix,7,1.8571428571428572,2.0,1.3,2.0,2.0,2.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,all,643,1.290824261275272,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,Lq_hit,223,1.2600896860986548,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,Lq_no_hit,420,1.3071428571428572,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,gold_size_0,252,1.4484126984126984,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,gold_size_1,328,1.1829268292682926,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,gold_size_2plus,63,1.2222222222222223,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,gold_size_2_appendix,56,1.2142857142857142,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/rank,CLqD,CLqD,gold_size_3_appendix,7,1.2857142857142858,1.0,1.0,2.0,1.0,1.5,0.5,1.0,2.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,C0,C0,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLnew,CLnew,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CD,CD,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLDnew,CLDnew,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PLnew,PLnew,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,PD,PD,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLq,CLq,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,all,643,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,Lq_hit,223,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,Lq_no_hit,420,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,gold_size_0,252,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,gold_size_1,328,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,gold_size_2plus,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,gold_size_2_appendix,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/tie_count,CLqD,CLqD,gold_size_3_appendix,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,all,643,0.46101809374625946,0.17927054204002177,3.1861549108271574e-05,0.9999988079650641,0.008330212232006832,0.9996783646220272,0.9913481523900204,1.800777942650464e-07,0.9999999840711731,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,Lq_hit,223,0.22733726969743542,0.046248132923587607,6.162392554302152e-06,0.9989118151634628,0.002574817562675232,0.25524181260722956,0.2526669950445543,1.818345759981158e-07,0.9999997703245095,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,Lq_no_hit,420,0.585091483657897,0.989730292928297,6.640683876252484e-05,0.9999993934437144,0.016446999745481243,0.9999669404049705,0.9835199406594892,1.800777942650464e-07,0.9999999840711731,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,gold_size_0,252,0.9915903966866135,0.9999012722282432,0.9717543249165181,0.9999998170905707,0.9987152920899376,0.9999952063249401,0.0012799142350025106,0.0529721555009394,0.9999999840711731,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,gold_size_1,328,0.10469927558809025,0.013975240837247611,5.366040769049276e-06,0.6300045330051163,0.0011622674002580717,0.09986424745286503,0.09870198005260696,1.800777942650464e-07,0.9999993862189865,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,gold_size_2plus,63,0.19384907810991406,0.05880336317460192,0.0018572922030338642,0.8614021080323911,0.008723769633386738,0.28241543577944717,0.27369166614606044,1.9481691866515544e-05,0.9976908664108753,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,gold_size_2_appendix,56,0.2085686098087609,0.057641171259776414,0.0017459651910022437,0.878901987871541,0.008140295349520977,0.37245247567302653,0.36431218032350554,1.9481691866515544e-05,0.9976908664108753,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,C0,C0,gold_size_3_appendix,7,0.07609282451913925,0.06465510318938683,0.017965930693282055,0.1849546205526585,0.035666563981943566,0.07925900342577594,0.04359243944383237,0.012629324844980578,0.2255142087841683,defined,,,,,,,,,,,
condition,hate,,answer_sum,answer_sum/gold/mass,CLnew,CLnew,all,643,0.4837051199200072,0.3409110504172314,1.0238620353516916e-06,0.9999999722588461,0.0021269252490350842,0.999994552640074,0.9978676273910388,4.275818123147387e-09,0.9999999982217505,defined,,,,,,,,,,,
